NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HALLMARK_BILE_ACID_METABOLISM	112	20		
HALLMARK_PEROXISOME	104	30		
HALLMARK_ALLOGRAFT_REJECTION	200	40		
HALLMARK_SPERMATOGENESIS	135	26		
HALLMARK_KRAS_SIGNALING_UP	200	49		
HALLMARK_KRAS_SIGNALING_DN	200	26		
HALLMARK_PANCREAS_BETA_CELLS	40		Rejected!	
CHR1P11	21		Rejected!	
CHR1P12	53		Rejected!	
CHR1P13	213	19		
CHR1P21	107		Rejected!	
CHR1P22	134		Rejected!	
CHR1P31	223	17		
CHR1P32	156		Rejected!	
CHR1P33	61		Rejected!	
CHR1P34	292	27		
CHR1P35	136		Rejected!	
CHR1P36	681	59		
CHR1Q21	404	35		
CHR1Q22	71		Rejected!	
CHR1Q23	224	20		
CHR1Q24	128		Rejected!	
CHR1Q25	165	18		
CHR1Q31	74		Rejected!	
CHR1Q32	286	28		
CHR1Q41	96		Rejected!	
CHR1Q42	239	18		
CHR1Q43	62		Rejected!	
CHR1Q44	128		Rejected!	
CHR10P11	126		Rejected!	
CHR10P12	140		Rejected!	
CHR10P13	66		Rejected!	
CHR10P14	48		Rejected!	
CHR10P15	89		Rejected!	
CHR10Q11	188		Rejected!	
CHR10Q21	119		Rejected!	
CHR10Q22	207	20		
CHR10Q23	194	15		
CHR10Q24	189	21		
CHR10Q25	131		Rejected!	
CHR10Q26	207		Rejected!	
CHR11P11	153		Rejected!	
CHR11P12	19		Rejected!	
CHR11P13	64		Rejected!	
CHR11P14	59		Rejected!	
CHR11P15	563	35		
CHR11Q11	40		Rejected!	
CHR11Q12	342	19		
CHR11Q13	449	49		
CHR11Q14	156		Rejected!	
CHR11Q21	63		Rejected!	
CHR11Q22	105		Rejected!	
CHR11Q23	218	19		
CHR11Q24	190		Rejected!	
CHR11Q25	31		Rejected!	
CHR12P11	84		Rejected!	
CHR12P12	113	15		
CHR12P13	349	34		
CHR12Q12	62		Rejected!	
CHR12Q13	419	49		
CHR12Q14	114		Rejected!	
CHR12Q15	56		Rejected!	
CHR12Q21	139		Rejected!	
CHR12Q22	57		Rejected!	
CHR12Q23	150		Rejected!	
CHR12Q24	410	43		
CHR13Q11	25		Rejected!	
CHR13Q12	235		Rejected!	
CHR13Q13	81		Rejected!	
CHR13Q14	245	17		
CHR13Q21	117		Rejected!	
CHR13Q22	62		Rejected!	
CHR13Q31	99		Rejected!	
CHR13Q32	95		Rejected!	
CHR13Q33	57		Rejected!	
CHR13Q34	88		Rejected!	
CHR14Q11	330	17		
CHR14Q12	105		Rejected!	
CHR14Q13	60		Rejected!	
CHR14Q21	97		Rejected!	
CHR14Q22	93		Rejected!	
CHR14Q23	131		Rejected!	
CHR14Q24	201	22		
CHR14Q31	59		Rejected!	
CHR14Q32	565	29		
CHR15Q11	216		Rejected!	
CHR15Q12	18		Rejected!	
CHR15Q13	101		Rejected!	
CHR15Q14	61		Rejected!	
CHR15Q15	146		Rejected!	
CHR15Q21	176	22		
CHR15Q22	131		Rejected!	
CHR15Q23	68		Rejected!	
CHR15Q24	122		Rejected!	
CHR15Q25	157		Rejected!	
CHR15Q26	204		Rejected!	
CHR16P11	276	19		
CHR16P12	172		Rejected!	
CHR16P13	421	46		
CHR16Q11	12		Rejected!	
CHR16Q12	101		Rejected!	
CHR16Q13	40		Rejected!	
CHR16Q21	78		Rejected!	
CHR16Q22	182		Rejected!	
CHR16Q23	114		Rejected!	
CHR16Q24	132	19		
CHR17P11	203		Rejected!	
CHR17P12	64		Rejected!	
CHR17P13	346	43		
CHR17Q11	169	15		
CHR17Q12	147		Rejected!	
CHR17Q21	472	38		
CHR17Q22	88		Rejected!	
CHR17Q23	118		Rejected!	
CHR17Q24	98		Rejected!	
CHR17Q25	305	35		
CHR18P11	210		Rejected!	
CHR18Q11	85		Rejected!	
CHR18Q12	104		Rejected!	
CHR18Q21	202	15		
CHR18Q22	65		Rejected!	
CHR18Q23	39		Rejected!	
CHR19P12	114		Rejected!	
CHR19P13	786	107		
CHR19Q11	5		Rejected!	
CHR19Q12	30		Rejected!	
CHR19Q13	1185	101		
CHR2P11	213		Rejected!	
CHR2P12	56		Rejected!	
CHR2P13	140	15		
CHR2P14	63		Rejected!	
CHR2P15	44		Rejected!	
CHR2P16	119		Rejected!	
CHR2P21	80		Rejected!	
CHR2P22	103		Rejected!	
CHR2P23	149	21		
CHR2P24	80		Rejected!	
CHR2P25	126		Rejected!	
CHR2Q11	152		Rejected!	
CHR2Q12	82		Rejected!	
CHR2Q13	59		Rejected!	
CHR2Q14	164		Rejected!	
CHR2Q21	150		Rejected!	
CHR2Q22	70		Rejected!	
CHR2Q23	53		Rejected!	
CHR2Q24	128		Rejected!	
CHR2Q31	178		Rejected!	
CHR2Q32	111		Rejected!	
CHR2Q33	203	20		
CHR2Q34	45		Rejected!	
CHR2Q35	131	15		
CHR2Q36	85		Rejected!	
CHR2Q37	226	21		
CHR20P11	150		Rejected!	
CHR20P12	108		Rejected!	
CHR20P13	120	15		
CHR20Q11	245	18		
CHR20Q12	25		Rejected!	
CHR20Q13	410	31		
CHR21P11	38		Rejected!	
CHR21P12	15		Rejected!	
CHR21Q11	47		Rejected!	
CHR21Q21	121		Rejected!	
CHR21Q22	370	28		
CHR22Q11	401	16		
CHR22Q12	221	24		
CHR22Q13	320	38		
CHR3P11	25		Rejected!	
CHR3P12	73		Rejected!	
CHR3P13	47		Rejected!	
CHR3P14	141		Rejected!	
CHR3P21	316	35		
CHR3P22	185	18		
CHR3P23	10		Rejected!	
CHR3P24	113		Rejected!	
CHR3P25	155	19		
CHR3P26	48		Rejected!	
CHR3Q11	54		Rejected!	
CHR3Q12	53		Rejected!	
CHR3Q13	221		Rejected!	
CHR3Q21	160		Rejected!	
CHR3Q22	135		Rejected!	
CHR3Q23	62		Rejected!	
CHR3Q24	46		Rejected!	
CHR3Q25	179	18		
CHR3Q26	219		Rejected!	
CHR3Q27	127		Rejected!	
CHR3Q28	36		Rejected!	
CHR3Q29	139		Rejected!	
CHR4P11	19		Rejected!	
CHR4P12	26		Rejected!	
CHR4P13	31		Rejected!	
CHR4P14	67		Rejected!	
CHR4P15	134	15		
CHR4P16	220	19		
CHR4Q12	84		Rejected!	
CHR4Q13	153		Rejected!	
CHR4Q21	133		Rejected!	
CHR4Q22	73		Rejected!	
CHR4Q23	36		Rejected!	
CHR4Q24	59		Rejected!	
CHR4Q25	90		Rejected!	
CHR4Q26	55		Rejected!	
CHR4Q27	31		Rejected!	
CHR4Q28	81		Rejected!	
CHR4Q31	163		Rejected!	
CHR4Q32	119	16		
CHR4Q33	15		Rejected!	
CHR4Q34	60		Rejected!	
CHR4Q35	115		Rejected!	
CHR5P12	32		Rejected!	
CHR5P13	139		Rejected!	
CHR5P14	37		Rejected!	
CHR5P15	204		Rejected!	
CHR5Q11	95		Rejected!	
CHR5Q12	66		Rejected!	
CHR5Q13	151		Rejected!	
CHR5Q14	136		Rejected!	
CHR5Q15	60		Rejected!	
CHR5Q21	68		Rejected!	
CHR5Q22	59		Rejected!	
CHR5Q23	115		Rejected!	
CHR5Q31	297	29		
CHR5Q32	78		Rejected!	
CHR5Q33	118		Rejected!	
CHR5Q34	40		Rejected!	
CHR5Q35	231	26		
CHR6P11	9		Rejected!	
CHR6P12	135		Rejected!	
CHR6P21	487	52		
CHR6P22	364		Rejected!	
CHR6P23	16		Rejected!	
CHR6P24	63		Rejected!	
CHR6P25	84		Rejected!	
CHR6Q11	6		Rejected!	
CHR6Q12	24		Rejected!	
CHR6Q13	64		Rejected!	
CHR6Q14	96		Rejected!	
CHR6Q15	51		Rejected!	
CHR6Q16	56		Rejected!	
CHR6Q21	122		Rejected!	
CHR6Q22	126	15		
CHR6Q23	118		Rejected!	
CHR6Q24	77		Rejected!	
CHR6Q25	161		Rejected!	
CHR6Q26	15		Rejected!	
CHR6Q27	79		Rejected!	
CHR7P11	86		Rejected!	
CHR7P12	64		Rejected!	
CHR7P13	52		Rejected!	
CHR7P14	173		Rejected!	
CHR7P15	101		Rejected!	
CHR7P21	87		Rejected!	
CHR7P22	132	16		
CHR7Q11	268	18		
CHR7Q21	176	23		
CHR7Q22	219	28		
CHR7Q31	137		Rejected!	
CHR7Q32	97		Rejected!	
CHR7Q33	58		Rejected!	
CHR7Q34	184		Rejected!	
CHR7Q35	65		Rejected!	
CHR7Q36	156	15		
CHR8P11	102		Rejected!	
CHR8P12	70		Rejected!	
CHR8P21	135	20		
CHR8P22	47		Rejected!	
CHR8P23	233		Rejected!	
CHR8Q11	76		Rejected!	
CHR8Q12	90		Rejected!	
CHR8Q13	75		Rejected!	
CHR8Q21	190	15		
CHR8Q22	164	19		
CHR8Q23	50		Rejected!	
CHR8Q24	353	29		
CHR9P11	51		Rejected!	
CHR9P12	17		Rejected!	
CHR9P13	174		Rejected!	
CHR9P21	124		Rejected!	
CHR9P22	52		Rejected!	
CHR9P23	20		Rejected!	
CHR9P24	105		Rejected!	
CHR9Q12	8		Rejected!	
CHR9Q13	55		Rejected!	
CHR9Q21	198	19		
CHR9Q22	198		Rejected!	
CHR9Q31	136	18		
CHR9Q32	50		Rejected!	
CHR9Q33	136		Rejected!	
CHR9Q34	323	39		
MT	37		Rejected!	
CHRXP11	374	32		
CHRXP21	82		Rejected!	
CHRXP22	245	21		
CHRXQ11	29		Rejected!	
CHRXQ12	26		Rejected!	
CHRXQ13	164		Rejected!	
CHRXQ21	142		Rejected!	
CHRXQ22	171	20		
CHRXQ23	89		Rejected!	
CHRXQ24	81		Rejected!	
CHRXQ25	48		Rejected!	
CHRXQ26	172	15		
CHRXQ27	91		Rejected!	
CHRXQ28	212	21		
CHRYP11	122		Rejected!	
CHRYQ11	311		Rejected!	
GLI1_UP.V1_DN	17		Rejected!	
GLI1_UP.V1_UP	24		Rejected!	
GCNP_SHH_UP_EARLY.V1_DN	167	35		
GCNP_SHH_UP_LATE.V1_DN	178	30		
RAPA_EARLY_UP.V1_DN	186	28		
RAPA_EARLY_UP.V1_UP	167	33		
HINATA_NFKB_MATRIX	11		Rejected!	
CYCLIN_D1_KE_.V1_UP	188	43		
CYCLIN_D1_UP.V1_UP	187	39		
CSR_EARLY_UP.V1_DN	126	18		
VEGF_A_UP.V1_UP	195	36		
BCAT_GDS748_DN	45		Rejected!	
BCAT_GDS748_UP	48	18		
BCAT.100_UP.V1_DN	41		Rejected!	
BCAT.100_UP.V1_UP	49	15		
ATF2_S_UP.V1_UP	193	35		
ATF2_UP.V1_UP	190	30		
WNT_UP.V1_UP	176	29		
ATM_DN.V1_DN	146		Rejected!	
ATM_DN.V1_UP	146	24		
P53_DN.V2_DN	145	24		
RELA_DN.V1_DN	139	21		
BCAT_BILD_ET_AL_DN	46		Rejected!	
BCAT_BILD_ET_AL_UP	45		Rejected!	
E2F3_UP.V1_UP	190	57		
CAMP_UP.V1_DN	199	68		
CAMP_UP.V1_UP	200	76		
PRC1_BMI_UP.V1_UP	185	25		
PRC2_EED_DN.V1_UP	191	37		
PRC2_EZH2_UP.V1_UP	192	38		
PRC2_SUZ12_UP.V1_UP	185	32		
JNK_DN.V1_DN	190	38		
JNK_DN.V1_UP	186	26		
BRCA1_DN.V1_UP	133		Rejected!	
CTIP_DN.V1_UP	135	17		
PKCA_DN.V1_DN	154	24		
MTOR_UP.N4.V1_DN	184	40		
PTEN_DN.V2_UP	139	29		
DCA_UP.V1_UP	186	23		
ESC_J1_UP_EARLY.V1_UP	178	26		
ESC_J1_UP_LATE.V1_UP	185	43		
ESC_V6.5_UP_EARLY.V1_UP	166	27		
ESC_V6.5_UP_LATE.V1_UP	184	41		
PTEN_DN.V1_DN	184	41		
NOTCH_DN.V1_DN	183	28		
EIF4E_DN	100	20		
EIF4E_UP	100	21		
CRX_DN.V1_DN	132	31		
CRX_DN.V1_UP	135	19		
CRX_NRL_DN.V1_DN	127	32		
CRX_NRL_DN.V1_UP	140	25		
NRL_DN.V1_DN	132	23		
NRL_DN.V1_UP	137	21		
RB_DN.V1_DN	123	33		
RB_P107_DN.V1_DN	126	30		
RB_P130_DN.V1_DN	136	37		
CAHOY_ASTROCYTIC	100	28		
CAHOY_NEURONAL	100	41		
CAHOY_OLIGODENDROCUTIC	100	21		
IL15_UP.V1_DN	185	30		
IL2_UP.V1_DN	193	36		
IL21_UP.V1_DN	186	26		
PDGF_ERK_DN.V1_DN	149	40		
PDGF_ERK_DN.V1_UP	145	32		
PDGF_UP.V1_DN	136	22		
PDGF_UP.V1_UP	146	41		
TGFB_UP.V1_DN	191	45		
YAP1_DN	47		Rejected!	
YAP1_UP	47		Rejected!	
SIRNA_EIF4GI_DN	98		Rejected!	
SIRNA_EIF4GI_UP	95	27		
SINGH_KRAS_DEPENDENCY_SIGNATURE	20		Rejected!	
STK33_DN	280	46		
STK33_NOMO_DN	282	51		
STK33_SKM_DN	276	45		
KRAS.DF.V1_DN	193	34		
TBK1.DN.48HRS_DN	50		Rejected!	
TBK1.DN.48HRS_UP	50	18		
NFE2L2.V2	469	86		
CORDENONSI_YAP_CONSERVED_SIGNATURE	57		Rejected!	
JAK2_DN.V1_DN	146	23		
JAK2_DN.V1_UP	183	26		
PGF_UP.V1_DN	190	45		
E2F1_UP.V1_DN	187	49		
EGFR_UP.V1_UP	192	49		
ERBB2_UP.V1_UP	190	54		
CYCLIN_D1_KE_.V1_DN	191	40		
CYCLIN_D1_UP.V1_DN	190	40		
AKT_UP_MTOR_DN.V1_DN	185	39		
AKT_UP.V1_DN	187	36		
MTOR_UP.V1_DN	182	42		
VEGF_A_UP.V1_DN	193	51		
ATF2_S_UP.V1_DN	187	49		
ATF2_UP.V1_DN	185	42		
P53_DN.V1_DN	194	59		
SNF5_DN.V1_DN	157	41		
SNF5_DN.V1_UP	173	48		
LTE2_UP.V1_UP	188	58		
MEK_UP.V1_UP	195	50		
RAF_UP.V1_UP	193	46		
MTOR_UP.N4.V1_UP	196	50		
ESC_J1_UP_EARLY.V1_DN	172	35		
ESC_J1_UP_LATE.V1_DN	168	28		
ESC_V6.5_UP_EARLY.V1_DN	162	47		
ESC_V6.5_UP_LATE.V1_DN	180	36		
RPS14_DN.V1_UP	191	43		
HOXA9_DN.V1_UP	192	37		
STK33_NOMO_UP	290	75		
STK33_SKM_UP	279	65		
STK33_UP	286	75		
KRAS.DF.V1_UP	191	51		
TBK1.DF_DN	286	60		
TBK1.DF_UP	287	68		
LEF1_UP.V1_UP	194	57		
PGF_UP.V1_UP	190	46		
E2F1_UP.V1_UP	188	30		
EGFR_UP.V1_DN	196	45		
ERBB2_UP.V1_DN	197	48		
GCNP_SHH_UP_EARLY.V1_UP	174	38		
GCNP_SHH_UP_LATE.V1_UP	181	27		
HINATA_NFKB_IMMU_INF	15		Rejected!	
CSR_EARLY_UP.V1_UP	153	26		
CSR_LATE_UP.V1_DN	147	40		
CSR_LATE_UP.V1_UP	166	39		
AKT_UP_MTOR_DN.V1_UP	178	43		
AKT_UP.V1_UP	169	34		
MTOR_UP.V1_UP	169	26		
WNT_UP.V1_DN	172	36		
P53_DN.V2_UP	148	20		
RELA_DN.V1_UP	149	26		
P53_DN.V1_UP	194	52		
E2F3_UP.V1_DN	163	19		
MYC_UP.V1_DN	172	23		
MYC_UP.V1_UP	181	34		
SRC_UP.V1_DN	170	17		
SRC_UP.V1_UP	178	23		
LTE2_UP.V1_DN	195	61		
MEK_UP.V1_DN	194	46		
RAF_UP.V1_DN	193	59		
PRC1_BMI_UP.V1_DN	187	25		
PRC2_EED_DN.V1_DN	193	30		
PRC2_EZH2_UP.V1_DN	192	28		
PRC2_SUZ12_UP.V1_DN	192	23		
BRCA1_DN.V1_DN	139	19		
CTIP_DN.V1_DN	134	17		
PKCA_DN.V1_UP	160	28		
PTEN_DN.V2_DN	143	23		
DCA_UP.V1_DN	185	29		
ALK_DN.V1_DN	139	23		
ALK_DN.V1_UP	141	22		
BMI1_DN_MEL18_DN.V1_DN	147	56		
BMI1_DN_MEL18_DN.V1_UP	145	24		
BMI1_DN.V1_DN	140	47		
BMI1_DN.V1_UP	147	27		
MEL18_DN.V1_DN	147	57		
MEL18_DN.V1_UP	141	24		
PTEN_DN.V1_UP	186	44		
NOTCH_DN.V1_UP	186	43		
RB_DN.V1_UP	116	26		
RB_P107_DN.V1_UP	130	31		
RB_P130_DN.V1_UP	130	17		
CAHOY_ASTROGLIAL	100	15		
RPS14_DN.V1_DN	186	34		
IL15_UP.V1_UP	189	35		
IL2_UP.V1_UP	190	42		
IL21_UP.V1_UP	186	38		
TGFB_UP.V1_UP	189	37		
HOXA9_DN.V1_DN	190	54		
KRAS.AMP.LUNG_UP.V1_DN	142	17		
KRAS.AMP.LUNG_UP.V1_UP	140	19		
KRAS.300_UP.V1_DN	140		Rejected!	
KRAS.300_UP.V1_UP	142	50		
KRAS.50_UP.V1_DN	47		Rejected!	
KRAS.50_UP.V1_UP	48	19		
KRAS.600_UP.V1_DN	279	29		
KRAS.600_UP.V1_UP	278	77		
KRAS.600.LUNG.BREAST_UP.V1_DN	284	32		
KRAS.600.LUNG.BREAST_UP.V1_UP	280	48		
KRAS.BREAST_UP.V1_DN	143	22		
KRAS.BREAST_UP.V1_UP	140	27		
KRAS.KIDNEY_UP.V1_DN	135		Rejected!	
KRAS.KIDNEY_UP.V1_UP	141	74		
KRAS.LUNG_UP.V1_DN	142	15		
KRAS.LUNG_UP.V1_UP	140	23		
KRAS.LUNG.BREAST_UP.V1_DN	141	18		
KRAS.LUNG.BREAST_UP.V1_UP	141	26		
KRAS.PROSTATE_UP.V1_DN	141	19		
KRAS.PROSTATE_UP.V1_UP	137	20		
LEF1_UP.V1_DN	187	31		
BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS	77	46		
BUSSLINGER_ESOPHAGEAL_PROLIFERATING_BASAL_CELLS	70	37		
BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS	79	44		
BUSSLINGER_ESOPHAGEAL_LATE_SUPRABASAL_CELLS	140	35		
BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS	214	77		
BUSSLINGER_GASTRIC_CHIEF_CELLS	56	25		
BUSSLINGER_GASTRIC_PREZYMOGENIC_CELLS	60	22		
BUSSLINGER_GASTRIC_NECK_CELLS	36		Rejected!	
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	121	87		
BUSSLINGER_GASTRIC_ISTHMUS_CELLS	458	154		
BUSSLINGER_GASTRIC_METALLOTHIONEIN_CELLS	100	42		
BUSSLINGER_GASTRIC_IMMATURE_PIT_CELLS	165	47		
BUSSLINGER_GASTRIC_MATURE_PIT_CELLS	224	56		
BUSSLINGER_GASTRIC_PARIETAL_CELLS	254	89		
BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS	111	73		
BUSSLINGER_GASTRIC_REG3A_POSITIVE_CELLS	44	18		
BUSSLINGER_GASTRIC_D_CELLS	28	15		
BUSSLINGER_GASTRIC_G_CELLS	98	48		
BUSSLINGER_GASTRIC_X_CELLS	191	94		
BUSSLINGER_GASTRIC_TUFT_CELLS	12		Rejected!	
BUSSLINGER_GASTRIC_OXYNTIC_ENTEROCHROMAFFIN_LIKE_CELLS	85	34		
BUSSLINGER_GASTRIC_ANTRAL_ECS	12		Rejected!	
BUSSLINGER_GASTRIC_IMMUNE_CELLS	1492	437		
BUSSLINGER_DUODENAL_STEM_CELLS	311	159		
BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS	305	170		
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	194	124		
BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES	113	44		
BUSSLINGER_DUODENAL_LATE_IMMATURE_ENTEROCYTES	177	49		
BUSSLINGER_DUODENAL_MATURE_ENTEROCYTES	259	52		
BUSSLINGER_DUODENAL_PANETH_CELLS	15		Rejected!	
BUSSLINGER_DUODENAL_GOBLET_CELLS	16		Rejected!	
BUSSLINGER_DUODENAL_BCHE_CELLS	43		Rejected!	
BUSSLINGER_DUODENAL_TUFT_CELLS	81	17		
BUSSLINGER_DUODENAL_I_CELLS	16		Rejected!	
BUSSLINGER_DUODENAL_K_CELLS	20		Rejected!	
BUSSLINGER_DUODENAL_MX_CELLS	13		Rejected!	
BUSSLINGER_DUODENAL_EC_CELLS	31		Rejected!	
BUSSLINGER_DUODENAL_IMMUNE_CELLS	911	326		
FAN_EMBRYONIC_CTX_BIG_GROUPS_CAJAL_RETZIUS	499	198		
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	365	107		
FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON	47	23		
FAN_EMBRYONIC_CTX_BIG_GROUPS_GLIAL	133	83		
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	148	40		
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	371	111		
FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY	12		Rejected!	
FAN_EMBRYONIC_CTX_EX_1_EXCITATORY_NEURON	7		Rejected!	
FAN_EMBRYONIC_CTX_EX_2_EXCITATORY_NEURON	16		Rejected!	
FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	166	46		
FAN_EMBRYONIC_CTX_IN_1_INTERNEURON	11		Rejected!	
FAN_EMBRYONIC_CTX_IN_2_INTERNEURON	7		Rejected!	
FAN_EMBRYONIC_CTX_IN_3_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_IN_4_INTERNEURON	10		Rejected!	
FAN_EMBRYONIC_CTX_IN_5_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_IN_6_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_ASTROCYTE_1	79	24		
FAN_EMBRYONIC_CTX_ASTROCYTE_2	154	95		
FAN_EMBRYONIC_CTX_NSC_1	18		Rejected!	
FAN_EMBRYONIC_CTX_NSC_2	233	30		
FAN_EMBRYONIC_CTX_OLIG	754	238		
FAN_EMBRYONIC_CTX_OPC	55	31		
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	440	137		
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2	303	92		
FAN_EMBRYONIC_CTX_MICROGLIA_1	155	18		
FAN_EMBRYONIC_CTX_MICROGLIA_2	9		Rejected!	
FAN_EMBRYONIC_CTX_MICROGLIA_3	20		Rejected!	
FAN_EMBRYONIC_CTX_BRAIN_MYELOID	139	43		
FAN_EMBRYONIC_CTX_BRAIN_B_CELL	101	21		
FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL	132	16		
FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL	158	31		
MANNO_MIDBRAIN_NEUROTYPES_BASAL	79	56		
MANNO_MIDBRAIN_NEUROTYPES_HENDO	888	223		
MANNO_MIDBRAIN_NEUROTYPES_HPERIC	794	200		
MANNO_MIDBRAIN_NEUROTYPES_HMGL	577	149		
MANNO_MIDBRAIN_NEUROTYPES_HOPC	366	130		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2C	325	117		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2B	439	136		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2A	600	218		
MANNO_MIDBRAIN_NEUROTYPES_HRGL3	574	209		
MANNO_MIDBRAIN_NEUROTYPES_HRGL1	364	110		
MANNO_MIDBRAIN_NEUROTYPES_HPROGM	307	78		
MANNO_MIDBRAIN_NEUROTYPES_HPROGBP	300	51		
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL	322	63		
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM	354	65		
MANNO_MIDBRAIN_NEUROTYPES_HNPROG	229	40		
MANNO_MIDBRAIN_NEUROTYPES_HNBM	295	106		
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	328	146		
MANNO_MIDBRAIN_NEUROTYPES_HRN	335	160		
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	465	212		
MANNO_MIDBRAIN_NEUROTYPES_HDA	506	237		
MANNO_MIDBRAIN_NEUROTYPES_HDA1	584	268		
MANNO_MIDBRAIN_NEUROTYPES_HDA2	513	242		
MANNO_MIDBRAIN_NEUROTYPES_HNBGABA	703	322		
MANNO_MIDBRAIN_NEUROTYPES_HGABA	1106	437		
MANNO_MIDBRAIN_NEUROTYPES_HSERT	450	247		
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	389	185		
ZHONG_PFC_MAJOR_TYPES_ASTROCYTES	326	156		
ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON	8		Rejected!	
ZHONG_PFC_MAJOR_TYPES_INTERNEURON	18		Rejected!	
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	438	133		
ZHONG_PFC_MAJOR_TYPES_NPCS	142	35		
ZHONG_PFC_MAJOR_TYPES_OPC	91	46		
ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION	67	27		
ZHONG_PFC_C8_ORG_PROLIFERATING	62		Rejected!	
ZHONG_PFC_C9_ORG_OTHER	83	44		
ZHONG_PFC_C3_UNKNOWN_INP	38		Rejected!	
ZHONG_PFC_C4_UNKNOWN_INP	89	24		
