rn	variable	value
x0496_VMH_Nr5a1_Glut_1	ARC	0.104633195626977
x0413_BST_MPN_Six3_Gaba_4	ARC	0.143177924306893
x0575_PH_LHA_Foxb1_Glut_1	ARC	0.108292804277899
x0387_PVpo_VMPO_SFO_Tbr1_Glut_1	ARC	0.11806782408054
x0324_MEA_BST_Lhx6_Sp9_Gaba_7	ARC	0.102453979065263
x0536_AHN_RCH_TU_SBPV_Otp_Glut_1	ARC	0.110301522398218
x0598_PH_SUM_Foxa1_Glut_3	ARC	0.0517952531010217
x0508_PVH_LHA_Barhl2_Glut_2	ARC	0.0991769636298956
x0556_STN_PSTN_Pitx2_Glut_1	ARC	0.100459361319113
x0498_VMH_Nr5a1_Glut_3	ARC	0.08519930180958
x0499_VMH_Nr5a1_Glut_4	ARC	0.106680582375739
x0494_VMH_Fezf1_Glut_2	ARC	0.169357516985216
x0458_TU_ARH_Otp_Six6_Gaba_2	ARC	0.179650120993994
x0559_STN_PSTN_Pitx2_Glut_4	ARC	0.161636298519375
x0563_PM_Pitx2_Glut_1	ARC	0.159000394688006
x0565_PM_Pitx2_Glut_3	ARC	0.177639449016963
x0476_MPO_MPN_Glut_4	ARC	0.140924162031327
x0558_STN_PSTN_Pitx2_Glut_3	ARC	0.1456045832948
x0180_NDB_SI_MA_STRv_Lhx8_Gaba_2	ARC	0.00119676503498424
x0181_NDB_SI_MA_STRv_Lhx8_Gaba_3	ARC	-0.00370864366664574
x0398_MPO_LPO_Lhx8_Gaba_2	ARC	0.022008106619369
x0446_ZI_Pax6_Gaba_5	ARC	0.0263759929646841
x0456_PVHd_DMH_Lhx6_Gaba_4	ARC	-0.0248299822626101
x0562_STN_PSTN_Pitx2_Glut_7	ARC	-0.042569134309648
x0448_ZI_Pax6_Gaba_7	ARC	0.0287756565032745
x0190_PAL_STR_Gaba_Chol_3	ARC	-0.0149690574110837
x0400_MPO_LPO_Lhx8_Gaba_4	ARC	0.0166291978708821
x0423_PVH_Six3_Prox1_Gaba_3	ARC	0.0147064688739592
x0426_AHN_SBPV_Gaba_2	ARC	0.0634388822019308
x0435_AHN_Onecut3_Gaba_1	ARC	0.0578745210560339
x0428_AHN_SBPV_Gaba_4	ARC	0.0627365352510315
x0442_LGv_Otx2_Gaba_5	ARC	0.0377674076487379
x0427_AHN_SBPV_Gaba_3	ARC	0.0358676753922213
x0441_LGv_Otx2_Gaba_4	ARC	0.0420622973169192
x0445_ZI_Pax6_Gaba_4	ARC	0.026367909650188
x0396_SI_MPO_LPO_Lhx8_Gaba_5	ARC	0.0391346811436511
x0560_STN_PSTN_Pitx2_Glut_5	ARC	0.0389699296041401
x0422_PVH_Six3_Prox1_Gaba_2	ARC	-0.00333645224811346
x0371_SI_MA_NDB_Six3_Meis2_Gaba_1	ARC	0.0993065434575019
x0539_AHN_RCH_TU_SBPV_Otp_Glut_4	ARC	0.0747440858595726
x0566_PH_Pitx2_Glut_1	ARC	0.0841082917728164
x0515_SI_MA_LPO_Skor1_Glut_3	ARC	0.119883291640919
x0449_ZI_Pax6_Gaba_8	ARC	0.113720092344402
x0576_PH_LHA_Foxb1_Glut_2	ARC	0.0840589401965519
x0599_PH_SUM_Foxa1_Glut_4	ARC	0.0237029078458122
x0517_SI_MA_LPO_Skor1_Glut_5	ARC	0.0521516220151164
x0395_SI_MPO_LPO_Lhx8_Gaba_4	ARC	0.0489957886671278
x0519_SI_MA_LPO_Skor1_Glut_7	ARC	0.0460364112818365
x0311_RT_ZI_Gnb3_Gaba_4	ARC	0.0877920910036279
x0397_MPO_LPO_Lhx8_Gaba_1	ARC	0.107372723395562
x0577_PH_LHA_Foxb1_Glut_3	ARC	0.0985291476207293
x0433_SBPV_PVi_Six3_Gaba_2	ARC	0.11388928472986
x0439_ZI_Pax6_Gaba_10	ARC	0.00420307081277561
x0455_PVHd_DMH_Lhx6_Gaba_3	ARC	0.041724972024827
x0465_PVR_Six3_Gaba_9	ARC	0.0703453486069942
x0183_NDB_SI_MA_STRv_Lhx8_Gaba_5	ARC	-0.0567931559930951
x0649_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_8	ARC	-0.0648244462780279
x0600_PH_SUM_Foxa1_Glut_5	ARC	-0.00740615685851364
x0580_PH_LHA_Foxb1_Glut_6	ARC	-0.0841205817421978
x0840_LGv_SPFp_SPFm_Gata3_Gaba_2	ARC	-0.0161860565314077
x0182a_NDB_SI_MA_STRv_Lhx8_Gaba_8	ARC	0.00320381091600691
x0417_PVR_Six3_Gaba_4	ARC	-0.0113629899963024
x0187_GPe_Sox6_Cyp26b1_Gaba_2	ARC	0.0369465940536212
x0310_RT_ZI_Gnb3_Gaba_3	ARC	0.027966695190332
x0307_GPi_Skor1_Gaba_Glut	ARC	0.0445024753304746
x0309_RT_ZI_Gnb3_Gaba_2	ARC	0.072315541534981
x0512_ADP_MPO_Trp73_Glut_3	ARC	0.0594810980315259
x0520_SI_MA_LPO_Skor1_Glut_8	ARC	0.0486216287055665
x0308_RT_ZI_Gnb3_Gaba_1	ARC	0.0164069759395758
x0429_AHN_SBPV_Gaba_5	ARC	0.027702837787339
x0179_NDB_SI_MA_STRv_Lhx8_Gaba_1	ARC	0.0262544982165385
x0510_ADP_MPO_Trp73_Glut_1	ARC	0.0186512142972206
x0392_SI_MPO_LPO_Lhx8_Gaba_1	ARC	0.0334744960903308
x0541_AHN_RCH_TU_SBPV_Otp_Glut_6	ARC	0.0407156455589491
x0511_ADP_MPO_Trp73_Glut_2	ARC	-0.00302713122221339
x0602_IPN_IF_RL_Foxa1_Glut_1	ARC	0.0058275193105552
x0481_ARH_PVp_Tbx3_Gaba_1	ARC	0.243398176712917
x0457_TU_ARH_Otp_Six6_Gaba_1	ARC	0.202233550286743
x0485_ARH_PVp_Tbx3_Glut_2	ARC	0.195405651251897
x0482_ARH_PVp_Tbx3_Gaba_2	ARC	0.148166365839954
x0343_DMH_Prdm13_Gaba_2	ARC	0.127258076131404
x0344_DMH_Nkx2_4_Glut_1	ARC	0.111567105844884
x0345_DMH_Nkx2_4_Glut_2	ARC	0.129968501531193
x0451b_DMH_LHA_Gsx1_Gaba_4	ARC	0.121739754664982
x0483_ARH_PVp_Tbx3_Gaba_3	ARC	0.172720299093157
x0342_DMH_Prdm13_Gaba_1	ARC	0.164129318462125
x0460_TMd_Foxd2_Gaba	ARC	0.178883999800898
x0477_MPO_MPN_Glut_5	ARC	0.183099068236666
x0451a_DMH_LHA_Gsx1_Gaba_3	ARC	0.170406423309862
x0451_DMH_LHA_Gsx1_Gaba_1	ARC	0.159203830621742
x0486_ARH_PVp_Tbx3_Glut_3	ARC	0.161856779573408
x0389_PVpo_VMPO_SFO_Tbr1_Glut_3	ARC	0.0740612714078537
x0545_PVH_PVHd_SO_Otp_Glut_3	ARC	0.101003320795626
x0547_PVH_PVHd_SO_Otp_Glut_5	ARC	0.118436418224407
x0313_SCH_Gaba_1	ARC	0.0424627635518847
x0314_SCH_Gaba_2	ARC	0.016995378393336
x0297_PMv_TMv_Tbx3_Hist_Gaba_1	ARC	0.0197509737569495
x0546_PVH_PVHd_SO_Otp_Glut_4	ARC	0.0391291347765749
x0340_MEA_BST_Lhx6_Nfib_Gaba_5	ARC	0.00892919500137042
x0172_STRv_Lhx8_Gaba_1	ARC	-0.0262524423440425
x0647_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_6	ARC	-0.0339684797596834
x0259_PVT_PT_Ntrk1_Glut_1	ARC	-0.0214880725177031
x0597_PH_SUM_Foxa1_Glut_2	ARC	-0.00933719627565706
x0603_IPN_IF_RL_Foxa1_Glut_2	ARC	-0.0847063341377306
x0650_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_9	ARC	-0.0711450918659558
x0312_RT_ZI_Gnb3_Gaba_5	ARC	-0.0514352285018647
x0293_MM_Foxb1_Glut_1	ARC	-0.027823608672991
x0292_MM_ant_Foxb1_Glut	ARC	-0.0185147050526002
x0294_MM_Foxb1_Glut_2	ARC	-0.00168226601028419
x0509_PVH_LHA_Barhl2_Glut_3	ARC	0.0601539471798455
x0555_PH_ant_Otp_Glut_7	ARC	0.0272581150353877
x0594_PH_an_Pitx2_Glut_1	ARC	0.048183351294992
x0390_PVpo_VMPO_SFO_Tbr1_Glut_4	ARC	0.0612361027840353
x0595_PH_an_Pitx2_Glut_2	ARC	0.0566747909192281
x0260_PVT_PT_Ntrk1_Glut_2	ARC	-0.0314054057660942
x0640_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_1	ARC	-0.0429714072398786
x0285_RE_Xi_Nox4_Glut_2	ARC	-0.0218035705109253
x0261_PVT_PT_Ntrk1_Glut_3	ARC	-0.0285717289739834
x0262_PVT_PT_Ntrk1_Glut_4	ARC	-0.0358601734014333
x0284_RE_Xi_Nox4_Glut_1	ARC	-0.0344710308418657
x0407_BST_MPN_Six3_Gaba_1	ARC	0.113051365356398
x0469_DMH_Hmx2_Gaba_3	ARC	0.149036244274177
x0479_DMH_Hmx2_Glut_1	ARC	0.153093765070028
x0480_DMH_Hmx2_Glut_2	ARC	0.155392003126115
x0503_LHA_Pmch_Glut_2	ARC	0.0931288388346061
x0394_SI_MPO_LPO_Lhx8_Gaba_3	ARC	0.11381364034437
x0582_PM_LHA_Foxb1_Glut_1	ARC	0.100764067915494
x0530_LHA_MEA_Otp_Glut_1	ARC	0.0810243216754016
x0487_ARH_PVp_Tbx3_Glut_4	ARC	0.0597494448746993
x0561_STN_PSTN_Pitx2_Glut_6	ARC	0.0359526452490893
x0743_MB_HB_Lhx1_Glut_4	ARC	-0.00164364652000146
x0328_MEA_BST_Lhx6_Sp9_Gaba_2	ARC	0.0539807164129146
x0583_PM_LHA_Foxb1_Glut_2	ARC	0.0464141613841009
x0518_SI_MA_LPO_Skor1_Glut_6	ARC	0.0581381384600422
x0581_PH_LHA_Foxb1_Glut_7	ARC	0.0494906610687529
x0184_NDB_SI_MA_STRv_Lhx8_Gaba_6	ARC	0.0335823762864668
x0578_PH_LHA_Foxb1_Glut_4	ARC	0.0631858483067169
x0488_ARH_PVp_Tbx3_Glut_5	ARC	0.0585688391000525
x0286_RE_Xi_Nox4_Glut_3	ARC	-0.00986992481446329
x0372_SI_MA_NDB_Six3_Meis2_Gaba_2	ARC	0.0245209130376421
x0935_SNc_VTA_RAmb_Foxa1_Dopa_1	ARC	0.00793162066840478
x0336_MEA_BST_Lhx6_Nfib_Gaba_1	ARC	0.0497518674323031
x0501_VMH_Nr5a1_Glut_6	ARC	0.029368243735693
x0325_MEA_BST_Sox6_Gaba_8	ARC	0.0400659887707468
x0408_BST_MPN_Six3_Gaba_2	ARC	0.0736672841989734
x0554_PH_ant_Otp_Glut_6	ARC	-0.0513787949884172
x0596_PH_SUM_Foxa1_Glut_1	ARC	-0.0165215903681411
x0644_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_3	ARC	-0.00801035592090641
x0454_PVHd_DMH_Lhx6_Gaba_2	ARC	-0.00955902309751896
x0386_MS_SF_Bsx_Glut	ARC	-0.0217199946825465
x0450_ZI_Pax6_Gaba_9	ARC	0.00708103450342554
x0173_STRv_Lhx8_Gaba_2	ARC	-0.00412652104217326
x0174_Sst_Chodl_Gaba_1	ARC	0.00918266849729129
x0424_PVH_Six3_Prox1_Gaba_4	ARC	0.0506805455839865
x0341_MEA_BST_Lhx6_Nfib_Gaba_6	ARC	-0.0474430002834653
x0418_BST_MPN_Six3_Gaba_7	ARC	-0.0109004752302223
x0212_STR_PAL_Chst9_Gaba_4	ARC	-0.0634856934243529
x0210_STR_PAL_Chst9_Gaba_2	ARC	-0.0544031382315059
x0211_STR_PAL_Chst9_Gaba_3	ARC	-0.0352347894291861
x0406_PVR_Six3_Gaba_1	ARC	0.076005285777616
x0410_PVR_Six3_Gaba_7	ARC	0.0179308379790676
x0419_PVR_Six3_Gaba_3	ARC	0.0409119244790468
x0315_SCH_Gaba_3	ARC	0.08814444370726
x0415_PVR_Six3_Gaba_2	ARC	0.13416687856216
x0339_MEA_BST_Lhx6_Nfib_Gaba_4	ARC	0.0644107963365236
x0412_PVR_Six3_Gaba_8	ARC	0.025082473316976
x0540_PVa_AHN_LHA_Otp_Glut_5	ARC	0.018297476795906
x0491_DMH_LHA_Vgll2_Glut_3	ARC	0.0433014960948479
x0296_PVa_ARH_Six3_Dopa_Gaba_2	ARC	0.034334980952035
x0391_PVpo_VMPO_SFO_Tbr1_Glut_5	ARC	0.00765102711062616
x0478_MPO_MPN_Glut_6	ARC	0.0960536045788454
x0432_SBPV_PVi_Six3_Gaba_1	ARC	0.111612369166413
x0463_PVpo_VMPO_MPN_Hmx2_Gaba_3	ARC	0.113050800068379
x0464_PVpo_VMPO_MPN_Hmx2_Gaba_4	ARC	0.129465572442799
x0434_SBPV_PVi_Six3_Gaba_3	ARC	0.208053621820639
x0388_PVpo_VMPO_SFO_Tbr1_Glut_2	ARC	0.134410504290674
x0492_DMH_LHA_Vgll2_Glut_4	ARC	0.120936057812422
x0295_PVa_ARH_Six3_Dopa_Gaba_1	ARC	0.156914537581226
x0466_PVpo_VMPO_MPN_Hmx2_Gaba_6	ARC	0.162995628404354
x0490_DMH_LHA_Vgll2_Glut_2	ARC	0.126121476115481
x0502_LHA_Pmch_Glut_1	ARC	0.092753685556632
x0298_PMv_TMv_Tbx3_Hist_Gaba_2	ARC	0.0944479418364882
x0548_PVH_PVHd_SO_Otp_Glut_6	ARC	0.0624331055707242
x0533_PVa_AHN_LHA_Otp_Glut_2	ARC	0.15942647809511
x0535_PVa_AHN_LHA_Otp_Glut_4	ARC	0.152585946641994
x0472_DMH_Hmx2_Gaba_6	ARC	0.192778670868896
x0484_ARH_PVp_Tbx3_Glut_1	ARC	0.175656393241413
x1023_OPC_NN_1	VMH	-0.24774435177748
x1026_MFOL_NN	VMH	-0.344022328989582
x1027_MOL_NN	VMH	-0.384406886467161
x1025_COP_NN	VMH	-0.315288056488158
x1028_NFOL_NN	VMH	-0.294887849002317
x1038_Microglia_NN	VMH	-0.323623944468081
x1039_BAM_NN	VMH	-0.332135118440254
x1036_SMC_NN	VMH	-0.402746243594011
x1037_Endo_NN	VMH	-0.391947236591545
x1035_Peri_NN	VMH	-0.386670513149478
x1032_VLMC_NN_2	VMH	-0.407470155193145
x1034_VLMC_NN_4	VMH	-0.401767658870768
x1017_Tanycyte_NN_2	VMH	-0.402138669716251
x1019_Ependymal_NN_1	VMH	-0.33346544806483
x1003_Astro_NT_NN_1	VMH	-0.406812646983616
x1004_Astro_NT_NN_2	VMH	-0.332734116758679
x0438_ZI_Pax6_Gaba_1	VMH	0.32642117401028
x0507_PVH_LHA_Barhl2_Glut_1	VMH	0.258750998577368
x0513_SI_MA_LPO_Skor1_Glut_1	VMH	0.31613750796741
x0468_DMH_Hmx2_Gaba_2	VMH	0.204208403145064
x0557_STN_PSTN_Pitx2_Glut_2	VMH	0.305843934690665
x0393_SI_MPO_LPO_Lhx8_Gaba_2	VMH	0.263481910660953
x0404_BST_Tac2_Gaba_1	VMH	0.269973845281358
x0467_DMH_Hmx2_Gaba_1	VMH	0.180911171827759
x0452_DMH_LHA_Gsx1_Gaba_2	VMH	0.23163131117378
x0534_PVa_AHN_LHA_Otp_Glut_3	VMH	0.220274849216447
x0542_AHN_RCH_TU_SBPV_Otp_Glut_7	VMH	0.251932770450974
x0549_PH_ant_Otp_Glut_1	VMH	0.268592621253691
x0567_PH_Pitx2_Glut_2	VMH	0.32800267767115
x0537_AHN_RCH_TU_SBPV_Otp_Glut_2	VMH	0.283969488483687
x0425_AHN_SBPV_Gaba_1	VMH	0.281475382117947
x0431_AHN_SBPV_Gaba_7	VMH	0.218162213442265
x0443_ZI_Pax6_Gaba_2	VMH	0.193321126658016
x0440_ZI_Pax6_Gaba_11	VMH	0.257723787766722
x0453_PVHd_DMH_Lhx6_Gaba_1	VMH	0.234060039641334
x0437_AHN_Onecut3_Gaba_3	VMH	0.171594747642716
x0447_ZI_Pax6_Gaba_6	VMH	0.155482701028862
x0444_ZI_Pax6_Gaba_3	VMH	0.213826870035143
x0430_AHN_SBPV_Gaba_6	VMH	0.232438086239334
x0436_AHN_Onecut3_Gaba_2	VMH	0.229833923812662
x0403_BST_MPN_Lhx6_Zfhx3_Gaba_2	VMH	0.223749319875634
x0421_PVH_Six3_Prox1_Gaba_1	VMH	0.230812215649842
x0475_MPO_MPN_Glut_3	VMH	0.13814634894232
x0470_DMH_Hmx2_Gaba_4	VMH	0.0958107161082861
x0532_PVa_AHN_LHA_Otp_Glut_1	VMH	0.0997700778434169
x0544_PVH_PVHd_SO_Otp_Glut_2	VMH	0.0627088723078696
x0552_PH_ant_Otp_Glut_4	VMH	0.0394412611328926
x0553_PH_ant_Otp_Glut_5	VMH	0.0810102195950377
x0461_PVpo_VMPO_MPN_Hmx2_Gaba_1	VMH	0.162180447826781
x0584_PM_LHA_Foxb1_Glut_3	VMH	0.19377301838491
x0462_PVpo_VMPO_MPN_Hmx2_Gaba_2	VMH	0.222358056494621
x0471_DMH_Hmx2_Gaba_5	VMH	0.163299052840784
x0543_PVH_PVHd_SO_Otp_Glut_1	VMH	0.178259897606519
x0551_PH_ant_Otp_Glut_3	VMH	0.19879808339325
x0399_MPO_LPO_Lhx8_Gaba_3	VMH	0.126962195034456
x0550_PH_ant_Otp_Glut_2	VMH	0.175861297477413
x0402_BST_MPN_Lhx6_Zfhx3_Gaba_1	VMH	0.174117137557945
x0474_MPO_MPN_Glut_2	VMH	0.181521651206182
x0493_VMH_Fezf1_Glut_1	VMH	0.320698798302105
x0495_VMH_Fezf1_Glut_3	VMH	0.30947335256927
x0473_MPO_MPN_Glut_1	VMH	0.213533043125625
x0564_PM_Pitx2_Glut_2	VMH	0.202211815088992
x0500_VMH_Nr5a1_Glut_5	VMH	0.26162293368733
x0409_PVR_Six3_Gaba_5	VMH	0.218262207747317
x0414_BST_MPN_Six3_Gaba_5	VMH	0.225844602107046
x0354_AAA_BST_Six3_Meis2_Gaba_1	VMH	0.222435108327576
x0579_PH_LHA_Foxb1_Glut_5	VMH	0.221221496662164
x0538_AHN_RCH_TU_SBPV_Otp_Glut_3	VMH	0.175464784000494
x0373_PVHd_Gsc_Gaba	VMH	0.222716955320883
x0601_PH_SUM_Foxa1_Glut_6	VMH	0.199270471860098
x0416_BST_MPN_Six3_Gaba_3	VMH	0.218873261631104
x0497_VMH_Nr5a1_Glut_2	VMH	0.305017988774517
x0420_BST_MPN_Six3_Gaba_6	VMH	0.207162215994435
x0459_TU_ARH_Otp_Six6_Gaba_3	VMH	0.241828751088593
x0496_VMH_Nr5a1_Glut_1	VMH	0.237686449590063
x0413_BST_MPN_Six3_Gaba_4	VMH	0.252381930531697
x0575_PH_LHA_Foxb1_Glut_1	VMH	0.259187359380912
x0387_PVpo_VMPO_SFO_Tbr1_Glut_1	VMH	0.305458585927825
x0324_MEA_BST_Lhx6_Sp9_Gaba_7	VMH	0.302391718152754
x0536_AHN_RCH_TU_SBPV_Otp_Glut_1	VMH	0.304739876661414
x0598_PH_SUM_Foxa1_Glut_3	VMH	0.286376659614873
x0508_PVH_LHA_Barhl2_Glut_2	VMH	0.238472083089972
x0556_STN_PSTN_Pitx2_Glut_1	VMH	0.266920893839439
x0498_VMH_Nr5a1_Glut_3	VMH	0.393684654281256
x0499_VMH_Nr5a1_Glut_4	VMH	0.36906841072114
x0494_VMH_Fezf1_Glut_2	VMH	0.368280463758825
x0458_TU_ARH_Otp_Six6_Gaba_2	VMH	0.304140049669338
x0559_STN_PSTN_Pitx2_Glut_4	VMH	0.329686120807076
x0563_PM_Pitx2_Glut_1	VMH	0.300252493186514
x0565_PM_Pitx2_Glut_3	VMH	0.290831987573613
x0476_MPO_MPN_Glut_4	VMH	0.28565392099148
x0558_STN_PSTN_Pitx2_Glut_3	VMH	0.267860584444912
x0180_NDB_SI_MA_STRv_Lhx8_Gaba_2	VMH	0.140054111444378
x0181_NDB_SI_MA_STRv_Lhx8_Gaba_3	VMH	0.127852753817997
x0398_MPO_LPO_Lhx8_Gaba_2	VMH	0.108550265474846
x0446_ZI_Pax6_Gaba_5	VMH	0.099983960638602
x0456_PVHd_DMH_Lhx6_Gaba_4	VMH	0.127641091129904
x0562_STN_PSTN_Pitx2_Glut_7	VMH	0.151422953036612
x0448_ZI_Pax6_Gaba_7	VMH	0.148980085945756
x0190_PAL_STR_Gaba_Chol_3	VMH	0.167552780505493
x0400_MPO_LPO_Lhx8_Gaba_4	VMH	0.122363615490754
x0423_PVH_Six3_Prox1_Gaba_3	VMH	0.153792541154321
x0426_AHN_SBPV_Gaba_2	VMH	0.132996383182504
x0435_AHN_Onecut3_Gaba_1	VMH	0.148223128947519
x0428_AHN_SBPV_Gaba_4	VMH	0.183396506706568
x0442_LGv_Otx2_Gaba_5	VMH	0.178699929962364
x0427_AHN_SBPV_Gaba_3	VMH	0.193267135766291
x0441_LGv_Otx2_Gaba_4	VMH	0.219404464016757
x0445_ZI_Pax6_Gaba_4	VMH	0.145211551374571
x0396_SI_MPO_LPO_Lhx8_Gaba_5	VMH	0.161720291901992
x0560_STN_PSTN_Pitx2_Glut_5	VMH	0.19776037403789
x0422_PVH_Six3_Prox1_Gaba_2	VMH	0.232360089756475
x0371_SI_MA_NDB_Six3_Meis2_Gaba_1	VMH	0.221102458095482
x0539_AHN_RCH_TU_SBPV_Otp_Glut_4	VMH	0.233210716005386
x0566_PH_Pitx2_Glut_1	VMH	0.217630171349177
x0515_SI_MA_LPO_Skor1_Glut_3	VMH	0.176588642162479
x0449_ZI_Pax6_Gaba_8	VMH	0.191761953917649
x0576_PH_LHA_Foxb1_Glut_2	VMH	0.207584829874917
x0599_PH_SUM_Foxa1_Glut_4	VMH	0.193559454514743
x0517_SI_MA_LPO_Skor1_Glut_5	VMH	0.214073927107977
x0395_SI_MPO_LPO_Lhx8_Gaba_4	VMH	0.20297213756891
x0519_SI_MA_LPO_Skor1_Glut_7	VMH	0.207040486471762
x0311_RT_ZI_Gnb3_Gaba_4	VMH	0.132380477510971
x0397_MPO_LPO_Lhx8_Gaba_1	VMH	0.165749584753103
x0577_PH_LHA_Foxb1_Glut_3	VMH	0.156126584553038
x0433_SBPV_PVi_Six3_Gaba_2	VMH	0.0591197807474797
x0439_ZI_Pax6_Gaba_10	VMH	0.132170382511524
x0455_PVHd_DMH_Lhx6_Gaba_3	VMH	0.156513442116425
x0465_PVR_Six3_Gaba_9	VMH	0.116337111893149
x0183_NDB_SI_MA_STRv_Lhx8_Gaba_5	VMH	0.0569556388871042
x0649_SPA_SPFm_SPFp_POL_PIL_PoT_Glut_8	VMH	0.0891641194632438
x0600_PH_SUM_Foxa1_Glut_5	VMH	0.0979413237981637
x0580_PH_LHA_Foxb1_Glut_6	VMH	0.0265187707002319
x0840_LGv_SPFp_SPFm_Gata3_Gaba_2	VMH	0.031590615983648
