rn	variable	value
x1876_ZI_Pax6_Gaba_1	X1	0.0480639767872631
x1938_ZI_Pax6_Gaba_7	X1	0.0640440616512442
x1911_ZI_Pax6_Gaba_3	X1	0.0738831141056377
x1987_PVHd_DMH_Lhx6_Gaba_1	X1	0.0532514302711634
x1824_AHN_SBPV_Gaba_4	X1	0.0730897304138076
x2101_DMH_Hmx2_Gaba_2	X1	0.0723685164448176
x1796_PVH_Six3_Prox1_Gaba_3	X1	0.0882618031685758
x1816_AHN_SBPV_Gaba_3	X1	0.0904411938871699
x1817_AHN_SBPV_Gaba_3	X1	0.0966414489482512
x1921_ZI_Pax6_Gaba_4	X1	0.0669650326461143
x1788_PVH_Six3_Prox1_Gaba_1	X1	0.060278338657984
x2098_DMH_Hmx2_Gaba_1	X1	0.0412406834572307
x1975_DMH_LHA_Gsx1_Gaba_2	X1	0.0403203112409097
x1682_MPO_LPO_Lhx8_Gaba_1	X1	0.0510339198631362
x1944_ZI_Pax6_Gaba_8	X1	0.073298994816161
x1971_DMH_LHA_Gsx1_Gaba_2	X1	0.000467767329241419
x1976_DMH_LHA_Gsx1_Gaba_2	X1	0.0188550056159566
x2056_PVpo_VMPO_MPN_Hmx2_Gaba_2	X1	0.00498817301611326
x1837_AHN_SBPV_Gaba_7	X1	0.0313927479870245
x1941_ZI_Pax6_Gaba_8	X1	0.0227286743961221
x1974_DMH_LHA_Gsx1_Gaba_2	X1	-0.00497655163258493
x2051_PVpo_VMPO_MPN_Hmx2_Gaba_1	X1	0.00966623280227269
x2062_PVpo_VMPO_MPN_Hmx2_Gaba_2	X1	0.0183123635384998
x2129_DMH_Hmx2_Gaba_5	X1	0.00560405746697363
x1973_DMH_LHA_Gsx1_Gaba_2	X1	-0.0027989345703014
x1977_DMH_LHA_Gsx1_Gaba_2	X1	-0.00608429739265482
x1979_DMH_LHA_Gsx1_Gaba_2	X1	-0.0172920397769015
x2017_TU_ARH_Otp_Six6_Gaba_2	X1	-0.0330089421008884
x2446_PVH_PVHd_SO_Otp_Glut_4	X1	-0.0870781009519792
x2447_PVH_PVHd_SO_Otp_Glut_4	X1	-0.115109135970123
x1956_DMH_LHA_Gsx1_Gaba_1	X1	-0.103612446246903
x2443_PVH_PVHd_SO_Otp_Glut_3	X1	-0.110469477737837
x2445_PVH_PVHd_SO_Otp_Glut_3	X1	-0.0572280931543513
x1958_DMH_LHA_Gsx1_Gaba_4	X1	-0.0799431866860081
x1960_DMH_LHA_Gsx1_Gaba_1	X1	-0.066919265394548
x2450_PVH_PVHd_SO_Otp_Glut_5	X1	-0.0738783427250966
x2451_PVH_PVHd_SO_Otp_Glut_5	X1	-0.0545431174396812
x1957_DMH_LHA_Gsx1_Gaba_1	X1	-0.0441426923048247
x2449_PVH_PVHd_SO_Otp_Glut_5	X1	-0.0479521642696717
x1422_DMH_Prdm13_Gaba_2	X1	-0.0464665735622881
x1424_DMH_Nkx2_4_Glut_1	X1	-0.0675249261029956
x1428_DMH_Nkx2_4_Glut_2	X1	-0.0989561213505941
x2186_ARH_PVp_Tbx3_Gaba_3	X1	-0.0596874390859989
x1423_DMH_Prdm13_Gaba_2	X1	-0.02494876857063
x2183_ARH_PVp_Tbx3_Gaba_2	X1	-0.0159267573512191
x1418_DMH_Prdm13_Gaba_1	X1	-0.0460187050778583
x2442_PVH_PVHd_SO_Otp_Glut_3	X1	-0.0518933938633172
x1419_DMH_Prdm13_Gaba_1	X1	-0.0249589822749191
x1955_DMH_LHA_Gsx1_Gaba_1	X1	-0.00969678798681768
x1961_DMH_LHA_Gsx1_Gaba_3	X1	-0.0847446200856101
x2004_TU_ARH_Otp_Six6_Gaba_1	X1	-0.111713971855222
x2193_ARH_PVp_Tbx3_Glut_2	X1	-0.110428147981947
x2005_TU_ARH_Otp_Six6_Gaba_1	X1	-0.0876094633710353
x2178_ARH_PVp_Tbx3_Gaba_1	X1	-0.0962119816424925
x1421_DMH_Prdm13_Gaba_1	X1	-0.0770916770009544
x2187_ARH_PVp_Tbx3_Gaba_3	X1	-0.0846027619830516
x1223_PVa_ARH_Six3_Dopa_Gaba_1	X1	-0.045836467612388
x2161_MPO_MPN_Glut_5	X1	-0.0659151012742056
x1222_PVa_ARH_Six3_Dopa_Gaba_1	X1	-0.0514022577779654
x2444_PVH_PVHd_SO_Otp_Glut_3	X1	-0.0611588349063435
x2195_ARH_PVp_Tbx3_Glut_3	X1	-0.112151764121342
x2196_ARH_PVp_Tbx3_Glut_3	X1	-0.0845168267527637
x2214_VMH_Fezf1_Glut_3	X1	-0.0278061201206345
x2211_VMH_Fezf1_Glut_2	X1	-0.0226281194952595
x2220_VMH_Nr5a1_Glut_2	X1	-0.0212665455148058
x2067_PVpo_VMPO_MPN_Hmx2_Gaba_2	X1	-0.0166794342080231
x2159_MPO_MPN_Glut_4	X1	0.00144782052169462
x2150_MPO_MPN_Glut_3	X1	-0.0497150970771515
x2210_VMH_Fezf1_Glut_2	X1	-0.0244699463870609
x2536_PM_Pitx2_Glut_3	X1	-0.0363340150628997
x2230_VMH_Nr5a1_Glut_4	X1	0.0151070600475856
x2233_VMH_Nr5a1_Glut_6	X1	0.0289804041588451
x2164_MPO_MPN_Glut_6	X1	0.0186427410980074
x2217_VMH_Nr5a1_Glut_1	X1	0.0243711574614815
x1843_SBPV_PVi_Six3_Gaba_1	X1	0.0703704526195196
x2019_TU_ARH_Otp_Six6_Gaba_2	X1	0.0503316056508715
x2418_AHN_RCH_TU_SBPV_Otp_Glut_3	X1	0.0344908441438815
x1789_PVH_Six3_Prox1_Gaba_1	X1	0.0145517529017261
x2197_ARH_PVp_Tbx3_Glut_4	X1	0.00812090009821035
x2419_AHN_RCH_TU_SBPV_Otp_Glut_3	X1	0.00861711495776554
x1537_PVHd_Gsc_Gaba	X1	0.0429555343800595
x2415_AHN_RCH_TU_SBPV_Otp_Glut_2	X1	0.0642320033723283
x1949_ZI_Pax6_Gaba_8	X1	0.0337005934329383
x2257_PVH_LHA_Barhl2_Glut_2	X1	0.0215336405822561
x1787_PVH_Six3_Prox1_Gaba_1	X1	0.0395901863157406
x2153_MPO_MPN_Glut_3	X1	0.0385762695240654
x1968_DMH_LHA_Gsx1_Gaba_2	X1	0.0416998735293215
x2414_AHN_RCH_TU_SBPV_Otp_Glut_2	X1	0.0339461906600097
x1820_AHN_SBPV_Gaba_3	X1	0.118253912228206
x1791_PVH_Six3_Prox1_Gaba_2	X1	0.0909355872876425
x1795_PVH_Six3_Prox1_Gaba_2	X1	0.12569355686386
x1800_PVH_Six3_Prox1_Gaba_4	X1	0.0903028689026892
x1794_PVH_Six3_Prox1_Gaba_2	X1	0.0746078448221816
x1801_PVH_Six3_Prox1_Gaba_4	X1	0.0644038801489883
x1995_PVHd_DMH_Lhx6_Gaba_2	X1	0.100763504215051
x1822_AHN_SBPV_Gaba_4	X1	0.0691197584178845
x1947_ZI_Pax6_Gaba_8	X1	0.0921487391199444
x1965_DMH_LHA_Gsx1_Gaba_1	X1	0.052762628451399
x1813_AHN_SBPV_Gaba_2	X1	0.0668962100279889
x2198_ARH_PVp_Tbx3_Glut_5	X1	0.0457318204237985
x2002_PVHd_DMH_Lhx6_Gaba_4	X1	0.0905055433414621
x1214_MM_Foxb1_Glut_1	X1	0.056288014621604
x1215_MM_Foxb1_Glut_1	X1	0.0642574474376678
x1219_MM_Foxb1_Glut_2	X1	0.100523843738421
x1210_MM_ant_Foxb1_Glut	X1	0.0592773453770196
x1211_MM_ant_Foxb1_Glut	X1	0.0564913443450974
x1940_ZI_Pax6_Gaba_7	X1	0.0526476394529848
x1815_AHN_SBPV_Gaba_3	X1	0.0756169089254415
x1809_AHN_SBPV_Gaba_2	X1	0.0726904116481939
x1998_PVHd_DMH_Lhx6_Gaba_3	X1	0.0813855696044432
x1823_AHN_SBPV_Gaba_4	X1	0.0743965960700834
x1848_SBPV_PVi_Six3_Gaba_2	X1	0.0760410397525538
x2432_PVH_PVHd_SO_Otp_Glut_1	X1	0.0184974527116448
x2438_PVH_PVHd_SO_Otp_Glut_2	X1	0.0222749103919908
x2177_ARH_PVp_Tbx3_Gaba_1	X1	-0.0825471373589761
x2194_ARH_PVp_Tbx3_Glut_2	X1	-0.106018034623523
x1855_SBPV_PVi_Six3_Gaba_3	X1	-0.0760288741780093
x1623_PVpo_VMPO_SFO_Tbr1_Glut_2	X1	-0.0465863849285194
x2162_MPO_MPN_Glut_5	X1	-0.0677731323949157
x2132_DMH_Hmx2_Gaba_6	X1	-0.0500467493987541
x2058_PVpo_VMPO_MPN_Hmx2_Gaba_2	X1	-0.0215053530137031
x2087_PVpo_VMPO_MPN_Hmx2_Gaba_6	X1	-0.0363154000237049
x2166_DMH_Hmx2_Glut_1	X1	-0.0430979949427474
x2088_PVpo_VMPO_MPN_Hmx2_Gaba_6	X1	-0.066883174264326
x2160_MPO_MPN_Glut_5	X1	-0.0776676623594684
x2222_VMH_Nr5a1_Glut_2	X1	-0.045098036958612
x2223_VMH_Nr5a1_Glut_2	X1	-0.0450512591042525
x2118_DMH_Hmx2_Gaba_3	X1	0.0288644976820299
x1842_SBPV_PVi_Six3_Gaba_1	X1	0.0376840429740571
x2216_VMH_Nr5a1_Glut_1	X1	0.0251422468232266
x2188_ARH_PVp_Tbx3_Glut_1	X1	-0.0395536338433557
x2190_ARH_PVp_Tbx3_Glut_1	X1	-0.0395662070209589
x1942_ZI_Pax6_Gaba_8	X1	0.00476358457010942
x2173_DMH_Hmx2_Glut_1	X1	-0.0181632934340025
x2174_DMH_Hmx2_Glut_1	X1	-0.00963135424870732
x2006_TU_ARH_Otp_Six6_Gaba_1	X1	-0.0229948232656821
x2154_MPO_MPN_Glut_3	X1	-0.0681265910865894
x2016_TU_ARH_Otp_Six6_Gaba_2	X1	0.0103976974376612
x2021_TU_ARH_Otp_Six6_Gaba_3	X1	-0.014377492773763
x2140_MPO_MPN_Glut_1	X1	-0.0225683786921881
x2218_VMH_Nr5a1_Glut_1	X1	-0.0136390312831871
x1994_PVHd_DMH_Lhx6_Gaba_2	X1	0.0884682428247806
x1851_SBPV_PVi_Six3_Gaba_2	X1	0.0787942448235805
x1797_PVH_Six3_Prox1_Gaba_3	X1	0.0611106955576257
x1216_MM_Foxb1_Glut_1	X1	0.0655949867268631
x1993_PVHd_DMH_Lhx6_Gaba_2	X1	0.0627940617457572
x1208_MM_ant_Foxb1_Glut	X1	0.0134791375384837
x1209_MM_ant_Foxb1_Glut	X1	0.0306222421306186
x1213_MM_ant_Foxb1_Glut	X1	0.0259725625731957
x1217_MM_Foxb1_Glut_2	X1	0.0331424341770331
x1849_SBPV_PVi_Six3_Gaba_2	X1	0.00416598413336403
x1218_MM_Foxb1_Glut_2	X1	0.0424825279948532
x1220_MM_Foxb1_Glut_2	X1	0.0403511909730677
x1420_DMH_Prdm13_Gaba_1	X1	-0.0236330064706455
x1852_SBPV_PVi_Six3_Gaba_3	X1	0.00959681367856649
x1844_SBPV_PVi_Six3_Gaba_1	X1	0.000842201879109264
x1803_PVH_Six3_Prox1_Gaba_4	X1	0.0254188284082459
x1845_SBPV_PVi_Six3_Gaba_1	X1	-0.00232521677297101
x1841_SBPV_PVi_Six3_Gaba_1	X1	-0.0248902191034481
x2075_PVpo_VMPO_MPN_Hmx2_Gaba_3	X1	-0.0165668484781975
x2165_MPO_MPN_Glut_6	X1	-0.0241557184897439
x2175_DMH_Hmx2_Glut_2	X1	-0.0183954831345682
x1959_DMH_LHA_Gsx1_Gaba_4	X1	-0.0529959476431447
x1425_DMH_Nkx2_4_Glut_2	X1	-0.0387136580269802
x1962_DMH_LHA_Gsx1_Gaba_1	X1	-0.0261485129568627
x2007_TU_ARH_Otp_Six6_Gaba_1	X1	-0.0582425050362013
x2203_DMH_LHA_Vgll2_Glut_4	X1	-0.0558543014368284
x2026_TU_ARH_Otp_Six6_Gaba_3	X1	-0.0437749034067853
x2185_ARH_PVp_Tbx3_Gaba_3	X1	-0.0272911996146251
x5146_OPC_NN_1	X10	-0.2584583129092
x5147_OPC_NN_1	X10	-0.195661067518273
x5190_Microglia_NN	X10	-0.297457053170574
x5149_COP_NN	X10	-0.281977305820435
x5150_COP_NN	X10	-0.264814883135135
x5159_MOL_NN	X10	-0.336752972970904
x5160_MOL_NN	X10	-0.35096541291385
x5157_MOL_NN	X10	-0.365576095115634
x5158_MOL_NN	X10	-0.347310296014754
x5129_Tanycyte_NN_2	X10	-0.384012692763747
x5132_Tanycyte_NN_2	X10	-0.370645351794863
x5189_Endo_NN	X10	-0.388837567437235
x5187_Endo_NN	X10	-0.390812018998292
x5188_Endo_NN	X10	-0.400362153050924
x5179_VLMC_NN_2	X10	-0.336408547355781
x5182_Peri_NN	X10	-0.338758861202087
x1806_AHN_SBPV_Gaba_1	X10	0.378456366216363
x1890_ZI_Pax6_Gaba_11	X10	0.358188767268236
x2250_PVH_LHA_Barhl2_Glut_1	X10	0.36533105985452
x2060_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.312867588878861
x2061_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.308436769143289
x2430_AHN_RCH_TU_SBPV_Otp_Glut_7	X10	0.288053923851294
x1805_AHN_SBPV_Gaba_1	X10	0.315892147666182
x1927_ZI_Pax6_Gaba_6	X10	0.319434645363539
x1875_ZI_Pax6_Gaba_1	X10	0.296419653449314
x2411_AHN_RCH_TU_SBPV_Otp_Glut_2	X10	0.292540214303608
x2225_VMH_Nr5a1_Glut_3	X10	0.24535951665667
x2226_VMH_Nr5a1_Glut_3	X10	0.252519293377748
x2209_VMH_Fezf1_Glut_2	X10	0.229154241196432
x2011_TU_ARH_Otp_Six6_Gaba_2	X10	0.29046342795372
x2015_TU_ARH_Otp_Six6_Gaba_2	X10	0.245936764473393
x1792_PVH_Six3_Prox1_Gaba_2	X10	0.271088684030614
x1793_PVH_Six3_Prox1_Gaba_2	X10	0.277340814652359
x2224_VMH_Nr5a1_Glut_3	X10	0.226463553401006
x2229_VMH_Nr5a1_Glut_4	X10	0.224860802110194
x2221_VMH_Nr5a1_Glut_2	X10	0.197637977434475
x2227_VMH_Nr5a1_Glut_3	X10	0.199756743392837
x2231_VMH_Nr5a1_Glut_5	X10	0.216465112654691
x2228_VMH_Nr5a1_Glut_4	X10	0.186209351530117
x2022_TU_ARH_Otp_Six6_Gaba_3	X10	0.18808856833425
x2232_VMH_Nr5a1_Glut_5	X10	0.186185403473625
x1916_ZI_Pax6_Gaba_4	X10	0.271410031824935
x1920_ZI_Pax6_Gaba_4	X10	0.27030648430762
x1903_ZI_Pax6_Gaba_2	X10	0.251972535790975
x1915_ZI_Pax6_Gaba_4	X10	0.248663550834948
x2413_AHN_RCH_TU_SBPV_Otp_Glut_2	X10	0.267604671501495
x1876_ZI_Pax6_Gaba_1	X10	0.274427407898902
x1938_ZI_Pax6_Gaba_7	X10	0.26725645622744
x1911_ZI_Pax6_Gaba_3	X10	0.276619294989923
x1987_PVHd_DMH_Lhx6_Gaba_1	X10	0.288772277437477
x1824_AHN_SBPV_Gaba_4	X10	0.249699800973538
x2101_DMH_Hmx2_Gaba_2	X10	0.239318260752569
x1796_PVH_Six3_Prox1_Gaba_3	X10	0.228581920054586
x1816_AHN_SBPV_Gaba_3	X10	0.248342052028513
x1817_AHN_SBPV_Gaba_3	X10	0.237431683808285
x1921_ZI_Pax6_Gaba_4	X10	0.213286524573843
x1788_PVH_Six3_Prox1_Gaba_1	X10	0.19154385485303
x2098_DMH_Hmx2_Gaba_1	X10	0.205437950759106
x1975_DMH_LHA_Gsx1_Gaba_2	X10	0.229196940760193
x1682_MPO_LPO_Lhx8_Gaba_1	X10	0.220435721936524
x1944_ZI_Pax6_Gaba_8	X10	0.22826958246497
x1971_DMH_LHA_Gsx1_Gaba_2	X10	0.23608677918191
x1976_DMH_LHA_Gsx1_Gaba_2	X10	0.236019322643926
x2056_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.273962765494785
x1837_AHN_SBPV_Gaba_7	X10	0.275787350930484
x1941_ZI_Pax6_Gaba_8	X10	0.280058562840891
x1974_DMH_LHA_Gsx1_Gaba_2	X10	0.220894566143404
x2051_PVpo_VMPO_MPN_Hmx2_Gaba_1	X10	0.260452097429727
x2062_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.263987733228545
x2129_DMH_Hmx2_Gaba_5	X10	0.228583733383607
x1973_DMH_LHA_Gsx1_Gaba_2	X10	0.182711442163487
x1977_DMH_LHA_Gsx1_Gaba_2	X10	0.203062361775173
x1979_DMH_LHA_Gsx1_Gaba_2	X10	0.235294666378826
x2017_TU_ARH_Otp_Six6_Gaba_2	X10	0.198443038149377
x2446_PVH_PVHd_SO_Otp_Glut_4	X10	-0.0701673878225328
x2447_PVH_PVHd_SO_Otp_Glut_4	X10	-0.0524224463365842
x1956_DMH_LHA_Gsx1_Gaba_1	X10	-0.0929713786184016
x2443_PVH_PVHd_SO_Otp_Glut_3	X10	-0.0417341923881572
x2445_PVH_PVHd_SO_Otp_Glut_3	X10	-0.0443072217760019
x1958_DMH_LHA_Gsx1_Gaba_4	X10	-0.0810546241986458
x1960_DMH_LHA_Gsx1_Gaba_1	X10	-0.0675052583347252
x2450_PVH_PVHd_SO_Otp_Glut_5	X10	-0.0294552107971293
x2451_PVH_PVHd_SO_Otp_Glut_5	X10	-0.0441140893792355
x1957_DMH_LHA_Gsx1_Gaba_1	X10	-0.0388616375468921
x2449_PVH_PVHd_SO_Otp_Glut_5	X10	-0.033396980116683
x1422_DMH_Prdm13_Gaba_2	X10	0.00983569184952164
x1424_DMH_Nkx2_4_Glut_1	X10	-0.00129190787105618
x1428_DMH_Nkx2_4_Glut_2	X10	-0.02758814693216
x2186_ARH_PVp_Tbx3_Gaba_3	X10	-0.0172124592503427
x1423_DMH_Prdm13_Gaba_2	X10	-0.0379781138364404
x2183_ARH_PVp_Tbx3_Gaba_2	X10	-0.0530287816955305
x1418_DMH_Prdm13_Gaba_1	X10	-0.0263112723139425
x2442_PVH_PVHd_SO_Otp_Glut_3	X10	-0.0580196510013541
x1419_DMH_Prdm13_Gaba_1	X10	0.00312567054416404
x1955_DMH_LHA_Gsx1_Gaba_1	X10	-0.0496568674065506
x1961_DMH_LHA_Gsx1_Gaba_3	X10	-0.0194408185249185
x2004_TU_ARH_Otp_Six6_Gaba_1	X10	-0.0335645262079115
x2193_ARH_PVp_Tbx3_Glut_2	X10	-0.0284322519583573
x2005_TU_ARH_Otp_Six6_Gaba_1	X10	-0.00183613202981648
x2178_ARH_PVp_Tbx3_Gaba_1	X10	0.0332686280145892
x1421_DMH_Prdm13_Gaba_1	X10	0.0533419607308726
x2187_ARH_PVp_Tbx3_Gaba_3	X10	0.0203832056774667
x1223_PVa_ARH_Six3_Dopa_Gaba_1	X10	0.066264107047036
x2161_MPO_MPN_Glut_5	X10	0.0769394795884047
x1222_PVa_ARH_Six3_Dopa_Gaba_1	X10	0.0350284724150451
x2444_PVH_PVHd_SO_Otp_Glut_3	X10	0.0223619570601764
x2195_ARH_PVp_Tbx3_Glut_3	X10	0.0060763418113248
x2196_ARH_PVp_Tbx3_Glut_3	X10	0.0256229964928758
x2214_VMH_Fezf1_Glut_3	X10	0.181796873563473
x2211_VMH_Fezf1_Glut_2	X10	0.206176147734794
x2220_VMH_Nr5a1_Glut_2	X10	0.214367826286151
x2067_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.181774363450609
x2159_MPO_MPN_Glut_4	X10	0.158181082967997
x2150_MPO_MPN_Glut_3	X10	0.204761478401139
x2210_VMH_Fezf1_Glut_2	X10	0.194986225242897
x2536_PM_Pitx2_Glut_3	X10	0.217325848291553
x2230_VMH_Nr5a1_Glut_4	X10	0.148555922489078
x2233_VMH_Nr5a1_Glut_6	X10	0.143822893399013
x2164_MPO_MPN_Glut_6	X10	0.134932524810747
x2217_VMH_Nr5a1_Glut_1	X10	0.127673835048959
x1843_SBPV_PVi_Six3_Gaba_1	X10	0.156782134315243
x2019_TU_ARH_Otp_Six6_Gaba_2	X10	0.163459147644128
x2418_AHN_RCH_TU_SBPV_Otp_Glut_3	X10	0.156927863303589
x1789_PVH_Six3_Prox1_Gaba_1	X10	0.134323057841678
x2197_ARH_PVp_Tbx3_Glut_4	X10	0.139901470820818
x2419_AHN_RCH_TU_SBPV_Otp_Glut_3	X10	0.208680767086263
x1537_PVHd_Gsc_Gaba	X10	0.190080823733407
x2415_AHN_RCH_TU_SBPV_Otp_Glut_2	X10	0.176589652898876
x1949_ZI_Pax6_Gaba_8	X10	0.185842416879812
x2257_PVH_LHA_Barhl2_Glut_2	X10	0.188789077154524
x1787_PVH_Six3_Prox1_Gaba_1	X10	0.180795346393424
x2153_MPO_MPN_Glut_3	X10	0.188293662018861
x1968_DMH_LHA_Gsx1_Gaba_2	X10	0.208743737499812
x2414_AHN_RCH_TU_SBPV_Otp_Glut_2	X10	0.194481625630354
x1820_AHN_SBPV_Gaba_3	X10	0.215635553178414
x1791_PVH_Six3_Prox1_Gaba_2	X10	0.167973406407054
x1795_PVH_Six3_Prox1_Gaba_2	X10	0.180004235386443
x1800_PVH_Six3_Prox1_Gaba_4	X10	0.145627017949963
x1794_PVH_Six3_Prox1_Gaba_2	X10	0.127748232779029
x1801_PVH_Six3_Prox1_Gaba_4	X10	0.118758057923345
x1995_PVHd_DMH_Lhx6_Gaba_2	X10	0.125191487038586
x1822_AHN_SBPV_Gaba_4	X10	0.133824432294959
x1947_ZI_Pax6_Gaba_8	X10	0.149135225674773
x1965_DMH_LHA_Gsx1_Gaba_1	X10	0.122281646460075
x1813_AHN_SBPV_Gaba_2	X10	0.13417430801806
x2198_ARH_PVp_Tbx3_Glut_5	X10	0.141847386880483
x2002_PVHd_DMH_Lhx6_Gaba_4	X10	0.151976116203589
x1214_MM_Foxb1_Glut_1	X10	0.0969375530420306
x1215_MM_Foxb1_Glut_1	X10	0.0930986895123986
x1219_MM_Foxb1_Glut_2	X10	0.100870099111263
x1210_MM_ant_Foxb1_Glut	X10	0.122637504201553
x1211_MM_ant_Foxb1_Glut	X10	0.11040213773401
x1940_ZI_Pax6_Gaba_7	X10	0.153058971242978
x1815_AHN_SBPV_Gaba_3	X10	0.173382375493036
x1809_AHN_SBPV_Gaba_2	X10	0.179969174389644
x1998_PVHd_DMH_Lhx6_Gaba_3	X10	0.177890732361923
x1823_AHN_SBPV_Gaba_4	X10	0.147599043328748
x1848_SBPV_PVi_Six3_Gaba_2	X10	0.181224023898984
x2432_PVH_PVHd_SO_Otp_Glut_1	X10	0.13318998767272
x2438_PVH_PVHd_SO_Otp_Glut_2	X10	0.153865020261533
x2177_ARH_PVp_Tbx3_Gaba_1	X10	0.0574831585317564
x2194_ARH_PVp_Tbx3_Glut_2	X10	0.0680955616182053
x1855_SBPV_PVi_Six3_Gaba_3	X10	0.106645658425458
x1623_PVpo_VMPO_SFO_Tbr1_Glut_2	X10	0.0977723004180168
x2162_MPO_MPN_Glut_5	X10	0.103843922893484
x2132_DMH_Hmx2_Gaba_6	X10	0.134201340297502
x2058_PVpo_VMPO_MPN_Hmx2_Gaba_2	X10	0.140605822730615
x2087_PVpo_VMPO_MPN_Hmx2_Gaba_6	X10	0.110325190351923
x2166_DMH_Hmx2_Glut_1	X10	0.127841414615897
x2088_PVpo_VMPO_MPN_Hmx2_Gaba_6	X10	0.105080568232186
x2160_MPO_MPN_Glut_5	X10	0.155297953025318
x2222_VMH_Nr5a1_Glut_2	X10	0.0850406146948638
x2223_VMH_Nr5a1_Glut_2	X10	0.112455804141407
x2118_DMH_Hmx2_Gaba_3	X10	0.108589944007535
x1842_SBPV_PVi_Six3_Gaba_1	X10	0.111720545371572
x2216_VMH_Nr5a1_Glut_1	X10	0.0999304711406905
x2188_ARH_PVp_Tbx3_Glut_1	X10	0.084235341102449
x2190_ARH_PVp_Tbx3_Glut_1	X10	0.112034280670598
x1942_ZI_Pax6_Gaba_8	X10	0.146087016357151
x2173_DMH_Hmx2_Glut_1	X10	0.135399621259902
x2174_DMH_Hmx2_Glut_1	X10	0.142971541790433
x2006_TU_ARH_Otp_Six6_Gaba_1	X10	0.161932547534131
x2154_MPO_MPN_Glut_3	X10	0.173692278316876
x2016_TU_ARH_Otp_Six6_Gaba_2	X10	0.13656555431254
x2021_TU_ARH_Otp_Six6_Gaba_3	X10	0.139013561950047
x2140_MPO_MPN_Glut_1	X10	0.185636966490314
x2218_VMH_Nr5a1_Glut_1	X10	0.148481183881858
x1994_PVHd_DMH_Lhx6_Gaba_2	X10	0.082827342589864
x1851_SBPV_PVi_Six3_Gaba_2	X10	0.116926807016825
x1797_PVH_Six3_Prox1_Gaba_3	X10	0.115185836276752
x1216_MM_Foxb1_Glut_1	X10	0.0947245087367149
x1993_PVHd_DMH_Lhx6_Gaba_2	X10	0.109484155728497
x1208_MM_ant_Foxb1_Glut	X10	0.0860239962524882
