rn	variable	value
x2178_ARH_PVp_Tbx3_Gaba_1	ARC	0.221488291276427
x1955_DMH_LHA_Gsx1_Gaba_1	ARC	0.019049010525444
x1419_DMH_Prdm13_Gaba_1	ARC	0.0655088215913013
x1844_SBPV_PVi_Six3_Gaba_1	ARC	0.0143371319513436
x1422_DMH_Prdm13_Gaba_2	ARC	0.118496234428079
x1424_DMH_Nkx2_4_Glut_1	ARC	0.125423736042638
x1423_DMH_Prdm13_Gaba_2	ARC	0.0408385239563805
x2183_ARH_PVp_Tbx3_Gaba_2	ARC	0.0490384487308035
x1428_DMH_Nkx2_4_Glut_2	ARC	0.139596405741906
x1418_DMH_Prdm13_Gaba_1	ARC	0.0892253472152098
x2442_PVH_PVHd_SO_Otp_Glut_3	ARC	0.0747671806547853
x1420_DMH_Prdm13_Gaba_1	ARC	0.0953424790788109
x1852_SBPV_PVi_Six3_Gaba_3	ARC	0.0902718938621635
x1845_SBPV_PVi_Six3_Gaba_1	ARC	0.0429791608767352
x2075_PVpo_VMPO_MPN_Hmx2_Gaba_3	ARC	0.0921900033181762
x1841_SBPV_PVi_Six3_Gaba_1	ARC	0.101068829224019
x2165_MPO_MPN_Glut_6	ARC	0.0660680931558322
x1223_PVa_ARH_Six3_Dopa_Gaba_1	ARC	0.129863509905732
x2161_MPO_MPN_Glut_5	ARC	0.156362156066522
x1421_DMH_Prdm13_Gaba_1	ARC	0.171629057143736
x2187_ARH_PVp_Tbx3_Gaba_3	ARC	0.149977308739526
x2007_TU_ARH_Otp_Six6_Gaba_1	ARC	0.140340386197267
x2026_TU_ARH_Otp_Six6_Gaba_3	ARC	0.115067326231536
x2185_ARH_PVp_Tbx3_Gaba_3	ARC	0.138824885647263
x2175_DMH_Hmx2_Glut_2	ARC	0.0903089837401568
x1959_DMH_LHA_Gsx1_Gaba_4	ARC	0.122044817229795
x1425_DMH_Nkx2_4_Glut_2	ARC	0.0948498623597488
x1962_DMH_LHA_Gsx1_Gaba_1	ARC	0.0940793592417719
x2177_ARH_PVp_Tbx3_Gaba_1	ARC	0.22066616676465
x2194_ARH_PVp_Tbx3_Glut_2	ARC	0.235774795997209
x1855_SBPV_PVi_Six3_Gaba_3	ARC	0.214479663823292
x1623_PVpo_VMPO_SFO_Tbr1_Glut_2	ARC	0.155196345280752
x2162_MPO_MPN_Glut_5	ARC	0.172338717993691
x2160_MPO_MPN_Glut_5	ARC	0.220295331315518
x2058_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.17877570100648
x2166_DMH_Hmx2_Glut_1	ARC	0.150589872625141
x2087_PVpo_VMPO_MPN_Hmx2_Gaba_6	ARC	0.146044778020354
x2132_DMH_Hmx2_Gaba_6	ARC	0.181814108821284
x2188_ARH_PVp_Tbx3_Glut_1	ARC	0.114930844890641
x2190_ARH_PVp_Tbx3_Glut_1	ARC	0.137900691450579
x2088_PVpo_VMPO_MPN_Hmx2_Gaba_6	ARC	0.167149661976473
x2203_DMH_LHA_Vgll2_Glut_4	ARC	0.138667070247907
x2164_MPO_MPN_Glut_6	ARC	0.0661602494946171
x2217_VMH_Nr5a1_Glut_1	ARC	0.0626781074546357
x2016_TU_ARH_Otp_Six6_Gaba_2	ARC	0.119780300851958
x2021_TU_ARH_Otp_Six6_Gaba_3	ARC	0.135091057519816
x2222_VMH_Nr5a1_Glut_2	ARC	0.0828263876175026
x2223_VMH_Nr5a1_Glut_2	ARC	0.118326081758806
x2118_DMH_Hmx2_Gaba_3	ARC	0.0553616283875341
x1842_SBPV_PVi_Six3_Gaba_1	ARC	0.0567465711618398
x2216_VMH_Nr5a1_Glut_1	ARC	0.0442623469571994
x1994_PVHd_DMH_Lhx6_Gaba_2	ARC	-0.0459260448765247
x1851_SBPV_PVi_Six3_Gaba_2	ARC	0.0039307316796394
x1993_PVHd_DMH_Lhx6_Gaba_2	ARC	-0.00942238364862706
x1216_MM_Foxb1_Glut_1	ARC	-0.01273980464276
x1797_PVH_Six3_Prox1_Gaba_3	ARC	-0.033688383692048
x1208_MM_ant_Foxb1_Glut	ARC	0.0165907525030732
x1209_MM_ant_Foxb1_Glut	ARC	0.00332153878987408
x1213_MM_ant_Foxb1_Glut	ARC	0.0305543236804827
x1217_MM_Foxb1_Glut_2	ARC	0.0261347202837184
x1849_SBPV_PVi_Six3_Gaba_2	ARC	0.0855558910785237
x1218_MM_Foxb1_Glut_2	ARC	-0.0281353459763437
x1220_MM_Foxb1_Glut_2	ARC	0.00751792958156698
x1803_PVH_Six3_Prox1_Gaba_4	ARC	0.00913884424688991
x1806_AHN_SBPV_Gaba_1	ARC	0.23705081378335
x1890_ZI_Pax6_Gaba_11	ARC	0.145789912946622
x2250_PVH_LHA_Barhl2_Glut_1	ARC	0.171286691764836
x1916_ZI_Pax6_Gaba_4	ARC	0.0711931923652303
x1920_ZI_Pax6_Gaba_4	ARC	0.0712371925859247
x1903_ZI_Pax6_Gaba_2	ARC	0.0474841952811996
x1915_ZI_Pax6_Gaba_4	ARC	0.065911926257663
x2413_AHN_RCH_TU_SBPV_Otp_Glut_2	ARC	0.0824471283265159
x1911_ZI_Pax6_Gaba_3	ARC	0.0761396028075932
x1938_ZI_Pax6_Gaba_7	ARC	0.095056198804442
x1876_ZI_Pax6_Gaba_1	ARC	0.120919308764919
x1987_PVHd_DMH_Lhx6_Gaba_1	ARC	0.0992032215448694
x1837_AHN_SBPV_Gaba_7	ARC	0.171596804093661
x1941_ZI_Pax6_Gaba_8	ARC	0.18298618052028
x2056_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.199824926594564
x2430_AHN_RCH_TU_SBPV_Otp_Glut_7	ARC	0.178772766669167
x2060_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.150966613233087
x2061_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.161421811921597
x1805_AHN_SBPV_Gaba_1	ARC	0.171621799152751
x1927_ZI_Pax6_Gaba_6	ARC	0.122635429400137
x1875_ZI_Pax6_Gaba_1	ARC	0.0864337364673598
x2411_AHN_RCH_TU_SBPV_Otp_Glut_2	ARC	0.106350721135895
x1820_AHN_SBPV_Gaba_3	ARC	-0.0349854058136325
x1791_PVH_Six3_Prox1_Gaba_2	ARC	-0.00100418231331528
x1795_PVH_Six3_Prox1_Gaba_2	ARC	-0.0390611982275745
x1824_AHN_SBPV_Gaba_4	ARC	0.0737200418083806
x2101_DMH_Hmx2_Gaba_2	ARC	0.0857826429936153
x1796_PVH_Six3_Prox1_Gaba_3	ARC	0.0222711788844793
x1816_AHN_SBPV_Gaba_3	ARC	0.0446295975505034
x1817_AHN_SBPV_Gaba_3	ARC	0.0189186207035332
x1921_ZI_Pax6_Gaba_4	ARC	0.0540683357093478
x1975_DMH_LHA_Gsx1_Gaba_2	ARC	0.0939646581739485
x1682_MPO_LPO_Lhx8_Gaba_1	ARC	0.12149356051022
x1944_ZI_Pax6_Gaba_8	ARC	0.102533045158726
x1788_PVH_Six3_Prox1_Gaba_1	ARC	0.0543154139770588
x2098_DMH_Hmx2_Gaba_1	ARC	0.0799011895960767
x2231_VMH_Nr5a1_Glut_5	ARC	0.0633612687359842
x2229_VMH_Nr5a1_Glut_4	ARC	0.0980529134113862
x2221_VMH_Nr5a1_Glut_2	ARC	0.0879590744036857
x2227_VMH_Nr5a1_Glut_3	ARC	0.0603822975970381
x2230_VMH_Nr5a1_Glut_4	ARC	0.0418784773876993
x2233_VMH_Nr5a1_Glut_6	ARC	0.0414647768668246
x2022_TU_ARH_Otp_Six6_Gaba_3	ARC	0.095577252838648
x2232_VMH_Nr5a1_Glut_5	ARC	0.0429673863345627
x2210_VMH_Fezf1_Glut_2	ARC	0.120632415828681
x2228_VMH_Nr5a1_Glut_4	ARC	0.0985903104861136
x2214_VMH_Fezf1_Glut_3	ARC	0.145889335651782
x2211_VMH_Fezf1_Glut_2	ARC	0.156436748379167
x2220_VMH_Nr5a1_Glut_2	ARC	0.166437945725855
x1792_PVH_Six3_Prox1_Gaba_2	ARC	0.0387984905554775
x1793_PVH_Six3_Prox1_Gaba_2	ARC	0.0887494648322985
x2225_VMH_Nr5a1_Glut_3	ARC	0.0563469479554704
x2224_VMH_Nr5a1_Glut_3	ARC	0.0983343088595962
x2226_VMH_Nr5a1_Glut_3	ARC	0.100371907213655
x2209_VMH_Fezf1_Glut_2	ARC	0.138647867306063
x2011_TU_ARH_Otp_Six6_Gaba_2	ARC	0.151800503726543
x2015_TU_ARH_Otp_Six6_Gaba_2	ARC	0.123719746198415
x2002_PVHd_DMH_Lhx6_Gaba_4	ARC	-0.0464162297081581
x1214_MM_Foxb1_Glut_1	ARC	-0.0259961270588831
x1215_MM_Foxb1_Glut_1	ARC	-0.0396605658829646
x1219_MM_Foxb1_Glut_2	ARC	-0.0505394732583051
x1210_MM_ant_Foxb1_Glut	ARC	-0.0127132637571789
x1211_MM_ant_Foxb1_Glut	ARC	-0.0156688861411885
x1800_PVH_Six3_Prox1_Gaba_4	ARC	0.00184092108123915
x1940_ZI_Pax6_Gaba_7	ARC	0.0346414599892577
x1823_AHN_SBPV_Gaba_4	ARC	0.00501651995222252
x1848_SBPV_PVi_Six3_Gaba_2	ARC	0.0523564444612833
x1815_AHN_SBPV_Gaba_3	ARC	0.0155899312765024
x1809_AHN_SBPV_Gaba_2	ARC	0.036970670031381
x1998_PVHd_DMH_Lhx6_Gaba_3	ARC	0.0314839783100503
x1843_SBPV_PVi_Six3_Gaba_1	ARC	0.0505003590188225
x2019_TU_ARH_Otp_Six6_Gaba_2	ARC	0.0593762117410208
x1965_DMH_LHA_Gsx1_Gaba_1	ARC	0.0454188511163758
x2418_AHN_RCH_TU_SBPV_Otp_Glut_3	ARC	0.0479808551286957
x1789_PVH_Six3_Prox1_Gaba_1	ARC	0.0628875751775493
x2197_ARH_PVp_Tbx3_Glut_4	ARC	0.0544997491893105
x1813_AHN_SBPV_Gaba_2	ARC	0.0257790678552877
x2198_ARH_PVp_Tbx3_Glut_5	ARC	0.0405178267148847
x1794_PVH_Six3_Prox1_Gaba_2	ARC	0.0115928264605862
x1801_PVH_Six3_Prox1_Gaba_4	ARC	-0.00103078321092802
x1995_PVHd_DMH_Lhx6_Gaba_2	ARC	-0.0389632054960864
x1822_AHN_SBPV_Gaba_4	ARC	-0.00238256633441327
x1947_ZI_Pax6_Gaba_8	ARC	-0.00462820376653762
x1942_ZI_Pax6_Gaba_8	ARC	0.109964822086227
x2173_DMH_Hmx2_Glut_1	ARC	0.0957976291335587
x2174_DMH_Hmx2_Glut_1	ARC	0.0989219716737301
x2140_MPO_MPN_Glut_1	ARC	0.139953135565232
x2218_VMH_Nr5a1_Glut_1	ARC	0.146340213949181
x2006_TU_ARH_Otp_Six6_Gaba_1	ARC	0.146803221416357
x2154_MPO_MPN_Glut_3	ARC	0.196888484085667
x2432_PVH_PVHd_SO_Otp_Glut_1	ARC	0.0468667567335169
x2438_PVH_PVHd_SO_Otp_Glut_2	ARC	0.101370538280812
x2067_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.133423831436387
x2159_MPO_MPN_Glut_4	ARC	0.093787479258258
x2419_AHN_RCH_TU_SBPV_Otp_Glut_3	ARC	0.0882554165850663
x1537_PVHd_Gsc_Gaba	ARC	0.0515745747673986
x2415_AHN_RCH_TU_SBPV_Otp_Glut_2	ARC	0.0384923892754661
x1968_DMH_LHA_Gsx1_Gaba_2	ARC	0.110182054345683
x2414_AHN_RCH_TU_SBPV_Otp_Glut_2	ARC	0.0578329958481175
x1787_PVH_Six3_Prox1_Gaba_1	ARC	0.0564433273830223
x2153_MPO_MPN_Glut_3	ARC	0.0622253142326302
x1949_ZI_Pax6_Gaba_8	ARC	0.0877039944611614
x2257_PVH_LHA_Barhl2_Glut_2	ARC	0.101242508152255
x1971_DMH_LHA_Gsx1_Gaba_2	ARC	0.160826463864095
x1976_DMH_LHA_Gsx1_Gaba_2	ARC	0.12942171474095
x2051_PVpo_VMPO_MPN_Hmx2_Gaba_1	ARC	0.166218110797433
x2062_PVpo_VMPO_MPN_Hmx2_Gaba_2	ARC	0.184016587898909
x1974_DMH_LHA_Gsx1_Gaba_2	ARC	0.173312525436201
x1979_DMH_LHA_Gsx1_Gaba_2	ARC	0.189161674415458
x2129_DMH_Hmx2_Gaba_5	ARC	0.17909037595136
x1973_DMH_LHA_Gsx1_Gaba_2	ARC	0.175370132013661
x1977_DMH_LHA_Gsx1_Gaba_2	ARC	0.164799168058581
x2536_PM_Pitx2_Glut_3	ARC	0.143856513707872
x2017_TU_ARH_Otp_Six6_Gaba_2	ARC	0.157001903552113
x2150_MPO_MPN_Glut_3	ARC	0.165814537549498
x5146_OPC_NN_1	VMH	-0.210358482726332
x5147_OPC_NN_1	VMH	-0.146194517705698
x5190_Microglia_NN	VMH	-0.251768419605159
x5149_COP_NN	VMH	-0.262424004654024
x5150_COP_NN	VMH	-0.263691498105858
x5159_MOL_NN	VMH	-0.354430344529321
x5160_MOL_NN	VMH	-0.363703591776408
x5157_MOL_NN	VMH	-0.388310266341122
x5158_MOL_NN	VMH	-0.378791961125326
x5129_Tanycyte_NN_2	VMH	-0.343176960499302
x5132_Tanycyte_NN_2	VMH	-0.353442552442091
x5189_Endo_NN	VMH	-0.387464136774603
x5187_Endo_NN	VMH	-0.388510265125163
x5188_Endo_NN	VMH	-0.38902091368217
x5179_VLMC_NN_2	VMH	-0.337135303795053
x5182_Peri_NN	VMH	-0.33727941068202
x2446_PVH_PVHd_SO_Otp_Glut_4	VMH	-0.093332059115415
x2447_PVH_PVHd_SO_Otp_Glut_4	VMH	-0.0968608296916688
x1956_DMH_LHA_Gsx1_Gaba_1	VMH	-0.163549176009048
x1958_DMH_LHA_Gsx1_Gaba_4	VMH	-0.111500419854035
x1960_DMH_LHA_Gsx1_Gaba_1	VMH	-0.109011474581513
x2450_PVH_PVHd_SO_Otp_Glut_5	VMH	-0.0955385099918244
x2451_PVH_PVHd_SO_Otp_Glut_5	VMH	-0.0889727562948758
x2443_PVH_PVHd_SO_Otp_Glut_3	VMH	-0.0823626934712023
x2445_PVH_PVHd_SO_Otp_Glut_3	VMH	-0.0651570712203029
x2186_ARH_PVp_Tbx3_Gaba_3	VMH	-0.0396534893380785
x1957_DMH_LHA_Gsx1_Gaba_1	VMH	-0.0890964289856098
x2449_PVH_PVHd_SO_Otp_Glut_5	VMH	-0.0849945552756547
x2444_PVH_PVHd_SO_Otp_Glut_3	VMH	-0.0146615712023596
x1222_PVa_ARH_Six3_Dopa_Gaba_1	VMH	-0.00887966872621419
x2196_ARH_PVp_Tbx3_Glut_3	VMH	0.0166421084616035
x1961_DMH_LHA_Gsx1_Gaba_3	VMH	-0.0799779548716278
x2004_TU_ARH_Otp_Six6_Gaba_1	VMH	-0.082352025905493
x2193_ARH_PVp_Tbx3_Glut_2	VMH	-0.0487374208723922
x2195_ARH_PVp_Tbx3_Glut_3	VMH	-0.0111274386642181
x2005_TU_ARH_Otp_Six6_Gaba_1	VMH	-0.0276783652157511
x2178_ARH_PVp_Tbx3_Gaba_1	VMH	-0.0292793933670905
x1955_DMH_LHA_Gsx1_Gaba_1	VMH	-0.0973548642798951
x1419_DMH_Prdm13_Gaba_1	VMH	-0.0647810681524918
x1844_SBPV_PVi_Six3_Gaba_1	VMH	-0.00716171366257409
x1422_DMH_Prdm13_Gaba_2	VMH	-0.0106534699379933
x1424_DMH_Nkx2_4_Glut_1	VMH	-0.000148105186438463
x1423_DMH_Prdm13_Gaba_2	VMH	-0.0478345298048632
x2183_ARH_PVp_Tbx3_Gaba_2	VMH	-0.0947325844753034
x1428_DMH_Nkx2_4_Glut_2	VMH	-0.0560152271781195
x1418_DMH_Prdm13_Gaba_1	VMH	-0.0731585464110462
x2442_PVH_PVHd_SO_Otp_Glut_3	VMH	-0.0831469877823454
x1420_DMH_Prdm13_Gaba_1	VMH	-0.0243991624699024
x1852_SBPV_PVi_Six3_Gaba_3	VMH	-0.0268321490512671
x1845_SBPV_PVi_Six3_Gaba_1	VMH	0.0475950998442628
x2075_PVpo_VMPO_MPN_Hmx2_Gaba_3	VMH	0.0733548688603479
x1841_SBPV_PVi_Six3_Gaba_1	VMH	0.0423512063615098
x2165_MPO_MPN_Glut_6	VMH	0.0791989255843494
x1223_PVa_ARH_Six3_Dopa_Gaba_1	VMH	0.0275449395391254
x2161_MPO_MPN_Glut_5	VMH	0.0288687772399903
x1421_DMH_Prdm13_Gaba_1	VMH	-0.0116265861962142
x2187_ARH_PVp_Tbx3_Gaba_3	VMH	0.0406171555793189
x2007_TU_ARH_Otp_Six6_Gaba_1	VMH	0.0852084837390922
x2026_TU_ARH_Otp_Six6_Gaba_3	VMH	0.106843529979767
x2185_ARH_PVp_Tbx3_Gaba_3	VMH	0.0726667109865834
x2175_DMH_Hmx2_Glut_2	VMH	0.0149762183652646
x1959_DMH_LHA_Gsx1_Gaba_4	VMH	0.0276456516670585
x1425_DMH_Nkx2_4_Glut_2	VMH	0.0544101149844902
x1962_DMH_LHA_Gsx1_Gaba_1	VMH	0.0171531790584508
x2177_ARH_PVp_Tbx3_Gaba_1	VMH	0.0201068296283417
x2194_ARH_PVp_Tbx3_Glut_2	VMH	0.0551693935786326
x1855_SBPV_PVi_Six3_Gaba_3	VMH	0.0150784394369578
x1623_PVpo_VMPO_SFO_Tbr1_Glut_2	VMH	0.0245362904283156
x2162_MPO_MPN_Glut_5	VMH	0.0811239312555498
x2160_MPO_MPN_Glut_5	VMH	0.0971174063386239
x2058_PVpo_VMPO_MPN_Hmx2_Gaba_2	VMH	0.11083197001411
x2166_DMH_Hmx2_Glut_1	VMH	0.086910981588304
x2087_PVpo_VMPO_MPN_Hmx2_Gaba_6	VMH	0.0912098799983873
x2132_DMH_Hmx2_Gaba_6	VMH	0.0803405242861866
x2188_ARH_PVp_Tbx3_Glut_1	VMH	0.107966949006734
x2190_ARH_PVp_Tbx3_Glut_1	VMH	0.124236815880269
x2088_PVpo_VMPO_MPN_Hmx2_Gaba_6	VMH	0.0850257347811957
x2203_DMH_LHA_Vgll2_Glut_4	VMH	0.100489730370731
x2164_MPO_MPN_Glut_6	VMH	0.214957223169555
x2217_VMH_Nr5a1_Glut_1	VMH	0.260620269672399
x2016_TU_ARH_Otp_Six6_Gaba_2	VMH	0.207803721257361
x2021_TU_ARH_Otp_Six6_Gaba_3	VMH	0.230961278097635
x2222_VMH_Nr5a1_Glut_2	VMH	0.213126849146529
x2223_VMH_Nr5a1_Glut_2	VMH	0.20710880611809
x2118_DMH_Hmx2_Gaba_3	VMH	0.120382609017626
x1842_SBPV_PVi_Six3_Gaba_1	VMH	0.12432289826561
x2216_VMH_Nr5a1_Glut_1	VMH	0.15660599058459
x1994_PVHd_DMH_Lhx6_Gaba_2	VMH	0.0505561157104525
x1851_SBPV_PVi_Six3_Gaba_2	VMH	0.0543098373912036
x1993_PVHd_DMH_Lhx6_Gaba_2	VMH	0.077720245375421
x1216_MM_Foxb1_Glut_1	VMH	0.0687188875687823
x1797_PVH_Six3_Prox1_Gaba_3	VMH	0.078261158498178
x1208_MM_ant_Foxb1_Glut	VMH	0.0996934659447147
x1209_MM_ant_Foxb1_Glut	VMH	0.0852941044805664
x1213_MM_ant_Foxb1_Glut	VMH	0.107486936880626
x1217_MM_Foxb1_Glut_2	VMH	0.0508353831262469
x1849_SBPV_PVi_Six3_Gaba_2	VMH	0.00935476389461249
x1218_MM_Foxb1_Glut_2	VMH	-0.00551541630874539
x1220_MM_Foxb1_Glut_2	VMH	0.0247049311595585
x1803_PVH_Six3_Prox1_Gaba_4	VMH	0.0150148560568992
x1806_AHN_SBPV_Gaba_1	VMH	0.378408332104106
x1890_ZI_Pax6_Gaba_11	VMH	0.318240568796345
x2250_PVH_LHA_Barhl2_Glut_1	VMH	0.319932631927329
x1916_ZI_Pax6_Gaba_4	VMH	0.202379582573005
x1920_ZI_Pax6_Gaba_4	VMH	0.197676426227289
x1903_ZI_Pax6_Gaba_2	VMH	0.187667212373196
x1915_ZI_Pax6_Gaba_4	VMH	0.190807917285025
x2413_AHN_RCH_TU_SBPV_Otp_Glut_2	VMH	0.297512615127446
x1911_ZI_Pax6_Gaba_3	VMH	0.23931533094544
x1938_ZI_Pax6_Gaba_7	VMH	0.211203248339372
x1876_ZI_Pax6_Gaba_1	VMH	0.237689605160844
x1987_PVHd_DMH_Lhx6_Gaba_1	VMH	0.234342991318505
x1837_AHN_SBPV_Gaba_7	VMH	0.228125207362115
x1941_ZI_Pax6_Gaba_8	VMH	0.230109809432737
x2056_PVpo_VMPO_MPN_Hmx2_Gaba_2	VMH	0.26351848504904
x2430_AHN_RCH_TU_SBPV_Otp_Glut_7	VMH	0.294886526533972
x2060_PVpo_VMPO_MPN_Hmx2_Gaba_2	VMH	0.304913163328459
x2061_PVpo_VMPO_MPN_Hmx2_Gaba_2	VMH	0.313852270706199
x1805_AHN_SBPV_Gaba_1	VMH	0.278517085990228
x1927_ZI_Pax6_Gaba_6	VMH	0.263680612545813
x1875_ZI_Pax6_Gaba_1	VMH	0.266720310091727
x2411_AHN_RCH_TU_SBPV_Otp_Glut_2	VMH	0.318700257595569
x1820_AHN_SBPV_Gaba_3	VMH	0.205997979837867
x1791_PVH_Six3_Prox1_Gaba_2	VMH	0.20434837061282
x1795_PVH_Six3_Prox1_Gaba_2	VMH	0.181810114569273
x1824_AHN_SBPV_Gaba_4	VMH	0.202467040574564
x2101_DMH_Hmx2_Gaba_2	VMH	0.172573781138381
x1796_PVH_Six3_Prox1_Gaba_3	VMH	0.17210876540849
x1816_AHN_SBPV_Gaba_3	VMH	0.174054271440785
x1817_AHN_SBPV_Gaba_3	VMH	0.202355021130102
x1921_ZI_Pax6_Gaba_4	VMH	0.134537048368052
x1975_DMH_LHA_Gsx1_Gaba_2	VMH	0.194413864541959
x1682_MPO_LPO_Lhx8_Gaba_1	VMH	0.162067888985783
x1944_ZI_Pax6_Gaba_8	VMH	0.15694920203494
x1788_PVH_Six3_Prox1_Gaba_1	VMH	0.187421742480491
x2098_DMH_Hmx2_Gaba_1	VMH	0.144249009916359
x2231_VMH_Nr5a1_Glut_5	VMH	0.299590388969085
x2229_VMH_Nr5a1_Glut_4	VMH	0.425354852307163
x2221_VMH_Nr5a1_Glut_2	VMH	0.388541299672954
x2227_VMH_Nr5a1_Glut_3	VMH	0.39786560794856
x2230_VMH_Nr5a1_Glut_4	VMH	0.313700631491938
x2233_VMH_Nr5a1_Glut_6	VMH	0.275129144957331
x2022_TU_ARH_Otp_Six6_Gaba_3	VMH	0.304728943318738
x2232_VMH_Nr5a1_Glut_5	VMH	0.323743806518441
x2210_VMH_Fezf1_Glut_2	VMH	0.290066238942465
x2228_VMH_Nr5a1_Glut_4	VMH	0.332893025851897
x2214_VMH_Fezf1_Glut_3	VMH	0.336934281426324
x2211_VMH_Fezf1_Glut_2	VMH	0.298714942269674
x2220_VMH_Nr5a1_Glut_2	VMH	0.313531527047367
x1792_PVH_Six3_Prox1_Gaba_2	VMH	0.314210624181708
x1793_PVH_Six3_Prox1_Gaba_2	VMH	0.315221509015589
x2225_VMH_Nr5a1_Glut_3	VMH	0.41438932715599
x2224_VMH_Nr5a1_Glut_3	VMH	0.436876619991451
x2226_VMH_Nr5a1_Glut_3	VMH	0.438240692187605
x2209_VMH_Fezf1_Glut_2	VMH	0.381231100170571
x2011_TU_ARH_Otp_Six6_Gaba_2	VMH	0.382373015080635
x2015_TU_ARH_Otp_Six6_Gaba_2	VMH	0.341641506396953
x2002_PVHd_DMH_Lhx6_Gaba_4	VMH	0.0911767616671068
x1214_MM_Foxb1_Glut_1	VMH	0.0634607667158528
x1215_MM_Foxb1_Glut_1	VMH	0.0768611660916918
x1219_MM_Foxb1_Glut_2	VMH	0.0814881727455084
x1210_MM_ant_Foxb1_Glut	VMH	0.108600590676853
x1211_MM_ant_Foxb1_Glut	VMH	0.0949433031172046
x1800_PVH_Six3_Prox1_Gaba_4	VMH	0.168667913460766
x1940_ZI_Pax6_Gaba_7	VMH	0.095282525496045
x1823_AHN_SBPV_Gaba_4	VMH	0.121040863080951
x1848_SBPV_PVi_Six3_Gaba_2	VMH	0.114213904326441
x1815_AHN_SBPV_Gaba_3	VMH	0.0910975981728338
x1809_AHN_SBPV_Gaba_2	VMH	0.139484086090484
x1998_PVHd_DMH_Lhx6_Gaba_3	VMH	0.124517585214383
x1843_SBPV_PVi_Six3_Gaba_1	VMH	0.19434286093471
x2019_TU_ARH_Otp_Six6_Gaba_2	VMH	0.193161917875503
x1965_DMH_LHA_Gsx1_Gaba_1	VMH	0.109461727373474
x2418_AHN_RCH_TU_SBPV_Otp_Glut_3	VMH	0.156763715142479
x1789_PVH_Six3_Prox1_Gaba_1	VMH	0.159829240345127
x2197_ARH_PVp_Tbx3_Glut_4	VMH	0.180228773656206
x1813_AHN_SBPV_Gaba_2	VMH	0.0883947819872916
x2198_ARH_PVp_Tbx3_Glut_5	VMH	0.0902613806336011
x1794_PVH_Six3_Prox1_Gaba_2	VMH	0.17093613524396
x1801_PVH_Six3_Prox1_Gaba_4	VMH	0.149042993284932
x1995_PVHd_DMH_Lhx6_Gaba_2	VMH	0.101382267618026
x1822_AHN_SBPV_Gaba_4	VMH	0.108848413221457
x1947_ZI_Pax6_Gaba_8	VMH	0.10382214532034
x1942_ZI_Pax6_Gaba_8	VMH	0.154523260442637
x2173_DMH_Hmx2_Glut_1	VMH	0.123912107099059
