NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
MSANTD1	1	MSANTD1	
BEAN1	1	BEAN1	
PENK	1	PENK	
LMO3	1	LMO3	
PHF24	1	PHF24	
LAMB3	1	LAMB3	
PLXNA1	1	PLXNA1	
PCDH7	1	PCDH7	
JPH4	1	JPH4	
KCTD4	1	KCTD4	
CREG2	1	CREG2	
PHYHIP	1	PHYHIP	
GAP43	1	GAP43	
NCEH1	1	NCEH1	
ZNF519	1	ZNF519	
LPL	1	LPL	
TMEM200A	1	TMEM200A	
SPTB	1	SPTB	
SEPTIN5	1	SEPTIN5	
PPP1R14C	1	PPP1R14C	
PRSS3	1	PRSS3	
PRKCE	1	PRKCE	
RAB3C	1	RAB3C	
KCNK3	1	KCNK3	
VWC2L	1	VWC2L	
TMEM74B	1	TMEM74B	
NXNL2	1	NXNL2	
FGD1	1	FGD1	
NMU	1	NMU	
SLC16A14	1	SLC16A14	
AOX1	1	AOX1	
RGS8	1	RGS8	
RYR2	1	RYR2	
ERAS	1	ERAS	
HPCAL4	1	HPCAL4	
CD36	1	CD36	
AGBL4	1	AGBL4	
SLC7A10	1	SLC7A10	
EPB41L4B	1	EPB41L4B	
PNMA6F	1	PNMA6F	
CTXN1	1	CTXN1	
KCNJ16	1	KCNJ16	
IGSF22	1	IGSF22	
ZCCHC12	1	ZCCHC12	
C10orf82	1	C10orf82	
TNFAIP8L1	1	TNFAIP8L1	
UBE2QL1	1	UBE2QL1	
PACSIN1	1	PACSIN1	
AFF2	1	AFF2	
GNAL	1	GNAL	
CABP1	1	CABP1	
LARGE1	1	LARGE1	
SOX3	1	SOX3	
CELF5	1	CELF5	
ATP2B3	1	ATP2B3	
CNTN4	1	CNTN4	
SEMA5A	1	SEMA5A	
SYT13	1	SYT13	
ABRACL	1	ABRACL	
SHISAL1	1	SHISAL1	
PTPN5	1	PTPN5	
TDRD5	1	TDRD5	
TMEM121B	1	TMEM121B	
EFNA3	1	EFNA3	
B3GNT4	1	B3GNT4	
LAMB1	1	LAMB1	
HDC	1	HDC	
DOK6	1	DOK6	
HPCA	1	HPCA	
VSTM5	1	VSTM5	
SYTL5	1	SYTL5	
THY1	1	THY1	
SNCB	1	SNCB	
P2RX5	1	P2RX5	
GRIA2	1	GRIA2	
NCALD	1	NCALD	
SRRM3	1	SRRM3	
AARD	1	AARD	
MMP17	1	MMP17	
GREB1L	1	GREB1L	
ADGRB1	1	ADGRB1	
BCL11A	1	BCL11A	
LRRN1	1	LRRN1	
TNNT1	1	TNNT1	
MYRIP	1	MYRIP	
NETO1	1	NETO1	
MCF2	1	MCF2	
KCNQ3	1	KCNQ3	
SPHKAP	1	SPHKAP	
SMCO4	1	SMCO4	
EFNB3	1	EFNB3	
RAPGEFL1	1	RAPGEFL1	
DOC2B	1	DOC2B	
CASQ1	1	CASQ1	
DACH2	1	DACH2	
LYPD5	1	LYPD5	
CDH8	1	CDH8	
ADM5	1	ADM5	
SLC12A5	1	SLC12A5	
CBFA2T3	1	CBFA2T3	
PABPC1L2B	1	PABPC1L2B	
TLE2	1	TLE2	
CACNA1G	1	CACNA1G	
EPHA8	1	EPHA8	
KCNJ3	1	KCNJ3	
F12	1	F12	
KCNJ11	1	KCNJ11	
KCNH6	1	KCNH6	
SORCS3	1	SORCS3	
SLC1A2	1	SLC1A2	
CRIM1-DT	1	CRIM1-DT	
GAL3ST3	1	GAL3ST3	
NSF	1	NSF	
UNC5A	1	UNC5A	
STMN2	1	STMN2	
TMEM191B	1	TMEM191B	
GALNT17	1	GALNT17	
SEMA4A	1	SEMA4A	
SUSD4	1	SUSD4	
PRLR	1	PRLR	
CITED2	1	CITED2	
TOX2	1	TOX2	
DGAT2	1	DGAT2	
GABRA3	1	GABRA3	
PLEKHG5	1	PLEKHG5	
CAP2	1	CAP2	
ENTPD3	1	ENTPD3	
OR2L13	1	OR2L13	
PRKCB	1	PRKCB	
ENC1	1	ENC1	
TOX	1	TOX	
LONRF2	1	LONRF2	
LRRC73	1	LRRC73	
GABBR2	1	GABBR2	
FGF12	1	FGF12	
CFC1	1	CFC1	
GRM7	1	GRM7	
FBXO41	1	FBXO41	
GUCY1A1	1	GUCY1A1	
PPM1J	1	PPM1J	
C2orf80	1	C2orf80	
RAP1GAP	1	RAP1GAP	
HYAL3	1	HYAL3	
CDK5R1	1	CDK5R1	
GABRG2	1	GABRG2	
SEMA6B	1	SEMA6B	
KCNC3	1	KCNC3	
MC4R	1	MC4R	
ADRB1	1	ADRB1	
BMAL2	1	ARNTL2	
TSPAN2	1	TSPAN2	
PDGFRL	1	PDGFRL	
TTC9B	1	TTC9B	
KCNK10	1	KCNK10	
BASP1	1	BASP1	
LZTS1	1	LZTS1	
MTUS2	1	MTUS2	
FADS6	1	FADS6	
SCN2B	1	SCN2B	
ARMCX5-GPRASP2	1	ARMCX5-GPRASP2	
ACTR3B	1	ACTR3B	
DACH1	1	DACH1	
SFTPD	1	SFTPD	
TUFT1	1	TUFT1	
WFDC1	1	WFDC1	
PKNOX2	1	PKNOX2	
SYT16	1	SYT16	
PAK6	1	PAK6	
CELF3	1	CELF3	
PRICKLE1	1	PRICKLE1	
SHISA7	1	SHISA7	
RALYL	1	RALYL	
MAP3K21	1	MAP3K21	
RGS7	1	RGS7	
LINC01018	1	LINC01018	
LDB2	1	LDB2	
HHIP-AS1	1	HHIP-AS1	
SRRM4	1	SRRM4	
PNMA5	1	PNMA5	
GABRQ	1	GABRQ	
PCP4	1	PCP4	
CYP2E1	1	CYP2E1	
RUNDC3B	1	RUNDC3B	
ROBO2	1	ROBO2	
PEG13	1	PEG13	
GABRB3	1	GABRB3	
BMPER	1	BMPER	
TRANK1	1	TRANK1	
RAPGEF4	1	RAPGEF4	
SLITRK5	1	SLITRK5	
GAS1	1	GAS1	
CDH18	1	CDH18	
MIR137HG	1	MIR137HG	
IL27RA	1	IL27RA	
ABCG4	1	ABCG4	
SERPINI1	1	SERPINI1	
PRR36	1	PRR36	
GNG2	1	GNG2	
CNNM1	1	CNNM1	
WNT5B	1	WNT5B	
RIMS4	1	RIMS4	
COCH	1	COCH	
ANKRD34C-AS1	1	ANKRD34C-AS1	
MINAR1	1	MINAR1	
JPH1	1	JPH1	
JPH3	1	JPH3	
TEF	1	TEF	
HCRT	1	HCRT	
SNCG	1	SNCG	
GLCE	1	GLCE	
RGS17	1	RGS17	
C3orf80	1	C3orf80	
CSMD2	1	CSMD2	
SLIT2	1	SLIT2	
SAMD10	1	SAMD10	
INPP5J	1	INPP5J	
SPRN	1	SPRN	
KCNC1	1	KCNC1	
HOOK1	1	HOOK1	
GSTT2B	1	GSTT2B	
CNIH3	1	CNIH3	
CCNF	1	CCNF	
OBSCN	1	OBSCN	
NCDN	1	NCDN	
PLXNA2	1	PLXNA2	
OPCML	1	OPCML	
NR5A2	1	NR5A2	
KRT222	1	KRT222	
SLC12A8	1	SLC12A8	
CALB1	1	CALB1	
FAM240C	1	FAM240C	
C14orf39	1	C14orf39	
CHN1	1	CHN1	
CDH4	1	CDH4	
CA12	1	CA12	
ZSWIM3	1	ZSWIM3	
DHRS2	1	DHRS2	
GRIN1	1	GRIN1	
C11orf87	1	C11orf87	
HTR5A	1	HTR5A	
IL34	1	IL34	
CACNB3	1	CACNB3	
CLSTN2	1	CLSTN2	
CHAC1	1	CHAC1	
GLRB	1	GLRB	
ACTL6B	1	ACTL6B	
NKX2-2	1	NKX2-2	
NOS1AP	1	NOS1AP	
SVOP	1	SVOP	
SAPCD1-AS1	1	SAPCD1-AS1	
SMKR1	1	SMKR1	
CHRNB2	1	CHRNB2	
DSCAM	1	DSCAM	
TNFAIP8L3	1	TNFAIP8L3	
CHST1	1	CHST1	
DEUP1	1	DEUP1	
GRIK1	1	GRIK1	
TUBA4A	1	TUBA4A	
LRRN3	1	LRRN3	
MAGEE1	1	MAGEE1	
RIT2	1	RIT2	
PRKAR1B	1	PRKAR1B	
IGLON5	1	IGLON5	
FSTL4	1	FSTL4	
STX1B	1	STX1B	
SLC25A22	1	SLC25A22	
ADGRB2	1	ADGRB2	
NR6A1	1	NR6A1	
TBC1D30	1	TBC1D30	
BEX5	1	BEX5	
NEXMIF	1	NEXMIF	
PHACTR1	1	PHACTR1	
ZNF280B	1	ZNF280B	
SLC30A10	1	SLC30A10	
GLDC	1	GLDC	
SYN1	1	SYN1	
THSD7B	1	THSD7B	
SYNGAP1	1	SYNGAP1	
PRDM10	1	PRDM10	
ERC2	1	ERC2	
GLS2	1	GLS2	
KCNF1	1	KCNF1	
MYCN	1	MYCN	
STAR	1	STAR	
PSD	1	PSD	
KCNIP4	1	KCNIP4	
LRRTM3	1	LRRTM3	
LINC00683	1	LINC00683	
TNFSF9	1	TNFSF9	
NEURL1	1	NEURL1	
SYT3	1	SYT3	
GRM1	1	GRM1	
PNMA8C	1	PNMA8C	
GPR153	1	GPR153	
GPRIN1	1	GPRIN1	
FGF14	1	FGF14	
TUBA8	1	TUBA8	
KCTD8	1	KCTD8	
INHBA-AS1	1	INHBA-AS1	
SLC4A10	1	SLC4A10	
CDH24	1	CDH24	
DNM1	1	DNM1	
SCN7A	1	SCN7A	
MPP3	1	MPP3	
MAGEL2	1	MAGEL2	
ELFN2	1	ELFN2	
EHBP1L1	1	EHBP1L1	
LRRC55	1	LRRC55	
ELOVL4	1	ELOVL4	
ZNF385D	1	ZNF385D	
CENPVL3	1	CENPVL3	
PRKN	1	PRKN	
PDZD7	1	PDZD7	
KCNAB2	1	KCNAB2	
ZNF773	1	ZNF773	
MARCHF11	1	MARCH11	
TRPM2	1	TRPM2	
DGCR5	1	DGCR9	
DPF1	1	DPF1	
ST8SIA5	1	ST8SIA5	
DLG3	1	DLG3	
AJAP1	1	AJAP1	
PANK1	1	PANK1	
TMEM225B	1	TMEM225B	
GLRA2	1	GLRA2	
LRRC4	1	LRRC4	
MAP2	1	MAP2	
STUM	1	STUM	
CELSR3	1	CELSR3	
CSMD1	1	CSMD1	
NRXN1	1	NRXN1	
LHFPL4	1	LHFPL4	
SHANK2	1	SHANK2	
TRIB3	1	TRIB3	
ATP7B	1	ATP7B	
SYT12	1	SYT12	
PDE7B	1	PDE7B	
CRTAC1	1	CRTAC1	
TUBB2A	1	TUBB2A	
CHGA	1	CHGA	
TESMIN	1	TESMIN	
NALF2	1	FAM155B	
GRIN2B	1	GRIN2B	
TFR2	1	TFR2	
PRKCQ	1	PRKCQ	
CCDC74A	1	CCDC74A	
NGB	1	NGB	
SNX32	1	SNX32	
CCDC3	1	CCDC3	
MAN1A1	1	MAN1A1	
LNX1	1	LNX1	
SLC8A1	1	SLC8A1	
PLK2	1	PLK2	
B3GALT5	1	B3GALT5	
MEG8	1	MEG8	
TLCD1	1	TLCD1	
KSR2	1	KSR2	
CACNA1E	1	CACNA1E	
CAMK2N2	1	CAMK2N2	
ZNF48	1	ZNF48	
CCN3	1	CCN3	
ACTN2	1	ACTN2	
FAM81A	1	FAM81A	
SYT1	1	SYT1	
RAP2B	1	RAP2B	
TMEM91	1	TMEM91	
SDC1	1	SDC1	
TMEFF2	1	TMEFF2	
TRERF1	1	TRERF1	
SLC8A3	1	SLC8A3	
MYOZ3	1	MYOZ3	
PDE1B	1	PDE1B	
SLC6A11	1	SLC6A11	
THRB	1	THRB	
PNMA3	1	PNMA3	
XKR4	1	XKR4	
RAB27B	1	RAB27B	
SERTM1	1	SERTM1	
RFPL1S	1	RFPL1S	
PPP3R1	1	PPP3R1	
NAPB	1	NAPB	
CLMP	1	CLMP	
INSYN1	1	INSYN1	
CDS1	1	CDS1	
PBX4	1	PBX4	
NSG2	1	NSG2	
FAT4	1	FAT4	
MAP4K1	1	MAP4K1	
NCAM2	1	NCAM2	
KIF17	1	KIF17	
RAB3A	1	RAB3A	
HS6ST3	1	HS6ST3	
HEY1	1	HEY1	
RASGRP2	1	RASGRP2	
NEURL1B	1	NEURL1B	
ATP2A3	1	ATP2A3	
TAGLN3	1	TAGLN3	
STAC2	1	STAC2	
NGEF	1	NGEF	
HAP1	1	HAP1	
PKP2	1	PKP2	
ITGA2	1	ITGA2	
ZNF804A	1	ZNF804A	
ANKRD34A	1	ANKRD34A	
TGFBR3L	1	TGFBR3L	
PCDH15	1	PCDH15	
CDKN2D	1	CDKN2D	
ATG9B	1	ATG9B	
MT-ND6	1	MT-ND6	
ANKRD50	1	ANKRD50	
ZDHHC23	1	ZDHHC23	
ADGRB3	1	ADGRB3	
CACNA2D3	1	CACNA2D3	
DCTN1-AS1	1	DCTN1-AS1	
CLSTN3	1	CLSTN3	
BASP1-AS1	1	BASP1-AS1	
FBP1	1	FBP1	
PPFIA4	1	PPFIA4	
GRIA3	1	GRIA3	
RAB9B	1	RAB9B	
ARHGAP6	1	ARHGAP6	
APBA1	1	APBA1	
PCLO	1	PCLO	
WNT4	1	WNT4	
GRAMD2A	1	GRAMD2A	
PELI3	1	PELI3	
RIMS3	1	RIMS3	
KCNC2	1	KCNC2	
SLC2A12	1	SLC2A12	
FBXL18	1	FBXL18	
AMER3	1	AMER3	
NEDD4L	1	NEDD4L	
YWHAG	1	YWHAG	
CHAF1B	1	CHAF1B	
SGCZ	1	SGCZ	
PPP3CA	1	PPP3CA	
GNA14	1	GNA14	
ZMAT4	1	ZMAT4	
HCN1	1	HCN1	
INSYN1-AS1	1	INSYN1-AS1	
GRID2	1	GRID2	
GRIA1	1	GRIA1	
DLEU7	1	DLEU7	
CORO6	1	CORO6	
STAT4	1	STAT4	
MUC12	1	MUC12	
CACNG7	1	CACNG7	
B4GALT6	1	B4GALT6	
SLIT3	1	SLIT3	
DLGAP1	1	DLGAP1	
CAMKK1	1	CAMKK1	
GALNT18	1	GALNT18	
SMYD2	1	SMYD2	
RNF208	1	RNF208	
PNMA2	1	PNMA2	
NRG4	1	NRG4	
CNKSR2	1	CNKSR2	
TMEM181	1	TMEM181	
SHISA9	1	SHISA9	
GABRA4	1	GABRA4	
PTPRM	1	PTPRM	
QPCT	1	QPCT	
NLGN1	1	NLGN1	
BSPRY	1	BSPRY	
SCG2	1	SCG2	
EFHD2	1	EFHD2	
SH3GL2	1	SH3GL2	
LKAAEAR1	1	LKAAEAR1	
TMEM268	1	TMEM268	
LINGO1	1	LINGO1	
DRD4	1	DRD4	
CASC15	1	CASC15	
RTN4R	1	RTN4R	
FAM149A	1	FAM149A	
PEG3	1	PEG3	
KCNH1	1	KCNH1	
BAIAP2	1	BAIAP2	
HOMER1	1	HOMER1	
RHBDL1	1	RHBDL1	
DOCK3	1	DOCK3	
CACNA1B	1	CACNA1B	
PLCB4	1	PLCB4	
TSPOAP1	1	TSPOAP1	
PPP4R4	1	PPP4R4	
DLK2	1	DLK2	
CEP170B	1	CEP170B	
LINC02591	1	LINC02591	
MIR124-1HG	1	LINC00599	
LINC02245	1	LINC02245	
CISH	1	CISH	
SDCBP2	1	SDCBP2	
DLG4	1	DLG4	
SLITRK6	1	SLITRK6	
ATRNL1	1	ATRNL1	
COL12A1	1	COL12A1	
GCH1	1	GCH1	
CCDC184	1	CCDC184	
KCNJ6	1	KCNJ6	
NHLH2	1	NHLH2	
PPP1R3G	1	PPP1R3G	
CX3CL1	1	CX3CL1	
SLC45A4	1	SLC45A4	
PSD3	1	PSD3	
WNT7A	1	WNT7A	
UNC13A	1	UNC13A	
TSPYL1	1	TSPYL1	
BLCAP	1	BLCAP	
HYLS1	1	HYLS1	
DCAF12L2	1	DCAF12L2	
PNMA8B	1	PNMA8B	
MAP2K4	1	MAP2K4	
ARHGEF28	1	ARHGEF28	
FMO2	1	FMO2	
SYT10	1	SYT10	
TRIB1	1	TRIB1	
PLIN5	1	PLIN5	
MT1H	1	MT1H	
ATL1	1	ATL1	
CAMK2B	1	CAMK2B	
HAPLN4	1	HAPLN4	
ARHGEF11	1	ARHGEF11	
AMIGO2	1	AMIGO2	
CARMIL2	1	CARMIL2	
WSCD1	1	WSCD1	
TSPYL4	1	TSPYL4	
SYT7	1	SYT7	
TMEM229B	1	TMEM229B	
TMEM130	1	TMEM130	
GUCY1B1	1	GUCY1B1	
NPM3	1	NPM3	
BAIAP3	1	BAIAP3	
VAV1	1	VAV1	
SMIM17	1	SMIM17	
MMP24	1	MMP24	
TBPL1	1	TBPL1	
WIPF3	1	WIPF3	
TENM3	1	TENM3	
GPR61	1	GPR61	
PTGIS	1	PTGIS	
KIF3C	1	KIF3C	
ENOX1	1	ENOX1	
SYT5	1	SYT5	
PLPPR1	1	PLPPR1	
ADGRL2	1	ADGRL2	
ARHGAP20	1	ARHGAP20	
FSTL5	1	FSTL5	
CFAP92	1	KIAA1257	
DGKA	1	DGKA	
ZNF675	1	ZNF675	
SLC9A1	1	SLC9A1	
CKMT1B	1	CKMT1B	
TGFA	1	TGFA	
ST8SIA3	1	ST8SIA3	
ABCD2	1	ABCD2	
LINC02731	1	LINC02731	
