gene,clus,fdr,logFC
ADRA1A,X3,0.0144706141707643,0.737522004167595
ADRA1A,X37,0.0314473181327774,1.01979120913508
ADRA1A,X40,0.000720773129531136,0.947228624857859
ADRA1A,X6,0.0359396877178139,0.557213118826356
ADRA1B,X21,3.44427140876459e-24,4.74985812929482
ADRA1B,X28,1.09494491085943e-18,4.21377758705565
ADRA1B,X40,2.5009085678756e-13,3.92953858241463
AGRP,X15,5.46034365935557e-17,4.8482675325996
AGRP,X19,7.10608707851465e-06,2.84564698810768
AGRP,X23,4.03270270087622e-10,3.74621962077236
AGRP,X31,1.13683442441788e-05,2.7899197218842
AGRP,X33,2.68313404913157e-10,3.81220723656122
AIF1,X10,0.0103417387585996,0.951551461080677
AIF1,X14,2.06069079615082e-23,3.2801575700383
AIF1,X16,2.50951269919534e-09,2.10373967301266
AIF1,X27,0.013262733773233,0.959193349857429
AIF1,X34,1.94662959860609e-11,2.3823969352425
AIF1,X8,6.70232638443901e-09,2.0844350390621
ALK,X1,0.000383544849423806,1.53901757645827
ALK,X15,2.25513940945253e-05,1.84716160246392
ALK,X17,3.29228334441674e-07,2.70846781256593
ALK,X19,0.0250039925600316,1.08721563775404
ALK,X20,1.41206115829815e-10,2.70451089579719
ALK,X23,0.0860616370317705,0.774142075922064
ALK,X29,0.000382359859197189,1.64235137766361
ALK,X3,0.0178096987419111,1.22301402135134
ALK,X30,0.0956913758658757,0.754079430040596
ALK,X31,4.87613249180709e-07,2.23674819145946
ALK,X35,0.000694091038248747,4.09932857414879
ALKAL2,X13,4.0070526336898e-08,1.95111204485045
ALKAL2,X15,0.0153851621638438,0.894249952461286
ALKAL2,X19,0.0240676800070704,0.922297920461618
ALKAL2,X23,0.0269483849320372,0.831072516783686
ALKAL2,X31,4.30753083434332e-18,3.04288064360188
ANGPT1,X10,1.9621799428282e-21,2.42021936573937
ANGPT1,X13,7.22323325850744e-14,1.96622396040455
ANGPT1,X14,0.0709467832932423,0.551162571111328
ANGPT1,X16,0.0086765359796096,0.745445610642734
ANGPT1,X17,0.0525131917427552,0.705945456715911
ANGPT1,X2,0.0801670741550904,0.583219696493445
ANGPT1,X29,0.0955784417082308,0.524728111462455
ANGPT1,X31,0.000578294922381151,1.00797910097754
ANK1,X1,1.06204209058598e-07,1.51318407209617
ANK1,X20,2.73543494483052e-15,2.15963089838959
ANK1,X21,4.98076482335395e-11,1.81526101892894
ANK1,X23,0.0842496421319965,0.51377115634156
ANK1,X28,3.14576833197962e-05,1.18988936061227
ANK1,X4,0.0636472835759898,0.748654963084974
ANK1,X40,0.00092799856940969,1.04930622810443
ANK1,X7,0.0805572563792824,0.631952795150146
ANKRD18A,X1,0.00841348579873219,0.75885484228607
ANKRD18A,X11,7.49946321767444e-08,1.52795701921548
ANKRD18A,X12,0.00198920471563635,0.889446435314618
ANKRD18A,X20,0.0178554966094083,0.680791306820246
ANKRD18A,X32,0.00409296453371455,0.873455186642193
ANKRD18A,X33,0.0195091159207371,0.730377398843049
ANKRD18A,X34,0.075459160778529,0.530073659191664
ANKRD18A,X40,0.0152461697608316,0.783391774762336
ANKRD18A,X6,2.73593014284862e-26,2.76442069780375
ANKRD18A,X7,0.0391564866328004,0.718285248496122
ANKRD34B,X12,8.2352301789637e-27,3.57566957266759
ANKRD34B,X15,2.02662246776289e-05,1.57926644728829
ANKRD34B,X18,1.67385229115259e-08,2.08724695241499
ANKRD34B,X30,1.73544810314394e-12,2.48066546206484
ANKRD34B,X33,0.050781234667753,0.786604735566503
ANKRD34B,X7,0.0890024787823909,0.789878710631568
ANO3,X1,0.000195058802156864,1.17166194045994
ANO3,X12,6.15955852773727e-09,1.7660793115943
ANO3,X13,0.00446082918035223,0.945419001521146
ANO3,X15,0.000137131668630914,1.21304882261644
ANO3,X20,0.0029971922868678,0.932502930462023
ANO3,X23,0.000923486507314108,1.07650946215672
ANO3,X3,0.0189924606879245,0.877490901295584
ANO3,X30,5.26154680765113e-05,1.29243131836076
ANO3,X37,8.66234848881872e-13,3.59171398879866
ANXA1,X10,3.342958626457e-07,3.15476178254964
ANXA1,X13,0.000627926298827283,2.25930756522336
ANXA1,X14,0.00995430186298974,1.71669191963657
ANXA1,X16,6.39285065921915e-08,3.33769640537343
ANXA1,X17,5.44702527864718e-07,3.89299503195358
ANXA1,X27,5.8909698302677e-07,3.15821673922638
ANXA1,X28,0.0535164829279719,1.25778948207249
ANXA1,X32,4.38337248065998e-16,5.02351314788077
ANXA1,X35,0.00911338128532154,4.73224752432698
ANXA1,X5,0.000122870296098081,2.55794705394335
APOE,X10,1.26698084422657e-09,1.28987680902394
APOE,X18,3.88748648541427e-08,1.21803607571033
APOE,X19,4.21033692096461e-12,1.4986764456228
APOE,X2,2.24097431707514e-23,2.00762134476991
APOE,X21,0.0618371235500114,0.43988321840759
APOE,X4,0.0452691106826851,0.640453440470177
APP,X1,8.41743264140489e-06,0.870775339120312
APP,X11,0.00396720226019674,0.629618978951019
APP,X12,0.00123309599006475,0.632116906286935
APP,X15,0.000744558460862673,0.667032235110379
APP,X20,2.06714158472723e-05,0.827617076056382
APP,X21,0.0196575544474782,0.476129155332135
APP,X23,1.42810268199166e-07,1.01250287098609
APP,X28,0.00783877069077237,0.522317832360244
APP,X31,0.00255656533965441,0.61940107140282
APP,X33,0.00880735102237646,0.552167519031482
APP,X40,0.00294660692196942,0.643622455449195
APP,X6,0.0271895856230319,0.448274483233791
AQP4,X10,1.15565711481058e-23,2.39985440952117
AQP4,X14,0.0463074845680885,0.565932454790992
AQP4,X18,1.84876013374556e-05,1.16882596925433
AQP4,X19,5.70609653006072e-07,1.34570870420788
AQP4,X2,1.72605748104781e-17,2.08032814023476
AQP4,X21,0.0773617801507333,0.497739295097272
AQP4,X32,0.00085258686665128,0.921755857744793
AR,X10,1.20880032691429e-05,1.13572159067101
AR,X15,0.000605216306572588,0.924984921814755
AR,X17,0.000197810835746173,1.22852327810828
AR,X19,0.0941012337967413,0.509676744016451
AR,X31,6.17821698857646e-40,3.11731672379691
AR,X35,0.0312498017377656,1.65582737590666
ARHGAP24,X1,0.00426481981398414,0.750454308865488
ARHGAP24,X14,8.34437161931351e-16,1.95899876836941
ARHGAP24,X16,0.00110657253298953,0.862763265607563
ARHGAP24,X17,0.00464740104436159,0.956555168482029
ARHGAP24,X20,5.42783767681186e-06,1.19083018690071
ARHGAP24,X21,2.10148483746053e-06,1.26400152747534
ARHGAP24,X29,4.35881442823421e-05,1.1241014275566
ARHGAP24,X34,0.00445499978977316,0.759688171819427
ARHGAP24,X35,0.0287431806642616,1.67515979328979
ARHGAP24,X8,9.50729982039786e-05,1.07892915909877
ATP2C2,X3,7.44963651474666e-34,3.98041337889434
ATP2C2,X30,5.01969612800189e-34,4.00244105228018
ATP2C2,X32,0.0247915155024372,0.898541707105668
ATP2C2,X37,0.00219257291959902,2.07653656820925
AVP,X16,0.00450203003733115,2.17387908305078
AVP,X21,7.32144135538793e-24,6.9670248309731
AVP,X27,0.015412650241263,1.94496191088531
AVP,X28,2.64350134363396e-21,6.63833494226007
AVP,X40,2.02574700462129e-15,6.24138447669618
B4GALNT1,X1,3.48135276017689e-06,1.60024259919842
B4GALNT1,X12,5.65657368203659e-08,1.81475728243956
B4GALNT1,X15,0.00289152269746655,1.03582092030473
B4GALNT1,X20,9.17126968479582e-07,1.66696937841558
B4GALNT1,X21,0.000403969533796344,1.25642803466449
B4GALNT1,X23,0.00344927003380243,1.04273618220911
B4GALNT1,X28,0.0502382510430735,0.690485834310923
B4GALNT1,X29,0.0388383041579108,0.783228804186283
B4GALNT1,X30,0.0923913544466835,0.603085811357533
B4GALNT1,X31,4.23369533734803e-05,1.45768551591415
B4GALNT1,X37,0.0673961169048103,1.20108241292013
BCAN,X10,1.30930051078277e-06,1.29737745948985
BCAN,X18,0.00454498240136527,0.853124144433524
BCAN,X19,0.000100846551626335,1.11984599723765
BCAN,X2,1.28787874316924e-07,1.43956634716723
BCAN,X3,5.38674394162968e-23,2.46301930672887
BCAN,X30,5.55774920824774e-15,2.04710749991914
BCAN,X37,0.0211406292267895,1.17908048426104
BDNF,X12,1.01591189559855e-11,2.85680815891246
BDNF,X18,0.00160705971993953,1.50980973537839
BDNF,X20,6.3910557034401e-14,3.16453230401757
BDNF,X30,2.90235124821439e-05,1.8689385044498
BDNF,X31,0.00451895053797586,1.30645626423806
BDNF,X7,0.0535636169556169,1.03940414873305
BMP8B,X11,1.66464296142046e-06,1.17709355443125
BMP8B,X12,0.0718148147809601,0.443366172615632
BMP8B,X3,1.58870327598359e-14,1.77332094242225
BMP8B,X30,1.24490004073708e-14,1.79603609272111
BMP8B,X33,0.00319053527552875,0.765029865334226
BMP8B,X40,0.0541825634400229,0.537580198538861
BMP8B,X6,0.0213957412027692,0.581950261156403
BMP8B,X7,0.0280311011057789,0.654418857068214
BRINP3,X1,5.15988456838662e-05,1.41712527740114
BRINP3,X12,0.00711750923802982,0.937676705824713
BRINP3,X15,8.44519552959346e-05,1.38051904217011
BRINP3,X2,0.0494525588286528,0.806087314916184
BRINP3,X20,5.06421537038151e-05,1.4088517836654
BRINP3,X21,0.000163001643940529,1.34801686745275
BRINP3,X29,0.000433657556107332,1.30684055263348
BRINP3,X3,2.65430310547879e-05,1.52837225962808
BRINP3,X30,8.90255944229111e-05,1.38769666483827
BRINP3,X31,1.735253710827e-06,1.71076566893884
BTBD11,X1,1.46590702201923e-06,1.32795979779262
BTBD11,X12,1.33746263079299e-11,1.76916982290808
BTBD11,X18,0.00570836515811727,0.831220715388385
BTBD11,X20,1.83333288609973e-08,1.51879355251612
BTBD11,X23,0.0427006450072235,0.574430005200479
BTBD11,X29,0.00129622008644557,0.953790650104732
BTBD11,X30,4.17455337861404e-05,1.14382868175251
BTBD11,X31,6.42762234658785e-05,1.14031431379869
C1QL3,X1,8.41743264140489e-06,1.55125798130535
C1QL3,X15,0.0215187796319695,0.807811630356168
C1QL3,X20,0.0240596188750247,0.783378562431729
C1QL3,X29,2.65004134367558e-65,4.71226715198547
C1QL3,X31,0.00197238516652413,1.13029086565972
C1QL3,X4,0.095134106807646,0.834912627589539
C1orf162,X10,0.0446005874102948,0.538082223184133
C1orf162,X13,0.0243865780005875,0.633008177734527
C1orf162,X14,3.09317059913343e-18,2.07614043158264
C1orf162,X16,1.52257921321202e-13,1.81701304694544
C1orf162,X27,1.24478875112904e-06,1.26052912559389
C1orf162,X34,1.00012256540792e-05,1.14454719201454
C1orf162,X6,0.00283619383015004,0.788102128718955
C1orf162,X8,0.0731883261710488,0.596621053192741
C2orf80,X1,1.98404138572051e-05,1.47106238590766
C2orf80,X12,0.000119753569295607,1.31962170556725
C2orf80,X15,4.32387891297626e-06,1.5807627955965
C2orf80,X20,8.96808141688803e-07,1.67144030378926
C2orf80,X23,0.000364648156108674,1.27063829473525
C2orf80,X3,0.0638365137913779,0.791674541317431
C2orf80,X30,0.00224470881832207,1.09683729399387
C2orf80,X31,2.30521066863788e-06,1.66430661163657
C2orf80,X33,0.0631975656365938,0.700326667700905
C2orf80,X37,0.0100767837395985,1.63467146057543
CALCRL,X13,3.80757402795765e-09,2.6059120355251
CALCRL,X16,6.63438845544923e-05,1.80946268472683
CALCRL,X17,8.49970875804017e-06,2.51379617362949
CALCRL,X27,0.0268462571754405,1.08280179566867
CALCRL,X28,1.20540563796127e-07,2.37443495333317
CALCRL,X3,5.00363684607563e-08,2.49276859119877
CALCRL,X30,4.26139517397719e-06,2.10734602044624
CALCRL,X35,0.000205923133177615,4.6799257416264
CALCRL,X5,1.10290837241589e-09,2.7204342832447
CAMK2A,X1,0.00166952361851147,0.947454669269205
CAMK2A,X12,4.98830229279763e-07,1.4834947645444
CAMK2A,X18,6.61542290546626e-06,1.39792110087631
CAMK2A,X20,0.01115809621548,0.764523792389047
CAMK2A,X23,0.000705753847994609,1.05408155177272
CAMK2A,X30,2.9641078086219e-06,1.41210067254852
CAMK2A,X37,1.03291629458268e-06,2.47569757520593
CAMK2A,X4,0.0860981234337862,0.739726270622166
CAMK2A,X7,0.038743980414857,0.756208556896101
CAPG,X10,2.39071799906254e-08,1.30031949608787
CAPG,X14,1.96059726589495e-12,1.5965606812485
CAPG,X17,0.0013602712935417,0.975158230177836
CAPG,X19,0.0506868437624557,0.530904980539738
CAPG,X27,0.0765327151297117,0.457286079417525
CAPG,X32,4.19946567151414e-07,1.25654434079721
CAPG,X34,0.000655745372036009,0.824742372858845
CAPG,X6,0.0124961429855741,0.617391755253006
CAPG,X8,0.0333845677485778,0.623327263458341
CAPG,X9,0.014379000283602,0.659114519263177
CAPN3,X11,3.98467756794967e-13,3.24018169931118
CAPN3,X33,5.55806547733938e-08,2.53438121760781
CAPN3,X34,4.08506304577297e-08,2.54445747689008
CAPN3,X40,7.52637080210216e-08,2.71714417277981
CAPN3,X6,7.69890276640591e-16,3.53023171470566
CAPN3,X7,9.42316987549836e-07,2.39341170288868
CAPN3,X9,0.00925635437579692,1.36424743692505
CAV1,X13,2.73610588411646e-20,4.5015529544018
CAV1,X16,1.126964030016e-05,2.30586931117572
CAV1,X17,3.17390697538437e-05,2.74769387491163
CAV1,X27,0.00555343238257471,1.558678078544
CAV1,X28,8.81609546199408e-10,3.14846181161419
CAV1,X5,1.0271299133877e-09,3.17712135117447
CCK,X1,5.14884208178599e-06,1.74244542748554
CCK,X12,5.25056095528061e-07,1.86889814295422
CCK,X17,0.000104506808798887,1.83371474812118
CCK,X18,0.00239326504983572,1.25879883013722
CCK,X20,7.8384806510049e-06,1.69126257199279
CCK,X30,0.000817095490474827,1.31389543914893
CCK,X35,0.0446352825696708,2.22899790254862
CCK,X4,0.0483358689259659,1.07610270966695
CCL4,X10,0.0953626751282438,1.07793373577091
CCL4,X14,0.00062368722719682,2.20363655639689
CCL4,X16,1.16404979612181e-05,2.69373977569827
CCL4,X27,6.88817721498283e-41,7.09250872416356
CCL5,X13,0.0288150137907157,1.48262226076072
CCL5,X14,0.0701633245128677,1.24044204859035
CCL5,X16,3.5722666410126e-05,2.55601007253397
CCL5,X27,1.22053064842073e-56,8.07170309892483
CCL5,X34,0.0993330208442078,1.07348554762622
CCL5,X6,0.0605006961862016,1.23842804832391
CCL5,X9,0.0584258076442493,1.35525263236749
CCNA1,X1,0.00203345277529355,1.31762597302434
CCNA1,X12,0.00123309599006475,1.38844275717022
CCNA1,X15,0.00160174897922785,1.37128172383527
CCNA1,X20,0.000422804802819249,1.50040309546111
CCNA1,X21,0.000789621149875571,1.48283228635299
CCNA1,X23,1.71588097519599e-05,1.85941061857796
CCNA1,X28,0.0142987741844393,1.05912692759696
CCNA1,X29,0.00355356844321503,1.3454858019017
CCNA1,X31,2.74113868980715e-07,2.25031797083293
CCNA1,X32,9.52151501986505e-11,2.78727871827732
CCNB2,X1,5.31326799500393e-05,1.50543525603129
CCNB2,X12,0.0225365557913502,0.847849315986272
CCNB2,X15,0.00210652985625764,1.15607810575038
CCNB2,X20,0.000212716210522235,1.36883446187779
CCNB2,X21,0.0633689879403137,0.732816567266119
CCNB2,X23,0.00414829012919492,1.10134842283691
CCNB2,X31,0.00325226839777952,1.1459878357483
CD14,X13,0.00402464935763987,1.08720452051507
CD14,X14,9.15488658959828e-19,2.88705187902896
CD14,X16,1.30179381321637e-25,3.36035934960822
CD14,X27,0.00514682589177184,1.05453563530299
CD14,X34,0.000187424021366583,1.33913946394483
CD14,X8,7.53420057522563e-09,2.02988283932641
CD163,X13,2.374481693095e-05,2.15798861224461
CD163,X14,8.45626689238511e-05,2.02683147034149
CD163,X16,8.69091782785183e-35,5.43425878051011
CD163,X27,1.84355873287213e-06,2.4056904820819
CD163,X28,0.00201520684157163,1.57530389820728
CD163,X5,0.00116115027382867,1.78460595350655
CD2,X16,0.0176032451591639,1.07766739466042
CD2,X27,1.44941930777677e-76,6.40425358047988
CD2,X9,0.0894352252494116,0.878635313141838
CD36,X10,0.0554876508985746,0.94250736950631
CD36,X12,1.19227050156703e-05,2.07419106236077
CD36,X15,1.57293476018457e-05,2.07787161915675
CD36,X16,1.27753295428247e-05,2.05675910422515
CD36,X23,0.0343760032017309,1.04357340174262
CD36,X31,0.063834311801995,0.9398904260708
CD36,X32,2.38883850252942e-28,4.89826541840086
CD3G,X16,0.0615111498321025,1.05640663247468
CD3G,X27,4.27883930832023e-51,6.86373857631622
CD3G,X9,0.0312685814066429,1.33196496200984
CD4,X13,2.2339889260825e-09,2.43019817956933
CD4,X14,1.16964591772638e-18,3.38621666564868
CD4,X16,5.95735510049362e-13,2.86493503786157
CD4,X27,2.77063780335712e-05,1.79372418786623
CD4,X28,0.0133829276666547,1.05104255723699
CD4,X34,1.41910169411559e-07,2.17732079184589
CD4,X8,1.72463164423618e-08,2.33519399989138
CD48,X10,0.0299838369388664,0.757259339797002
CD48,X14,0.0110529958679762,0.911142931775268
CD48,X16,0.0438013605452039,0.7010549336734
CD48,X27,1.82964608757417e-35,3.66285984875479
CD48,X34,0.00865666044647356,0.916796815360156
CD48,X6,5.17329303404582e-07,1.65902234666676
CD48,X9,8.65529165792208e-06,1.56812199003119
CD52,X13,0.0692938513047192,0.918674205433735
CD52,X16,0.0045954006695561,1.31265542606367
CD52,X27,1.26935992339524e-39,5.15359724331298
CD52,X5,0.00648078107913247,1.41080894038572
CD52,X6,0.00208275725252802,1.42720944792836
CD52,X9,0.00684649262506818,1.37172416564362
CD68,X13,0.0295620943389935,0.929206360334073
CD68,X14,2.72050083231336e-21,3.38605590799285
CD68,X16,2.50258211795693e-15,2.92061870353274
CD68,X27,0.0147856307459532,1.01989040332257
CD68,X34,1.00317768902753e-09,2.35657942274967
CD68,X5,0.0651649907966961,0.869876937301158
CD68,X8,5.11253376412341e-11,2.51862225466607
CD83,X1,3.00668068168633e-07,1.18817720574759
CD83,X12,2.99661273531684e-11,1.47486851369057
CD83,X14,0.0010519941705771,0.792239845308317
CD83,X16,0.0797348026329842,0.416602808672727
CD83,X20,4.96682690097367e-12,1.55764092636492
CD83,X30,0.00678790746710278,0.661135529159968
CD86,X10,0.0299838369388664,0.926411411942762
CD86,X14,9.53548751537831e-24,3.77306938370888
CD86,X16,4.21443291337358e-07,2.06370886380972
CD86,X27,0.0943842137204351,0.749848964339059
CD86,X34,1.73377791483899e-09,2.46183027185291
CD86,X6,0.04838629682315,0.866977558036396
CD86,X8,2.23594468162225e-10,2.58367005417626
CDH1,X11,2.35299928232858e-15,3.66908682432558
CDH1,X33,2.74913335124504e-12,3.35325528919614
CDH1,X34,0.000504059035415983,1.70999100487083
CDH1,X40,7.81574034588657e-09,3.01867219564814
CDH1,X6,4.20759981800494e-09,2.75602839846423
CDH1,X7,2.21233735193917e-07,2.64140953755523
CDH12,X1,1.83068742095893e-05,1.4994065412035
CDH12,X12,0.00586298019213575,0.964950698341223
CDH12,X15,0.0325448893827983,0.760371569576727
CDH12,X20,0.0391299477198048,0.724755489511915
CDH12,X21,4.4541477687805e-11,2.22068023592958
CDH12,X23,4.80733981001548e-09,1.99111135225567
CDH12,X28,4.17491975054063e-06,1.59094001735029
CDH12,X29,8.27705829334839e-05,1.44190321526739
CDH12,X40,0.000371012545117115,1.36650928055646
CDH13,X1,0.000110717171820114,1.52879900329431
CDH13,X12,3.51445259521958e-20,3.34769975050033
CDH13,X18,0.00563911303745253,1.19629710013613
CDH13,X20,1.01598018766472e-06,1.90823634603052
CDH13,X23,0.00248319684420937,1.23711131208726
CDH13,X29,0.0467172500658414,0.869978052043749
CDH13,X3,0.00212090809502198,1.36089692496371
CDH13,X30,3.08088088255346e-09,2.28369494691048
CDH13,X31,0.00351699172455089,1.20778503894396
CDH4,X1,1.18974900929079e-05,1.22675511544721
CDH4,X12,1.08569554163005e-07,1.44733553665923
CDH4,X18,0.00321396362135515,0.898425706122348
CDH4,X20,1.79332339927589e-06,1.3204392352182
CDH4,X3,0.0375759415263147,0.708096978561578
CDH4,X30,1.14901796912193e-06,1.35650606983946
CDH4,X31,0.00131810968759701,0.942829609031312
CDH4,X37,0.00360800462903271,1.48013084168822
CDH4,X4,0.0973419188254802,0.65860351127354
CDH4,X7,0.0932847199280897,0.584615701846376
CDH6,X13,6.65026959030102e-48,3.10407943154574
CDH6,X17,0.0172324740042003,0.782504136751638
CDH6,X28,4.38471112230371e-07,1.2672795160859
CDH6,X35,0.0909574468745173,1.30099978332181
CDH6,X5,0.0116875094964802,0.73005679991824
CDH6,X6,0.00873565898217529,0.683699934974889
CDH6,X9,0.0918729013583325,0.492494678519595
CDK1,X13,0.0127873890717734,1.07958978094074
CDK1,X16,0.0217751299732651,0.947602504762052
CDK1,X27,0.0119188108539801,1.08575456170845
CDK1,X28,1.50496255963762e-06,1.9310917090861
CDK1,X5,3.64118576812818e-11,2.59909379416014
CDK1,X6,0.037112706931408,0.886713980386975
CDK1,X9,0.0115834148984867,1.14464743534215
CELF2,X10,0.000352462558070149,0.385618892383295
CELF2,X14,1.4555879995795e-07,0.561331622077612
CELF2,X17,0.0536344023455085,0.274157765421264
CELF2,X18,0.0687889915657297,0.228285037688382
CELF2,X2,0.0091350767309218,0.322649010056588
CELF2,X27,0.0120394661300236,0.290935246789599
CELF2,X37,0.00119470014344641,0.636881534736997
CELF2,X8,0.0767875592069438,0.246860401979967
CEMIP,X13,0.00017797556201658,1.57799051735224
CEMIP,X16,1.15778769351772e-45,4.91512254756795
CEMIP,X21,0.00992657159815757,1.10859107351841
CEMIP,X27,1.19845548171293e-08,2.28745281766183
CEMIP,X28,0.00214941196817852,1.27109407647156
CEMIP,X5,0.000155103988312766,1.63305953778219
CEMIP2,X13,9.42334667799787e-10,2.27059350736864
CEMIP2,X16,1.27017133388502e-06,1.82284318193041
CEMIP2,X27,9.22845900101137e-08,2.02921650290563
CEMIP2,X28,2.41997315264335e-22,3.46199311753435
CEMIP2,X5,2.9751436110769e-28,3.81642730607525
CENPF,X10,0.00572677190217926,0.878479769018151
CENPF,X14,0.00274871633818644,0.979271254958531
CENPF,X32,1.67725717612111e-05,1.40595200263663
CENPF,X34,0.00126793164225607,1.01809979176411
CENPF,X6,4.42356728804416e-09,1.76176566883126
CENPF,X9,4.11767914672129e-08,1.73971505590693
CHGB,X1,3.8625684143993e-06,2.08919989587913
CHGB,X12,3.67657102846366e-06,2.06115898708894
CHGB,X15,6.78755347879178e-07,2.22500235700626
CHGB,X20,1.02105288182828e-05,1.98066075707448
CHGB,X21,0.0285049000188817,1.03699748695628
CHGB,X23,8.65387185033099e-08,2.37905038231542
CHGB,X29,0.00187358397673993,1.51382737111718
CHGB,X31,2.50349662877443e-07,2.37873313611226
CHODL,X1,2.47495840260305e-16,2.50383492846128
CHODL,X12,4.76074397636852e-16,2.43406205465291
CHODL,X15,6.29320368833719e-05,1.29549407963504
CHODL,X20,0.00448415647740187,0.911993145899283
CHODL,X23,0.000427085788428865,1.17197934772854
CHODL,X30,0.0238055995348621,0.757114006186564
CHODL,X37,0.0170136988475369,1.42419754243519
CHODL,X4,0.0969387463001441,0.767130508357332
CLDN11,X11,2.40603474636788e-15,4.16564284158823
CLDN11,X16,0.0400131456136664,1.16112296027019
CLDN11,X33,6.59241745034829e-11,3.5556355767252
CLDN11,X34,4.52549609444039e-07,2.76867503977299
CLDN11,X40,4.95090384859291e-09,3.48096374110813
CLDN11,X6,2.89913109591096e-17,4.36200453182138
CLDN11,X7,9.42316987549836e-07,2.81363101009539
CNDP1,X11,2.56601922551304e-15,4.77231746598575
CNDP1,X33,1.32095424417896e-11,4.22319195070059
CNDP1,X34,2.4917830653325e-07,3.2490240505935
CNDP1,X40,1.41204024250491e-09,4.15082213152428
CNDP1,X6,2.61388011302686e-16,4.85859869362042
CNDP1,X7,8.86943384676138e-08,3.55445007612888
CNTN2,X11,3.62129213870316e-15,3.51159758100734
CNTN2,X33,2.40047170713921e-09,2.76164387035814
CNTN2,X34,2.10584057352527e-06,2.22460141545494
CNTN2,X40,1.06420789164149e-08,2.89190246415328
CNTN2,X6,3.44367419357336e-19,3.91543952493658
CNTN2,X7,9.42316987549836e-07,2.40332446483477
CNTNAP3B,X1,0.00183144172173511,1.13594463496323
CNTNAP3B,X10,0.00238764702428486,1.11518605653383
CNTNAP3B,X12,0.0520261021194099,0.712060506685511
CNTNAP3B,X15,0.00303417400672468,1.09467081898184
CNTNAP3B,X20,0.000570144722639114,1.25048307795035
CNTNAP3B,X23,0.00603098744790423,1.04054399255141
CNTNAP3B,X28,0.00595079072569961,1.01097050918295
CNTNAP3B,X29,6.42082099981163e-08,2.00255451519043
CNTNAP3B,X32,0.00107012716791177,1.25081228760189
CNTNAP3B,X5,7.88180132123491e-06,1.66451894719805
COL12A1,X13,0.000466407841615028,1.38095294098583
COL12A1,X16,2.01507981766194e-22,3.37074202446299
COL12A1,X18,0.0632460466085647,0.822871448382711
COL12A1,X2,1.41881218698948e-05,1.68945089767361
COL12A1,X27,0.0563110951953413,0.779145590124065
