group	LAMP5.pos_Inhmarks.neg	source	type	gene_id	gene_version	gene_name	gene_type	gene_search	high_expr	high_expr_cl	high_expr_sample	high_expr_clorsam	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	TRUE	HAVANA	gene	ENSG00000224051	7	CPTP	protein_coding	CPTP; ENSG00000224051	TRUE	TRUE	TRUE	2	0.0812393547622843	3.94979530302246	0.501153493945599	0.620849359932114	0.999726594277815	-5.32932631835232
1	TRUE	HAVANA	gene	ENSG00000107404	20	DVL1	protein_coding	DVL1; ENSG00000107404	TRUE	TRUE	TRUE	2	0.141654396844447	5.50212152190544	1.44123244839158	0.162498291727625	0.999726594277815	-4.79809376847418
1	TRUE	HAVANA	gene	ENSG00000162576	16	MXRA8	protein_coding	MXRA8; ENSG00000162576	TRUE	TRUE	TRUE	2	-0.146560467636989	3.14408007407208	-0.614860526570215	0.544459013537941	0.999726594277815	-5.12379506493231
1	TRUE	HAVANA	gene	ENSG00000175756	13	AURKAIP1	protein_coding	AURKAIP1; ENSG00000175756	TRUE	TRUE	TRUE	2	-0.00506876956644646	6.92192931836206	-0.050948777448267	0.959789911658866	0.999726594277815	-5.88561446422442
1	TRUE	HAVANA	gene	ENSG00000221978	12	CCNL2	protein_coding	CCNL2; ENSG00000221978	TRUE	TRUE	TRUE	2	-0.130824227160401	5.67548767550027	-1.09897662325531	0.282729760546812	0.999726594277815	-5.19956881780736
1	TRUE	HAVANA	gene	ENSG00000224870	7	MRPL20-AS1	lncRNA	MRPL20-AS1; ENSG00000224870	FALSE	TRUE	TRUE	2	-0.0745139570338565	3.09056372085666	-0.358102343088784	0.723411314636134	0.999726594277815	-5.21851143885858
1	TRUE	HAVANA	gene	ENSG00000242485	6	MRPL20	protein_coding	MRPL20; ENSG00000242485	TRUE	TRUE	TRUE	2	-0.0368266630995642	7.36852408945154	-0.355304313184425	0.725479264082717	0.999726594277815	-5.86011619605885
1	TRUE	HAVANA	gene	ENSG00000235098	8	ANKRD65	protein_coding	ANKRD65; ENSG00000235098	TRUE	TRUE	TRUE	2	0.167380675295566	4.5710498290731	0.898234536923273	0.378023978150084	0.999726594277815	-5.21966032162205
1	TRUE	HAVANA	gene	ENSG00000179403	12	VWA1	protein_coding	VWA1; ENSG00000179403	TRUE	TRUE	TRUE	2	-0.102225941648556	4.57797581772073	-0.685054981463723	0.499902218961876	0.999726594277815	-5.34866048377841
1	TRUE	HAVANA	gene	ENSG00000160072	20	ATAD3B	protein_coding	ATAD3B; ENSG00000160072	FALSE	TRUE	TRUE	2	-0.272371595184639	3.05306849740297	-1.09037376528806	0.286423939274386	0.999726594277815	-4.8152383559617
1	TRUE	HAVANA	gene	ENSG00000197785	14	ATAD3A	protein_coding	ATAD3A; ENSG00000197785	TRUE	TRUE	TRUE	2	-0.0678744855323783	3.71171685121172	-0.368501672858351	0.715744371416679	0.999726594277815	-5.32584014136662
1	TRUE	HAVANA	gene	ENSG00000205090	9	TMEM240	protein_coding	TMEM240; ENSG00000205090	TRUE	TRUE	TRUE	2	0.175184440538009	4.5984962539281	1.13163148128532	0.269020423577732	0.999726594277815	-5.00649189069564
1	TRUE	HAVANA	gene	ENSG00000160075	12	SSU72	protein_coding	SSU72; ENSG00000160075	TRUE	TRUE	TRUE	2	0.0295671975528763	7.33698389960996	0.319858265174233	0.75185614293483	0.999726594277815	-5.86890126618713
1	TRUE	HAVANA	gene	ENSG00000228594	4	FNDC10	protein_coding	FNDC10; ENSG00000228594	TRUE	TRUE	TRUE	2	-0.106833091923105	5.94165222746537	-0.911081218695186	0.371353833284204	0.999726594277815	-5.39567447922822
1	TRUE	HAVANA	gene	ENSG00000286989	1	AL691432.4	lncRNA	AL691432.4; ENSG00000286989	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000272106	1	AL691432.2	lncRNA	AL691432.2; ENSG00000272106	TRUE	TRUE	TRUE	2	-0.158306123112021	4.6018527818223	-1.04396391914703	0.30695064442245	0.999726594277815	-5.0913305523273
1	TRUE	HAVANA	gene	ENSG00000197530	12	MIB2	protein_coding	MIB2; ENSG00000197530	TRUE	TRUE	TRUE	2	-0.0625590507349818	5.16312974890821	-0.466815897534976	0.644860616613958	0.999726594277815	-5.57122389177177
1	TRUE	HAVANA	gene	ENSG00000248333	8	CDK11B	protein_coding	CDK11B; ENSG00000248333	FALSE	TRUE	TRUE	2	0.463713418050846	2.79707261222502	1.67038648044478	0.107893805227761	0.999726594277815	-4.24954142747788
1	TRUE	HAVANA	gene	ENSG00000189339	12	SLC35E2B	protein_coding	SLC35E2B; ENSG00000189339	FALSE	TRUE	TRUE	2	-0.0884503569860062	3.77866581872101	-0.242490299325387	0.811193731162567	0.999726594277815	-5.36758465157425
1	TRUE	HAVANA	gene	ENSG00000008128	23	CDK11A	protein_coding	CDK11A; ENSG00000008128	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000215790	7	SLC35E2A	protein_coding	SLC35E2A; ENSG00000215790	TRUE	TRUE	TRUE	2	0.16438072945451	4.76795376499074	0.649303071496071	0.523977736737296	0.999726594277815	-5.42244161991066
1	TRUE	HAVANA	gene	ENSG00000008130	15	NADK	protein_coding	NADK; ENSG00000008130	TRUE	TRUE	TRUE	2	-0.146763723076951	5.12951787888177	-1.13202438288443	0.268858478671817	0.999726594277815	-5.08481471038382
1	TRUE	HAVANA	gene	ENSG00000078369	18	GNB1	protein_coding	GNB1; ENSG00000078369	TRUE	TRUE	TRUE	2	-0.0205750334532564	8.20369803227075	-0.283966888658925	0.778882213923988	0.999726594277815	-5.9300357149035
1	TRUE	HAVANA	gene	ENSG00000187730	9	GABRD	protein_coding	GABRD; ENSG00000187730	TRUE	TRUE	TRUE	2	-0.160802345788096	3.77913165165761	-0.888297702473869	0.383236819343231	0.999726594277815	-5.06526831562755
1	TRUE	HAVANA	gene	ENSG00000067606	17	PRKCZ	protein_coding	PRKCZ; ENSG00000067606	TRUE	TRUE	TRUE	2	-0.0989169908757013	7.03492547941936	-1.04592236377513	0.306063981974478	0.999726594277815	-5.37843628525232
1	TRUE	HAVANA	gene	ENSG00000162585	17	FAAP20	protein_coding	FAAP20; ENSG00000162585	TRUE	TRUE	TRUE	2	-0.00664223858189763	5.68690513820725	-0.0569119588342888	0.955088629050434	0.999726594277815	-5.74982848020093
1	TRUE	HAVANA	gene	ENSG00000157933	10	SKI	protein_coding	SKI; ENSG00000157933	TRUE	TRUE	TRUE	2	0.249484399880144	3.96982609082124	1.07415770509582	0.293651353670542	0.999726594277815	-4.95593904399579
1	TRUE	HAVANA	gene	ENSG00000116151	14	MORN1	protein_coding	MORN1; ENSG00000116151	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000272420	1	AL513477.2	lncRNA	AL513477.2; ENSG00000272420	FALSE	TRUE	TRUE	2	0.187344511366446	2.71378702302112	0.888377041964227	0.38319501332394	0.999726594277815	-4.90044761732747
1	TRUE	HAVANA	gene	ENSG00000157916	20	RER1	protein_coding	RER1; ENSG00000157916	TRUE	TRUE	TRUE	2	-0.0325914780174044	6.195155455345	-0.34976530009068	0.729579274377298	0.999726594277815	-5.75697353151293
1	TRUE	HAVANA	gene	ENSG00000157911	10	PEX10	protein_coding	PEX10; ENSG00000157911	TRUE	TRUE	TRUE	2	-0.0782987171376372	4.7494285475865	-0.591791991094195	0.559548748670855	0.999726594277815	-5.42982201920247
1	TRUE	HAVANA	gene	ENSG00000149527	18	PLCH2	protein_coding	PLCH2; ENSG00000149527	TRUE	TRUE	TRUE	2	-0.0895497234440564	3.85080656462144	-0.448301567389493	0.657974810638166	0.999726594277815	-5.33086460083582
1	TRUE	HAVANA	gene	ENSG00000157881	15	PANK4	protein_coding	PANK4; ENSG00000157881	TRUE	TRUE	TRUE	2	-0.218435283862832	3.87886845899118	-0.92323520654599	0.365404411924112	0.999726594277815	-5.08109283869042
1	TRUE	HAVANA	gene	ENSG00000197921	6	HES5	protein_coding	HES5; ENSG00000197921	TRUE	TRUE	TRUE	2	0.0946685523336656	6.40297967142596	0.395140096252933	0.6977097312737	0.999726594277815	-5.76545361434223
1	TRUE	HAVANA	gene	ENSG00000272449	2	AL139246.5	lncRNA	AL139246.5; ENSG00000272449	TRUE	TRUE	TRUE	2	-0.0172189914100634	5.20068636491687	-0.101636506052787	0.919896799977702	0.999726594277815	-5.67006432091928
1	TRUE	HAVANA	gene	ENSG00000157873	17	TNFRSF14	protein_coding	TNFRSF14; ENSG00000157873	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000157870	16	PRXL2B	protein_coding	PRXL2B; ENSG00000157870	TRUE	TRUE	TRUE	2	-0.0495770643244729	5.9262621110593	-0.419063790916355	0.678913266973012	0.999726594277815	-5.69421952754932
1	TRUE	HAVANA	gene	ENSG00000177133	11	PRDM16-DT	lncRNA	PRDM16-DT; ENSG00000177133	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000142611	17	PRDM16	protein_coding	PRDM16; ENSG00000142611	FALSE	TRUE	TRUE	2	-0.18547650249705	2.73038502106243	-0.612729797299883	0.545843717810539	0.999726594277815	-5.03564831658347
1	TRUE	HAVANA	gene	ENSG00000162591	16	MEGF6	protein_coding	MEGF6; ENSG00000162591	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000158109	15	TPRG1L	protein_coding	TPRG1L; ENSG00000158109	TRUE	TRUE	TRUE	2	-0.0105039916935471	7.38581100330714	-0.13182664757354	0.89622529326112	0.999726594277815	-5.91068941559147
1	TRUE	HAVANA	gene	ENSG00000116213	16	WRAP73	protein_coding	WRAP73; ENSG00000116213	TRUE	TRUE	TRUE	2	-0.0180105763759877	3.67882273514839	-0.091900472815529	0.927543349993325	0.999726594277815	-5.39181549873869
1	TRUE	HAVANA	gene	ENSG00000130764	10	LRRC47	protein_coding	LRRC47; ENSG00000130764	TRUE	TRUE	TRUE	2	0.127864622728883	6.38445574635908	1.47615707654966	0.152961248347627	0.999726594277815	-4.84275611360186
1	TRUE	HAVANA	gene	ENSG00000116198	13	CEP104	protein_coding	CEP104; ENSG00000116198	TRUE	TRUE	TRUE	2	-0.0853187726833846	4.29952023856967	-0.61839892613724	0.542163611274974	0.999726594277815	-5.32966062427034
1	TRUE	HAVANA	gene	ENSG00000169598	15	DFFB	protein_coding	DFFB; ENSG00000169598	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000198912	11	C1orf174	protein_coding	C1orf174; ENSG00000198912	TRUE	TRUE	TRUE	2	-0.0251619211394245	3.84911608991399	-0.137038376253925	0.892148757532794	0.999726594277815	-5.40432779910837
1	TRUE	HAVANA	gene	ENSG00000233304	7	LINC01346	lncRNA	LINC01346; ENSG00000233304	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000196581	11	AJAP1	protein_coding	AJAP1; ENSG00000196581	TRUE	TRUE	TRUE	2	0.0956918341702546	4.82222949675159	0.635406357790966	0.531202774874505	0.999726594277815	-5.42367794172058
1	TRUE	HAVANA	gene	ENSG00000131697	18	NPHP4	protein_coding	NPHP4; ENSG00000131697	FALSE	TRUE	TRUE	2	-0.351865546178304	3.01706648594043	-1.4193227533973	0.168721059552007	0.999726594277815	-4.50788618706109
1	TRUE	HAVANA	gene	ENSG00000069424	15	KCNAB2	protein_coding	KCNAB2; ENSG00000069424	TRUE	TRUE	TRUE	2	-0.109379668600724	5.95168222073004	-0.926873091144196	0.36326159181084	0.999726594277815	-5.38157358787381
1	TRUE	HAVANA	gene	ENSG00000116254	18	CHD5	protein_coding	CHD5; ENSG00000116254	TRUE	TRUE	TRUE	2	0.0397153657096599	6.35565829651555	0.288066075372139	0.775780379161308	0.999726594277815	-5.78714489046174
1	TRUE	HAVANA	gene	ENSG00000116251	11	RPL22	protein_coding	RPL22; ENSG00000116251	TRUE	TRUE	TRUE	2	-0.0194967777832609	8.90522776257876	-0.194312279696948	0.847574136721699	0.999726594277815	-5.98810025301859
1	TRUE	HAVANA	gene	ENSG00000158286	13	RNF207	protein_coding	RNF207; ENSG00000158286	FALSE	TRUE	TRUE	2	-0.302862386066717	2.88614785945594	-1.22920780487578	0.230963134461379	0.999726594277815	-4.68779964427977
1	TRUE	HAVANA	gene	ENSG00000116237	16	ICMT	protein_coding	ICMT; ENSG00000116237	TRUE	TRUE	TRUE	2	-0.0419363208163277	5.21814408395368	-0.335988214793461	0.739812655003794	0.999726594277815	-5.62693515062512
1	TRUE	HAVANA	gene	ENSG00000158292	7	GPR153	protein_coding	GPR153; ENSG00000158292	FALSE	TRUE	TRUE	2	0.415936486224221	3.13263241295087	1.66683486981646	0.108605022275196	0.999726594277815	-4.2631873073762
1	TRUE	HAVANA	gene	ENSG00000097021	19	ACOT7	protein_coding	ACOT7; ENSG00000097021	TRUE	TRUE	TRUE	2	-0.00733084204479897	8.11794259587043	-0.0630178457150918	0.950276562894412	0.999726594277815	-5.96467755492298
1	TRUE	HAVANA	gene	ENSG00000215788	10	TNFRSF25	protein_coding	TNFRSF25; ENSG00000215788	TRUE	TRUE	TRUE	2	-0.261797941827487	3.74089927279635	-1.35193209201276	0.189057828244343	0.999726594277815	-4.66752627571874
1	TRUE	HAVANA	gene	ENSG00000171680	22	PLEKHG5	protein_coding	PLEKHG5; ENSG00000171680	TRUE	TRUE	TRUE	2	0.155352314950822	3.61272844663273	0.816763270927601	0.422133633569139	0.999726594277815	-5.09463182169287
1	TRUE	HAVANA	gene	ENSG00000162408	11	NOL9	protein_coding	NOL9; ENSG00000162408	TRUE	TRUE	TRUE	2	0.0840264338179609	5.09077962085651	0.685895148597144	0.49938163407093	0.999726594277815	-5.43240461582326
1	TRUE	HAVANA	gene	ENSG00000204859	13	ZBTB48	protein_coding	ZBTB48; ENSG00000204859	TRUE	TRUE	TRUE	2	-0.111273201513578	3.64279520845538	-0.527409428992237	0.602773123074252	0.999726594277815	-5.25960477788484
1	TRUE	HAVANA	gene	ENSG00000162413	16	KLHL21	protein_coding	KLHL21; ENSG00000162413	TRUE	TRUE	TRUE	2	0.0205239458226011	4.85721824924635	0.147682308864271	0.883832767892355	0.999726594277815	-5.59460287076114
1	TRUE	HAVANA	gene	ENSG00000116273	6	PHF13	protein_coding	PHF13; ENSG00000116273	TRUE	TRUE	TRUE	2	0.039376223197837	4.35430525843375	0.253515787487592	0.802038526478806	0.999726594277815	-5.48143537537363
1	TRUE	HAVANA	gene	ENSG00000041988	15	THAP3	protein_coding	THAP3; ENSG00000041988	TRUE	TRUE	TRUE	2	0.133542292256959	4.19111062883992	0.800595516051947	0.431255507944739	0.999726594277815	-5.21815187132422
1	TRUE	HAVANA	gene	ENSG00000007923	16	DNAJC11	protein_coding	DNAJC11; ENSG00000007923	TRUE	TRUE	TRUE	2	-0.187516363047354	4.77621921112498	-1.3469262493246	0.190642184009059	0.999726594277815	-4.81312882092823
1	TRUE	HAVANA	gene	ENSG00000171735	19	CAMTA1	protein_coding	CAMTA1; ENSG00000171735	TRUE	TRUE	TRUE	2	0.0125144210344479	8.09303694809129	0.104329595886629	0.917778689603794	0.999726594277815	-5.9540796320877
1	TRUE	HAVANA	gene	ENSG00000049245	13	VAMP3	protein_coding	VAMP3; ENSG00000049245	TRUE	TRUE	TRUE	2	-0.161447437978037	4.69065865721779	-0.843434667292068	0.407406433111488	0.999726594277815	-5.26334796847241
1	TRUE	HAVANA	gene	ENSG00000049246	14	PER3	protein_coding	PER3; ENSG00000049246	TRUE	TRUE	TRUE	2	0.0731564470689569	5.14451502047271	0.47450077902297	0.639451223159788	0.999726594277815	-5.56042334759195
1	TRUE	HAVANA	gene	ENSG00000116288	13	PARK7	protein_coding	PARK7; ENSG00000116288	TRUE	TRUE	TRUE	2	0.00677559899990755	8.39250751657714	0.0770324774358972	0.939239189392047	0.999726594277815	-5.97773112910125
1	TRUE	HAVANA	gene	ENSG00000116285	13	ERRFI1	protein_coding	ERRFI1; ENSG00000116285	TRUE	TRUE	TRUE	2	-0.160680393938785	3.9573235168239	-0.794700448425049	0.434611553493379	0.999726594277815	-5.15635313173961
1	TRUE	HAVANA	gene	ENSG00000162426	14	SLC45A1	protein_coding	SLC45A1; ENSG00000162426	TRUE	TRUE	TRUE	2	0.0493897800475112	4.69090352113964	0.251711658935577	0.803509586719224	0.999726594277815	-5.57604970391998
1	TRUE	HAVANA	gene	ENSG00000142599	19	RERE	protein_coding	RERE; ENSG00000142599	TRUE	TRUE	TRUE	2	-0.0778235106037381	6.61256921704784	-0.829843940567677	0.414842217971562	0.999726594277815	-5.53125702825608
1	TRUE	HAVANA	gene	ENSG00000074800	16	ENO1	protein_coding	ENO1; ENSG00000074800	TRUE	TRUE	TRUE	2	-0.0374281860514546	8.92458353592647	-0.473308836815994	0.640288906871761	0.999726594277815	-5.89682716538373
1	TRUE	HAVANA	gene	ENSG00000142583	18	SLC2A5	protein_coding	SLC2A5; ENSG00000142583	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000049239	12	H6PD	protein_coding	H6PD; ENSG00000049239	FALSE	TRUE	TRUE	2	-0.355604870678834	2.93776095315367	-1.41537155221879	0.169863269798044	0.999726594277815	-4.5128597824993
1	TRUE	HAVANA	gene	ENSG00000171621	14	SPSB1	protein_coding	SPSB1; ENSG00000171621	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000171612	7	SLC25A33	protein_coding	SLC25A33; ENSG00000171612	TRUE	TRUE	TRUE	2	-0.0820290597186124	5.40716698098006	-0.453009448089963	0.654896894101785	0.999726594277815	-5.61503736514873
1	TRUE	HAVANA	gene	ENSG00000188807	13	TMEM201	protein_coding	TMEM201; ENSG00000188807	TRUE	TRUE	TRUE	2	-0.119198353518458	3.77631321047205	-0.688772124882749	0.497601322493076	0.999726594277815	-5.20223106837026
1	TRUE	HAVANA	gene	ENSG00000171603	17	CLSTN1	protein_coding	CLSTN1; ENSG00000171603	TRUE	TRUE	TRUE	2	-0.00201440042622405	8.58952750863466	-0.0293312812726817	0.976844021824509	0.999726594277815	-5.98983002020194
1	TRUE	HAVANA	gene	ENSG00000178585	15	CTNNBIP1	protein_coding	CTNNBIP1; ENSG00000178585	TRUE	TRUE	TRUE	2	-0.036584849968906	5.15768603962499	-0.320920358409141	0.751061107722644	0.999726594277815	-5.61245922044662
1	TRUE	HAVANA	gene	ENSG00000162441	12	LZIC	protein_coding	LZIC; ENSG00000162441	TRUE	TRUE	TRUE	2	0.0184301469153433	4.66566741628552	0.114316213812036	0.909942401979379	0.999726594277815	-5.56565879330667
1	TRUE	HAVANA	gene	ENSG00000173614	14	NMNAT1	protein_coding	NMNAT1; ENSG00000173614	TRUE	TRUE	TRUE	2	0.227018045805746	3.24970793765057	0.942473895663149	0.35538336724771	0.999726594277815	-4.9425091624847
1	TRUE	HAVANA	gene	ENSG00000162444	12	RBP7	protein_coding	RBP7; ENSG00000162444	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000130939	20	UBE4B	protein_coding	UBE4B; ENSG00000130939	TRUE	TRUE	TRUE	2	0.00949154671490727	5.61207391596091	0.0806571548139822	0.936386464656107	0.999726594277815	-5.73273745553896
1	TRUE	HAVANA	gene	ENSG00000054523	17	KIF1B	protein_coding	KIF1B; ENSG00000054523	TRUE	TRUE	TRUE	2	0.0310339187931212	7.84182758684675	0.27047910694912	0.789114565462272	0.999726594277815	-5.90929339790414
1	TRUE	HAVANA	gene	ENSG00000284642	1	AL139424.2	lncRNA	AL139424.2; ENSG00000284642	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000142657	21	PGD	protein_coding	PGD; ENSG00000142657	TRUE	TRUE	TRUE	2	0.0352013886264709	6.25608164128803	0.314759874225485	0.755676455935602	0.999726594277815	-5.77642397152032
1	TRUE	HAVANA	gene	ENSG00000175279	22	CENPS	protein_coding	CENPS; ENSG00000175279	TRUE	TRUE	TRUE	2	0.0200196115706375	3.45849301528484	0.10110228850491	0.920312946967718	0.999726594277815	-5.32601411648384
1	TRUE	HAVANA	gene	ENSG00000241563	3	CORT	protein_coding	CORT; ENSG00000241563	FALSE	TRUE	TRUE	2	-0.332666615808015	3.06751962497205	-1.42110599023289	0.168207574159819	0.999726594277815	-4.52506977963692
1	TRUE	HAVANA	gene	ENSG00000160049	12	DFFA	protein_coding	DFFA; ENSG00000160049	TRUE	TRUE	TRUE	2	0.101978180087642	4.85573384409255	0.648465980021328	0.522868018480366	0.999726594277815	-5.41342659913757
1	TRUE	HAVANA	gene	ENSG00000142655	13	PEX14	protein_coding	PEX14; ENSG00000142655	TRUE	TRUE	TRUE	2	0.157545615943346	4.64905676254641	1.18441520733596	0.247898165600959	0.999726594277815	-4.97344397325975
1	TRUE	HAVANA	gene	ENSG00000130940	15	CASZ1	protein_coding	CASZ1; ENSG00000130940	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000120948	17	TARDBP	protein_coding	TARDBP; ENSG00000120948	TRUE	TRUE	TRUE	2	0.0351709549330803	5.95996628320932	0.32896916452382	0.745045327881688	0.999726594277815	-5.73127402269536
1	TRUE	HAVANA	gene	ENSG00000271895	2	AL109811.2	lncRNA	AL109811.2; ENSG00000271895	FALSE	TRUE	TRUE	2	0.0486782249201705	2.95031454395354	0.204950597639621	0.839346799608459	0.999726594277815	-5.21235883035939
1	TRUE	HAVANA	gene	ENSG00000116649	10	SRM	protein_coding	SRM; ENSG00000116649	TRUE	TRUE	TRUE	2	0.0819818021449035	6.82323010974223	0.664569042827932	0.512690055125322	0.999726594277815	-5.67093976138716
1	TRUE	HAVANA	gene	ENSG00000171824	14	EXOSC10	protein_coding	EXOSC10; ENSG00000171824	TRUE	TRUE	TRUE	2	-0.0311757143825352	4.53398388368435	-0.220264115049553	0.827536766821085	0.999726594277815	-5.541764910519
1	TRUE	HAVANA	gene	ENSG00000198793	13	MTOR	protein_coding	MTOR; ENSG00000198793	TRUE	TRUE	TRUE	2	-0.0901154014607746	5.23693613885257	-0.626068267823281	0.537206099799387	0.999726594277815	-5.5052152970144
1	TRUE	HAVANA	gene	ENSG00000120942	13	UBIAD1	protein_coding	UBIAD1; ENSG00000120942	TRUE	TRUE	TRUE	2	-0.239303475259282	3.76232379495246	-1.54901898214354	0.134523099602484	0.999726594277815	-4.44781328314633
1	TRUE	HAVANA	gene	ENSG00000204624	8	DISP3	protein_coding	DISP3; ENSG00000204624	TRUE	TRUE	TRUE	2	-0.0107764843069585	4.08313956867325	-0.0610757916414657	0.95180690075634	0.999726594277815	-5.4654272853146
1	TRUE	HAVANA	gene	ENSG00000116661	11	FBXO2	protein_coding	FBXO2; ENSG00000116661	TRUE	TRUE	TRUE	2	0.0448659236082335	7.38170967252197	0.493004608948862	0.626510204364459	0.999726594277815	-5.80018183389105
