symbol	dx
ARHGAP39	ADHD
ZNF251	ADHD
ZNF34	ADHD
RPL8	ADHD
ZNF517	ADHD
ZNF7	ADHD
COMMD5	ADHD
ZNF16	ADHD
POC1B	ADHD
VRK1	ADHD
L3MBTL4	ADHD
ARHGAP28	ADHD
NKX2-4	ADHD
XRN2	ASD
KCNN2	ASD
KIZ	ASD
KANSL1	ASD
MACROD2	ASD
WNT3	ASD
MAPT	ASD
MFHAS1	ASD
XKR6	ASD
MSRA	ASD
CRHR1	ASD
SOX7	ASD
NTM	ASD
MMP12	ASD
BLK	ASD
MANBA	ASD
ADTRP	ASD
WDPCP	ASD
PINX1	ASD
PKP4	ASD
PLEKHM1	ASD
C8orf74	ASD
MDH1	ASD
HDAC4	ASD
WNT5B	ASD
GOSR2	ASD
LRRC37A	ASD
KANSL1-AS1	ASD
ARL17B	ASD
NSFP1	ASD
LRRC37A17P	ASD
NSF	ASD
ARHGAP27	ASD
CADPS	ASD
FEZF2	ASD
PTPRG-AS1	ASD
LRRC37A4P	ASD
STH	ASD
RN7SL730P	ASD
WNT9B	ASD
CDC27	ASD
MAPT-AS1	ASD
RNA5SP252	ASD
RP1L1	ASD
NEDD4L	ASD
ZNF585A	ASD
PTBP2	ASD
RN7SL199P	ASD
LRRC37A2	ASD
MRPS11P1	ASD
RPL24P2	ASD
PLK1S1	ASD
ZNF30	ASD
ZNF540	ASD
LINC00665	ASD
ALPK2	ASD
RPS15AP1	ASD
RSU1	ASD
ST18	ASD
ARL17A	ASD
PXDNL	ASD
SERPINA1	ASD
MAP3K14	ASD
DND1P1	ASD
RALGAPA2	ASD
RPL10AP2	ASD
ASNSP1	ASD
ASNSP4	ASD
SPIDR	ASD
KMT2E	ASD
CCDC148	ASD
CCDC148-AS1	ASD
NMT1	ASD
DCAKD	ASD
PAPSS1	AUD
ADH6	AUD
MRRF	AUD
C1D	AUD
SREK1IP1	AUD
PNKP	AUD
DHX58	AUD
ADH1A	AUD
ADH1B	AUD
MKKS	AUD
C8orf82	AUD
DYNLRB2	AUD
FOXA1	AUD
ATP2A3	AUD
FAM159B	AUD
ZNF595	AUD
CYP2S1	AUD
MED22	AUD
TAS1R3	AUD
FUZ	AUD
SERINC2	AUD
CDH7	AUD
HSD3B2	AUD
BPTF	AUD
TGFB1I1	AUD
RLBP1	AUD
PBX1	AUD
SPTLC3	AUD
NYAP2	AUD
CAMK2N1	AUD
SLX4IP	AUD
FAM43B	AUD
HAO2	AUD
GPR63	AUD
ZFYVE21	AUD
ZNF683	AUD
LMNA	AUD
IL33	AUD
TPD52L3	AUD
FURIN	OpioidUseDis
OPRM1	OpioidUseDis
PUS1	OpioidUseDis
PPP1CC	OpioidUseDis
PPP6C	OpioidUseDis
SPATS2L	OpioidUseDis
PPTC7	OpioidUseDis
KIF2A	OpioidUseDis
HVCN1	OpioidUseDis
ACADS	OpioidUseDis
FTO	OpioidUseDis
GOLGA1	OpioidUseDis
EP400	OpioidUseDis
TCTN1	OpioidUseDis
VPS29	OpioidUseDis
GMEB1	OpioidUseDis
LSMD1	OpioidUseDis
PHACTR4	OpioidUseDis
NEGR1	OpioidUseDis
DALRD3	OpioidUseDis
ATP2A2	OpioidUseDis
FAM216A	OpioidUseDis
GGACT	OpioidUseDis
ARPC5L	OpioidUseDis
PRL	OpioidUseDis
RAD9B	OpioidUseDis
ANAPC7	OpioidUseDis
C3orf84	OpioidUseDis
SMARCAD1	OpioidUseDis
CPN1	OpioidUseDis
SPRED1	OpioidUseDis
HSPH1	OpioidUseDis
HS6ST3	OpioidUseDis
WDR92	OpioidUseDis
FNDC8	OpioidUseDis
UNC119B	OpioidUseDis
	OpioidUseDis
PDE4B	OpioidUseDis
TMX2-CTNND1	OpioidUseDis
ZDHHC5	OpioidUseDis
RP11-691N7.6	OpioidUseDis
CTNND1	OpioidUseDis
TMX2	OpioidUseDis
RHOA	OpioidUseDis
CCDC36	OpioidUseDis
BANK1	OpioidUseDis
CDHR4	OpioidUseDis
CADM2	OpioidUseDis
USP4	OpioidUseDis
P4HTM	OpioidUseDis
AMIGO3	OpioidUseDis
GMPPB	OpioidUseDis
BSN	OpioidUseDis
DRD2	OpioidUseDis
NICN1	OpioidUseDis
WDR6	OpioidUseDis
BTBD18	OpioidUseDis
C11orf31	OpioidUseDis
ANKK1	OpioidUseDis
MDH2	OpioidUseDis
LAMB2	OpioidUseDis
CLP1	OpioidUseDis
QRICH1	OpioidUseDis
STYXL1	OpioidUseDis
INO80E	OpioidUseDis
PRKAR2A	OpioidUseDis
MED19	OpioidUseDis
ARIH2	OpioidUseDis
RP11-3B7.1	OpioidUseDis
BRINP1	OpioidUseDis
LOX	OpioidUseDis
NCAM1	OpioidUseDis
SLC25A20	OpioidUseDis
C12orf76	OpioidUseDis
MTMR2	OpioidUseDis
MAST2	OpioidUseDis
PIK3R3	OpioidUseDis
TCTA	OpioidUseDis
PPP1R13B	OpioidUseDis
RASIP1	OpioidUseDis
IZUMO1	OpioidUseDis
FSD2	OpioidUseDis
PLCL2	OpioidUseDis
CEP57	OpioidUseDis
GPN3	OpioidUseDis
IPP	OpioidUseDis
GNAT1	OpioidUseDis
FOXP2	OpioidUseDis
ARPC3	OpioidUseDis
ACTN2	OpioidUseDis
RABEPK	OpioidUseDis
USP19	OpioidUseDis
TMEM69	OpioidUseDis
GCKR	OpioidUseDis
FUT2	OpioidUseDis
DOC2A	OpioidUseDis
GPBP1L1	OpioidUseDis
WHAMM	OpioidUseDis
PPP4C	OpioidUseDis
MAU2	OpioidUseDis
DAG1	OpioidUseDis
FAM57B	OpioidUseDis
NASP	OpioidUseDis
ADD1	OpioidUseDis
SERINC2	OpioidUseDis
TMPRSS5	OpioidUseDis
POR	OpioidUseDis
CCDC17	OpioidUseDis
FAM76B	OpioidUseDis
TAOK2	OpioidUseDis
QARS	OpioidUseDis
GTF3C2	OpioidUseDis
AKIRIN2	OpioidUseDis
RBM6	OpioidUseDis
CLPTM1	OpioidUseDis
PFKFB4	OpioidUseDis
DNAJC6	OpioidUseDis
SGIP1	OpioidUseDis
ATPIF1	OpioidUseDis
TIMM10	OpioidUseDis
AMT	OpioidUseDis
SLC43A1	OpioidUseDis
AK4	OpioidUseDis
ZNF589	OpioidUseDis
ATRIP	OpioidUseDis
SHISA5	OpioidUseDis
RNF123	OpioidUseDis
MST1R	OpioidUseDis
GAPVD1	OpioidUseDis
ID4	OpioidUseDis
MST1	OpioidUseDis
SCAI	OpioidUseDis
CCDC71	OpioidUseDis
OR5AK2	OpioidUseDis
OLFML2A	OpioidUseDis
FAM212A	OpioidUseDis
KLHDC8B	OpioidUseDis
HYAL3	OpioidUseDis
OR5B17	OpioidUseDis
NCKIPSD	OpioidUseDis
TREX1	OpioidUseDis
SMTNL1	OpioidUseDis
TMA7	OpioidUseDis
GPX1	OpioidUseDis
CNTF	OpioidUseDis
SEMA3F	OpioidUseDis
RBM5	OpioidUseDis
RHBDD2	OpioidUseDis
TRAPPC6A	OpioidUseDis
CELSR3	OpioidUseDis
UQCRC1	OpioidUseDis
HYAL2	OpioidUseDis
RASSF1	OpioidUseDis
IP6K2	OpioidUseDis
MMP2	OpioidUseDis
RGS17	OpioidUseDis
CLASRP	OpioidUseDis
CCL24	OpioidUseDis
HSPB1	OpioidUseDis
P2RX3	OpioidUseDis
LPXN	OpioidUseDis
DTX4	OpioidUseDis
COL7A1	OpioidUseDis
GNAI2	OpioidUseDis
HYAL1	OpioidUseDis
TUSC2	OpioidUseDis
PPP1R8	OpioidUseDis
TAF12	OpioidUseDis
EML2	OpioidUseDis
TMEM115	OpioidUseDis
IFI6	OpioidUseDis
HIP1	OpioidUseDis
TOMM40	OpioidUseDis
APOC1	OpioidUseDis
SESN2	OpioidUseDis
MED18	OpioidUseDis
WDR38	OpioidUseDis
PSMB7	OpioidUseDis
RPL35	OpioidUseDis
UCN2	OpioidUseDis
DDIT4L	OpioidUseDis
TNKS1BP1	OpioidUseDis
SERPING1	OpioidUseDis
SSRP1	OpioidUseDis
PPP1R3A	OpioidUseDis
IRX6	OpioidUseDis
JAK1	OpioidUseDis
CDC25A	OpioidUseDis
CAMP	OpioidUseDis
FBXW12	OpioidUseDis
PLXNB1	OpioidUseDis
CCDC51	OpioidUseDis
APEH	OpioidUseDis
CAMKV	OpioidUseDis
MON1A	OpioidUseDis
OXGR1	OpioidUseDis
YPEL4	OpioidUseDis
FAM111A	OpioidUseDis
PATL1	OpioidUseDis
YWHAG	OpioidUseDis
NME6	OpioidUseDis
IP6K1	OpioidUseDis
IRX5	OpioidUseDis
IRX3	OpioidUseDis
SRRM3	OpioidUseDis
IMPDH2	OpioidUseDis
NDUFAF3	OpioidUseDis
LSMEM2	OpioidUseDis
TRNAU1AP	OpioidUseDis
RCC1	OpioidUseDis
UBA7	OpioidUseDis
TMEM89	OpioidUseDis
TRAIP	OpioidUseDis
ZFP91	OpioidUseDis
C3orf62	OpioidUseDis
BLOC1S3	OpioidUseDis
OR5B21	OpioidUseDis
YTHDF2	OpioidUseDis
AL590867.1	OpioidUseDis
IFRD2	OpioidUseDis
ARIH2OS	OpioidUseDis
SLC26A6	OpioidUseDis
CTD-2330K9.3	OpioidUseDis
NAT6	OpioidUseDis
ZFP91-CNTF	OpioidUseDis
RP11-324D17.1	OpioidUseDis
AC006126.3	OpioidUseDis
AC005779.2	OpioidUseDis
C19orf83	OpioidUseDis
AP001350.1	OpioidUseDis
FOXP2	CannabisUseDisorder
CHRNA5	CannabisUseDisorder
NAT6	CannabisUseDisorder
HYAL3	CannabisUseDisorder
IFRD2	CannabisUseDisorder
PDE4B	CannabisUseDisorder
ENO4	CannabisUseDisorder
EPHX2	CannabisUseDisorder
CCDC25	CannabisUseDisorder
CLU	CannabisUseDisorder
STMN4	CannabisUseDisorder
RPL31P12	MDD
NEGR1	MDD
ZSCAN12P1	MDD
ZNF192P1	MDD
DENND1B	MDD
BTN3A3	MDD
TMEM106B	MDD
RAB27B	MDD
DCC	MDD
BTN3A2	MDD
TMEM258	MDD
RP11-73M18.2	MDD
LINC00461	MDD
RP11-73M18.6	MDD
BTN3A1	MDD
KLC1	MDD
GPX1	MDD
RP11-73M18.8	MDD
SLC25A17	MDD
AREL1	MDD
XRCC3	MDD
RP1-153G14.4	MDD
GMPPB	MDD
ZKSCAN8	MDD
RP3-408N23.4	MDD
FAM120AOS	MDD
CRB1	MDD
GAS5	MDD
RP5-874C20.3	MDD
CTNND1	MDD
ASCC3	MDD
NRD1	MDD
RANGAP1	MDD
RP11-73M18.7	MDD
MED19	MDD
TMEM161B-AS1	MDD
ZNF502	MDD
P4HTM	MDD
FADS1	MDD
RP11-318C24.2	MDD
ZKSCAN7	MDD
RFWD2	MDD
FAM120A	MDD
RPS6KL1	MDD
RP11-600F24.2	MDD
ZNF445	MDD
FURIN	MDD
STAU1	MDD
RP1-265C24.5	MDD
TMEM107	MDD
RNF123	MDD
IP6K1	MDD
TTC12	MDD
B3GALTL	MDD
MADD	MDD
RP1-313I6.12	MDD
C17orf58	MDD
LIN28B	MDD
PTPMT1	MDD
TRMT61A	MDD
IP6K2	MDD
DDX27	MDD
RP3-467N11.1	MDD
AMT	MDD
LINC00899	MDD
DLST	MDD
CDH9	MDD
RP11-571M6.17	MDD
ZNF501	MDD
LRP4	MDD
SF3B1	MDD
NDFIP2	MDD
OS9	MDD
ZNF638	MDD
SYT4	MDD
RFTN2	MDD
GIGYF2	MDD
LTBP3	MDD
TMEM42	MDD
STAG3L1	MDD
HMGN4	MDD
ARIH2	MDD
THRA	MDD
SPPL3	MDD
L3MBTL2	MDD
RBX1	MDD
RERE	MDD
HSPD1	MDD
CAMKV	MDD
NT5DC2	MDD
ELAVL2	MDD
NICN1	MDD
PCDHA8	MDD
TRHDE-AS1	MDD
WDR55	MDD
RTN1	MDD
MAPT	MDD
NT5C2	MDD
ZNF408	MDD
RABGAP1L	MDD
PPP6C	MDD
TCAIM	MDD
PLGLB1	MDD
METTL9	MDD
CTC1	MDD
HIST1H2BN	MDD
HARS	MDD
SLC25A12	MDD
ZMAT2	MDD
RP11-245G13.2	MDD
QRICH1	MDD
SCRN3	MDD
FEN1	MDD
DYNC1I2	MDD
EIF5	MDD
GINM1	MDD
METTL21B	MDD
TSFM	MDD
POLR3H	MDD
PMS2P2	MDD
GPR27	MDD
TCF4	MDD
MAD1L1	MDD
SCAMP1	MDD
ARL3	MDD
MFAP3	MDD
INPP5B	MDD
NCKIPSD	MDD
10-Mar	MDD
ZNF804A	MDD
ARFGAP2	MDD
GPR155	MDD
PSMB4	MDD
ITIH3	MDD
RP11-1053O12.1	MDD
USMG5	MDD
CKAP5	MDD
FADS2	MDD
STIP1	MDD
RP11-571M6.15	MDD
APOPT1	MDD
PCMT1	MDD
GRM8	MDD
XRCC6BP1	MDD
PCDHA10	MDD
EIF5B	MDD
NECAB1	MDD
GAS5-AS1	MDD
RP11-254F7.2	MDD
CENPBD1P1	MDD
NEK4	MDD
GTF2IRD2	MDD
UNC119B	MDD
AP000662.4	MDD
RPRML	MDD
POGZ	MDD
ATRIP	MDD
DNAJB2	MDD
C2orf82	MDD
IST1	MDD
MST1	MDD
CTC-498M16.2	MDD
RP5-966M1.6	MDD
RP11-165J3.6	MDD
LATS1	MDD
CCDC91	MDD
C15orf59	MDD
VDAC2	MDD
WDR6	MDD
MKL1	MDD
DFNA5	MDD
RBM6	MDD
MAP9	MDD
GLT8D1	MDD
PPP3CC	MDD
AMZ1	MDD
MED24	MDD
SGIP1	MDD
MZF1	MDD
NDUFA2	MDD
KIFC2	MDD
YJEFN3	MDD
NSUN5P1	MDD
TMEM55A	MDD
IQCE	MDD
PAX6	MDD
MON1A	MDD
ADCK3	MDD
PPP1R16A	MDD
CSE1L	MDD
TMEM165	MDD
PRPS1P2	MDD
SLC19A1	MDD
TAOK3	MDD
TAP2	MDD
CYHR1	MDD
ZBTB10	MDD
TSPAN31	MDD
IK	MDD
AC144521.1	MDD
GNL3	MDD
TMEM33	MDD
GPM6A	MDD
SORBS3	MDD
RP6-109B7.3	MDD
ARSG	MDD
SFMBT1	MDD
C16orf45	MDD
MVP	MDD
TKT	MDD
SRA1	MDD
RP11-665J16.1	MDD
XPNPEP3	MDD
OXR1	MDD
CDIPT-AS1	MDD
OXGR1	MDD
MSANTD1	MDD
FTSJ2	MDD
GLYCTK	MDD
MEI1	MDD
MEX3C	MDD
AFG3L1P	MDD
BDNF-AS	MDD
Z83840.1	MDD
TREX1	MDD
BPTF	MDD
GS1-124K5.2	MDD
SHISA5	MDD
PRDM5	MDD
SYT2	MDD
AC159540.1	MDD
MRPL33	MDD
FAM134A	MDD
CYP7B1	MDD
TMA7	MDD
HYAL2	MDD
TMEM110	MDD
GS1-251I9.4	MDD
DNAJB9	MDD
CCDC88B	MDD
MYO18A	MDD
BCHE	MDD
RP11-380L11.3	MDD
CHORDC1	MDD
AC016629.3	MDD
RP11-301G7.1	MDD
VPS45	MDD
CD320	MDD
LRFN5	MDD
ARPC5L	MDD
KNTC1	MDD
PLEKHB1	MDD
BAZ2B	MDD
FOLH1	MDD
SLC30A9	MDD
HERC1	MDD
DCAF5	MDD
ESRRG	MDD
C18orf54	MDD
CTSF	MDD
NAA38	MDD
SPATS2L	MDD
ARL17B	MDD
RABGEF1	MDD
AP001816.1	MDD
PPP1R13B	MDD
USP32P2	MDD
INA	MDD
CCDC92	MDD
GAPVD1	MDD
TMEM67	MDD
ABL1	MDD
SETD5-AS1	MDD
FRAT1	MDD
AC138783.12	MDD
TCTEX1D1	MDD
FGFR1	MDD
RABGAP1	MDD
FRAT2	MDD
PPP2R3C	MDD
CYB561	MDD
CCDC71	MDD
CCDC87	MDD
ABHD14A	MDD
UBE3B	MDD
ADCY3	MDD
CTD-2517M22.14	MDD
PMS2P3	MDD
CTD-2334D19.1	MDD
C6orf211	MDD
ZBTB25	MDD
GOSR2	MDD
ACTR1A	MDD
Z83001.1	MDD
B4GALNT1	MDD
SENP6	MDD
PHF11	MDD
ANKRD36	MDD
NTNG1	MDD
PCDHA4	MDD
MTERF	MDD
15-Sep	MDD
FAM177A1	MDD
OLFM4	MDD
REV1	MDD
PINLYP	MDD
SERGEF	MDD
SUDS3	MDD
RP11-627G23.1	MDD
C15orf57	MDD
POLI	MDD
AC006014.10	MDD
NISCH	MDD
RP11-98D18.9	MDD
GLTP	MDD
RP11-152F13.7	MDD
RP11-397A16.2	MDD
RBM26	MDD
RBM34	MDD
BBS9	MDD
ZNF664	MDD
PCCA	MDD
ZNF876P	MDD
COL28A1	MDD
ZWILCH	MDD
SNCA	MDD
PDZD7	MDD
IMPG2	MDD
LIPT1	MDD
ADARB1	MDD
FAM168A	MDD
RRP1B	MDD
TIPIN	MDD
RP11-313F23.5	MDD
RP11-111A22.1	MDD
CCZ1B	MDD
OPA1	MDD
EXOSC7	MDD
ACP6	MDD
ACO2	MDD
MAPT-AS1	MDD
NUDCD3	MDD
DDHD2	MDD
LEPROT	MDD
RP11-127B20.2	MDD
PWWP2A	MDD
AC074286.1	MDD
CWF19L1	MDD
PCDHA7	MDD
RP5-1112D6.8	MDD
CCDC147-AS1	MDD
NAALAD2	MDD
FAM19A2	MDD
NRXN2	MDD
RP3-402G11.26	MDD
GTF2I	MDD
ATP13A4	MDD
NPIPB4	MDD
PCMTD1	MDD
IPO11	MDD
TMEM163	MDD
TIAF1	MDD
ANKRD36B	MDD
LRRC69	MDD
PACRG	MDD
NFE2L2	MDD
ALG10	MDD
IGLON5	MDD
EPHA10	MDD
DNAJC24	MDD
KIF3B	MDD
THUMPD3	MDD
SRD5A3-AS1	MDD
KNDC1	MDD
CHST10	MDD
LSM1	MDD
NACA	MDD
RPL4	MDD
RNF180	MDD
BCL2	MDD
LINC00969	MDD
TRIM73	MDD
ARRDC4	MDD
RP11-268J15.5	MDD
ERC2	MDD
TPM3	MDD
STOML1	MDD
PSTK	MDD
LRRC14	MDD
CCDC144B	MDD
FN3K	MDD
CACNB4	MDD
CTD-3074O7.5	MDD
MRPS33	MDD
ZDHHC24	MDD
EPB41L2	MDD
CYP51A1	MDD
RFXANK	MDD
RP11-439E19.7	MDD
ZNHIT1	MDD
PPA2	MDD
ETFDH	MDD
PDIA6	MDD
STAG3L2	MDD
LOXL1-AS1	MDD
CEP170P1	MDD
TMEM25	MDD
RRM2B	MDD
B3GAT1	MDD
DCAF4L1	MDD
GRIA1	MDD
MAN2C1	MDD
NAV1	MDD
FAM208B	MDD
CSDC2	MDD
SNAPC5	MDD
DCP2	MDD
LRP3	MDD
RP1-178F10.3	MDD
RP11-707P17.2	MDD
TRIM27	MDD
PFDN1	MDD
ST20-MTHFS	MDD
LRRC24	MDD
ZNF660	MDD
NEK7	MDD
ALG14	MDD
RP11-669E14.4	MDD
TAOK2	MDD
CNPPD1	MDD
POLR2F	MDD
RP11-839D17.3	MDD
DDX20	MDD
PPID	MDD
TEX10	MDD
C11orf49	MDD
CDC42BPA	MDD
METTL14	MDD
HAUS4	MDD
HIBADH	MDD
MAEL	MDD
SLC6A15	MDD
RTN4	MDD
REV3L	MDD
HHLA3	MDD
CKS2	MDD
RP11-179B2.2	MDD
DMTN	MDD
NUDT7	MDD
C8orf47	MDD
THAP5	MDD
THAP9-AS1	MDD
ZBTB46	MDD
SORCS2	MDD
SLC39A13	MDD
C11orf57	MDD
RAET1G	MDD
TMEM56	MDD
PEX11G	MDD
GAS7	MDD
MYO15A	MDD
KIAA1324	MDD
AC009506.1	MDD
RP11-282O18.3	MDD
MAP2	MDD
RP11-380L11.4	MDD
SETDB2	MDD
DNAJC6	MDD
FAHD2B	MDD
EPHA7	MDD
GNPDA2	MDD
RHOF	MDD
HNRNPD	MDD
TMA16	MDD
PIH1D1	MDD
NUP43	MDD
PPP2R2B	MDD
RP11-11C20.3	MDD
DNAH10OS	MDD
GPN1	MDD
RECQL4	MDD
RIT2	MDD
TANGO2	MDD
CAB39L	MDD
RP11-175P19.2	MDD
DPP7	MDD
AMIGO1	MDD
ERBB4	MDD
SETD8	MDD
MPI	MDD
METTL21A	MDD
PDP1	MDD
AC010547.9	MDD
ZNF324B	MDD
RFC5	MDD
RP11-20G6.2	MDD
PLTP	MDD
TSNARE1	MDD
AC009237.8	MDD
CNEP1R1	MDD
RANBP1	MDD
LINC01114	MDD
AP1G1	MDD
CD97	MDD
EXOSC8	MDD
PNPLA8	MDD
SLC9A8	MDD
AHSA2	MDD
MCHR1	MDD
HDAC3	MDD
UNC93B3	MDD
RAB7L1	MDD
PCDHGA7	MDD
NPM1	MDD
RP5-1043L13.1	MDD
AL022393.7	MDD
SNF8	MDD
RANBP17	MDD
MPRIPP1	MDD
VWDE	MDD
SOX10	MDD
PRKCD	MDD
ECM2	MDD
NFXL1	MDD
MMAB	MDD
KRT18P4	MDD
MAEA	MDD
LINC00622	MDD
TXNRD2	MDD
KANSL1	MDD
TUBGCP6	MDD
CTBP1-AS2	MDD
CHD7	MDD
DNAJA3	MDD
TRMT112	MDD
ZSCAN9	MDD
SEPP1	MDD
CHRNA6	MDD
ZNF273	MDD
WBP1L	MDD
MR1	MDD
STX17	MDD
INPP5F	MDD
PPIL2	MDD
RAPGEF2	MDD
MPP6	MDD
FILIP1	MDD
BBS1	MDD
ABHD11	MDD
PPP4C	MDD
BRD7	MDD
CRHR1-IT1	MDD
PIK3R1	MDD
TNIP2	MDD
UQCC2	MDD
RUFY2	MDD
ALDH16A1	MDD
STYXL1	MDD
ZNF84	MDD
BCL2L13	MDD
HACE1	MDD
LINC00334	MDD
DNALI1	MDD
PDXDC1	MDD
GRHPR	MDD
MOV10	MDD
DOC2A	MDD
CLOCK	MDD
CCS	MDD
AC084018.1	MDD
RTP4	MDD
TROVE2	MDD
GOLGA6L4	MDD
ITGAE	MDD
STK32C	MDD
MARVELD3	MDD
RPAP1	MDD
ATL2	MDD
ITIH4	MDD
RP4-710M3.1	MDD
ZNF184	MDD
LINC00998	MDD
POFUT2	MDD
PML	MDD
NRCAM	MDD
PJA2	MDD
ADO	MDD
ARL6IP4	MDD
LINC00323	MDD
FSTL1	MDD
RP11-456K23.1	MDD
MED12L	MDD
DZIP3	MDD
CRHR1	MDD
RNF216P1	MDD
TNFAIP8L3	MDD
MOK	MDD
FAM160B1	MDD
HDLBP	MDD
RP4-583P15.15	MDD
HSPA8	MDD
DPYSL4	MDD
TANK	MDD
SLC25A1	MDD
RPUSD2	MDD
PCDHA13	MDD
CHADL	MDD
UBXN2A	MDD
INVS	MDD
RABL2B	MDD
IGSF6	MDD
NOP58	MDD
NDUFB6	MDD
ARHGAP21	MDD
ZNF397	MDD
JDP2	MDD
DGCR2	MDD
MICALL1	MDD
FAF1	MDD
NR2F1-AS1	MDD
LARP6	MDD
BID	MDD
TMEM180	MDD
PCDHA12	MDD
RNF138	MDD
NAP1L4	MDD
TRPC4AP	MDD
GPR85	MDD
TPD52L2	MDD
DND1P1	MDD
RSRC2	MDD
KIAA1841	MDD
LINC00094	MDD
IFI44	MDD
SNX16	MDD
EXOC6	MDD
HOMER2	MDD
RP11-96H17.1	MDD
UFD1L	MDD
ZNF592	MDD
ACTR5	MDD
RP11-700J17.2	MDD
RP11-230B22.1	MDD
KLF12	MDD
SLC25A33	MDD
METTL15	MDD
PPIA	MDD
MTHFD1	MDD
AKAP9	MDD
GGH	MDD
TM9SF4	MDD
HMGB1	MDD
OLA1	MDD
MLLT10	MDD
RPL37A	MDD
SFXN5	MDD
ATIC	MDD
XRCC6	MDD
GLB1L2	MDD
TRABD	MDD
MITD1	MDD
MAPKAPK3	MDD
GTF3C4	MDD
ABCA5	MDD
RP11-448A19.1	MDD
RPLP0	MDD
RAD51-AS1	MDD
PPP1R14B	MDD
S100A13	MDD
OCEL1	MDD
10-Sep	MDD
ZFAND3	MDD
LMOD1	MDD
ST8SIA1	MDD
ST7L	MDD
P2RX5	MDD
ATP5G1	MDD
KIAA1875	MDD
WDR52	MDD
MRPL34	MDD
GDI2	MDD
MVK	MDD
BEST1	MDD
LRRC16A	MDD
INO80E	MDD
YPEL3	MDD
RP11-455F5.3	MDD
CRYBB2P1	MDD
TRNAU1AP	MDD
POT1	MDD
UGDH-AS1	MDD
PTPRS	MDD
B4GALT6	MDD
MMRN1	MDD
RP1-79C4.4	MDD
C12orf65	MDD
CENPW	MDD
CTD-2210P15.2	MDD
RGS9BP	MDD
RTEL1	MDD
TMEM200A	MDD
LYRM4	MDD
PTPLB	MDD
RP11-153M3.1	MDD
NDUFS3	MDD
ADAR	MDD
