Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to11,Feature log2 fold change topic 6to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000224870,MRPL20-AS1,13,-0.7261,24,0.16706,8,-1.3960,7,-1.7335,12,-1.1681,50,1.39512,92,2.55064
ENSG00000242485,MRPL20,129,-0.3084,163,0.05760,132,-0.2668,142,-0.1701,199,0.70892,50,-1.7191,92,-0.8208
ENSG00000235098,ANKRD65,34,0.15970,54,0.87647,3,-3.3337,14,-1.2314,24,-0.6486,50,0.75643,92,1.80232
ENSG00000179403,VWA1,135,1.06535,321,2.70669,54,-0.3897,27,-1.4929,33,-1.5892,50,-0.5021,92,0.43745
ENSG00000197785,ATAD3A,12,-0.9289,11,-1.0252,23,0.07639,6,-1.9651,14,-1.0017,50,1.34569,92,2.49052
ENSG00000205090,TMEM240,2,-3.9046,8,-1.8308,10,-1.6499,26,-0.2213,28,-0.1089,50,0.84570,92,1.90374
ENSG00000160075,SSU72,79,-0.9855,104,-0.5781,132,-0.2101,132,-0.2353,208,1.01143,50,-1.6647,92,-0.7653
ENSG00000228594,FNDC10,2,-4.4287,11,-2.3178,53,-0.0105,36,-0.6588,69,0.78434,50,-0.0995,92,0.86395
ENSG00000272106,AL691432.2,25,-0.6756,51,0.43664,7,-2.4795,30,-0.3931,36,-0.1736,50,0.40616,92,1.41176
ENSG00000197530,MIB2,24,-0.5839,22,-0.7451,32,-0.1521,16,-1.2949,35,-0.0319,50,0.53943,92,1.55910
ENSG00000189339,SLC35E2B,12,-1.3832,25,-0.2656,27,-0.1827,16,-0.9907,26,-0.4090,50,0.80810,92,1.86092
ENSG00000215790,SLC35E2A,13,-1.1659,22,-0.4156,18,-0.7576,15,-1.0720,26,-0.3025,50,0.84947,92,1.90805
ENSG00000008130,NADK,21,-0.8068,24,-0.6361,19,-0.9331,21,-0.9095,37,0.07457,50,0.50726,92,1.52340
ENSG00000078369,GNB1,202,-0.6463,309,0.00998,346,0.18858,311,0.02271,395,0.76918,50,-2.7003,92,-1.8172
ENSG00000067606,PRKCZ,66,-1.7563,93,-1.2495,109,-1.0070,114,-0.9986,159,-0.6928,50,-2.1534,1250,3.31849
ENSG00000162585,FAAP20,39,-0.6704,52,-0.2351,73,0.28830,42,-0.6214,67,0.26295,50,-0.3004,92,0.65023
ENSG00000157933,SKI,54,0.70726,38,0.12224,3,-3.4278,26,-0.4555,27,-0.6052,50,0.57489,92,1.59854
ENSG00000157916,RER1,78,-0.0942,108,0.40194,147,0.90750,52,-0.7793,84,0.02711,50,-0.7745,92,0.15238
ENSG00000157911,PEX10,46,0.36648,49,0.47872,15,-1.3244,24,-0.6504,29,-0.5794,50,0.50318,92,1.51887
ENSG00000149527,PLCH2,21,-0.0521,49,1.29534,7,-1.7598,2,-3.2829,11,-1.5496,50,1.32163,92,2.46141
ENSG00000157881,PANK4,4,-2.6558,19,-0.3497,10,-1.2897,12,-1.1085,19,-0.5959,50,1.19640,92,2.31152
ENSG00000197921,HES5,0,-7.6398,3,-4.4997,52,-0.6424,55,-0.6021,120,1.44061,50,-0.6886,92,0.24203
ENSG00000272449,AL139246.5,1,-3.9496,0,-9.6057,5,-2.5624,9,-1.6977,33,0.46138,50,0.92637,92,1.99615
ENSG00000157870,PRXL2B,25,-2.2226,9,-3.7240,96,-0.2177,53,-1.1799,71,-1.0013,677,3.41753,92,-0.2801
ENSG00000158109,TPRG1L,28,-2.5110,57,-1.4411,133,-0.1755,115,-0.4311,225,1.40913,50,-1.6416,92,-0.7416
ENSG00000116213,WRAP73,13,-0.9419,21,-0.2508,43,0.89509,8,-1.6501,14,-1.2317,50,1.13357,92,2.23723
ENSG00000130764,LRRC47,33,-2.0013,73,-0.8561,101,-0.3550,67,-1.0397,99,-0.6069,627,2.86332,92,-0.5023
ENSG00000116198,CEP104,39,0.36430,42,0.48245,27,-0.1863,19,-0.7913,19,-1.1020,50,0.76384,92,1.81071
ENSG00000198912,C1orf174,21,-0.4037,22,-0.2978,0,-6.6500,15,-0.9594,22,-0.4392,50,1.00025,92,2.08147
ENSG00000196581,AJAP1,19,-0.9336,28,-0.3405,0,-7.0347,25,-0.5497,36,0.08268,50,0.56229,92,1.58451
ENSG00000069424,KCNAB2,6,-3.5555,14,-2.4589,74,0.00374,89,0.31506,91,0.62089,50,-0.5936,92,0.34145
ENSG00000116254,CHD5,1,-5.5100,6,-3.6344,61,-0.3503,90,0.27825,101,0.84906,50,-0.6487,92,0.28375
ENSG00000116251,RPL22,916,1.34709,572,0.55720,495,0.32457,378,-0.1047,392,-0.0704,50,-3.0944,92,-2.2149
ENSG00000116237,ICMT,29,-0.6261,48,0.13075,38,-0.2501,40,-0.1915,40,-0.2606,50,0.19024,92,1.17588
ENSG00000097021,ACOT7,41,-2.6927,95,-1.4610,289,0.23460,177,-0.5623,385,1.54793,50,-2.3911,92,-1.5042
ENSG00000162408,NOL9,12,-1.6324,27,-0.4156,4,-3.1347,37,0.03144,35,-0.0832,50,0.52082,92,1.53843
ENSG00000162413,KLHL21,29,-0.5617,79,1.00908,12,-1.8869,29,-0.6160,38,-0.2611,50,0.26958,92,1.26218
ENSG00000116273,PHF13,14,-0.8848,20,-0.3442,0,-6.5888,15,-0.8631,21,-0.4718,50,1.07358,92,2.16685
ENSG00000041988,THAP3,11,-1.2599,22,-0.2827,4,-2.5254,13,-1.0577,22,-0.4046,50,1.04575,92,2.13436
ENSG00000007923,DNAJC11,12,-1.6483,31,-0.2128,22,-0.7415,28,-0.3927,33,-0.1664,50,0.53786,92,1.55735
ENSG00000171735,CAMTA1,71,-1.1521,69,-1.1942,77,-1.0281,192,0.40755,205,0.94694,50,-1.6682,92,-0.7689
ENSG00000049245,VAMP3,201,1.61719,296,2.35982,8,-3.1827,41,-0.9709,42,-1.3006,50,-0.6264,92,0.30707
ENSG00000049246,PER3,25,-0.4469,40,0.31239,0,-6.9522,28,-0.2694,28,-0.4281,50,0.65525,92,1.68836
ENSG00000116288,PARK7,283,-0.1137,255,-0.2741,386,0.37140,295,-0.0574,385,0.69958,50,-2.6890,92,-1.8057
ENSG00000116285,ERRFI1,16,-0.8292,42,0.70956,0,-6.6672,17,-0.7424,20,-0.7527,50,0.98196,92,2.06029
ENSG00000162426,SLC45A1,4,-3.2174,13,-1.4878,66,1.00977,14,-1.4599,34,-0.0774,50,0.55618,92,1.57772
ENSG00000142599,RERE,57,-0.5616,58,-0.5544,68,-0.2971,78,-0.1079,100,0.53018,50,-0.7671,92,0.16009
ENSG00000074800,ENO1,401,-0.2470,344,-0.4837,606,0.40190,457,-0.0481,611,0.80760,87,-2.5252,92,-2.4421
ENSG00000171612,SLC25A33,53,-0.0150,44,-0.2946,21,-1.3666,69,0.45352,49,-0.2115,50,-0.0970,92,0.86654
ENSG00000188807,TMEM201,17,-0.6434,23,-0.1916,21,-0.2965,13,-1.0500,17,-0.8988,50,1.07617,92,2.16988
ENSG00000171603,CLSTN1,180,-0.7878,210,-0.5501,369,0.32257,267,-0.2025,412,1.00719,50,-2.6685,92,-1.7850
ENSG00000178585,CTNNBIP1,44,-0.0401,45,-0.0229,42,-0.1055,31,-0.6010,42,-0.1792,50,0.15233,92,1.13479
ENSG00000162441,LZIC,112,1.53560,67,0.65879,7,-2.7180,38,-0.2483,28,-1.0250,50,0.20479,92,1.19168
ENSG00000162444,RBP7,66,1.43506,126,2.68276,0,-6.6838,8,-1.9370,1,-4.9639,50,0.96261,92,2.03792
ENSG00000130939,UBE4B,28,-0.8553,58,0.23825,44,-0.1844,36,-0.5400,51,0.04392,50,0.00419,92,0.97505
ENSG00000054523,KIF1B,168,-0.5218,435,0.98405,161,-0.5847,260,0.16436,274,0.42595,50,-2.3155,92,-1.4277
ENSG00000142657,PGD,34,-1.0468,58,-0.2590,80,0.23130,62,-0.1713,76,0.27676,50,-0.4865,92,0.45386
ENSG00000160049,DFFA,54,0.34121,51,0.25063,43,-0.0318,34,-0.3892,35,-0.5626,50,0.21931,92,1.20746
ENSG00000142655,PEX14,1,-4.3576,30,-0.2391,49,0.51736,16,-1.2195,34,-0.0910,50,0.53910,92,1.55873
ENSG00000120948,TARDBP,91,0.35465,93,0.38817,62,-0.2402,51,-0.5928,76,0.11374,50,-0.5643,92,0.37214
ENSG00000116649,SRM,29,-1.6701,56,-0.6759,96,0.13229,67,-0.4528,114,0.80411,50,-0.8540,92,0.06967
ENSG00000171824,EXOSC10,24,-0.5130,28,-0.2602,17,-1.0500,20,-0.8523,31,-0.2124,50,0.63851,92,1.66960
ENSG00000198793,MTOR,19,-1.2727,29,-0.6812,7,-2.7181,40,-0.1870,52,0.37320,50,0.16203,92,1.14530
ENSG00000120942,UBIAD1,25,0.24791,28,0.41382,0,-6.3398,6,-1.8654,12,-1.2820,50,1.37082,92,2.52103
ENSG00000116661,FBXO2,289,0.64100,73,-1.4790,263,0.48869,224,0.25690,216,0.31438,50,-2.0203,92,-1.1278
ENSG00000132879,FBXO44,22,-2.0722,49,-0.8940,90,0.02539,67,-0.4635,118,0.92183,50,-0.8589,92,0.06461
ENSG00000116663,FBXO6,1,-5.4414,3,-4.4693,0,-8.0195,9,-3.1882,16,-2.7910,704,5.27968,92,0.41944
ENSG00000116670,MAD2L2,42,0.14243,44,0.20914,85,1.30996,18,-1.1554,24,-1.0253,50,0.42854,92,1.43641
ENSG00000177674,AGTRAP,39,0.72638,28,0.18312,21,-0.2704,12,-1.1522,11,-1.6358,50,1.13091,92,2.23410
ENSG00000177000,MTHFR,16,-0.4901,13,-0.8837,10,-1.2321,7,-1.8732,17,-0.7018,50,1.27522,92,2.40557
ENSG00000011021,CLCN6,26,-1.8064,72,-0.3060,93,0.09439,75,-0.2532,109,0.65777,50,-0.8521,92,0.07167
ENSG00000116685,KIAA2013,44,-0.1766,92,0.98323,37,-0.4523,41,-0.3202,41,-0.4484,50,0.01625,92,0.98801
ENSG00000083444,PLOD1,16,-1.5537,30,-0.6113,89,1.13539,27,-0.8010,41,-0.2136,50,0.19776,92,1.18404
ENSG00000116688,MFN2,81,-0.2859,66,-0.6023,62,-0.6979,121,0.37948,112,0.40326,50,-1.0060,92,-0.0879
ENSG00000116691,MIIP,7,-1.8976,23,-0.0836,21,-0.2396,4,-2.7336,20,-0.4969,50,1.12635,92,2.22873
ENSG00000048707,VPS13D,30,-0.7023,51,0.13143,67,0.55433,39,-0.3118,41,-0.3678,50,0.10076,92,1.07904
ENSG00000162496,DHRS3,53,0.80044,7,-2.2758,9,-1.8644,32,-0.0167,24,-0.7031,50,0.69955,92,1.73814
ENSG00000162493,PDPN,36,0.82866,6,-1.7805,0,-6.3350,17,-0.4020,10,-1.5795,50,1.37665,92,2.52812
ENSG00000116731,PRDM2,26,-0.4151,55,0.79454,26,-0.3725,27,-0.3358,22,-0.9621,50,0.63139,92,1.66163
ENSG00000189337,KAZN,78,0.21425,148,1.26338,6,-3.4331,46,-0.6509,70,0.06570,50,-0.4649,92,0.47657
ENSG00000142634,EFHD2,26,-1.2614,13,-2.2478,22,-1.4877,32,-1.0065,84,1.13815,50,-0.2603,92,0.69273
ENSG00000116138,DNAJC16,8,-1.8787,27,-0.1666,20,-0.5798,22,-0.5226,25,-0.4696,50,0.81526,92,1.86906
ENSG00000197312,DDI2,10,-1.2882,25,0.08544,13,-0.9498,13,-0.9906,16,-0.9576,50,1.20175,92,2.31787
ENSG00000116786,PLEKHM2,34,-0.5242,29,-0.7822,31,-0.6599,45,-0.1029,50,0.10103,50,0.05554,92,1.03028
ENSG00000065526,SPEN,43,0.12607,61,0.67610,17,-1.3013,32,-0.3644,32,-0.5445,50,0.35765,92,1.35848
ENSG00000116809,ZBTB17,14,-0.7078,26,0.20077,8,-1.4580,15,-0.6233,12,-1.3456,50,1.28505,92,2.41736
ENSG00000185519,FAM131C,12,-1.3706,35,0.19534,76,1.47256,14,-1.2914,18,-1.1805,50,0.76449,92,1.81145
ENSG00000288398,AL109627.1,10,-1.2032,4,-2.6248,13,-0.8633,19,-0.3843,17,-0.8105,50,1.21314,92,2.33140
ENSG00000037637,FBXO42,7,-2.3581,16,-1.1762,74,1.22974,20,-0.8625,29,-0.4735,50,0.57708,92,1.60098
ENSG00000055070,SZRD1,49,0.34773,70,0.90404,42,0.09945,34,-0.2487,24,-1.1422,50,0.37104,92,1.37317
ENSG00000157191,NECAP2,56,1.06828,36,0.34006,14,-1.0295,15,-1.0793,16,-1.2825,50,0.88535,92,1.94907
ENSG00000219481,NBPF1,44,0.26067,60,0.76127,28,-0.4403,17,-1.2838,30,-0.5604,50,0.46015,92,1.47128
ENSG00000058453,CROCC,12,-0.9006,16,-0.4545,5,-2.1287,9,-1.3805,14,-0.9029,50,1.37362,92,2.52443
ENSG00000238142,BX284668.5,18,-0.5839,7,-1.9934,33,0.35804,12,-1.2796,20,-0.6837,50,1.03786,92,2.12516
ENSG00000159363,ATP13A2,16,-3.2789,46,-1.7597,190,0.38069,129,-0.2469,215,1.19995,50,-1.6405,92,-0.7406
ENSG00000117118,SDHB,66,-0.4143,115,0.44679,53,-0.7384,75,-0.2368,99,0.40226,50,-0.8265,92,0.09831
ENSG00000117115,PADI2,449,2.66685,463,2.73336,11,-3.1652,58,-0.8675,18,-3.1601,50,-1.0397,92,-0.1228
ENSG00000179051,RCC2,19,-0.8154,32,-0.0450,54,0.80689,28,-0.2536,20,-1.0835,50,0.67892,92,1.71493
ENSG00000074964,ARHGEF10L,29,-1.6001,12,-2.8456,45,-0.9739,29,-1.6923,28,-2.2425,707,4.36460,92,0.11102
ENSG00000117154,IGSF21,19,-1.1453,27,-0.6178,0,-7.2523,56,0.53695,39,-0.1449,50,0.32022,92,1.31748
ENSG00000159423,ALDH4A1,34,-0.0872,15,-1.3148,10,-1.8534,50,0.57180,27,-0.6325,50,0.53056,92,1.54924
ENSG00000127463,EMC1,15,-1.7884,31,-0.6612,52,0.09207,36,-0.4949,53,0.26094,50,0.04653,92,1.02058
ENSG00000053372,MRTO4,18,-0.9934,16,-1.1645,35,-0.0276,27,-0.4425,33,-0.1988,50,0.52723,92,1.54554
ENSG00000053371,AKR7A2,55,-0.2492,71,0.14890,51,-0.3418,76,0.28063,61,-0.1419,50,-0.3790,92,0.56712
ENSG00000040487,SLC66A1,9,-1.1194,9,-1.1148,3,-2.6849,13,-0.6588,11,-1.2189,50,1.50659,92,2.68791
ENSG00000077549,CAPZB,139,-0.4057,146,-0.3312,206,0.20351,155,-0.2558,197,0.23828,276,0.67021,92,-1.0320
ENSG00000173436,MICOS10,121,-0.7527,120,-0.7651,190,-0.0617,209,0.09218,263,0.89411,50,-2.0558,92,-1.1639
ENSG00000158747,NBL1,35,-1.9007,19,-2.7356,218,0.90966,104,-0.2950,165,0.88526,50,-1.3654,92,-0.4586
ENSG00000162545,CAMK2N1,72,-2.2060,118,-1.4870,224,-0.5209,416,0.48932,370,0.47341,528,0.83220,92,-1.8510
ENSG00000090432,MUL1,30,-0.4808,35,-0.2556,55,0.46486,19,-1.2446,39,-0.1358,50,0.31744,92,1.31445
ENSG00000183114,FAM43B,0,-7.6006,6,-4.6056,64,-1.1621,27,-2.5188,35,-2.6893,1367,5.25419,92,-0.6203
ENSG00000158828,PINK1,223,-0.5058,124,-1.3852,238,-0.4097,352,0.21613,365,0.46677,465,0.64278,92,-1.8320
ENSG00000244038,DDOST,26,-0.4626,22,-0.7328,41,0.25459,20,-0.8984,31,-0.3276,50,0.56539,92,1.58796
ENSG00000117245,KIF17,0,-8.7939,0,-9.2188,7,-1.7074,7,-1.6801,19,-0.2665,50,1.38535,92,2.53871
ENSG00000189410,SH2D5,0,-8.9135,0,-9.3384,0,-6.3749,13,-0.8951,22,-0.0975,50,1.24100,92,2.36461
ENSG00000127483,HP1BP3,146,0.03448,158,0.16241,67,-1.1392,160,0.19202,171,0.51694,50,-1.5771,92,-0.6756
ENSG00000075151,EIF4G3,44,-1.0058,80,-0.0888,99,0.25042,81,-0.0707,95,0.34027,50,-0.7965,92,0.12947
ENSG00000117298,ECE1,40,0.43397,34,0.20297,72,1.40890,18,-0.8009,11,-1.9967,50,0.80397,92,1.85623
ENSG00000076864,RAP1GAP,13,-2.9810,41,-1.3606,24,-2.1721,79,-0.4289,158,1.53977,50,-1.0770,92,-0.1614
ENSG00000090686,USP48,58,0.06008,86,0.68822,26,-1.1378,44,-0.3956,54,-0.0739,50,-0.1689,92,0.78992
ENSG00000218510,LINC00339,8,-1.5675,16,-0.5934,6,-2.0480,14,-0.8576,18,-0.6516,50,1.20924,92,2.32677
ENSG00000070831,CDC42,276,0.08083,351,0.46526,210,-0.3381,196,-0.4849,339,0.78972,50,-2.4671,92,-1.5812
ENSG00000162552,WNT4,1,-3.8327,0,-7.9381,0,-6.4081,5,-2.3827,24,0.11531,50,1.28829,92,2.42125
ENSG00000173372,C1QA,89,1.25459,18,-1.2089,14,-1.6162,57,0.58015,26,-1.0308,50,0.30469,92,1.30051
ENSG00000159189,C1QC,77,1.31143,13,-1.4209,33,-0.0680,35,0.05190,18,-1.3732,50,0.60410,92,1.63113
ENSG00000173369,C1QB,104,1.12758,37,-0.4952,28,-0.9407,58,0.19183,41,-0.5766,50,-0.0414,92,0.92612
ENSG00000133216,EPHB2,6,-2.0027,52,1.18849,28,0.21144,6,-2.1317,13,-1.3277,50,1.13740,92,2.24174
ENSG00000004487,KDM1A,11,-1.8258,29,-0.4515,17,-1.2428,25,-0.7712,44,0.31034,50,0.36664,92,1.36834
ENSG00000169641,LUZP1,13,-1.4519,2,-4.0825,51,0.65315,33,-0.0620,28,-0.4679,50,0.60999,92,1.63771
ENSG00000125944,HNRNPR,125,-0.6889,161,-0.2974,73,-1.4965,72,-1.5948,121,-1.0895,50,-2.0395,1261,3.55548
ENSG00000117318,ID3,145,2.24383,28,-0.5165,86,1.28174,34,-0.2075,6,-3.3222,50,0.39228,92,1.39650
ENSG00000142676,RPL11,1330,1.68759,820,0.84903,429,-0.1843,588,0.34109,397,-0.4864,50,-3.3592,92,-2.4817
ENSG00000011007,ELOA,23,-0.2165,14,-0.9123,9,-1.5761,17,-0.7363,20,-0.6375,50,1.02611,92,2.11150
ENSG00000057757,PITHD1,93,-1.4271,172,-0.5083,268,0.17500,174,-0.5308,348,1.25029,50,-2.3356,92,-1.4480
ENSG00000011009,LYPLA2,7,-2.6073,14,-1.5656,64,0.73750,23,-0.8661,41,0.08423,50,0.34486,92,1.34446
ENSG00000117308,GALE,0,-5.2109,6,-1.7385,15,-0.5622,9,-1.3452,16,-0.6712,50,1.37925,92,2.53128
ENSG00000117305,HMGCL,30,0.06876,33,0.24175,7,-2.0988,18,-0.7256,20,-0.8088,50,0.91346,92,1.98132
ENSG00000179163,FUCA1,16,-0.9599,15,-1.0286,12,-1.3052,12,-1.4548,30,0.01633,50,0.81179,92,1.86512
ENSG00000189266,PNRC2,78,0.51792,82,0.61258,70,0.36583,43,-0.4274,45,-0.5520,50,-0.1654,92,0.79359
ENSG00000188529,SRSF10,38,-0.5165,64,0.28830,15,-1.8817,48,-0.1987,57,0.16574,50,-0.1019,92,0.86131
ENSG00000001460,STPG1,5,-1.9566,11,-1.0043,17,-0.3351,7,-1.6587,14,-0.9202,50,1.40585,92,2.56375
ENSG00000001461,NIPAL3,124,-0.1333,267,1.10691,116,-0.2302,69,-1.0805,70,-1.4375,595,2.62011,92,-0.5867
ENSG00000117602,RCAN3,4,-2.7614,19,-0.7528,56,0.93040,8,-2.1303,28,-0.2672,50,0.75289,92,1.79831
ENSG00000133226,SRRM1,65,0.29050,64,0.25767,45,-0.2951,45,-0.3044,49,-0.2244,50,-0.1153,92,0.84701
ENSG00000169504,CLIC4,244,0.97518,328,1.48328,87,-0.6527,64,-1.1714,26,-3.0664,694,2.99594,92,-0.5715
ENSG00000117614,SYF2,75,0.36729,43,-0.5079,35,-0.7940,51,-0.2455,63,0.14031,50,-0.2669,92,0.68575
ENSG00000117616,RSRP1,60,0.13002,111,1.12803,34,-0.7523,35,-0.7262,50,-0.2553,50,-0.1429,92,0.81754
ENSG00000183726,TMEM50A,78,0.07527,180,1.44026,35,-1.1300,67,-0.1896,67,-0.2762,50,-0.6102,92,0.32401
ENSG00000204178,MACO1,28,-0.2926,24,-0.4772,16,-1.0948,19,-0.8854,31,-0.1930,50,0.63735,92,1.66831
ENSG00000157978,LDLRAP1,65,1.18430,156,2.85855,16,-1.0079,8,-2.0083,2,-4.5244,50,0.73995,92,1.78369
ENSG00000117643,MAN1C1,53,0.98345,13,-1.1539,29,0.01834,16,-0.9056,17,-1.1766,50,0.90457,92,1.97111
ENSG00000162430,SELENON,77,0.89642,34,-0.3749,58,0.43347,29,-0.6599,33,-0.6552,50,0.21120,92,1.19864
ENSG00000117640,MTFR1L,31,-1.1605,54,-0.3240,71,0.09916,61,-0.1454,74,0.30388,50,-0.4314,92,0.51188
ENSG00000182749,PAQR7,3,-2.5745,10,-1.1070,14,-0.6172,13,-0.7546,14,-1.0166,50,1.37677,92,2.52827
ENSG00000117632,STMN1,872,-0.0870,1907,1.18198,1292,0.53545,619,-0.6593,1090,0.48461,50,-4.2970,92,-3.4241
ENSG00000175087,PDIK1L,8,-1.4104,15,-0.3898,0,-6.2297,10,-1.0736,12,-1.0788,50,1.50563,92,2.68672
ENSG00000142684,ZNF593,20,-1.2576,29,-0.7146,79,0.84453,21,-1.2591,49,0.12400,50,0.11796,92,1.09761
ENSG00000142669,SH3BGRL3,218,-0.2368,221,-0.2188,518,1.15442,179,-0.5840,233,-0.2294,504,1.10808,92,-1.5391
ENSG00000158062,UBXN11,5,-2.2897,3,-3.0265,12,-1.1180,8,-1.8159,24,-0.0558,50,1.12754,92,2.23014
ENSG00000117682,DHDDS,9,-1.7270,17,-0.8553,53,0.87235,13,-1.3578,25,-0.4812,50,0.77418,92,1.82242
ENSG00000198830,HMGN2,252,0.73586,321,1.13966,58,-1.5290,133,-0.2984,171,0.20594,50,-1.7350,92,-0.8371
ENSG00000117676,RPS6KA1,16,-0.4544,35,0.71070,4,-2.2733,6,-2.0492,13,-1.1835,50,1.33119,92,2.47297
ENSG00000117713,ARID1A,56,-0.0905,48,-0.3127,66,0.16767,42,-0.5783,63,0.14586,50,-0.2611,92,0.69184
ENSG00000060642,PIGV,17,-0.5537,18,-0.4420,14,-0.8255,7,-1.9263,18,-0.6888,50,1.18805,92,2.30161
ENSG00000204160,ZDHHC18,9,-1.9999,8,-2.1011,91,1.60373,20,-0.8893,26,-0.6553,50,0.59916,92,1.62560
ENSG00000142751,GPN2,11,-1.3946,20,-0.5445,14,-1.1203,20,-0.5864,25,-0.3680,50,0.86034,92,1.92046
ENSG00000090273,NUDC,88,-0.6753,133,-0.0370,102,-0.4454,130,-0.0775,174,0.74838,50,-1.5065,92,-0.6033
ENSG00000253368,TRNP1,0,-6.4166,6,-3.2432,83,0.66203,48,-0.2215,63,0.44360,50,-0.1242,92,0.83755
ENSG00000090020,SLC9A1,1,-4.4336,9,-1.6261,29,0.10641,18,-0.6319,22,-0.4877,50,0.99836,92,2.07928
ENSG00000142784,WDTC1,31,-0.4920,42,-0.0168,27,-0.6753,32,-0.4398,40,-0.1104,50,0.26796,92,1.26041
ENSG00000186501,TMEM222,51,-0.5821,78,0.05733,98,0.42242,66,-0.2228,79,0.14466,50,-0.6159,92,0.31810
ENSG00000158195,WASF2,114,0.32327,101,0.11897,3,-5.0449,32,-1.6915,23,-2.7374,702,4.03279,92,-0.0206
ENSG00000126705,AHDC1,20,-0.9040,11,-1.7309,12,-1.5684,30,-0.2817,37,0.06124,50,0.52965,92,1.54823
ENSG00000126709,IFI6,109,-1.0835,52,-2.1653,1148,2.98406,150,-0.6427,189,-0.4060,50,-2.2249,92,-1.3357
ENSG00000009780,FAM76A,21,-0.2445,21,-0.2176,0,-6.5086,13,-0.9965,18,-0.7513,50,1.16821,92,2.27811
ENSG00000117758,STX12,91,-0.1937,114,0.16624,60,-0.8296,112,0.15176,118,0.38046,50,-1.0906,92,-0.1754
ENSG00000117751,PPP1R8,45,0.11427,63,0.64740,35,-0.2994,24,-0.9235,36,-0.4099,50,0.27509,92,1.26819
ENSG00000117748,RPA2,42,-0.5215,43,-0.4838,21,-1.5667,37,-0.7410,74,0.67405,50,-0.2433,92,0.71080
ENSG00000126698,DNAJC8,107,-0.0233,122,0.18509,91,-0.2644,103,-0.0934,124,0.37347,50,-1.1677,92,-0.2550
ENSG00000130770,ATP5IF1,120,-1.9662,201,-1.2022,397,-0.1740,340,-0.4419,705,1.67618,50,-3.2357,92,-2.3574
ENSG00000204138,PHACTR4,21,-0.0839,26,0.23265,15,-0.5841,11,-1.0980,11,-1.5385,50,1.29345,92,2.42746
ENSG00000242125,SNHG3,9,-1.3868,14,-0.6279,14,-0.6264,10,-1.2470,14,-0.9567,50,1.32978,92,2.47126
ENSG00000180098,TRNAU1AP,22,-0.3539,31,0.18258,9,-1.6420,10,-1.5583,23,-0.4964,50,0.94390,92,2.01633
ENSG00000197989,SNHG12,6,-2.0527,10,-1.2383,30,0.37507,16,-0.6097,15,-1.0741,50,1.19603,92,2.31108
ENSG00000120656,TAF12,14,-0.9536,25,-0.1315,28,0.04887,18,-0.6508,18,-0.9376,50,0.96719,92,2.04321
