NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ECM1	1	ECM1	
BSPRY	1	BSPRY	
LY6E-DT	1	LY6E-DT	
LANCL3	1	LANCL3	
CXCR4	1	CXCR4	
BACH2	1	BACH2	
GPR85	1	GPR85	
DHRS2	1	DHRS2	
NBPF20	1	NBPF20	
PAX8-AS1	1	PAX8-AS1	
PTAFR	1	PTAFR	
C12orf60	1	C12orf60	
PDGFRL	1	PDGFRL	
TMEM273	1	TMEM273	
ANKRD55	1	ANKRD55	
GPR12	1	GPR12	
KIF27	1	KIF27	
CTSZ	1	CTSZ	
HAUS5	1	HAUS5	
ZFPM2	1	ZFPM2	
RALGAPA2	1	RALGAPA2	
MYADML2	1	MYADML2	
MYOM2	1	MYOM2	
LINC02389	1	LINC02389	
NXNL2	1	NXNL2	
TRIB3	1	TRIB3	
SOX21	1	SOX21	
TMEM45B	1	TMEM45B	
TMEM74B	1	TMEM74B	
ARHGAP45	1	ARHGAP45	
PRKCB	1	PRKCB	
RASL11A	1	RASL11A	
POGLUT1	1	POGLUT1	
GAN	1	GAN	
ZBTB11-AS1	1	ZBTB11-AS1	
MT-CYB	1	MT-CYB	
RASAL1	1	RASAL1	
FADS6	1	FADS6	
SERPINH1	1	SERPINH1	
CKS2	1	CKS2	
DNAJC27	1	DNAJC27	
MT-CO3	1	MT-CO3	
CEP126	1	CEP126	
CD6	1	CD6	
PGM5	1	PGM5	
ISL1	1	ISL1	
ATP2A1-AS1	1	ATP2A1-AS1	
CD86	1	CD86	
CASC15	1	CASC15	
PAXIP1	1	PAXIP1	
PPIC	1	PPIC	
FOSB	1	FOSB	
ZNF385D	1	ZNF385D	
MFSD4B	1	MFSD4B	
MYH15	1	MYH15	
MT-CO1	1	MT-CO1	
GGACT	1	GGACT	
RBFOX1	1	RBFOX1	
KBTBD8	1	KBTBD8	
SDK1	1	SDK1	
UFSP1	1	UFSP1	
ST8SIA4	1	ST8SIA4	
BAG2	1	BAG2	
GPER1	1	GPER1	
ZBTB7B	1	ZBTB7B	
SPTY2D1	1	SPTY2D1	
HTR2C	1	HTR2C	
STX17-DT	1	STX17-AS1	
ATP6AP1L	1	ATP6AP1L	
LINC02246	1	LINC02246	
DUSP10	1	DUSP10	
USH1C	1	USH1C	
DLEU1	1	DLEU1	
FTCDNL1	1	FTCDNL1	
PEX6	1	PEX6	
CAMK2A	1	CAMK2A	
LRRC27	1	LRRC27	
WDR97	1	WDR97	
CDON	1	CDON	
HLA-DQA1	1	HLA-DQA1	
CCDC188	1	CCDC188	
TMEM143	1	TMEM143	
LAYN	1	LAYN	
MT-CO2	1	MT-CO2	
SLITRK4	1	SLITRK4	
EMCN	1	EMCN	
ACP5	1	ACP5	
GPR63	1	GPR63	
UACA	1	UACA	
SOS1-IT1	1	SOS1-IT1	
ARID3A	1	ARID3A	
MAP3K8	1	MAP3K8	
SOX11	1	SOX11	
ZNF701	1	ZNF701	
ABCA9	1	ABCA9	
SAMD12	1	SAMD12	
MYCT1	1	MYCT1	
LINC02298	1	LINC02298	
TDRD5	1	TDRD5	
RTCA-AS1	1	RTCA-AS1	
GRHL1	1	GRHL1	
FANCC	1	FANCC	
ABCG2	1	ABCG2	
ESRRG	1	ESRRG	
PTGIS	1	PTGIS	
PDGFB	1	PDGFB	
GPR61	1	GPR61	
COX4I2	1	COX4I2	
NGEF	1	NGEF	
ARX	1	ARX	
FSTL4	1	FSTL4	
ZNF749	1	ZNF749	
PTPN1	1	PTPN1	
ZNF404	1	ZNF404	
ZCCHC7	1	ZCCHC7	
DGKI	1	DGKI	
IL34	1	IL34	
SSC4D	1	SSC4D	
KCNS2	1	KCNS2	
TMEM191B	1	TMEM191B	
TMEM45A	1	TMEM45A	
MT-ND5	1	MT-ND5	
TNXB	1	TNXB	
MXD1	1	MXD1	
ZNF45	1	ZNF45	
TOX	1	TOX	
NPIPA5	1	NPIPA5	
NRARP	1	NRARP	
LDLRAP1	1	LDLRAP1	
C11orf97	1	C11orf97	
SEMA3E	1	SEMA3E	
SFRP1	1	SFRP1	
HYAL3	1	HYAL3	
LETM2	1	LETM2	
POT1-AS1	1	POT1-AS1	
TENT5A	1	TENT5A	
KIT	1	KIT	
TREM2	1	TREM2	
ZSWIM4	1	ZSWIM4	
ZNF662	1	ZNF662	
ADGRL4	1	ADGRL4	
P2RX7	1	P2RX7	
DLX6	1	DLX6	
ADD3-AS1	1	ADD3-AS1	
NMNAT1	1	NMNAT1	
ZNF385B	1	ZNF385B	
DNAH14	1	DNAH14	
ALG11	1	ALG11	
GTF2H2C	1	GTF2H2C	
CEP83-DT	1	CEP83-DT	
TTN	1	TTN	
TM4SF18	1	TM4SF18	
MT-ND4L	1	MT-ND4L	
CEP19	1	CEP19	
AP1S2	1	AP1S2	
PDSS1	1	PDSS1	
STC1	1	STC1	
CDCA5	1	CDCA5	
TBX3	1	TBX3	
ATG16L2	1	ATG16L2	
TRIM16L	1	TRIM16L	
AMER1	1	AMER1	
ZFP14	1	ZFP14	
MEDAG	1	MEDAG	
LINC01089	1	LINC01089	
MT-ND4	1	MT-ND4	
ZNF829	1	ZNF829	
SGO2	1	SGO2	
SGPP2	1	SGPP2	
TRAF2	1	TRAF2	
ENTPD5	1	ENTPD5	
ELFN2	1	ELFN2	
MESP2	1	MESP2	
ABL2	1	ABL2	
ELAVL2	1	ELAVL2	
ARID3B	1	ARID3B	
CDK12	1	CDK12	
SLC20A1	1	SLC20A1	
BCAM	1	BCAM	
TRIP11	1	TRIP11	
DIPK1A	1	DIPK1A	
KY	1	KY	
ENC1	1	ENC1	
RASL10B	1	RASL10B	
MT-ND1	1	MT-ND1	
SLC7A7	1	SLC7A7	
LYL1	1	LYL1	
C17orf67	1	C17orf67	
AURKC	1	AURKC	
H4C8	1	HIST1H4H	
ZNF816	1	ZNF816	
HAR1A	1	HAR1A	
GPR35	1	GPR35	
RSRP1	1	RSRP1	
LMO1	1	LMO1	
CCNJL	1	CCNJL	
MAEL	1	MAEL	
PBX2	1	PBX2	
TSPAN12	1	TSPAN12	
ZFP69	1	ZFP69	
APPAT	1	AC092683.1	
L3HYPDH	1	L3HYPDH	
HTR5A	1	HTR5A	
NPFFR1	1	NPFFR1	
CA4	1	CA4	
ARRDC2	1	ARRDC2	
DCUN1D3	1	DCUN1D3	
IL6R	1	IL6R	
COL26A1	1	COL26A1	
PLCG2	1	PLCG2	
MAP3K1	1	MAP3K1	
SYTL5	1	SYTL5	
MDGA2	1	MDGA2	
CCDC9B	1	CCDC9B	
DENND4C	1	DENND4C	
SYNGAP1	1	SYNGAP1	
LIPH	1	LIPH	
TIGD2	1	TIGD2	
PAQR7	1	PAQR7	
C18orf54	1	C18orf54	
CEP135	1	CEP135	
TRPC5	1	TRPC5	
GPR22	1	GPR22	
ATF5	1	ATF5	
NFATC1	1	NFATC1	
CACNA1D	1	CACNA1D	
DUSP18	1	DUSP18	
LRRTM2	1	LRRTM2	
CIART	1	CIART	
KIAA1958	1	KIAA1958	
TSHZ2	1	TSHZ2	
JDP2	1	JDP2	
SAMD15	1	SAMD15	
RCSD1	1	RCSD1	
ARRDC4	1	ARRDC4	
ADCY8	1	ADCY8	
ZNF41	1	ZNF41	
TTF2	1	TTF2	
TC2N	1	TC2N	
LRP8	1	LRP8	
PRRG4	1	PRRG4	
SV2B	1	SV2B	
FAM83G	1	FAM83G	
DLG4	1	DLG4	
LINC01616	1	LINC01616	
ZNF726	1	ZNF726	
RERGL	1	RERGL	
SFMBT1	1	SFMBT1	
MEIS3	1	MEIS3	
SMTN	1	SMTN	
ROBO2	1	ROBO2	
CCM2L	1	CCM2L	
CCDC184	1	CCDC184	
ZBTB1	1	ZBTB1	
AP4E1	1	AP4E1	
ZNF805	1	ZNF805	
NUCB2	1	NUCB2	
SEMA3C	1	SEMA3C	
NAGPA	1	NAGPA	
LINC02018	1	LINC02018	
ZNF155	1	ZNF155	
HIF3A	1	HIF3A	
B4GALT1	1	B4GALT1	
IGFL4	1	IGFL4	
MRGPRF	1	MRGPRF	
GNL3L	1	GNL3L	
LRRTM4	1	LRRTM4	
GRIN2B	1	GRIN2B	
RPRD2	1	RPRD2	
IVNS1ABP	1	IVNS1ABP	
RIPOR3	1	RIPOR3	
KIAA1549	1	KIAA1549	
PDE1A	1	PDE1A	
IRX2	1	IRX2	
LMLN	1	LMLN	
TRAF1	1	TRAF1	
FDXACB1	1	FDXACB1	
UTP15	1	UTP15	
SNRNP48	1	SNRNP48	
MALINC1	1	MALINC1	
APOOL	1	APOOL	
CD83	1	CD83	
RND1	1	RND1	
PRLR	1	PRLR	
SPINT1	1	SPINT1	
JRKL	1	JRKL	
SLC29A3	1	SLC29A3	
NXT2	1	NXT2	
CCDC102B	1	CCDC102B	
GANC	1	GANC	
TNFRSF1B	1	TNFRSF1B	
CDK11A	1	CDK11A	
FGL2	1	FGL2	
ANKRD37	1	ANKRD37	
PLPP6	1	PLPP6	
ZNF793	1	ZNF793	
PAQR9	1	PAQR9	
CLEC14A	1	CLEC14A	
SEMA5A	1	SEMA5A	
ONECUT2	1	ONECUT2	
MKS1	1	MKS1	
MT-ND3	1	MT-ND3	
RGS22	1	RGS22	
GPAM	1	GPAM	
LONRF1	1	LONRF1	
RAD54B	1	RAD54B	
NME6	1	NME6	
SPATA7	1	SPATA7	
RIOX1	1	RIOX1	
RAD52	1	RAD52	
DYNLT5	1	TCTEX1D1	
ARHGAP10	1	ARHGAP10	
CYP2S1	1	CYP2S1	
TRMT9B	1	TRMT9B	
TRIM52-AS1	1	TRIM52-AS1	
KCNK2	1	KCNK2	
ZC3H10	1	ZC3H10	
ANKEF1	1	ANKEF1	
P4HA2	1	P4HA2	
FOXN3-AS1	1	FOXN3-AS1	
USP3-AS1	1	USP3-AS1	
ZNF697	1	ZNF697	
MGARP	1	MGARP	
NPY1R	1	NPY1R	
CCDC68	1	CCDC68	
CRB1	1	CRB1	
PLCL2	1	PLCL2	
FAM13A	1	FAM13A	
USP36	1	USP36	
SLC66A1	1	SLC66A1	
SLC9A2	1	SLC9A2	
PDE4D	1	PDE4D	
PERP	1	PERP	
ZNF460-AS1	1	ZNF460-AS1	
NOTCH3	1	NOTCH3	
RASGRP1	1	RASGRP1	
MYBPC1	1	MYBPC1	
TAOK2	1	TAOK2	
TOX2	1	TOX2	
ABCA8	1	ABCA8	
ST8SIA5	1	ST8SIA5	
KNTC1	1	KNTC1	
ZSCAN16	1	ZSCAN16	
ANKRD34A	1	ANKRD34A	
SLC12A8	1	SLC12A8	
SIDT2	1	SIDT2	
TRPV2	1	TRPV2	
MAPK11	1	MAPK11	
FOXP1	1	FOXP1	
CDH12	1	CDH12	
ID2	1	ID2	
SLC26A2	1	SLC26A2	
COBLL1	1	COBLL1	
OMG	1	OMG	
STXBP5-AS1	1	STXBP5-AS1	
SYT5	1	SYT5	
HES1	1	HES1	
ZNF517	1	ZNF517	
ANGEL1	1	ANGEL1	
PTGES	1	PTGES	
LINC01572	1	LINC01572	
SLC8A2	1	SLC8A2	
BCL11B	1	BCL11B	
DHRS11	1	DHRS11	
RAB3D	1	RAB3D	
IER5L	1	IER5L	
BHLHE22	1	BHLHE22	
FGD3	1	FGD3	
CDKAL1	1	CDKAL1	
ZNF577	1	ZNF577	
POU3F3	1	POU3F3	
CPEB1	1	CPEB1	
GTPBP3	1	GTPBP3	
CPB2-AS1	1	CPB2-AS1	
SNX21	1	SNX21	
PAFAH2	1	PAFAH2	
NEDD4	1	NEDD4	
UTP20	1	UTP20	
TBC1D8B	1	TBC1D8B	
OVGP1	1	OVGP1	
ZFP30	1	ZFP30	
UNC13A	1	UNC13A	
FAM227A	1	FAM227A	
PLCXD2	1	PLCXD2	
MIMT1	1	MIMT1	
DACH1	1	DACH1	
CNOT6	1	CNOT6	
RASGEF1B	1	RASGEF1B	
RRP8	1	RRP8	
VSTM2B	1	VSTM2B	
PAXBP1-AS1	1	PAXBP1-AS1	
UBOX5	1	UBOX5	
IKBIP	1	IKBIP	
ITFG2	1	ITFG2	
GON4L	1	GON4L	
RASSF8	1	RASSF8	
RWDD2B	1	RWDD2B	
AHI1	1	AHI1	
PRSS56	1	PRSS56	
DRAM1	1	DRAM1	
MAP3K11	1	MAP3K11	
KCTD4	1	KCTD4	
CNPY4	1	CNPY4	
GABRD	1	GABRD	
KIF2A	1	KIF2A	
CHAMP1	1	CHAMP1	
DENND2D	1	DENND2D	
SEMA3F	1	SEMA3F	
CLHC1	1	CLHC1	
TANGO2	1	TANGO2	
ZNF285	1	ZNF285	
IPO11	1	IPO11	
NPAT	1	NPAT	
SLC4A11	1	SLC4A11	
SHPRH	1	SHPRH	
CD37	1	CD37	
ARSF	1	ARSF	
CLK1	1	CLK1	
CARD6	1	CARD6	
PIGM	1	PIGM	
NNAT	1	NNAT	
LINC01409	1	LINC01409	
TOB1	1	TOB1	
C2	1	C2	
SEPSECS-AS1	1	SEPSECS-AS1	
ICAM3	1	ICAM3	
CKMT1B	1	CKMT1B	
VAC14	1	VAC14	
TMEM161B	1	TMEM161B	
AP1S1	1	AP1S1	
ZNF667	1	ZNF667	
AREL1	1	AREL1	
CELF3	1	CELF3	
ATP11C	1	ATP11C	
PTGFR	1	PTGFR	
CMKLR1	1	CMKLR1	
TARBP2	1	TARBP2	
PGAM2	1	PGAM2	
KLF8	1	KLF8	
GAD1	1	GAD1	
TUBGCP5	1	TUBGCP5	
BAALC-AS2	1	BAALC-AS2	
MT-ND2	1	MT-ND2	
ENTPD1	1	ENTPD1	
RARA-AS1	1	RARA-AS1	
ENTPD7	1	ENTPD7	
NFXL1	1	NFXL1	
SLC16A7	1	SLC16A7	
TMEM204	1	TMEM204	
KCNH6	1	KCNH6	
OLFML2A	1	OLFML2A	
TOMM40L	1	TOMM40L	
GREM2	1	GREM2	
WIPF3	1	WIPF3	
KIAA1671	1	KIAA1671	
MAD2L1	1	MAD2L1	
ARSL	1	ARSE	
HEMK1	1	HEMK1	
MALAT1	1	MALAT1	
TMEM187	1	TMEM187	
TMEM192	1	TMEM192	
GLI4	1	GLI4	
AGPAT2	1	AGPAT2	
PRDM10	1	PRDM10	
MARCHF11	1	MARCH11	
ZNF18	1	ZNF18	
ZNF200	1	ZNF200	
CRACD	1	KIAA1211	
MOB1B	1	MOB1B	
PIEZO1	1	PIEZO1	
KCNQ1OT1	1	KCNQ1OT1	
CGNL1	1	CGNL1	
FBXO16	1	FBXO16	
C10orf88	1	C10orf88	
KIF16B	1	KIF16B	
ERLIN1	1	ERLIN1	
KANSL1	1	KANSL1	
SPICE1	1	SPICE1	
ZBED8	1	ZBED8	
NCKAP1L	1	NCKAP1L	
ALG12	1	ALG12	
LARGE1	1	LARGE1	
DCC	1	DCC	
MT-ATP6	1	MT-ATP6	
GRAMD1B	1	GRAMD1B	
LINC02610	1	LINC02610	
CSMD1	1	CSMD1	
TTLL12	1	TTLL12	
LRRC8B	1	LRRC8B	
JARID2	1	JARID2	
RTN4RL1	1	RTN4RL1	
SERTAD1	1	SERTAD1	
ZBTB5	1	ZBTB5	
RASSF5	1	RASSF5	
B4GALT6	1	B4GALT6	
RBP4	1	RBP4	
PIGV	1	PIGV	
TENT4B	1	TENT4B	
SPRY3	1	SPRY3	
DDX20	1	DDX20	
DZANK1	1	DZANK1	
EPC2	1	EPC2	
LGR5	1	LGR5	
INSYN2B	1	INSYN2B	
ARMC9	1	ARMC9	
NAIP	1	NAIP	
INTS7	1	INTS7	
TAFAZZIN	1	TAZ	
SOX12	1	SOX12	
KCNN1	1	KCNN1	
DIAPH3	1	DIAPH3	
ALS2CL	1	ALS2CL	
MTUS2	1	MTUS2	
AGA	1	AGA	
CCND1	1	CCND1	
CCDC88B	1	CCDC88B	
GDAP2	1	GDAP2	
SLC35F1	1	SLC35F1	
THNSL2	1	THNSL2	
UBXN8	1	UBXN8	
RNF168	1	RNF168	
PTPRC	1	PTPRC	
MRE11	1	MRE11	
LGALS3	1	LGALS3	
ATG101	1	ATG101	
CCDC152	1	CCDC152	
AGBL4	1	AGBL4	
TSEN54	1	TSEN54	
FANCM	1	FANCM	
MIER3	1	MIER3	
EVA1B	1	EVA1B	
BCL10	1	BCL10	
RBM33	1	RBM33	
GABRA4	1	GABRA4	
GKAP1	1	GKAP1	
MEMO1	1	MEMO1	
ACLY	1	ACLY	
USP25	1	USP25	
AKAP5	1	AKAP5	
STXBP6	1	STXBP6	
TRIM68	1	TRIM68	
TRMT2B	1	TRMT2B	
CCDC9	1	CCDC9	
GDA	1	GDA	
BCDIN3D	1	BCDIN3D	
FOXF2	1	FOXF2	
NKIRAS2	1	NKIRAS2	
TBC1D32	1	TBC1D32	
SLC38A5	1	SLC38A5	
PPP2R3B	1	PPP2R3B	
CGN	1	CGN	
ENTPD4	1	ENTPD4	
SNHG18	1	SNHG18	
OBSCN-AS1	1	OBSCN-AS1	
NGB	1	NGB	
NOP9	1	NOP9	
SCLT1	1	SCLT1	
DENND3	1	DENND3	
NOMO1	1	NOMO1	
NSMCE3	1	NSMCE3	
ZFC3H1	1	ZFC3H1	
ELP4	1	ELP4	
PABPC5	1	PABPC5	
RASSF7	1	RASSF7	
OPRK1	1	OPRK1	
ZSWIM6	1	ZSWIM6	
GLYCTK	1	GLYCTK	
ABCD4	1	ABCD4	
PROB1	1	PROB1	
SERTM1	1	SERTM1	
ZNF57	1	ZNF57	
PKN2	1	PKN2	
CSMD3	1	CSMD3	
FGF10	1	FGF10	
GHR	1	GHR	
WWP1	1	WWP1	
GABRA3	1	GABRA3	
MMP16	1	MMP16	
CSRNP3	1	CSRNP3	
CCN3	1	CCN3	
ZBTB2	1	ZBTB2	
TACR3	1	TACR3	
CABYR	1	CABYR	
FOS	1	FOS	
PLIN5	1	PLIN5	
TMTC3	1	TMTC3	
CWC22	1	CWC22	
ZNF407	1	ZNF407	
CREB1	1	CREB1	
TLE2	1	TLE2	
IER2	1	IER2	
SLC14A1	1	SLC14A1	
MAGEE1	1	MAGEE1	
LINC00847	1	LINC00847	
NAA16	1	NAA16	
EGFL7	1	EGFL7	
SLC35F3	1	SLC35F3	
DSCAML1	1	DSCAML1	
ZGLP1	1	ZGLP1	
KCTD21-AS1	1	KCTD21-AS1	
ZNF121	1	ZNF121	
IL13RA2	1	IL13RA2	
TLNRD1	1	TLNRD1	
TSNAXIP1	1	TSNAXIP1	
KCNS3	1	KCNS3	
TUT7	1	TUT7	
CKMT1A	1	CKMT1A	
DNAAF11	1	LRRC6	
KNOP1	1	KNOP1	
GPR135	1	GPR135	
ATG2B	1	ATG2B	
VPS50	1	VPS50	
HSPB7	1	HSPB7	
MARK2	1	MARK2	
ELOVL4	1	ELOVL4	
SPEF1	1	SPEF1	
FBH1	1	FBH1	
KITLG	1	KITLG	
CENPL	1	CENPL	
MGME1	1	MGME1	
MTG1	1	MTG1	
XKR7	1	XKR7	
IQCN	1	IQCN	
BRI3BP	1	BRI3BP	
SARS2	1	SARS2	
MBTPS2	1	MBTPS2	
UBE2D3-AS1	1	UBE2D3-AS1	
SAPCD1-AS1	1	SAPCD1-AS1	
FOXC1	1	FOXC1	
RPUSD1	1	RPUSD1	
NUP58	1	NUP58	
RABEP2	1	RABEP2	
SCLY	1	SCLY	
FRMPD2	1	FRMPD2	
GABRB1	1	GABRB1	
SCN2A	1	SCN2A	
TBKBP1	1	TBKBP1	
CFAP54	1	CFAP54	
ADGRB3	1	ADGRB3	
CENPE	1	CENPE	
SLC16A14	1	SLC16A14	
DNAJC27-AS1	1	DNAJC27-AS1	
MIR1915HG	1	MIR1915HG	
EFHD2	1	EFHD2	
FAM76B	1	FAM76B	
ZNF775	1	ZNF775	
TMEM35A	1	TMEM35A	
ECT2	1	ECT2	
MOBP	1	MOBP	
TOGARAM2	1	TOGARAM2	
CDC14B	1	CDC14B	
CASKIN1	1	CASKIN1	
MIR137HG	1	MIR137HG	
HNRNPA1L2	1	HNRNPA1L2	
USP2	1	USP2	
HECW1	1	HECW1	
ARL15	1	ARL15	
H2AC6	1	HIST1H2AC	
C11orf80	1	C11orf80	
NHLH2	1	NHLH2	
PIERCE1	1	C9orf116	
B3GAT1	1	B3GAT1	
PGPEP1	1	PGPEP1	
SKP2	1	SKP2	
LIN52	1	LIN52	
ZFHX3	1	ZFHX3	
HMGN3-AS1	1	HMGN3-AS1	
SLC25A35	1	SLC25A35	
SPTSSB	1	SPTSSB	
ECE1	1	ECE1	
RERG	1	RERG	
RUNDC1	1	RUNDC1	
ATAD3A	1	ATAD3A	
AGTPBP1	1	AGTPBP1	
FARSB	1	FARSB	
FAM117B	1	FAM117B	
COL7A1	1	COL7A1	
ESYT3	1	ESYT3	
ATP2B1	1	ATP2B1	
KAT7	1	KAT7	
TTC39A	1	TTC39A	
SNX10	1	SNX10	
DLG3	1	DLG3	
NR3C2	1	NR3C2	
IL18	1	IL18	
SRGAP3	1	SRGAP3	
SEMA7A	1	SEMA7A	
MITF	1	MITF	
GBA1	1	GBA	
CEP112	1	CEP112	
ZNF343	1	ZNF343	
GTF2H2	1	GTF2H2	
NFATC3	1	NFATC3	
SLC36A1	1	SLC36A1	
ANKRD24	1	ANKRD24	
ADAMTS4	1	ADAMTS4	
BTBD8	1	BTBD8	
RTL9	1	RTL9	
ENOX2	1	ENOX2	
MYO1C	1	MYO1C	
IGFBPL1	1	IGFBPL1	
NUP155	1	NUP155	
STRN3	1	STRN3	
PAM	1	PAM	
PPID	1	PPID	
ADCY7	1	ADCY7	
PTGER3	1	PTGER3	
TAF4B	1	TAF4B	
CACNG2	1	CACNG2	
MATN3	1	MATN3	
LYRM7	1	LYRM7	
ADGRF5	1	ADGRF5	
ARHGEF25	1	ARHGEF25	
RAB43	1	RAB43	
AEN	1	AEN	
SORD	1	SORD	
HTR6	1	HTR6	
TRMT2A	1	TRMT2A	
SNX25	1	SNX25	
GAD2	1	GAD2	
SEMA3B-AS1	1	SEMA3B-AS1	
HEXIM2	1	HEXIM2	
ST6GALNAC1	1	ST6GALNAC1	
MYO5B	1	MYO5B	
MACROD2	1	MACROD2	
NEBL-AS1	1	NEBL-AS1	
FLCN	1	FLCN	
KCNMB2	1	KCNMB2	
LIN7A	1	LIN7A	
MARVELD2	1	MARVELD2	
TTC8	1	TTC8	
KISS1R	1	KISS1R	
TMCC2	1	TMCC2	
DRP2	1	DRP2	
MRM1	1	MRM1	
XYLT2	1	XYLT2	
ZFP82	1	ZFP82	
TNFSF10	1	TNFSF10	
ATPSCKMT	1	ATPSCKMT	
ATP1B1	1	ATP1B1	
FIGN	1	FIGN	
SOS1	1	SOS1	
CEP85	1	CEP85	
DUSP15	1	DUSP15	
ZNF3	1	ZNF3	
LINC00513	1	AC016831.7	
CRYZ	1	CRYZ	
TYSND1	1	TYSND1	
MTFR1	1	MTFR1	
LINC00685	1	LINC00685	
TMEM117	1	TMEM117	
ANKMY1	1	ANKMY1	
METTL8	1	METTL8	
ICE2	1	ICE2	
FCGR2B	1	FCGR2B	
LINC02175	1	LINC02175	
MICAL1	1	MICAL1	
C15orf39	1	C15orf39	
TNRC6B	1	TNRC6B	
HMGXB4	1	HMGXB4	
PAQR8	1	PAQR8	
CEP290	1	CEP290	
ZNG1C	1	CBWD3	
RBMS3	1	RBMS3	
TRIM39	1	TRIM39	
ZKSCAN2	1	ZKSCAN2	
RHOBTB1	1	RHOBTB1	
SPAG4	1	SPAG4	
ARC	1	ARC	
SUMF1	1	SUMF1	
AMMECR1	1	AMMECR1	
PCDHB3	1	PCDHB3	
KATNAL2	1	KATNAL2	
FBXW7	1	FBXW7	
ST20-AS1	1	ST20-AS1	
ERC2	1	ERC2	
FAM184B	1	FAM184B	
ATF6B	1	ATF6B	
JMY	1	JMY	
POLR1B	1	POLR1B	
PPP1R9A	1	PPP1R9A	
MPV17L	1	MPV17L	
CPPED1	1	CPPED1	
RAI2	1	RAI2	
PWWP2A	1	PWWP2A	
SLC36A4	1	SLC36A4	
DNASE1	1	DNASE1	
NDOR1	1	NDOR1	
ZNF329	1	ZNF329	
TUFT1	1	TUFT1	
CORT	1	CORT	
ZNF266	1	ZNF266	
NUP43	1	NUP43	
ZNF222	1	ZNF222	
MANEA	1	MANEA	
HULC	1	HULC	
CCL5	1	CCL5	
LSR	1	LSR	
DPF2	1	DPF2	
HERPUD2	1	HERPUD2	
SAMD10	1	SAMD10	
PHF6	1	PHF6	
ADCK2	1	ADCK2	
PAK6	1	PAK6	
N6AMT1	1	N6AMT1	
ZNF280C	1	ZNF280C	
KLHL18	1	KLHL18	
ZGPAT	1	ZGPAT	
RELL2	1	RELL2	
SLC30A4	1	SLC30A4	
CITED1	1	CITED1	
KRT18	1	KRT18	
LNCOC1	1	LNCOC1	
PCYT1B	1	PCYT1B	
ELMOD2	1	ELMOD2	
