assay	ID	bjm_annot	logFC_MvF_5typeARC	FDR_5typeARC	t_5typeARC	logFC_MvF_VMH	FDR_VMH	t_VMH
X1	ANKRD18A	Other_GABAergic_1	-0.155409839804981	0.999864318575328	-0.779660868641419	-0.00614495626333926	0.999777798951321	-0.059111407656556
X1	ANKRD34B	Other_GABAergic_1	0.194961520306171	0.999864318575328	0.587006793357271	0.220396038520598	0.999777798951321	0.681797892825627
X1	ANO3	Other_GABAergic_1	0.0410817497427942	0.999864318575328	0.154086803266543	-0.0806988964176257	0.999777798951321	-0.251176601544977
X1	ANXA1	Other_GABAergic_1	-0.797420789707446	0.999864318575328	-0.901417371698852			
X1	APOE	Other_GABAergic_1	-0.0816434476393453	0.999864318575328	-0.331241599520204	-0.155646309223826	0.999777798951321	-0.606697151063852
X1	APP	Other_GABAergic_1	0.15974851145107	0.999864318575328	0.40214676906645	0.0792948673185104	0.999777798951321	0.261896173561923
X1	AQP4	Other_GABAergic_1	-0.183381017866526	0.999864318575328	-1.28871696720065	-0.284973949632984	0.999777798951321	-1.66843769135817
X1	AR	Other_GABAergic_1	-0.0946395855928706	0.999864318575328	-0.378212997185688	-0.124457390269243	0.999777798951321	-0.539507919310071
X1	ARHGAP24	Other_GABAergic_1	0.0770642302145236	0.999864318575328	0.493297634484962	-0.255153794113255	0.999777798951321	-2.41140493563809
X1	ATP2C2	Other_GABAergic_1	0.154213906831	0.999864318575328	0.799659235641256	-0.118722372513911	0.999777798951321	-0.701672787614193
X1	B4GALNT1	Other_GABAergic_1	-0.0633707445332703	0.999864318575328	-0.354281722923969	-0.00785371255859913	0.999777798951321	-0.0384094592522924
X1	BCAN	Other_GABAergic_1	0.118504901930257	0.999864318575328	0.670888934854612	-0.0489686628663197	0.999777798951321	-0.177149842475368
X1	BDNF	Other_GABAergic_1	0.421422446628661	0.999864318575328	0.920539426664384	0.172579577679737	0.999777798951321	0.380819251658893
X1	BMP8B	Other_GABAergic_1	-0.305836269535845	0.999864318575328	-1.04109099932943	-0.383905126139967	0.999777798951321	-1.58053107662229
X1	BRINP3	Other_GABAergic_1	0.257896059189873	0.999864318575328	0.87064892255555	0.0029130682876066	0.999777798951321	0.0135350947379445
X1	BTBD11	Other_GABAergic_1	0.163790729086707	0.999864318575328	0.728452075643489	0.13216750836278	0.999777798951321	0.667160078869894
X1	C1QL3	Other_GABAergic_1	-0.229689303651643	0.999864318575328	-1.2514914657359	0.0834508434815758	0.999777798951321	0.485565288036705
X1	C1orf162	Other_GABAergic_1	-0.619650002649693	0.92136283333078	-1.72109374915036	-0.510504753506331	0.999777798951321	-2.10432033370066
X1	C2orf80	Other_GABAergic_1	0.239840439541334	0.999864318575328	0.894435713615602	0.00369726852005755	0.999777798951321	0.0074493155418848
X1	CALCRL	Other_GABAergic_1	-0.290209965663384	0.999864318575328	-0.486163794815132	-0.22401582068057	0.999777798951321	-0.652544605075275
X1	CAMK2A	Other_GABAergic_1	0.0920649509149498	0.999864318575328	0.359691897403532	0.0646537052762032	0.999777798951321	0.259361449601298
X1	CAPG	Other_GABAergic_1	0.0970374666263946	0.999864318575328	0.145308768691498	0.200675480190239	0.999777798951321	0.298203896044023
X1	CAPN3	Other_GABAergic_1	0.118823012227296	0.999864318575328	0.587765646889283			
X1	CAV1	Other_GABAergic_1	-1.03794222363714	0.695718235081646	-2.50631651703978			
X1	CCK	Other_GABAergic_1	-0.740685380259954	0.997835395462531	-1.40345513241714	-0.0719440499198666	0.999777798951321	-0.277953576043661
X1	CCNA1	Other_GABAergic_1	-0.0225516156114347	0.999864318575328	-0.0969996345981614	-0.100660612366894	0.999777798951321	-0.497273202420679
X1	CCNB2	Other_GABAergic_1	-0.481138434023734	0.961058316349678	-1.56636185887341			
X1	CD14	Other_GABAergic_1	-0.149664742983572	0.999864318575328	-0.310443635320173	-0.676432854469224	0.999777798951321	-2.12077060157899
X1	CD36	Other_GABAergic_1	-0.100415464697662	0.999864318575328	-0.291059913571122	0.149502585403879	0.999777798951321	0.511369580786235
X1	CD4	Other_GABAergic_1	0.186267002818577	0.999864318575328	0.453318712532215	0.0974937636963016	0.999777798951321	0.223903692599707
X1	CD48	Other_GABAergic_1	-0.0279419994022928	0.999864318575328	-0.0627578506558466	-0.36176133347821	0.999777798951321	-0.986430886149151
X1	CD68	Other_GABAergic_1	-0.0467308427468868	0.999864318575328	-0.185225591956768	-0.776440574915023	0.999777798951321	-3.17395381619181
X1	CD83	Other_GABAergic_1	0.071505664146105	0.999864318575328	0.225503596402365	0.0690931511829348	0.999777798951321	0.232310873338135
X1	CD86	Other_GABAergic_1	-0.0308606855138667	0.999864318575328	-0.0714601627921272			
X1	CDH1	Other_GABAergic_1	-0.515299850004523	0.999864318575328	-1.21248124620901			
X1	CDH12	Other_GABAergic_1	0.325318248260011	0.843326278088735	1.9946919552727	0.110487424533001	0.999777798951321	0.499354313841063
X1	CDH13	Other_GABAergic_1	-0.171313894483823	0.999864318575328	-0.474355374841595	0.0115451952690264	0.999777798951321	0.060933284892009
X1	CDH4	Other_GABAergic_1	0.249901593988976	0.999864318575328	0.888180107671118	0.0612958710214028	0.999777798951321	0.25467866491249
X1	CDH6	Other_GABAergic_1	-0.202861940355082	0.999864318575328	-0.849718019736799	-0.267213573646449	0.999777798951321	-0.869965667674819
X1	CELF2	Other_GABAergic_1	0.0038791394203367	0.999864318575328	0.0183346417114123	0.0307226919010724	0.999777798951321	0.101497978612803
X1	CEMIP	Other_GABAergic_1	0.122845157229279	0.999864318575328	0.531879137343644	-0.336434658566742	0.999777798951321	-1.04710602761059
X1	CEMIP2	Other_GABAergic_1	-0.186451054148071	0.999864318575328	-0.760552114651591	-0.267237316084272	0.999777798951321	-0.987860332199581
X1	CENPF	Other_GABAergic_1	-0.080674987167924	0.999864318575328	-0.450571790193836			
X1	CHGB	Other_GABAergic_1	0.0923131930336417	0.999864318575328	0.343126215733275	0.0977747185565504	0.999777798951321	0.340083794404671
X1	CHODL	Other_GABAergic_1	0.225557121593756	0.999864318575328	1.05583098050056	0.463475732057837	0.999777798951321	1.27662382436289
X1	CLDN11	Other_GABAergic_1	-0.150808849720604	0.999864318575328	-0.426482176955226	0.0517043796299807	0.999777798951321	0.192380362251065
X1	CNDP1	Other_GABAergic_1	0.154668980458251	0.999864318575328	0.502681577274731	0.161194793057074	0.999777798951321	0.40597808707307
X1	CNTN2	Other_GABAergic_1	0.293288822011172	0.92107953906452	1.7231716900621	0.211863628618189	0.999777798951321	0.634452020917662
X1	CNTNAP3B	Other_GABAergic_1	-0.121706130254711	0.999864318575328	-0.211062571712235	0.170149536820641	0.999777798951321	0.471017727199255
X1	COL12A1	Other_GABAergic_1	0.05231135796245	0.999864318575328	0.177385604288784	0.0447285950759068	0.999777798951321	0.146545789215786
X1	COL25A1	Other_GABAergic_1	0.0281155246693803	0.999864318575328	0.223506832337015	0.073355161691419	0.999777798951321	0.372579016013966
X1	CORO1A	Other_GABAergic_1	0.259678563957564	0.961058316349678	1.57444714331391	0.117382284527439	0.999777798951321	0.992884551271167
X1	CRH	Other_GABAergic_1	-0.361045703010068	0.924484246956815	-1.7182938171977			
X1	CRHBP	Other_GABAergic_1	0.220831023453792	0.999864318575328	0.501178811035683	1.33616415563091	0.999777798951321	1.96223101816799
X1	CRHR2	Other_GABAergic_1	0.357993672881567	0.999864318575328	0.762064299338485	-0.0038017059605805	0.999777798951321	-0.0239164978172121
X1	CRYM	Other_GABAergic_1	-0.497411591825643	0.999864318575328	-0.651431440742564	0.298569686690299	0.999777798951321	0.787692031533444
X1	CSPG4	Other_GABAergic_1	-0.109491447661553	0.999864318575328	-0.346859616445575	0.0523500542134936	0.999777798951321	0.162313910546525
X1	CTNNA3	Other_GABAergic_1	-0.0456759126658759	0.999864318575328	-0.145581225292337			
X1	CTSH	Other_GABAergic_1	-0.39064478216162	0.999864318575328	-1.26361579204089	-0.169562341451148	0.999777798951321	-0.648366008036847
X1	CTSS	Other_GABAergic_1	-0.216638519696015	0.999864318575328	-1.04047316219779	-0.191969006662312	0.999777798951321	-0.653333739346466
X1	CUX2	Other_GABAergic_1	-0.0555227390592531	0.999864318575328	-0.2100826473341	0.200341660594373	0.999777798951321	0.550072247434928
X1	CX3CR1	Other_GABAergic_1	-0.50480483030975	0.999864318575328	-0.583213374854357			
X1	CXCL14	Other_GABAergic_1	-0.487157894732437	0.999864318575328	-1.06778505558886	-0.618719927290162	0.999777798951321	-0.886459978877935
X1	CXCR4	Other_GABAergic_1	0.323746085967818	0.999864318575328	0.653101857533772			
X1	CYP19A1	Other_GABAergic_1	-0.856732305399726	0.999864318575328	-1.31049415706727			
X1	CYP26A1	Other_GABAergic_1	-0.969007050027686	0.695718235081646	-2.38259480586835			
X1	CYP26B1	Other_GABAergic_1	-0.38584775745267	0.911656677293624	-1.81682141916562	-0.321123180251989	0.999777798951321	-1.03457194906646
X1	CYTIP	Other_GABAergic_1	0.0670494473775564	0.999864318575328	0.267432802833419			
X1	DCC	Other_GABAergic_1	0.244717797630205	0.999864318575328	0.954720453281312	0.230708862980521	0.999777798951321	2.60331531775399
X1	DCN	Other_GABAergic_1	-0.544368452409001	0.999864318575328	-1.22547454117221	-0.124494509334467	0.999777798951321	-0.332912012152526
X1	DDN	Other_GABAergic_1	0.0284353781639049	0.999864318575328	0.0878454212983699	0.120636956533295	0.999777798951321	1.17540764527019
X1	DDR2	Other_GABAergic_1	-0.15725727787322	0.999864318575328	-0.478988890991241	0.104178378656148	0.999777798951321	0.486320302913601
X1	DLG4	Other_GABAergic_1	0.0248935636853631	0.999864318575328	0.121425355210597	0.0346023871711072	0.999777798951321	0.203294024970889
X1	DNER	Other_GABAergic_1	-0.00855239622250859	0.999864318575328	-0.0203936878689316	0.10546935972342	0.999777798951321	0.593725997638158
X1	DOC2A	Other_GABAergic_1	0.0886010366039049	0.999864318575328	0.403878171342527	0.147516402339694	0.999777798951321	1.43870374885435
X1	DYDC2	Other_GABAergic_1	-0.321281097580155	0.997835395462531	-1.39414326203356	0.0981398403337041	0.999777798951321	0.369624988230525
X1	ECEL1	Other_GABAergic_1	0.271843996738755	0.999864318575328	1.01946289938545	0.0194575511069976	0.999777798951321	0.0685400651648119
X1	EFHD1	Other_GABAergic_1	-0.000883700736568859	0.999864318575328	-0.00254711648632346	0.0296622681317747	0.999777798951321	0.143904860168225
X1	EGFR	Other_GABAergic_1	-0.0976311740318084	0.999864318575328	-1.08210425457121	-0.00462268979330153	0.999777798951321	-0.0203330951450191
X1	ELK1	Other_GABAergic_1	-0.0179091779347498	0.999864318575328	-0.0931880520587289	0.112292629504276	0.999777798951321	0.654432897194125
X1	ELOVL2	Other_GABAergic_1	-0.320873350565838	0.999864318575328	-0.865944414289647	0.0826733615354639	0.999777798951321	0.495562781113954
X1	ENOX2	Other_GABAergic_1	0.140952832288614	0.999864318575328	0.425250613784015	-0.0353005597393872	0.999777798951321	-0.131208333250506
X1	ERBB3	Other_GABAergic_1	0.0655542893172986	0.999864318575328	0.267147222376031	-0.426941415313439	0.999777798951321	-1.29526019282269
X1	ERMN	Other_GABAergic_1	0.253976268083009	0.999864318575328	0.57176919173068	0.35808174144114	0.999777798951321	0.726602209613309
X1	ESR1	Other_GABAergic_1	0.578614001256557	0.99799343211003	1.3893850288018	-0.124590923764391	0.999777798951321	-0.253655436592975
X1	EYA4	Other_GABAergic_1	-0.467523086045499	0.999864318575328	-0.497941998758687			
X1	FABP6	Other_GABAergic_1	0.357845250588531	0.540410752340711	3.22675675964836	-0.0504647524425757	0.999777798951321	-0.309089134333942
X1	FBLN1	Other_GABAergic_1	-0.324137442841163	0.999864318575328	-1.06622948834237	-0.461006014515223	0.999777798951321	-1.36687850624615
X1	FCER1G	Other_GABAergic_1	0.0212650160701858	0.999864318575328	0.0550812225891519			
X1	FCGR1A	Other_GABAergic_1	-0.692145314442272	0.99115612951778	-1.44276794318971			
X1	FCGR3A	Other_GABAergic_1	-0.248508684603409	0.999864318575328	-0.439457118878623			
X1	FEZF1	Other_GABAergic_1	-0.0893061398971494	0.999864318575328	-0.259212671774555	-0.158337666223317	0.999777798951321	-0.370900199562834
X1	FGFR2	Other_GABAergic_1	-0.167914247656897	0.999864318575328	-0.703348549946683	-0.265388270337433	0.999777798951321	-0.837802689764887
X1	FGFR3	Other_GABAergic_1	0.185812227437513	0.999864318575328	1.20225591134712	-0.0594064197894574	0.999777798951321	-0.411092774262506
X1	FILIP1	Other_GABAergic_1	-0.303369857452355	0.999864318575328	-0.750584595215131	-0.17851526629337	0.999777798951321	-0.457324620291834
X1	FLT1	Other_GABAergic_1	-0.322160498466654	0.999864318575328	-0.927664343310779	-0.824070176555052	0.999777798951321	-2.17462457409272
X1	FOS	Other_GABAergic_1	0.177392963843469	0.999864318575328	0.147017663643247	-0.502619286213946	0.999777798951321	-0.444061673588552
X1	FRMPD2	Other_GABAergic_1	-0.126272315140783	0.999864318575328	-0.72781816680962	0.233234026203634	0.999777798951321	0.95285365944571
X1	FSTL4	Other_GABAergic_1	-0.0803616597268176	0.999864318575328	-0.532634697701295	-0.217929868179541	0.999777798951321	-1.38910250207837
X1	GABRA5	Other_GABAergic_1	0.252653993107974	0.999864318575328	0.591610008345527	0.193060501493421	0.999777798951321	1.98754760048067
X1	GABRE	Other_GABAergic_1	0.00687001730179218	0.999864318575328	0.0229676422123844	0.138829830471935	0.999777798951321	0.55627943345839
X1	GABRQ	Other_GABAergic_1	0.362214336807108	0.999864318575328	1.18546473048142	0.488348919885803	0.999777798951321	1.69083664315509
X1	GAD1	Other_GABAergic_1	0.270933335597196	0.981000795890076	1.49096850981068	0.255525795492743	0.999777798951321	1.65257790417291
X1	GAD2	Other_GABAergic_1	0.158457467382297	0.999864318575328	0.427202432924259	0.223995799955451	0.999777798951321	0.495990047011524
X1	GAL	Other_GABAergic_1	0.511530448218467	0.999864318575328	1.07735759560103	0.308938961601023	0.999777798951321	0.473476297841673
X1	GDF10	Other_GABAergic_1	0.322581571258358	0.843326278088735	2.02396544835634	0.105875292286056	0.999777798951321	0.620686032166296
X1	GFOD1	Other_GABAergic_1	0.182696971756249	0.999864318575328	0.824914173873755	0.0755205539493945	0.999777798951321	0.40249371169944
X1	GHRH	Other_GABAergic_1	1.06842650813814	0.999864318575328	1.31668462794741			
X1	GJA1	Other_GABAergic_1	-0.0377313645879918	0.999864318575328	-0.18014540963435	-0.207140091397475	0.999777798951321	-0.81355572104224
X1	GLRA2	Other_GABAergic_1	0.456715535587874	0.843326278088735	1.99197749480904	-0.0263023411899847	0.999777798951321	-0.161794946559929
X1	GLRA3	Other_GABAergic_1	0.206662922241217	0.999864318575328	0.629044767827422	0.109147125034113	0.999777798951321	0.747003740888513
X1	GNLY	Other_GABAergic_1	-0.646038000531064	0.999864318575328	-0.738246861152905			
X1	GPER1	Other_GABAergic_1	-0.425994769205666	0.999864318575328	-1.19630370648931			
X1	GPNMB	Other_GABAergic_1	0.21573427870974	0.999864318575328	0.626347354911809	0.114023345263934	0.999777798951321	0.561271021494875
X1	GPR183	Other_GABAergic_1	0.782937688482129	0.937359383073772	1.67529832756408			
X1	GPR34	Other_GABAergic_1	-0.350111145537367	0.999864318575328	-0.550725911244549			
X1	GSX1	Other_GABAergic_1	0.206940831127308	0.999864318575328	0.547303264340715			
X1	HCRT	Other_GABAergic_1	0.243430876860102	0.999864318575328	0.579900845610647	0.927907953353338	0.999777798951321	2.03919198469009
X1	HES1	Other_GABAergic_1	-0.325999554717762	0.999864318575328	-0.587270193060852	0.0051321040016449	0.999777798951321	0.0116992942765397
X1	HHATL	Other_GABAergic_1	-0.00419335472174491	0.999864318575328	-0.00936897794244311	-0.279079954255888	0.999777798951321	-0.92203743127565
X1	HILPDA	Other_GABAergic_1	0.206398409928872	0.999864318575328	0.888147954556106	0.393081460677493	0.999777798951321	1.49406661447953
X1	HLA-DMB	Other_GABAergic_1	-0.0446933288661222	0.999864318575328	-0.105021371474776	-0.477416469783708	0.999777798951321	-1.27968013367167
X1	HLA-DQA1	Other_GABAergic_1	0.628490132501202	0.983433837267794	1.47228611173006			
X1	HRH1	Other_GABAergic_1	-0.250424460902939	0.999864318575328	-0.689737356631004	0.421045591866929	0.999777798951321	1.89907300461046
X1	HRH3	Other_GABAergic_1	0.19072454804169	0.999864318575328	0.946679765100765	0.0907070148947721	0.999777798951321	0.598888530798097
X1	HS3ST2	Other_GABAergic_1	-0.190908151916032	0.999864318575328	-0.329828550783176	0.168851487819954	0.999777798951321	0.369791427261145
X1	HS3ST4	Other_GABAergic_1	0.119921430355065	0.999864318575328	0.26618584317784	-0.0691055902472905	0.999777798951321	-0.175972932866498
X1	HS6ST2	Other_GABAergic_1	0.152079001681245	0.999864318575328	0.594987425315082	-0.0397748733816529	0.999777798951321	-0.0699753249670038
X1	HTR2A	Other_GABAergic_1	0.371598497652295	0.981000795890076	1.50663678569042	-0.0499608416502995	0.999777798951321	-0.145404714110789
X1	HTR2C	Other_GABAergic_1	0.317944018671676	0.999864318575328	1.06579194826023	0.40090830205687	0.999777798951321	1.44043755882787
X1	IDH1	Other_GABAergic_1	-0.0595705793826872	0.999864318575328	-0.187568076646528	-0.205521986069508	0.999777798951321	-1.10765483898786
X1	IDH2	Other_GABAergic_1	0.0190037784164162	0.999864318575328	0.285284366087347	0.0316387143855521	0.999777798951321	0.446637833835279
X1	IDO1	Other_GABAergic_1	-0.198373278901133	0.999864318575328	-0.30730897504962			
X1	IFITM3	Other_GABAergic_1	0.0542036090390671	0.999864318575328	0.0775616821765302	-0.314355730455131	0.999777798951321	-0.472424190939429
X1	IGFBP3	Other_GABAergic_1	0.327136866315429	0.999864318575328	0.970072447575783	-0.29441071880019	0.999777798951321	-1.17912371009399
X1	IGFBP4	Other_GABAergic_1	0.263841471532423	0.999864318575328	0.711279432185964	0.0826758560121903	0.999777798951321	0.42756302747387
X1	IGFBP5	Other_GABAergic_1	0.31776282818782	0.999864318575328	0.736127337520983	0.144655607265611	0.999777798951321	0.380044256573704
X1	ITGA8	Other_GABAergic_1	0.224554056702292	0.999864318575328	0.952149490546043	0.464808238523273	0.999777798951321	1.36316712122873
X1	ITGAM	Other_GABAergic_1	-0.127661004803676	0.999864318575328	-0.478450537725037			
X1	ITGAX	Other_GABAergic_1	-0.0687361427315605	0.999864318575328	-0.196958283200564	-0.268792763324451	0.999777798951321	-0.489367017678406
X1	ITGB2	Other_GABAergic_1	-0.0556364674663602	0.999864318575328	-0.140860874820164			
X1	KCNH5	Other_GABAergic_1	0.211663778592525	0.999864318575328	1.05310512619487	0.0098810483538457	0.999777798951321	0.0728146194233386
X1	KIT	Other_GABAergic_1	-0.00636669060748168	0.999864318575328	-0.0214698928441593	0.450953333073748	0.999777798951321	1.09766838267154
X1	KLF2	Other_GABAergic_1	-0.294328525492797	0.999864318575328	-0.68136098641971			
X1	KLRB1	Other_GABAergic_1	0.332913900430004	0.999864318575328	0.40145802772641			
X1	KRT18	Other_GABAergic_1	0.080520733374696	0.999864318575328	0.457862926131763	0.210353321062728	0.999777798951321	1.04665321891506
X1	KRT8	Other_GABAergic_1	0.222015028970696	0.999864318575328	0.382131586424555	0.246911527357496	0.999777798951321	0.565279817116714
X1	LAMA2	Other_GABAergic_1	-0.221073597020178	0.999864318575328	-0.386207337250323			
X1	LAMP5	Other_GABAergic_1	-0.0264572255691378	0.999864318575328	-0.0601787031948167	-0.221398663694881	0.999777798951321	-0.746149692866188
X1	LEPR	Other_GABAergic_1	-0.192476223932051	0.999864318575328	-0.514304751095634	0.0475007907185452	0.999777798951321	0.209789941481596
X1	LHX6	Other_GABAergic_1	0.00868999048391324	0.999864318575328	0.0300756408413083	0.712480651435377	0.999777798951321	1.83654868192458
X1	LINC01615	Other_GABAergic_1	0.0731604236164014	0.999864318575328	0.157185638427311			
X1	LINC02763	Other_GABAergic_1	-0.184977340567816	0.999864318575328	-0.512820841630929	-0.270466180247496	0.999777798951321	-0.99758062290542
X1	LOX	Other_GABAergic_1	0.00161093003456136	0.999864318575328	0.00609837837489785	-0.588564980642167	0.999777798951321	-1.70858351976397
X1	LRRK1	Other_GABAergic_1	-0.369368347461364	0.999864318575328	-1.23557079902271			
X1	LRRK2	Other_GABAergic_1	0.153936123680208	0.999864318575328	0.908737571895258	0.316447515101906	0.999777798951321	2.01024969526436
X1	LYPD6	Other_GABAergic_1	0.128566861778469	0.999864318575328	0.538021287526973	0.366809098929044	0.999777798951321	1.85333341677403
X1	LYPD6B	Other_GABAergic_1	0.0908461390318549	0.999864318575328	0.205590338272304	0.343680252957319	0.999777798951321	1.14181706190913
X1	LYVE1	Other_GABAergic_1	0.0382645364393944	0.999864318575328	0.15347723521057			
X1	MAG	Other_GABAergic_1	0.454369675548548	0.999864318575328	1.12120033776788			
X1	MAL	Other_GABAergic_1	-0.247334176797409	0.999864318575328	-0.995622275322614	-0.211439100773477	0.999777798951321	-0.668091575709214
X1	MAN1A1	Other_GABAergic_1	0.0814991621148914	0.999864318575328	0.403868359364913	0.206137539134779	0.999777798951321	1.26786129829372
X1	MC3R	Other_GABAergic_1	-0.0111974470257805	0.999864318575328	-0.0432890862556827	-0.215890219043126	0.999777798951321	-0.754865703478141
X1	MC4R	Other_GABAergic_1	1.00988520213329	0.601486910491943	3.00205299201239	0.242924885844187	0.999777798951321	0.813580628018574
X1	MCTP2	Other_GABAergic_1	0.0373955391974994	0.999864318575328	0.0723219664047188			
X1	MEIS2	Other_GABAergic_1	-0.445967368486855	0.999864318575328	-1.19030955779753	-0.138486890007442	0.999777798951321	-0.193887368841408
X1	MGST1	Other_GABAergic_1	-0.444861312263788	0.999864318575328	-1.05668523447282	-0.41528964270901	0.999777798951321	-0.871359630246891
X1	MKI67	Other_GABAergic_1	-0.186702841103725	0.999864318575328	-1.17387408358832			
X1	MOBP	Other_GABAergic_1	0.258476092860269	0.999864318575328	0.382259141520413	0.272978843101234	0.999777798951321	0.55195858569396
X1	MOG	Other_GABAergic_1	-0.031860982964082	0.999864318575328	-0.080447059065418	0.131684265459282	0.999777798951321	0.311604870769009
X1	MS4A6A	Other_GABAergic_1	-0.247994354025876	0.999864318575328	-0.359014735801693			
X1	MYO16	Other_GABAergic_1	-0.147053125201751	0.999864318575328	-0.763078079304461	-0.057811382207111	0.999777798951321	-0.221800707493175
X1	MYO5B	Other_GABAergic_1	-0.441117437660823	0.999864318575328	-1.14625266173265	0.303846633201132	0.999777798951321	0.726282616675367
X1	MYRF	Other_GABAergic_1	0.121124310271975	0.999864318575328	0.291627523511159	0.346657424713765	0.999777798951321	0.818412447204828
X1	MYT1L	Other_GABAergic_1	0.201541117273581	0.999864318575328	1.00566469021349	0.10986931749119	0.999777798951321	0.514002454173487
X1	MYZAP	Other_GABAergic_1	-0.118204246020604	0.999864318575328	-0.760310596578057			
X1	NCSTN	Other_GABAergic_1	0.0683523446140579	0.999864318575328	0.760887464322291	-0.153117735814702	0.999777798951321	-1.14674474849649
X1	NDST4	Other_GABAergic_1	0.0704381788918954	0.999864318575328	0.286818186518317	0.210097872534715	0.999777798951321	0.773197971664433
X1	NECAB2	Other_GABAergic_1	-0.0202090218084181	0.999864318575328	-0.0796276512134046	-0.0379602838271222	0.999777798951321	-0.161341878135511
X1	NES	Other_GABAergic_1	-0.532766528796561	0.999864318575328	-1.06847672506288	-0.323686860729065	0.999777798951321	-0.602311900907446
X1	NNAT	Other_GABAergic_1	-0.123866448408171	0.999864318575328	-0.577970890857785	0.0264178073470435	0.999777798951321	0.153744189879529
X1	NOTCH1	Other_GABAergic_1	-0.366713525686656	0.999864318575328	-1.3322838570188	-0.220881085077494	0.999777798951321	-0.976006268930706
X1	NPFFR2	Other_GABAergic_1	0.47123907055972	0.999864318575328	1.21603040864449	0.462654450489943	0.999777798951321	2.70426828438982
X1	NPNT	Other_GABAergic_1	-0.217817249991042	0.999864318575328	-1.12506225923702	-0.168106854967673	0.999777798951321	-0.596229149162381
X1	NPY1R	Other_GABAergic_1	0.0919054946589157	0.999864318575328	0.136127635553031	0.0554039718875966	0.999777798951321	0.31825107050338
X1	NPY2R	Other_GABAergic_1	-0.156487625863518	0.999864318575328	-0.480859431725961	-0.156085638149528	0.999777798951321	-0.581475228917315
X1	NR2F2	Other_GABAergic_1	-0.0598018494037738	0.999864318575328	-0.181076410587602	0.0514013690154661	0.999777798951321	0.532749009637856
X1	NR4A2	Other_GABAergic_1	0.854699653940966	0.695718235081646	2.59027300405414			
X1	NR5A1	Other_GABAergic_1	-0.621674936816747	0.999864318575328	-1.35957980675732	0.0106903924881026	0.999777798951321	0.0165822529096865
X1	NRGN	Other_GABAergic_1	0.1555489245375	0.999864318575328	0.352732505705993	0.235762257652626	0.999777798951321	0.880513013240332
X1	NRP1	Other_GABAergic_1	-0.257866361537615	0.761593624960468	-2.24665893356993	0.0273540277025352	0.999777798951321	0.156408483596707
X1	NTNG1	Other_GABAergic_1	-0.115755895321222	0.999864318575328	-0.375767430128968	-0.251635053753222	0.999777798951321	-1.255065106646
X1	NTNG2	Other_GABAergic_1	-0.0345690073698905	0.999864318575328	-0.139525302928435	0.0569827451329788	0.999777798951321	0.269212787030156
X1	NTRK3	Other_GABAergic_1	0.175060917628065	0.999864318575328	1.03862954184415	0.0401305863174931	0.999777798951321	0.213074827753882
X1	NWD2	Other_GABAergic_1	-0.223779182213796	0.999864318575328	-1.17560244929169	0.0942466081552801	0.999777798951321	0.398105473403721
X1	NXPH2	Other_GABAergic_1	0.00776491535353675	0.999864318575328	0.00982328116271039			
X1	OLIG1	Other_GABAergic_1	0.395398603567357	0.999864318575328	1.08500772881852	0.224245686310146	0.999777798951321	0.60000306549708
X1	OLIG2	Other_GABAergic_1	0.664032629167457	0.999864318575328	1.17891116742214	0.18124282011372	0.999777798951321	0.374117753144251
