NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
ESC_V6.5_UP_EARLY.V1_UP	166	99		
ESC_V6.5_UP_LATE.V1_UP	184	111		
PTEN_DN.V1_DN	184	88		
NOTCH_DN.V1_DN	183	81		
EIF4E_DN	100	74		
EIF4E_UP	100	80		
CRX_DN.V1_DN	132	82		
CRX_DN.V1_UP	135	61		
CRX_NRL_DN.V1_DN	127	86		
CRX_NRL_DN.V1_UP	140	71		
NRL_DN.V1_DN	132	87		
NRL_DN.V1_UP	137	76		
RB_DN.V1_DN	123	87		
RB_P107_DN.V1_DN	126	101		
RB_P130_DN.V1_DN	136	109		
CAHOY_ASTROCYTIC	100	71		
CAHOY_NEURONAL	100	83		
CAHOY_OLIGODENDROCUTIC	100	75		
IL15_UP.V1_DN	185	74		
IL2_UP.V1_DN	193	87		
IL21_UP.V1_DN	186	74		
PDGF_ERK_DN.V1_DN	149	113		
PDGF_ERK_DN.V1_UP	145	99		
PDGF_UP.V1_DN	136	46		
PDGF_UP.V1_UP	146	115		
TGFB_UP.V1_DN	191	117		
YAP1_DN	47	20		
YAP1_UP	47	38		
SIRNA_EIF4GI_DN	98	64		
SIRNA_EIF4GI_UP	95	83		
SINGH_KRAS_DEPENDENCY_SIGNATURE	20		Rejected!	
STK33_DN	280	174		
STK33_NOMO_DN	282	165		
STK33_SKM_DN	276	157		
KRAS.DF.V1_DN	193	101		
TBK1.DN.48HRS_DN	50	44		
TBK1.DN.48HRS_UP	50	45		
NFE2L2.V2	469	222		
CORDENONSI_YAP_CONSERVED_SIGNATURE	57	37		
JAK2_DN.V1_DN	146	91		
JAK2_DN.V1_UP	183	68		
PGF_UP.V1_DN	190	108		
E2F1_UP.V1_DN	187	132		
EGFR_UP.V1_UP	192	115		
ERBB2_UP.V1_UP	190	127		
CYCLIN_D1_KE_.V1_DN	191	107		
CYCLIN_D1_UP.V1_DN	190	123		
AKT_UP_MTOR_DN.V1_DN	185	122		
AKT_UP.V1_DN	187	120		
MTOR_UP.V1_DN	182	124		
VEGF_A_UP.V1_DN	193	138		
ATF2_S_UP.V1_DN	187	98		
ATF2_UP.V1_DN	185	100		
P53_DN.V1_DN	194	120		
SNF5_DN.V1_DN	157	89		
SNF5_DN.V1_UP	173	112		
LTE2_UP.V1_UP	188	133		
MEK_UP.V1_UP	195	128		
RAF_UP.V1_UP	193	126		
MTOR_UP.N4.V1_UP	196	154		
ESC_J1_UP_EARLY.V1_DN	172	110		
ESC_J1_UP_LATE.V1_DN	168	108		
ESC_V6.5_UP_EARLY.V1_DN	162	92		
ESC_V6.5_UP_LATE.V1_DN	180	112		
RPS14_DN.V1_UP	191	90		
HOXA9_DN.V1_UP	192	127		
STK33_NOMO_UP	290	190		
STK33_SKM_UP	279	168		
STK33_UP	286	190		
KRAS.DF.V1_UP	191	126		
TBK1.DF_DN	286	241		
TBK1.DF_UP	287	213		
LEF1_UP.V1_UP	194	112		
PGF_UP.V1_UP	190	150		
E2F1_UP.V1_UP	188	139		
EGFR_UP.V1_DN	196	141		
ERBB2_UP.V1_DN	197	154		
GCNP_SHH_UP_EARLY.V1_UP	174	126		
GCNP_SHH_UP_LATE.V1_UP	181	120		
HINATA_NFKB_IMMU_INF	15		Rejected!	
CSR_EARLY_UP.V1_UP	153	120		
CSR_LATE_UP.V1_DN	147	101		
CSR_LATE_UP.V1_UP	166	115		
AKT_UP_MTOR_DN.V1_UP	178	121		
AKT_UP.V1_UP	169	110		
MTOR_UP.V1_UP	169	91		
WNT_UP.V1_DN	172	90		
P53_DN.V2_UP	148	47		
RELA_DN.V1_UP	149	78		
P53_DN.V1_UP	194	117		
E2F3_UP.V1_DN	163	73		
MYC_UP.V1_DN	172	91		
MYC_UP.V1_UP	181	130		
SRC_UP.V1_DN	170	91		
SRC_UP.V1_UP	178	81		
LTE2_UP.V1_DN	195	143		
MEK_UP.V1_DN	194	140		
RAF_UP.V1_DN	193	146		
PRC1_BMI_UP.V1_DN	187	75		
PRC2_EED_DN.V1_DN	193	126		
PRC2_EZH2_UP.V1_DN	192	87		
PRC2_SUZ12_UP.V1_DN	192	78		
BRCA1_DN.V1_DN	139	63		
CTIP_DN.V1_DN	134	58		
PKCA_DN.V1_UP	160	75		
PTEN_DN.V2_DN	143	76		
DCA_UP.V1_DN	185	109		
ALK_DN.V1_DN	139	57		
ALK_DN.V1_UP	141	50		
BMI1_DN_MEL18_DN.V1_DN	147	107		
BMI1_DN_MEL18_DN.V1_UP	145	74		
BMI1_DN.V1_DN	140	96		
BMI1_DN.V1_UP	147	74		
MEL18_DN.V1_DN	147	104		
MEL18_DN.V1_UP	141	71		
PTEN_DN.V1_UP	186	97		
NOTCH_DN.V1_UP	186	98		
RB_DN.V1_UP	116	85		
RB_P107_DN.V1_UP	130	77		
RB_P130_DN.V1_UP	130	71		
CAHOY_ASTROGLIAL	100	48		
RPS14_DN.V1_DN	186	114		
IL15_UP.V1_UP	189	97		
IL2_UP.V1_UP	190	91		
IL21_UP.V1_UP	186	86		
TGFB_UP.V1_UP	189	113		
HOXA9_DN.V1_DN	190	116		
KRAS.AMP.LUNG_UP.V1_DN	142	57		
KRAS.AMP.LUNG_UP.V1_UP	140	43		
KRAS.300_UP.V1_DN	140	54		
KRAS.300_UP.V1_UP	142	81		
KRAS.50_UP.V1_DN	47	15		
KRAS.50_UP.V1_UP	48	30		
KRAS.600_UP.V1_DN	279	97		
KRAS.600_UP.V1_UP	278	137		
KRAS.600.LUNG.BREAST_UP.V1_DN	284	117		
KRAS.600.LUNG.BREAST_UP.V1_UP	280	92		
KRAS.BREAST_UP.V1_DN	143	63		
KRAS.BREAST_UP.V1_UP	140	44		
KRAS.KIDNEY_UP.V1_DN	135	45		
KRAS.KIDNEY_UP.V1_UP	141	119		
KRAS.LUNG_UP.V1_DN	142	47		
KRAS.LUNG_UP.V1_UP	140	52		
KRAS.LUNG.BREAST_UP.V1_DN	141	56		
KRAS.LUNG.BREAST_UP.V1_UP	141	45		
KRAS.PROSTATE_UP.V1_DN	141	55		
KRAS.PROSTATE_UP.V1_UP	137	59		
LEF1_UP.V1_DN	187	108		
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	200	161		
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	200	129		
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP	200	160		
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN	200	132		
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	159		
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	200	130		
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	200	147		
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	200	143		
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP	200	134		
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	199	153		
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	200	121		
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN	200	154		
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	200	162		
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	200	102		
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	161		
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	200	127		
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	200	106		
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	200	157		
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	199	165		
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN	200	99		
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	173		
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	198	119		
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	199	157		
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	200	137		
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	199	151		
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	200	125		
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	200	128		
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	200	156		
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	199	126		
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	200	163		
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	200	156		
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	199	136		
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	199	154		
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	200	128		
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	199	143		
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	200	173		
GSE10325_CD4_TCELL_VS_BCELL_UP	199	139		
GSE10325_CD4_TCELL_VS_BCELL_DN	195	104		
GSE10325_CD4_TCELL_VS_MYELOID_UP	199	144		
GSE10325_CD4_TCELL_VS_MYELOID_DN	200	118		
GSE10325_BCELL_VS_MYELOID_UP	197	121		
GSE10325_BCELL_VS_MYELOID_DN	200	108		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	199	139		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	196	106		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	199	141		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	200	121		
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP	195	136		
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	200	128		
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	197	151		
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	199	114		
GSE10325_BCELL_VS_LUPUS_BCELL_UP	194	116		
GSE10325_BCELL_VS_LUPUS_BCELL_DN	200	143		
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	196	100		
GSE10325_MYELOID_VS_LUPUS_MYELOID_DN	200	140		
GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_UP	194	127		
GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN	185	99		
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_UP	187	127		
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN	195	140		
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	198	142		
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	197	134		
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	196	131		
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	199	148		
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP	198	160		
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	197	148		
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	199	126		
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	189	120		
GSE11057_CD4_EFF_MEM_VS_PBMC_UP	199	148		
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	194	128		
GSE11057_CD4_CENT_MEM_VS_PBMC_UP	198	160		
GSE11057_CD4_CENT_MEM_VS_PBMC_DN	195	126		
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	195	134		
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	198	146		
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	197	87		
GSE11057_PBMC_VS_MEM_CD4_TCELL_DN	198	141		
GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP	196	135		
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	197	149		
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP	195	144		
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN	200	156		
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_UP	198	158		
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_DN	198	135		
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	197	156		
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	199	151		
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	197	148		
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN	196	140		
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_UP	197	148		
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_DN	192	135		
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	195	158		
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	198	137		
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	200	147		
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	196	133		
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	197	147		
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	195	129		
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	196	141		
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	193	115		
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	199	161		
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	200	141		
GSE11924_TFH_VS_TH2_CD4_TCELL_UP	199	168		
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	200	148		
GSE11924_TFH_VS_TH17_CD4_TCELL_UP	198	176		
GSE11924_TFH_VS_TH17_CD4_TCELL_DN	200	153		
GSE11924_TH1_VS_TH2_CD4_TCELL_UP	200	146		
GSE11924_TH1_VS_TH2_CD4_TCELL_DN	199	147		
GSE11924_TH1_VS_TH17_CD4_TCELL_UP	200	126		
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	199	157		
GSE11924_TH2_VS_TH17_CD4_TCELL_UP	199	131		
GSE11924_TH2_VS_TH17_CD4_TCELL_DN	200	162		
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	197	150		
GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	194	131		
GSE12366_GC_VS_NAIVE_BCELL_UP	198	143		
GSE12366_GC_VS_NAIVE_BCELL_DN	196	134		
GSE12366_GC_VS_MEMORY_BCELL_UP	198	127		
GSE12366_GC_VS_MEMORY_BCELL_DN	197	142		
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP	195	139		
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	199	148		
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP	192	134		
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN	199	151		
GSE12366_NAIVE_VS_MEMORY_BCELL_UP	194	111		
GSE12366_NAIVE_VS_MEMORY_BCELL_DN	193	127		
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	199	132		
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN	196	157		
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	195	140		
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	199	161		
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	199	156		
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	200	138		
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	196	141		
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	173		
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	198	169		
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	197	147		
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	199	155		
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	198	132		
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	197	145		
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	172		
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP	198	152		
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	200	165		
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	198	147		
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	200	178		
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	196	127		
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	172		
GSE13229_IMM_VS_MATURE_NKCELL_UP	200	126		
GSE13229_IMM_VS_MATURE_NKCELL_DN	199	152		
GSE13229_IMM_VS_INTMATURE_NKCELL_UP	200	110		
GSE13229_IMM_VS_INTMATURE_NKCELL_DN	200	168		
GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	200	101		
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	198	160		
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP	199	145		
