NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GOLGA7B	1	GOLGA7B	
MAD2L1	1	MAD2L1	
CDK11B	1	CDK11B	
GPR153	1	GPR153	
ZNF493	1	ZNF493	
TK2	1	TK2	
NIFK-AS1	1	NIFK-AS1	
IQCG	1	IQCG	
SOX13	1	SOX13	
YEATS2	1	YEATS2	
ATXN7L3	1	ATXN7L3	
FBXO41	1	FBXO41	
HYCC1	1	FAM126A	
SNHG30	1	SNHG30	
ZNF641	1	ZNF641	
CIB2	1	CIB2	
ARRB1	1	ARRB1	
NFKBIB	1	NFKBIB	
CEP78	1	CEP78	
NDC1	1	NDC1	
NCAN	1	NCAN	
LRIG2	1	LRIG2	
TRAPPC12	1	TRAPPC12	
FAM174C	1	FAM174C	
GON4L	1	GON4L	
NHSL2	1	NHSL2	
MPHOSPH9	1	MPHOSPH9	
TOPORS	1	TOPORS	
GNL3L	1	GNL3L	
RAB32	1	RAB32	
JAK2	1	JAK2	
AKAP10	1	AKAP10	
SPTLC2	1	SPTLC2	
TDG	1	TDG	
EHD3	1	EHD3	
DOK1	1	DOK1	
RSPO4	1	RSPO4	
PDZD7	1	PDZD7	
HAPSTR1	1	C16orf72	
CCNF	1	CCNF	
DDX46	1	DDX46	
SLC29A3	1	SLC29A3	
GNS	1	GNS	
BUD13	1	BUD13	
KLF2	1	KLF2	
COMMD5	1	COMMD5	
PSPH	1	PSPH	
AMY2B	1	AMY2B	
PIP4K2C	1	PIP4K2C	
MGAT4A	1	MGAT4A	
RBAK	1	RBAK	
CRTC3	1	CRTC3	
ING1	1	ING1	
LRP4	1	LRP4	
JCAD	1	JCAD	
ATP9B	1	ATP9B	
PDE7B	1	PDE7B	
RNF40	1	RNF40	
ADGRB2	1	ADGRB2	
SCYL3	1	SCYL3	
BIRC6	1	BIRC6	
ZC3H7A	1	ZC3H7A	
C6orf120	1	C6orf120	
CCDC160	1	CCDC160	
C1R	1	C1R	
PDLIM2	1	PDLIM2	
GPALPP1	1	GPALPP1	
FEM1C	1	FEM1C	
RGS7	1	RGS7	
RRP12	1	RRP12	
NOG	1	NOG	
QRICH1	1	QRICH1	
NAGK	1	NAGK	
ALKBH5	1	ALKBH5	
CDC37L1-DT	1	CDC37L1-DT	
SLITRK1	1	SLITRK1	
ZFP30	1	ZFP30	
CRIM1	1	CRIM1	
ATP2B3	1	ATP2B3	
SAMD4B	1	SAMD4B	
CASKIN1	1	CASKIN1	
PGF	1	PGF	
DENND1A	1	DENND1A	
KCNJ6	1	KCNJ6	
LIN7A	1	LIN7A	
CSNK2A2	1	CSNK2A2	
POLR3D	1	POLR3D	
ERC2	1	ERC2	
HCG11	1	HCG11	
DIPK1C	1	DIPK1C	
SNX15	1	SNX15	
TBC1D10A	1	TBC1D10A	
ZNRF2	1	ZNRF2	
CCSAP	1	CCSAP	
SRC	1	SRC	
ATG3	1	ATG3	
PLPP1	1	PLPP1	
CTDSPL2	1	CTDSPL2	
CABIN1	1	CABIN1	
CAPS	1	CAPS	
PYGL	1	PYGL	
CD8A	1	CD8A	
ABCD4	1	ABCD4	
PACSIN3	1	PACSIN3	
STRIP1	1	STRIP1	
MAN2A1	1	MAN2A1	
ELMO2	1	ELMO2	
CCM2	1	CCM2	
FAM81A	1	FAM81A	
C2orf72	1	C2orf72	
HS3ST4	1	HS3ST4	
EEF1AKMT2	1	EEF1AKMT2	
UBAP1	1	UBAP1	
MESD	1	MESD	
POLD3	1	POLD3	
ACOT13	1	ACOT13	
SRRM1	1	SRRM1	
KCNH3	1	KCNH3	
PIK3R4	1	PIK3R4	
SCYL2	1	SCYL2	
SHPRH	1	SHPRH	
TRIM56	1	TRIM56	
MKNK2	1	MKNK2	
SKIC3	1	TTC37	
MPDU1	1	MPDU1	
MCRIP2	1	MCRIP2	
UNG	1	UNG	
TGFBR1	1	TGFBR1	
ZNF626	1	ZNF626	
TMEM161A	1	TMEM161A	
PTGFRN	1	PTGFRN	
SPIN3	1	SPIN3	
PTAR1	1	PTAR1	
OPA3	1	OPA3	
GPRIN2	1	GPRIN2	
CIT	1	CIT	
UPF1	1	UPF1	
PTPDC1	1	PTPDC1	
POLD2	1	POLD2	
P2RX4	1	P2RX4	
TUBE1	1	TUBE1	
PITPNM3	1	PITPNM3	
RP9	1	RP9	
MANSC1	1	MANSC1	
ARNT	1	ARNT	
BRINP2	1	BRINP2	
CPVL	1	CPVL	
FRS2	1	FRS2	
SMIM10	1	SMIM10	
LRRC47	1	LRRC47	
KLF5	1	KLF5	
ZSWIM9	1	ZSWIM9	
CEP57	1	CEP57	
LETMD1	1	LETMD1	
CPNE4	1	CPNE4	
CYTH1	1	CYTH1	
ZNF185	1	ZNF185	
IDNK	1	IDNK	
ZSWIM6	1	ZSWIM6	
LACC1	1	LACC1	
TPD52L1	1	TPD52L1	
OSBPL6	1	OSBPL6	
FGFBP3	1	FGFBP3	
ZNF513	1	ZNF513	
CIDEB	1	CIDEB	
EEF2K	1	EEF2K	
ENTPD1	1	ENTPD1	
RAP1A	1	RAP1A	
RAPGEF3	1	RAPGEF3	
LRRC49	1	LRRC49	
EVA1C	1	EVA1C	
SCN7A	1	SCN7A	
NR2F1	1	NR2F1	
UQCC2	1	UQCC2	
PXMP2	1	PXMP2	
HIVEP2	1	HIVEP2	
NALF2	1	FAM155B	
INSIG1	1	INSIG1	
GRAMD1B	1	GRAMD1B	
DHRSX	1	DHRSX	
DVL1	1	DVL1	
SSH3	1	SSH3	
PELI1	1	PELI1	
TRIO	1	TRIO	
RASSF5	1	RASSF5	
ZNF629	1	ZNF629	
PHF8	1	PHF8	
DDX28	1	DDX28	
ANGPTL4	1	ANGPTL4	
NCK2	1	NCK2	
PDS5A	1	PDS5A	
HNRNPA1L3	1	HNRNPA1P48	
ANKRD44	1	ANKRD44	
SLC1A6	1	SLC1A6	
CARD19	1	CARD19	
UBE2G1	1	UBE2G1	
DDIT4	1	DDIT4	
BAHD1	1	BAHD1	
LRRC37B	1	LRRC37B	
GEMIN5	1	GEMIN5	
CDKN3	1	CDKN3	
PUS1	1	PUS1	
BCAS4	1	BCAS4	
SHH	1	SHH	
SOWAHA	1	SOWAHA	
CDS1	1	CDS1	
AGPAT2	1	AGPAT2	
ASB7	1	ASB7	
TRMT2A	1	TRMT2A	
MAPK8IP1	1	MAPK8IP1	
EPB41L2	1	EPB41L2	
ICAM5	1	ICAM5	
NRBF2	1	NRBF2	
PLCB4	1	PLCB4	
SSTR2	1	SSTR2	
RPRML	1	RPRML	
FHDC1	1	FHDC1	
RAB27B	1	RAB27B	
ELK3	1	ELK3	
MYO5B	1	MYO5B	
AMIGO2	1	AMIGO2	
SPATC1L	1	SPATC1L	
PACS2	1	PACS2	
NEURL1B	1	NEURL1B	
XPA	1	XPA	
GUCD1	1	GUCD1	
FZR1	1	FZR1	
PNPT1	1	PNPT1	
GRAMD1C	1	GRAMD1C	
ZNF302	1	ZNF302	
PPP1R32	1	PPP1R32	
TMED7	1	TMED7	
FBXL14	1	FBXL14	
MRPS18C	1	MRPS18C	
ADGRA3	1	ADGRA3	
LINC01128	1	LINC01128	
PEMT	1	PEMT	
CNTN4	1	CNTN4	
GMDS	1	GMDS	
EGR4	1	EGR4	
ELP5	1	ELP5	
LYSMD3	1	LYSMD3	
ATP10D	1	ATP10D	
TRMT6	1	TRMT6	
HACD2	1	HACD2	
RGS6	1	RGS6	
PHC3	1	PHC3	
CUEDC2	1	CUEDC2	
LTBP3	1	LTBP3	
CPM	1	CPM	
GCFC2	1	GCFC2	
LRRC8B	1	LRRC8B	
JPH4	1	JPH4	
ZNF610	1	ZNF610	
YY1	1	YY1	
SMARCC1	1	SMARCC1	
LARS2	1	LARS2	
WDR70	1	WDR70	
SEPHS1	1	SEPHS1	
RNASEL	1	RNASEL	
AAR2	1	AAR2	
OGA	1	OGA	
MYNN	1	MYNN	
MYEF2	1	MYEF2	
ZFC3H1	1	ZFC3H1	
LRRTM2	1	LRRTM2	
LRRC28	1	LRRC28	
TMEM170A	1	TMEM170A	
NDUFS1	1	NDUFS1	
FAM240C	1	FAM240C	
FAM76B	1	FAM76B	
BAP1	1	BAP1	
POLR2A	1	POLR2A	
CIBAR2	1	FAM92B	
TMEM233	1	TMEM233	
NUP98	1	NUP98	
GLRX	1	GLRX	
GPR61	1	GPR61	
SLC30A10	1	SLC30A10	
CCNE1	1	CCNE1	
PPP2R1A	1	PPP2R1A	
ALG12	1	ALG12	
MED12L	1	MED12L	
KCNH2	1	KCNH2	
SLC19A2	1	SLC19A2	
SPINDOC	1	SPINDOC	
STYX	1	STYX	
EVL	1	EVL	
NUCB2	1	NUCB2	
DNAJC17	1	DNAJC17	
GNG7	1	GNG7	
BRD7	1	BRD7	
ZFTA	1	C11orf95	
HIRA	1	HIRA	
FBXO45	1	FBXO45	
MAGI1	1	MAGI1	
VPS33B	1	VPS33B	
CCSER2	1	CCSER2	
MAK16	1	MAK16	
LINC01615	1	LINC01615	
RNPC3	1	RNPC3	
CLK1	1	CLK1	
FSTL4	1	FSTL4	
SLC22A15	1	SLC22A15	
ABHD17C	1	ABHD17C	
DDN	1	DDN	
IFT88	1	IFT88	
MSN	1	MSN	
WASHC2C	1	WASHC2C	
RNF19A	1	RNF19A	
NSD1	1	NSD1	
SYT9	1	SYT9	
MED20	1	MED20	
BMT2	1	BMT2	
FBXW11	1	FBXW11	
RPAP2	1	RPAP2	
SIGIRR	1	SIGIRR	
KIAA1549L	1	KIAA1549L	
TMEM170B	1	TMEM170B	
POLDIP2	1	POLDIP2	
STING1	1	TMEM173	
RTL1	1	RTL1	
ZNF444	1	ZNF444	
GCN1	1	GCN1	
SYTL2	1	SYTL2	
RPS17	1	RPS17	
SMG6	1	SMG6	
LRCH4	1	LRCH4	
SLC35B4	1	SLC35B4	
TPMT	1	TPMT	
ACAA1	1	ACAA1	
CACHD1	1	CACHD1	
MAP3K3	1	MAP3K3	
SENP8	1	SENP8	
BBOX1	1	BBOX1	
SLC46A1	1	SLC46A1	
SERPINB6	1	SERPINB6	
SERPINB9	1	SERPINB9	
CUX1	1	CUX1	
UNC13B	1	UNC13B	
PEX5L	1	PEX5L	
REPS2	1	REPS2	
TMEM181	1	TMEM181	
ASIC2	1	ASIC2	
CDK17	1	CDK17	
CARNMT1	1	CARNMT1	
METTL25B	1	RRNAD1	
LRRC14	1	LRRC14	
CZIB	1	CZIB	
TMEM145	1	TMEM145	
ZMPSTE24	1	ZMPSTE24	
ZNF737	1	ZNF737	
DCTN5	1	DCTN5	
ANKS6	1	ANKS6	
ARHGEF40	1	ARHGEF40	
EXOC5	1	EXOC5	
RNF216	1	RNF216	
FAM162A	1	FAM162A	
FRMPD2	1	FRMPD2	
GPKOW	1	GPKOW	
MRAS	1	MRAS	
PRKAG2	1	PRKAG2	
POLR3F	1	POLR3F	
CKMT1B	1	CKMT1B	
NFATC2IP	1	NFATC2IP	
SPRYD4	1	SPRYD4	
CA5B	1	CA5B	
ZNF680	1	ZNF680	
LONP2	1	LONP2	
TRMT12	1	TRMT12	
COL15A1	1	COL15A1	
DNAL1	1	DNAL1	
DIAPH2	1	DIAPH2	
EBLN3P	1	EBLN3P	
KIZ	1	KIZ	
MYLK	1	MYLK	
SMIM45	1	LINC00634	
LYRM7	1	LYRM7	
CEBPG	1	CEBPG	
CCDC117	1	CCDC117	
NOL4	1	NOL4	
OGFOD3	1	OGFOD3	
PSME4	1	PSME4	
PAN2	1	PAN2	
GABRA5	1	GABRA5	
LAMP5	1	LAMP5	
MFSD8	1	MFSD8	
LINC01963	1	LINC01963	
PTPN13	1	PTPN13	
ZFYVE16	1	ZFYVE16	
DUSP7	1	DUSP7	
VPS35L	1	VPS35L	
TMOD3	1	TMOD3	
HTT	1	HTT	
SLC8A2	1	SLC8A2	
MAGI3	1	MAGI3	
FOXN3	1	FOXN3	
MAP3K11	1	MAP3K11	
ZHX2	1	ZHX2	
TMTC2	1	TMTC2	
ITGA7	1	ITGA7	
ELK1	1	ELK1	
ORMDL3	1	ORMDL3	
MPP2	1	MPP2	
HS6ST1	1	HS6ST1	
SNX9	1	SNX9	
VPS13D	1	VPS13D	
ALPK3	1	ALPK3	
FAM117A	1	FAM117A	
FAM53C	1	FAM53C	
NUP93	1	NUP93	
SNAPC2	1	SNAPC2	
ARHGEF26-AS1	1	ARHGEF26-AS1	
ADRB1	1	ADRB1	
DYNC2I2	1	WDR34	
PLEC	1	PLEC	
KIAA0930	1	KIAA0930	
NOP9	1	NOP9	
SPAG5	1	SPAG5	
RAP2C	1	RAP2C	
PLAA	1	PLAA	
RESF1	1	RESF1	
VASP	1	VASP	
CEP68	1	CEP68	
DGKH	1	DGKH	
ATP13A3-DT	1	LINC00884	
CDC27	1	CDC27	
LAMA4	1	LAMA4	
NAT8L	1	NAT8L	
MAP3K20	1	MAP3K20	
KLHL5	1	KLHL5	
SAMD1	1	SAMD1	
CSPG5	1	CSPG5	
TMEM164	1	TMEM164	
FZD1	1	FZD1	
GRK6	1	GRK6	
DNAJC14	1	DNAJC14	
MPHOSPH10	1	MPHOSPH10	
NOL8	1	NOL8	
SMC4	1	SMC4	
SLC35A3	1	SLC35A3	
MPP1	1	MPP1	
MRPS35	1	MRPS35	
NPAS3	1	NPAS3	
SLC7A5	1	SLC7A5	
C2orf42	1	C2orf42	
PARP1	1	PARP1	
VPS36	1	VPS36	
ZNF92	1	ZNF92	
USP42	1	USP42	
FMC1	1	FMC1	
MATN2	1	MATN2	
ECE2	1	ECE2	
CRIM1-DT	1	CRIM1-DT	
MOB1B	1	MOB1B	
MEX3C	1	MEX3C	
PFDN6	1	PFDN6	
NUP54	1	NUP54	
SRRD	1	SRRD	
BEST1	1	BEST1	
FAM89B	1	FAM89B	
CLBA1	1	CLBA1	
PLRG1	1	PLRG1	
EHD2	1	EHD2	
TMEM229B	1	TMEM229B	
TADA2A	1	TADA2A	
EIF4ENIF1	1	EIF4ENIF1	
PEX2	1	PEX2	
QSER1	1	QSER1	
C8orf76	1	C8orf76	
FJX1	1	FJX1	
ITPK1	1	ITPK1	
IPO4	1	IPO4	
SLC24A3	1	SLC24A3	
CWC27	1	CWC27	
MINPP1	1	MINPP1	
CAPZA1	1	CAPZA1	
FARP1	1	FARP1	
FASTKD5	1	FASTKD5	
LIPE-AS1	1	LIPE-AS1	
KARS1	1	KARS	
AHI1	1	AHI1	
CMPK2	1	CMPK2	
NLGN1	1	NLGN1	
LRCH2	1	LRCH2	
TDRKH	1	TDRKH	
ARL10	1	ARL10	
ZNF569	1	ZNF569	
SLC9A9	1	SLC9A9	
COX11	1	COX11	
API5	1	API5	
ZSCAN32	1	ZSCAN32	
NADSYN1	1	NADSYN1	
TIAL1	1	TIAL1	
PRELID3A	1	PRELID3A	
SLC38A3	1	SLC38A3	
IFI44	1	IFI44	
UCP2	1	UCP2	
ASB3	1	ASB3	
PLCXD2	1	PLCXD2	
GALT	1	GALT	
SLC29A4	1	SLC29A4	
MARCHF4	1	MARCH4	
GRIN2A	1	GRIN2A	
PHYHIP	1	PHYHIP	
ANXA4	1	ANXA4	
TMEM184C	1	TMEM184C	
INTS6L	1	INTS6L	
MOB3A	1	MOB3A	
SERGEF	1	SERGEF	
CLEC16A	1	CLEC16A	
IER2	1	IER2	
HEATR5A	1	HEATR5A	
BBS4	1	BBS4	
ADAMTS2	1	ADAMTS2	
SLC12A9	1	SLC12A9	
UBQLN4	1	UBQLN4	
MXD1	1	MXD1	
TBC1D20	1	TBC1D20	
SYT16	1	SYT16	
GAB2	1	GAB2	
TXLNG	1	TXLNG	
ZNF652	1	ZNF652	
DCTD	1	DCTD	
APAF1	1	APAF1	
ZFHX2	1	ZFHX2	
XPNPEP3	1	XPNPEP3	
HPS3	1	HPS3	
EVI5L	1	EVI5L	
DUT	1	DUT	
KLHL12	1	KLHL12	
SLC45A4	1	SLC45A4	
PPP1R13B	1	PPP1R13B	
KIAA1671	1	KIAA1671	
TMEM255A	1	TMEM255A	
NUDT2	1	NUDT2	
MON2	1	MON2	
POGLUT1	1	POGLUT1	
DAB1	1	DAB1	
TMEM223	1	TMEM223	
HRH3	1	HRH3	
RNF32-DT	1	LINC01006	
RARRES2	1	RARRES2	
PXYLP1	1	PXYLP1	
RNF6	1	RNF6	
GABRB1	1	GABRB1	
IL10RB	1	IL10RB	
SPACA9	1	SPACA9	
ZEB1-AS1	1	ZEB1-AS1	
TEK	1	TEK	
STK40	1	STK40	
CAMK1G	1	CAMK1G	
KCNMB4	1	KCNMB4	
PAPOLA	1	PAPOLA	
ZNHIT2	1	ZNHIT2	
CPEB2	1	CPEB2	
SNCA	1	SNCA	
ATP8B2	1	ATP8B2	
VIPAS39	1	VIPAS39	
SLC25A24	1	SLC25A24	
ZNF281	1	ZNF281	
TRIM33	1	TRIM33	
NAA16	1	NAA16	
PPHLN1	1	PPHLN1	
CNEP1R1	1	CNEP1R1	
POLI	1	POLI	
PEX14	1	PEX14	
ZNF407-AS1	1	LINC00909	
WDR13	1	WDR13	
ZNF445	1	ZNF445	
SOX12	1	SOX12	
CIART	1	CIART	
DNAJC13	1	DNAJC13	
MYL9	1	MYL9	
CCDC85B	1	CCDC85B	
TPM4	1	TPM4	
KCNB1	1	KCNB1	
STRN	1	STRN	
HCN2	1	HCN2	
TMEM198	1	TMEM198	
IER5L	1	IER5L	
NUP155	1	NUP155	
SBF2	1	SBF2	
NKTR	1	NKTR	
PSMD3	1	PSMD3	
TBC1D31	1	TBC1D31	
ZNF398	1	ZNF398	
ALS2	1	ALS2	
KRBOX5	1	ZNF720	
USP54	1	USP54	
MRPS34	1	MRPS34	
CCDC30	1	CCDC30	
ENTREP3	1	FAM189B	
ORC3	1	ORC3	
IRAK1BP1	1	IRAK1BP1	
SNX18	1	SNX18	
CACNA1C	1	CACNA1C	
DICER1	1	DICER1	
SAP130	1	SAP130	
RIC3	1	RIC3	
SILC1	1	SILC1	
CDC42EP4	1	CDC42EP4	
CD8B	1	CD8B	
NDEL1	1	NDEL1	
RIPK2	1	RIPK2	
FSTL5	1	FSTL5	
PCDH19	1	PCDH19	
KAT5	1	KAT5	
TACO1	1	TACO1	
RERG	1	RERG	
MSL2	1	MSL2	
KYAT1	1	KYAT1	
PSRC1	1	PSRC1	
FADS2	1	FADS2	
GAREM2	1	GAREM2	
ZNF827	1	ZNF827	
CGNL1	1	CGNL1	
INO80	1	INO80	
USP31	1	USP31	
TCEA2	1	TCEA2	
SPIN4	1	SPIN4	
COLGALT1	1	COLGALT1	
BCLAF1	1	BCLAF1	
CYB5A	1	CYB5A	
PSME3IP1	1	FAM192A	
PTCD2	1	PTCD2	
RFNG	1	RFNG	
RABL2B	1	RABL2B	
GRM3	1	GRM3	
CCNYL1	1	CCNYL1	
ERICH5	1	ERICH5	
CENPB	1	CENPB	
PRR7	1	PRR7	
JARID2	1	JARID2	
TAPT1	1	TAPT1	
SEMA6B	1	SEMA6B	
ZNF510	1	ZNF510	
AEN	1	AEN	
UBN2	1	UBN2	
OTUD7A	1	OTUD7A	
TKT	1	TKT	
RIMS1	1	RIMS1	
CKAP5	1	CKAP5	
ZNF154	1	ZNF154	
ABCA2	1	ABCA2	
NCS1	1	NCS1	
MIF4GD	1	MIF4GD	
DLGAP2	1	DLGAP2	
DLGAP1	1	DLGAP1	
VEZT	1	VEZT	
LARGE1	1	LARGE1	
CCNY	1	CCNY	
PNO1	1	PNO1	
CSNK1G3	1	CSNK1G3	
PLXDC2	1	PLXDC2	
ARMH3	1	ARMH3	
PTBP3	1	PTBP3	
PAQR9	1	PAQR9	
HEY1	1	HEY1	
ATP2B4	1	ATP2B4	
TRIP13	1	TRIP13	
CACNG4	1	CACNG4	
TMEM240	1	TMEM240	
ZNF134	1	ZNF134	
NCKAP5	1	NCKAP5	
TEX2	1	TEX2	
ST8SIA5	1	ST8SIA5	
SSX2IP	1	SSX2IP	
DMD	1	DMD	
CEBPA	1	CEBPA	
OSGEPL1	1	OSGEPL1	
EXOSC8	1	EXOSC8	
MSL1	1	MSL1	
LDB2	1	LDB2	
SLC16A7	1	SLC16A7	
RBMS1	1	RBMS1	
PFN1	1	PFN1	
UBXN2B	1	UBXN2B	
KRT10-AS1	1	TMEM99	
ANKDD1A	1	ANKDD1A	
CBFB	1	CBFB	
PITPNB	1	PITPNB	
MCHR1	1	MCHR1	
GIHCG	1	GIHCG	
SIPA1L1	1	SIPA1L1	
TOM1	1	TOM1	
STRADB	1	STRADB	
NEU1	1	NEU1	
CRB2	1	CRB2	
ACACA	1	ACACA	
SPATA5L1	1	SPATA5L1	
PIK3C2B	1	PIK3C2B	
CHP1	1	CHP1	
MTERF2	1	MTERF2	
ERMARD	1	ERMARD	
FKBP1A	1	FKBP1A	
MRPL10	1	MRPL10	
PRPF39	1	PRPF39	
HACE1	1	HACE1	
