Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to13,Feature log2 fold change topic 4to13
ENSG00000238142,BX284668.5,21,-0.0195,25,0.29715,17,-0.3222,21,-0.0046
ENSG00000159363,ATP13A2,114,-0.9828,69,-1.7215,228,0.07863,241,0.81143
ENSG00000117118,SDHB,67,-0.4403,57,-0.6774,54,-0.7576,98,0.71681
ENSG00000117115,PADI2,460,3.43398,25,-1.6265,9,-3.0969,47,-1.7934
ENSG00000179051,RCC2,38,0.60997,46,0.90968,21,-0.3119,23,-0.5900
ENSG00000074964,ARHGEF10L,33,0.12511,53,0.84977,24,-0.3717,29,-0.3340
ENSG00000117154,IGSF21,23,-0.8883,29,-0.5399,39,-0.0849,44,0.54925
ENSG00000159423,ALDH4A1,42,0.82688,16,-0.6119,14,-0.8567,25,0.05157
ENSG00000169991,IFFO2,8,-1.0334,26,0.67568,25,0.59608,16,-0.2908
ENSG00000127463,EMC1,17,-1.4855,64,0.57156,46,0.04272,45,0.10460
ENSG00000053372,MRTO4,29,-0.3303,41,0.20073,7,-2.3425,39,0.59473
ENSG00000053371,AKR7A2,74,0.07402,53,-0.4341,89,0.37449,70,-0.0441
ENSG00000040487,SLC66A1,13,-0.2400,20,0.41849,9,-0.7623,16,0.14896
ENSG00000077549,CAPZB,218,0.25132,255,0.50434,108,-0.8215,183,-0.0817
ENSG00000173436,MICOS10,87,-1.6529,184,-0.5242,308,0.27034,279,0.53112
ENSG00000158747,NBL1,584,1.97245,304,0.82275,35,-2.4469,144,-1.0913
ENSG00000169914,OTUD3,14,-0.2553,25,0.66292,0,-5.4794,17,0.41491
ENSG00000162545,CAMK2N1,163,-1.2731,179,-1.1340,245,-0.6590,431,1.13695
ENSG00000090432,MUL1,14,-1.7817,50,0.11138,51,0.12699,49,0.35813
ENSG00000183114,FAM43B,10,-1.9466,14,-1.5464,16,-1.3203,47,1.76343
ENSG00000158828,PINK1,249,-0.1702,118,-1.3006,407,0.60754,284,0.13703
ENSG00000244038,DDOST,32,-0.0363,61,0.96155,2,-3.6781,34,0.07855
ENSG00000117245,KIF17,7,-1.4296,6,-1.5202,11,-0.6929,21,1.32017
ENSG00000189410,SH2D5,0,-7.3567,0,-5.8169,7,-1.6172,27,3.35792
ENSG00000127483,HP1BP3,80,-0.7756,122,-0.1212,56,-1.3009,146,0.76218
ENSG00000075151,EIF4G3,37,-1.3466,67,-0.4638,144,0.74605,93,0.16294
ENSG00000117298,ECE1,43,-0.0279,321,3.89020,12,-1.9197,20,-2.6288
ENSG00000076864,RAP1GAP,16,-3.0553,32,-2.0922,62,-1.1196,158,2.08529
ENSG00000090686,USP48,32,-0.5986,45,-0.0857,27,-0.8535,51,0.56029
ENSG00000218510,LINC00339,13,-0.4781,21,0.19480,2,-3.2952,20,0.74369
ENSG00000070831,CDC42,203,-0.7555,273,-0.3030,251,-0.4329,359,0.56652
ENSG00000162552,WNT4,45,0.21317,27,-0.5730,0,-7.2131,43,0.86166
ENSG00000173372,C1QA,250,3.05957,190,2.43463,3,-3.8138,16,-3.1459
ENSG00000159189,C1QC,129,2.84765,90,2.07881,0,-6.8263,12,-2.5424
ENSG00000173369,C1QB,354,2.86635,223,1.91072,0,-8.2646,35,-2.4238
ENSG00000133216,EPHB2,7,-1.3420,17,-0.0680,22,0.28445,19,0.28467
ENSG00000004487,KDM1A,29,-1.0894,70,0.27051,37,-0.6956,63,0.47069
ENSG00000169641,LUZP1,24,-0.0149,28,0.19389,14,-0.8475,25,0.19654
ENSG00000125944,HNRNPR,38,-1.6692,129,0.16751,63,-0.9299,128,0.73161
ENSG00000117318,ID3,639,3.33393,138,0.40022,19,-2.5708,60,-2.1407
ENSG00000142676,RPL11,1227,1.06789,1249,1.09900,346,-0.9273,542,-0.7939
ENSG00000011007,ELOA,25,0.26647,23,0.17490,0,-6.4968,22,0.47016
ENSG00000057757,PITHD1,86,-1.7583,101,-1.5227,313,0.19619,309,0.88942
ENSG00000011009,LYPLA2,13,-1.7719,84,1.12038,67,0.74770,38,-0.5142
ENSG00000117308,GALE,8,-1.0837,34,1.06179,26,0.61282,16,-0.5079
ENSG00000117305,HMGCL,29,-0.1725,50,0.68306,52,0.74507,29,-0.5786
ENSG00000179163,FUCA1,15,-1.1562,34,0.03925,24,-0.4963,36,0.54346
ENSG00000189266,PNRC2,42,-0.2032,105,1.26538,49,0.04431,43,-0.6063
ENSG00000188529,SRSF10,10,-2.7409,114,0.93950,35,-0.9182,67,0.33308
ENSG00000001461,NIPAL3,53,-0.1694,21,-1.5440,147,1.50345,54,-0.4303
ENSG00000117602,RCAN3,9,-1.6246,7,-1.9624,54,1.12571,28,0.25304
ENSG00000133226,SRRM1,60,0.00467,49,-0.3021,29,-1.1010,64,0.47169
ENSG00000169504,CLIC4,181,2.00349,190,2.09844,9,-2.5780,34,-1.8942
ENSG00000117614,SYF2,55,-0.1269,65,0.12663,40,-0.6101,62,0.20898
ENSG00000117616,RSRP1,35,-0.6446,133,1.46650,30,-0.9020,51,-0.3778
ENSG00000183726,TMEM50A,47,-0.6290,109,0.69213,23,-1.6777,74,0.30691
ENSG00000204178,MACO1,8,-2.0187,22,-0.5619,60,0.99539,33,0.12244
ENSG00000117643,MAN1C1,75,2.00840,16,-0.5271,11,-1.1147,19,-0.7980
ENSG00000162430,SELENON,77,0.80639,114,1.48077,0,-6.4172,41,-0.6286
ENSG00000117640,MTFR1L,116,0.41235,131,0.60674,54,-0.7806,86,-0.2182
ENSG00000182749,PAQR7,26,0.47265,37,1.04864,13,-0.5102,17,-0.5552
ENSG00000117632,STMN1,843,-0.3745,411,-1.4571,1817,0.84432,1089,0.08900
ENSG00000142684,ZNF593,75,0.46167,90,0.75829,92,0.78850,47,-0.8585
ENSG00000142669,SH3BGRL3,454,0.80414,302,0.15109,546,1.11437,227,-0.9353
ENSG00000158062,UBXN11,5,-2.9715,52,0.44586,22,-0.9137,43,0.71180
ENSG00000117682,DHDDS,24,-0.0493,18,-0.5070,52,1.18886,23,-0.4421
ENSG00000198830,HMGN2,172,-0.5549,424,0.87474,26,-3.3138,258,0.31275
ENSG00000117713,ARID1A,53,-0.2648,39,-0.7084,29,-1.1418,69,0.76808
ENSG00000204160,ZDHHC18,52,0.25619,42,-0.0720,27,-0.7569,45,0.16614
ENSG00000142751,GPN2,29,0.10743,33,0.26689,28,0.04315,27,-0.1718
ENSG00000090273,NUDC,105,-0.7101,154,-0.1185,132,-0.3541,177,0.44129
ENSG00000253368,TRNP1,48,-0.0552,22,-1.1944,60,0.30879,51,0.23660
ENSG00000090020,SLC9A1,1,-4.0655,17,-0.3255,16,-0.4046,24,1.05032
ENSG00000142784,WDTC1,22,-0.5701,33,0.04823,16,-1.0094,34,0.52797
ENSG00000186501,TMEM222,67,-0.8225,128,0.16654,94,-0.3182,121,0.32533
ENSG00000158195,WASF2,39,0.18271,62,0.90062,5,-2.8569,35,-0.0133
ENSG00000126705,AHDC1,27,-0.8079,33,-0.5181,23,-1.0972,52,0.90708
ENSG00000126709,IFI6,62,-3.1717,1950,2.27392,301,-0.8400,447,-0.7858
ENSG00000009780,FAM76A,26,-0.1469,15,-0.9947,11,-1.3787,33,0.86779
ENSG00000117758,STX12,111,-0.0106,150,0.45537,74,-0.6327,112,0.00667
ENSG00000117751,PPP1R8,21,-0.6184,29,-0.1589,0,-5.8241,36,1.10486
ENSG00000130775,THEMIS2,36,1.14164,35,1.07498,1,-3.6094,16,-0.5922
ENSG00000117748,RPA2,24,-1.4100,42,-0.5674,29,-1.1279,70,1.13236
ENSG00000126698,DNAJC8,89,-0.4401,114,-0.0557,37,-1.7537,129,0.69646
ENSG00000130770,ATP5IF1,188,-1.9391,400,-0.8114,763,0.18151,749,0.73247
ENSG00000242125,SNHG3,17,-0.7132,67,1.40905,14,-1.0031,27,-0.2982
ENSG00000180098,TRNAU1AP,39,0.63412,18,-0.5850,1,-4.6943,28,0.54693
ENSG00000197989,SNHG12,5,-2.1272,65,1.83116,3,-2.5692,21,-0.2374
ENSG00000120656,TAF12,0,-6.5457,18,-0.0137,52,1.78860,16,-0.5192
ENSG00000198492,YTHDF2,29,-1.4117,39,-0.9681,81,0.13019,82,0.71185
ENSG00000159023,EPB41,4,-1.9627,17,-0.0680,20,0.24935,18,0.40520
ENSG00000116350,SRSF4,27,-0.7682,70,0.70751,7,-2.7514,48,0.46386
ENSG00000116353,MECR,17,-1.2311,41,0.14427,31,-0.3060,40,0.43352
ENSG00000060656,PTPRU,45,0.24597,28,-0.4852,73,1.04988,35,-0.4680
ENSG00000162511,LAPTM5,247,1.98371,238,1.91107,17,-2.2245,49,-1.7602
ENSG00000162512,SDC3,243,-0.0240,80,-1.6901,163,-0.6370,272,0.74546
ENSG00000134644,PUM1,23,-2.6548,76,-0.8860,96,-0.5361,157,1.27126
ENSG00000060688,SNRNP40,16,-1.2987,44,0.18223,16,-1.3224,43,0.74979
ENSG00000121766,ZCCHC17,84,-0.3048,57,-0.8931,90,-0.1914,110,0.50856
ENSG00000121769,FABP3,22,-1.1584,28,-0.7976,73,0.68756,49,0.26241
ENSG00000162517,PEF1,39,-1.1723,96,0.18183,95,0.16569,88,0.19629
ENSG00000084636,COL16A1,19,-1.3765,121,1.54469,51,0.11352,42,-0.5783
ENSG00000121753,ADGRB2,26,-1.8453,32,-1.5584,65,-0.5146,106,1.35001
ENSG00000184007,PTP4A2,152,0.12523,166,0.26175,64,-1.1806,144,0.17786
ENSG00000121774,KHDRBS1,74,-1.0026,217,0.65864,104,-0.4986,147,0.15819
ENSG00000121775,TMEM39B,22,0.19547,15,-0.3147,4,-2.2391,21,0.57892
ENSG00000025800,KPNA6,37,-0.0566,38,-0.0094,28,-0.4528,39,0.19169
ENSG00000084652,TXLNA,29,-1.1596,145,1.35944,67,0.10945,58,-0.4772
ENSG00000084623,EIF3I,96,-0.2635,160,0.53370,138,0.30376,109,-0.2713
ENSG00000116478,HDAC1,13,-1.0065,82,1.97133,0,-6.7732,23,-0.4232
ENSG00000175130,MARCKSL1,247,-0.3192,95,-1.7465,55,-2.5614,356,1.42081
ENSG00000225828,FAM229A,6,-1.7822,31,0.58828,13,-0.7365,23,0.42513
ENSG00000160058,BSDC1,28,-1.2293,46,-0.5044,84,0.41851,68,0.35471
ENSG00000176261,ZBTB8OS,31,-0.9965,69,0.20709,68,0.17359,62,0.14199
ENSG00000162521,RBBP4,90,-0.3517,107,-0.0959,69,-0.7511,121,0.44275
ENSG00000162522,KIAA1522,3,-2.3530,41,1.55610,0,-6.0517,16,0.13889
ENSG00000134684,YARS,49,-1.1983,120,0.16689,106,-0.0262,113,0.29726
ENSG00000116497,S100PBP,21,-0.7220,21,-0.7501,6,-2.5151,39,1.28426
ENSG00000160097,FNDC5,9,-0.8030,20,0.42964,11,-0.5530,16,0.26082
ENSG00000121905,HPCA,11,-2.0692,2,-4.2916,33,-0.4938,55,1.79488
ENSG00000121900,TMEM54,86,0.80758,50,-0.0519,27,-1.0075,51,-0.0858
ENSG00000116514,RNF19B,20,-0.7958,19,-0.8438,9,-1.8682,39,1.24303
ENSG00000004455,AK2,67,0.53551,93,1.06464,16,-1.6323,45,-0.3913
ENSG00000142920,AZIN2,1,-3.8777,7,-1.2808,39,1.27645,18,0.20284
ENSG00000160094,ZNF362,9,-1.2081,30,0.60128,4,-2.4038,22,0.62817
ENSG00000134686,PHC2,74,-0.2929,316,2.14273,53,-0.8174,73,-1.0174
ENSG00000121904,CSMD2,0,-4.7839,27,0.66276,20,0.18986,18,0.20626
ENSG00000163866,SMIM12,31,-1.7034,96,-0.0026,104,0.12211,102,0.40331
ENSG00000116544,DLGAP3,18,-0.2458,8,-1.4000,30,0.56123,22,0.21156
ENSG00000163867,ZMYM6,19,-0.2605,19,-0.3170,16,-0.5394,24,0.43151
ENSG00000116560,SFPQ,106,-0.7247,335,1.09306,108,-0.7055,167,-0.1331
ENSG00000146463,ZMYM4,11,-1.8620,25,-0.6508,27,-0.5498,44,1.04850
ENSG00000142687,KIAA0319L,26,-1.1692,74,0.40490,40,-0.5305,60,0.35828
ENSG00000020129,NCDN,80,-2.3771,179,-1.1926,246,-0.7122,459,1.44316
ENSG00000126067,PSMB2,66,-1.4662,141,-0.3158,195,0.18292,185,0.46586
ENSG00000142686,C1orf216,17,-2.0070,44,-0.5842,71,0.16031,70,0.67517
ENSG00000134698,AGO4,18,0.38322,3,-2.2273,0,-5.9578,16,1.18094
ENSG00000092847,AGO1,40,0.64115,29,0.15754,14,-0.9042,26,-0.0951
ENSG00000126070,AGO3,20,-0.6590,57,0.99422,18,-0.7865,30,-0.0627
ENSG00000116863,ADPRHL2,13,-1.1666,47,0.83061,26,-0.0793,28,-0.0579
ENSG00000054116,TRAPPC3,35,-1.0410,86,0.33220,48,-0.5674,74,0.38218
ENSG00000116871,MAP7D1,166,-0.2687,277,0.53337,244,0.33094,188,-0.2814
ENSG00000054118,THRAP3,86,0.29026,96,0.45934,28,-1.4281,72,0.04469
ENSG00000196182,STK40,23,0.03576,104,2.72628,15,-0.6013,15,-1.6573
ENSG00000181817,LSM10,61,-0.3993,85,0.09937,36,-1.2058,85,0.48759
ENSG00000116885,OSCP1,9,-2.1337,55,0.49781,20,-1.0441,44,0.62592
ENSG00000116898,MRPS15,38,-0.7278,57,-0.0951,35,-0.8533,66,0.60895
ENSG00000163873,GRIK3,6,-2.2511,89,1.92071,18,-0.6912,26,-0.5563
ENSG00000163875,MEAF6,25,-2.8312,95,-0.8817,97,-0.8630,199,1.45472
ENSG00000163877,SNIP1,11,-0.6295,17,-0.0310,16,-0.1490,18,0.29552
ENSG00000163879,DNALI1,3,-3.4218,74,1.33590,4,-2.8158,34,0.32503
ENSG00000134697,GNL2,13,-0.4312,39,1.32600,15,-0.1849,15,-0.5099
ENSG00000116922,C1orf109,0,-6.7281,23,0.40241,24,0.45751,19,0.23897
ENSG00000183317,EPHA10,4,-2.0926,6,-1.4950,0,-5.2118,21,2.50729
ENSG00000185090,MANEAL,16,-2.1038,47,-0.5499,82,0.31811,73,0.58164
ENSG00000196449,YRDC,10,-0.9458,37,1.01164,13,-0.5912,19,-0.0559
ENSG00000197982,C1orf122,293,0.05291,261,-0.1222,150,-0.9666,297,0.34017
ENSG00000183431,SF3A3,26,-0.8113,55,0.30749,18,-1.3265,48,0.54058
ENSG00000183520,UTP11,16,-1.3172,37,-0.0753,9,-2.0571,44,1.06662
ENSG00000116954,RRAGC,20,-1.4346,43,-0.2921,35,-0.5771,58,0.80518
ENSG00000174574,AKIRIN1,40,-2.0787,106,-0.6223,106,-0.6215,182,1.10928
ENSG00000168653,NDUFS5,303,-0.7805,481,-0.0744,460,-0.1461,532,0.35839
ENSG00000127603,MACF1,107,-0.6553,202,0.32989,144,-0.1947,167,0.14912
ENSG00000090621,PABPC4,84,0.63557,136,1.44071,25,-1.2139,49,-0.7398
ENSG00000163909,HEYL,48,1.10282,28,0.21950,31,0.38415,21,-0.7693
ENSG00000116983,HPCAL4,42,-1.8434,18,-3.0786,87,-0.7817,174,1.81243
ENSG00000084072,PPIE,42,-0.0165,70,0.78191,17,-1.3706,43,-0.0153
ENSG00000043514,TRIT1,10,-0.8480,9,-0.9510,25,0.58421,18,0.29361
ENSG00000168389,MFSD2A,67,0.83279,109,1.65330,58,0.58313,28,-1.4353
ENSG00000131236,CAP1,188,0.57367,206,0.72037,71,-0.9312,124,-0.3234
ENSG00000131238,PPT1,68,-1.0817,130,-0.1002,108,-0.3771,149,0.54746
ENSG00000259943,AL050341.2,1,-4.8727,20,-0.7413,23,-0.4845,38,1.33118
ENSG00000084073,ZMPSTE24,39,-0.2956,47,0.00819,15,-1.6934,51,0.59165
ENSG00000049089,COL9A2,29,-0.1224,182,3.20095,0,-6.7711,20,-1.7699
ENSG00000084070,SMAP2,88,-0.4141,118,0.03218,36,-1.7543,126,0.63947
ENSG00000117016,RIMS3,18,-1.9426,16,-2.0910,54,-0.2924,76,1.36824
ENSG00000066136,NFYC,30,-0.0959,22,-0.5817,34,0.05359,34,0.22124
ENSG00000179862,CITED4,71,0.67380,18,-1.3750,16,-1.5580,49,0.49019
ENSG00000171793,CTPS1,5,-1.9310,33,0.79859,14,-0.4898,21,0.22720
ENSG00000010803,SCMH1,0,-5.3246,60,1.68706,28,0.40952,19,-0.6048
ENSG00000198815,FOXJ3,32,-1.1211,74,0.16309,53,-0.3595,71,0.41931
ENSG00000177181,RIMKLA,9,-1.1796,15,-0.4438,58,1.78757,17,-0.6270
ENSG00000127125,PPCS,61,0.20695,49,-0.1175,16,-1.7564,57,0.42005
ENSG00000186409,CCDC30,0,-5.0085,10,-0.4837,0,-4.2016,17,2.14952
ENSG00000065978,YBX1,160,0.89721,201,1.27930,77,-0.2617,75,-0.9541
ENSG00000117385,P3H1,38,1.15747,59,1.93959,24,0.42064,12,-1.7331
ENSG00000164008,C1orf50,21,-0.5979,9,-1.7980,57,0.94490,32,0.14138
ENSG00000177868,SVBP,33,-0.1768,12,-1.7051,39,0.07652,40,0.50654
ENSG00000117394,SLC2A1,395,2.32947,238,1.37861,48,-1.1610,65,-1.7901
ENSG00000117395,EBNA1BP2,11,-3.0709,95,0.09400,102,0.20021,95,0.46170
ENSG00000066322,ELOVL1,102,1.09971,76,0.61952,13,-2.0369,48,-0.4095
ENSG00000159479,MED8,11,-1.3924,20,-0.4706,16,-0.8448,31,0.98230
ENSG00000178922,HYI,58,0.39981,98,1.26889,10,-2.1908,42,-0.4043
ENSG00000142949,PTPRF,105,-0.4950,47,-1.7008,74,-1.0168,166,1.13241
ENSG00000066135,KDM4A,7,-1.1922,10,-0.6248,4,-1.7343,17,1.26628
ENSG00000126091,ST3GAL3,35,-0.3175,38,-0.2108,16,-1.4732,48,0.66630
ENSG00000117408,IPO13,71,0.31636,68,0.24896,13,-2.1852,60,0.24408
ENSG00000117410,ATP6V0B,361,-0.5068,406,-0.3257,436,-0.2160,531,0.40536
