NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
EIF4E_UP	100	92		
CRX_DN.V1_DN	132	113		
CRX_DN.V1_UP	135	94		
CRX_NRL_DN.V1_DN	127	112		
CRX_NRL_DN.V1_UP	140	104		
NRL_DN.V1_DN	132	113		
NRL_DN.V1_UP	137	105		
RB_DN.V1_DN	123	109		
RB_P107_DN.V1_DN	126	113		
RB_P130_DN.V1_DN	136	122		
CAHOY_ASTROCYTIC	100	90		
CAHOY_NEURONAL	100	93		
CAHOY_OLIGODENDROCUTIC	100	92		
IL15_UP.V1_DN	185	109		
IL2_UP.V1_DN	193	132		
IL21_UP.V1_DN	186	115		
PDGF_ERK_DN.V1_DN	149	135		
PDGF_ERK_DN.V1_UP	145	118		
PDGF_UP.V1_DN	136	78		
PDGF_UP.V1_UP	146	131		
TGFB_UP.V1_DN	191	158		
YAP1_DN	47	31		
YAP1_UP	47	45		
SIRNA_EIF4GI_DN	98	84		
SIRNA_EIF4GI_UP	95	89		
SINGH_KRAS_DEPENDENCY_SIGNATURE	20		Rejected!	
STK33_DN	280	233		
STK33_NOMO_DN	282	229		
STK33_SKM_DN	276	220		
KRAS.DF.V1_DN	193	136		
TBK1.DN.48HRS_DN	50	47		
TBK1.DN.48HRS_UP	50	48		
NFE2L2.V2	469	298		
CORDENONSI_YAP_CONSERVED_SIGNATURE	57	47		
JAK2_DN.V1_DN	146	117		
JAK2_DN.V1_UP	183	94		
PGF_UP.V1_DN	190	140		
E2F1_UP.V1_DN	187	165		
EGFR_UP.V1_UP	192	161		
ERBB2_UP.V1_UP	190	156		
CYCLIN_D1_KE_.V1_DN	191	143		
CYCLIN_D1_UP.V1_DN	190	145		
AKT_UP_MTOR_DN.V1_DN	185	155		
AKT_UP.V1_DN	187	153		
MTOR_UP.V1_DN	182	156		
VEGF_A_UP.V1_DN	193	166		
ATF2_S_UP.V1_DN	187	148		
ATF2_UP.V1_DN	185	150		
P53_DN.V1_DN	194	164		
SNF5_DN.V1_DN	157	111		
SNF5_DN.V1_UP	173	150		
LTE2_UP.V1_UP	188	162		
MEK_UP.V1_UP	195	162		
RAF_UP.V1_UP	193	165		
MTOR_UP.N4.V1_UP	196	180		
ESC_J1_UP_EARLY.V1_DN	172	145		
ESC_J1_UP_LATE.V1_DN	168	145		
ESC_V6.5_UP_EARLY.V1_DN	162	129		
ESC_V6.5_UP_LATE.V1_DN	180	144		
RPS14_DN.V1_UP	191	136		
HOXA9_DN.V1_UP	192	171		
STK33_NOMO_UP	290	241		
STK33_SKM_UP	279	228		
STK33_UP	286	239		
KRAS.DF.V1_UP	191	162		
TBK1.DF_DN	286	271		
TBK1.DF_UP	287	262		
LEF1_UP.V1_UP	194	149		
PGF_UP.V1_UP	190	176		
E2F1_UP.V1_UP	188	164		
EGFR_UP.V1_DN	196	164		
ERBB2_UP.V1_DN	197	182		
GCNP_SHH_UP_EARLY.V1_UP	174	146		
GCNP_SHH_UP_LATE.V1_UP	181	149		
HINATA_NFKB_IMMU_INF	15		Rejected!	
CSR_EARLY_UP.V1_UP	153	142		
CSR_LATE_UP.V1_DN	147	136		
CSR_LATE_UP.V1_UP	166	139		
AKT_UP_MTOR_DN.V1_UP	178	144		
AKT_UP.V1_UP	169	132		
MTOR_UP.V1_UP	169	124		
WNT_UP.V1_DN	172	125		
P53_DN.V2_UP	148	82		
RELA_DN.V1_UP	149	108		
P53_DN.V1_UP	194	160		
E2F3_UP.V1_DN	163	100		
MYC_UP.V1_DN	172	123		
MYC_UP.V1_UP	181	156		
SRC_UP.V1_DN	170	123		
SRC_UP.V1_UP	178	118		
LTE2_UP.V1_DN	195	179		
MEK_UP.V1_DN	194	166		
RAF_UP.V1_DN	193	171		
PRC1_BMI_UP.V1_DN	187	114		
PRC2_EED_DN.V1_DN	193	164		
PRC2_EZH2_UP.V1_DN	192	137		
PRC2_SUZ12_UP.V1_DN	192	115		
BRCA1_DN.V1_DN	139	96		
CTIP_DN.V1_DN	134	84		
PKCA_DN.V1_UP	160	105		
PTEN_DN.V2_DN	143	113		
DCA_UP.V1_DN	185	139		
ALK_DN.V1_DN	139	90		
ALK_DN.V1_UP	141	78		
BMI1_DN_MEL18_DN.V1_DN	147	129		
BMI1_DN_MEL18_DN.V1_UP	145	111		
BMI1_DN.V1_DN	140	115		
BMI1_DN.V1_UP	147	112		
MEL18_DN.V1_DN	147	128		
MEL18_DN.V1_UP	141	110		
PTEN_DN.V1_UP	186	128		
NOTCH_DN.V1_UP	186	125		
RB_DN.V1_UP	116	101		
RB_P107_DN.V1_UP	130	108		
RB_P130_DN.V1_UP	130	95		
CAHOY_ASTROGLIAL	100	76		
RPS14_DN.V1_DN	186	145		
IL15_UP.V1_UP	189	137		
IL2_UP.V1_UP	190	134		
IL21_UP.V1_UP	186	133		
TGFB_UP.V1_UP	189	149		
HOXA9_DN.V1_DN	190	165		
KRAS.AMP.LUNG_UP.V1_DN	142	85		
KRAS.AMP.LUNG_UP.V1_UP	140	66		
KRAS.300_UP.V1_DN	140	77		
KRAS.300_UP.V1_UP	142	105		
KRAS.50_UP.V1_DN	47	22		
KRAS.50_UP.V1_UP	48	36		
KRAS.600_UP.V1_DN	279	151		
KRAS.600_UP.V1_UP	278	193		
KRAS.600.LUNG.BREAST_UP.V1_DN	284	178		
KRAS.600.LUNG.BREAST_UP.V1_UP	280	154		
KRAS.BREAST_UP.V1_DN	143	97		
KRAS.BREAST_UP.V1_UP	140	68		
KRAS.KIDNEY_UP.V1_DN	135	72		
KRAS.KIDNEY_UP.V1_UP	141	131		
KRAS.LUNG_UP.V1_DN	142	75		
KRAS.LUNG_UP.V1_UP	140	81		
KRAS.LUNG.BREAST_UP.V1_DN	141	86		
KRAS.LUNG.BREAST_UP.V1_UP	141	86		
KRAS.PROSTATE_UP.V1_DN	141	80		
KRAS.PROSTATE_UP.V1_UP	137	86		
LEF1_UP.V1_DN	187	148		
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	200	186		
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	200	162		
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP	200	184		
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN	200	168		
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	177		
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	200	164		
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	200	171		
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	200	172		
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP	200	166		
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	199	179		
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	200	153		
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN	200	179		
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	200	188		
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	200	143		
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	182		
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	200	164		
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	200	149		
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	200	183		
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	199	190		
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN	200	131		
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	200	192		
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	198	150		
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	199	182		
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	200	174		
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	199	180		
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	200	171		
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	200	158		
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	200	179		
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	199	163		
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	200	181		
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	200	175		
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	199	176		
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	199	185		
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	200	174		
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	199	167		
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	200	190		
GSE10325_CD4_TCELL_VS_BCELL_UP	199	168		
GSE10325_CD4_TCELL_VS_BCELL_DN	195	142		
GSE10325_CD4_TCELL_VS_MYELOID_UP	199	170		
GSE10325_CD4_TCELL_VS_MYELOID_DN	200	171		
GSE10325_BCELL_VS_MYELOID_UP	197	149		
GSE10325_BCELL_VS_MYELOID_DN	200	163		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	199	166		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	196	144		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	199	168		
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	200	168		
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP	195	161		
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	200	176		
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	197	171		
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	199	166		
GSE10325_BCELL_VS_LUPUS_BCELL_UP	194	147		
GSE10325_BCELL_VS_LUPUS_BCELL_DN	200	183		
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	196	130		
GSE10325_MYELOID_VS_LUPUS_MYELOID_DN	200	177		
GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_UP	194	159		
GSE10463_CD40L_AND_VA347_VS_CD40L_IN_DC_DN	185	127		
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_UP	187	156		
GSE10856_CTRL_VS_TNFRSF6B_IN_MACROPHAGE_DN	195	162		
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	198	177		
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	197	173		
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	196	161		
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	199	185		
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP	198	183		
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	197	174		
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	199	163		
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	189	155		
GSE11057_CD4_EFF_MEM_VS_PBMC_UP	199	182		
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	194	153		
GSE11057_CD4_CENT_MEM_VS_PBMC_UP	198	183		
GSE11057_CD4_CENT_MEM_VS_PBMC_DN	195	160		
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	195	167		
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	198	184		
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	197	138		
GSE11057_PBMC_VS_MEM_CD4_TCELL_DN	198	171		
GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP	196	164		
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	197	175		
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP	195	170		
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN	200	184		
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_UP	198	178		
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_DN	198	163		
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	197	180		
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	199	169		
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	197	180		
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN	196	167		
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_UP	197	177		
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_DN	192	160		
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	195	175		
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	198	161		
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	200	181		
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	196	169		
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	197	178		
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	195	152		
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	196	167		
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	193	157		
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	199	191		
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	200	172		
GSE11924_TFH_VS_TH2_CD4_TCELL_UP	199	189		
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	200	173		
GSE11924_TFH_VS_TH17_CD4_TCELL_UP	198	188		
GSE11924_TFH_VS_TH17_CD4_TCELL_DN	200	183		
GSE11924_TH1_VS_TH2_CD4_TCELL_UP	200	174		
GSE11924_TH1_VS_TH2_CD4_TCELL_DN	199	172		
GSE11924_TH1_VS_TH17_CD4_TCELL_UP	200	152		
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	199	178		
GSE11924_TH2_VS_TH17_CD4_TCELL_UP	199	158		
GSE11924_TH2_VS_TH17_CD4_TCELL_DN	200	183		
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	197	182		
GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	194	162		
GSE12366_GC_VS_NAIVE_BCELL_UP	198	171		
GSE12366_GC_VS_NAIVE_BCELL_DN	196	174		
GSE12366_GC_VS_MEMORY_BCELL_UP	198	159		
GSE12366_GC_VS_MEMORY_BCELL_DN	197	174		
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP	195	167		
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	199	178		
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP	192	164		
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN	199	185		
GSE12366_NAIVE_VS_MEMORY_BCELL_UP	194	148		
GSE12366_NAIVE_VS_MEMORY_BCELL_DN	193	169		
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	199	154		
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN	196	172		
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	195	164		
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	199	182		
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	199	174		
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	200	162		
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	196	169		
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	190		
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	198	184		
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	197	175		
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	199	180		
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	198	167		
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	197	166		
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	192		
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP	198	174		
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	200	181		
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	198	172		
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	200	191		
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	196	166		
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN	199	186		
GSE13229_IMM_VS_MATURE_NKCELL_UP	200	159		
GSE13229_IMM_VS_MATURE_NKCELL_DN	199	178		
GSE13229_IMM_VS_INTMATURE_NKCELL_UP	200	146		
GSE13229_IMM_VS_INTMATURE_NKCELL_DN	200	187		
GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	200	140		
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	198	183		
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP	199	179		
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_DN	200	153		
GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_UP	200	170		
GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_DN	200	159		
