gene	t_stat_ARCboundary-VMHboundary	p_value_ARCboundary-VMHboundary	fdr_ARCboundary-VMHboundary	logFC_ARCboundary-VMHboundary
CALCRL	0.132830016375572	0.895014822991138	0.98198557845667	0.0229616412337599
CAMK2A	-2.53148054485353	0.0155263084232781	0.0887910762956217	-0.232501748003072
CAPG	0.289949873981918	0.773399670078516	0.960724289733938	0.0484311480923232
CAPN3	0.507284280155814	0.614828820176003	0.908890236764413	0.0659942244111278
CAV1	-0.100167467399042	0.920727542547617	0.983471563496529	-0.0187479315412062
CCK	-0.957445813504149	0.344274754261989	0.720026057485074	-0.152399256924195
CCL4	-0.042730330803558	0.966135805888523	0.993009681547916	-0.0122390393994882
CCL5	0.707682789936341	0.483374862345447	0.850553844319392	0.201141909259509
CCNA1	0.503353321787391	0.617563753409864	0.908890236764413	0.054053702427991
CCNB2	0.65853773229324	0.514084531059537	0.863754389991157	0.129271044593659
CD14	0.0338013662144515	0.973208966283329	0.993009681547916	0.00604763860368784
CD163	-0.138595286638941	0.890487332695301	0.981681818573736	-0.0383508808941819
CD2	1.1572147309488	0.254264504707363	0.659301986841455	0.208728129868811
CD36	-1.89717420772639	0.0652713121858385	0.274589658161114	-0.267429745476516
CD3G	1.86479541450003	0.0697924844508921	0.283822770100295	0.395466841198821
CD4	-0.421564569638599	0.67567104566455	0.927832091383145	-0.0644347834098564
CD48	0.456200735591202	0.650790881347322	0.926211426967968	0.0710720839071737
CD52	0.965058586946135	0.340496624810288	0.720026057485074	0.166734877366808
CD68	0.347624289585666	0.73000252068304	0.943263159639664	0.0428068611898951
CD83	-1.26659249018696	0.212857552461485	0.603921427913979	-0.0983712724874355
CD86	0.446158777625849	0.657964401671234	0.926211426967968	0.0700029064898704
CDH1	0.14293665150988	0.887080480032849	0.981556167325222	0.0159913328655739
CDH12	4.72998753590422	2.9578031896943e-05	0.00120283996380901	0.471954769527427
CDH13	-3.69241270053469	0.000682280004372845	0.00998857926401845	-0.316231505485844
CDH4	-3.32440975228159	0.00194391406102589	0.0222335170729836	-0.378797267646926
CDH6	-0.240602567549284	0.811130894593908	0.964390800006598	-0.0190851856684287
CDK1	-1.08409321512542	0.28501901159482	0.679697653949266	-0.246657277354566
CELF2	-0.150343300400145	0.881273205978977	0.981556167325222	-0.0123224978864727
CEMIP	1.94015649252906	0.0596589936208523	0.256884607826258	0.283367017806619
CEMIP2	-0.142157817350866	0.887691506515433	0.981556167325222	-0.0144097075556751
CENPF	-0.960980844714677	0.342516915119234	0.720026057485074	-0.108474877524273
CHGB	1.12177577766892	0.26885733659458	0.668784191078869	0.0831695525038594
CHODL	-1.16013551690306	0.253087832556668	0.659301986841455	-0.164148656716723
CLDN11	0.014917745433847	0.988174304010137	0.996341033795345	0.00191394629432295
CNDP1	0.618922191328326	0.539587359333073	0.870107020214723	0.100659346979272
CNTN2	-0.035369347021466	0.971966701129723	0.993009681547916	-0.00407338471879726
CNTNAP3B	2.89042951872801	0.00627156052661729	0.0468447174028965	0.257094385977039
COL12A1	0.370583126779422	0.71296506924939	0.930137804422314	0.052266198604741
COL25A1	-2.33381764678388	0.0248833916688466	0.126490574316637	-0.338478832388857
CORO1A	-1.40518543630855	0.167928452968069	0.511654490384784	-0.12399110880799
CRH	-1.49478844654254	0.143064942935002	0.476016082856462	-0.515168630894791
CRHBP	1.81724550874834	0.076914494307079	0.305985923004249	0.268779128554014
CRHR2	-2.89132223410344	0.00625696944860404	0.0468447174028965	-0.320106502034667
CRYM	0.825487892557073	0.414145200972214	0.801995468549368	0.339431624923904
CSPG4	0.266106707264319	0.791567083929685	0.963492753224059	0.0237019434936521
CTNNA3	0.798962866948083	0.429179359886835	0.818437243355396	0.122766918893378
CTSH	1.23233123215515	0.225246398428115	0.624590852733105	0.145814545197522
CTSS	0.327639109387681	0.744947203251298	0.947510468175221	0.0346396533241666
CUX2	3.09847005167493	0.00361091104661675	0.0322339864161398	0.393412426640542
CX3CR1	-0.000334750443387955	0.999734624274764	0.999734624274764	-0.000129167585685153
CXCL14	-0.207944216499443	0.836360993688525	0.9752980846892	-0.0363348533303149
CXCR4	0.298269039453438	0.767090498670739	0.95820860926106	0.0598245481780033
CYP19A1	-2.72801523049313	0.00952374164440196	0.0657677253179456	-0.471883478074967
CYP26A1	-1.37252870492179	0.177787019005874	0.52902478826138	-0.331322781404338
CYP26B1	2.25450819576796	0.0298900217724886	0.145863306249744	0.256868504284336
CYTIP	-0.732161469945027	0.468473005162621	0.840495685732938	-0.118916171787953
DCC	1.01558191479614	0.31612445888985	0.704049287400888	0.106794465920714
DCN	0.247469341235187	0.805850860734442	0.964390800006598	0.0449326074816376
DDN	-2.61455111262759	0.0126578486517469	0.077627493356635	-0.445727080005822
DDR2	0.616518215567755	0.541155878514891	0.870107020214723	0.0562249295068682
DLG4	-1.14216636718204	0.260389598748303	0.66182356348527	-0.0721852938443881
DNER	1.14899745289262	0.257596131470842	0.659301986841455	0.0597571523706275
DOC2A	-4.40669268670689	8.04456579708179e-05	0.00226485467825533	-0.355799508641166
DYDC2	-1.02512422983321	0.311658182703829	0.702181085323221	-0.119213693093558
ECEL1	2.61468921221657	0.0126535148314671	0.077627493356635	0.279502012140297
EFHD1	-0.0329586178023753	0.973876679209398	0.993009681547916	-0.00310222257004256
EGFR	-0.418315680725781	0.678024372689102	0.927832091383145	-0.0219587494273767
ELK1	-2.76648450581201	0.00863596633950265	0.0607839169280379	-0.208887136283279
ELOVL2	0.494565520275577	0.623697715567006	0.908890236764413	0.0503302304258124
ENOX2	2.60802432681809	0.0128642344167129	0.077627493356635	0.205501663554143
ERBB3	0.147254620630691	0.88369413618673	0.981556167325222	0.0247355626923813
ERMN	0.0921632938407904	0.927042867230335	0.983471563496529	0.0196376276371701
ESR1	-1.10851765914509	0.274467476152965	0.669110159749157	-0.129639295981724
EYA4	0.616579299053786	0.541115994161027	0.870107020214723	0.168678258003658
FABP6	-0.274069970921439	0.78548578473192	0.963492753224059	-0.0161995297023747
FASLG	-0.0630334788889128	0.950063695578157	0.993009681547916	-0.00958396179586263
FBLN1	0.380174287979323	0.705890834571205	0.930137804422314	0.043036856235469
FCER1G	-0.302043523123903	0.764233221108349	0.957908763444027	-0.0556698638780855
FCGR1A	-0.374908774919725	0.709771342430105	0.930137804422314	-0.104343288962907
FCGR3A	-0.306246115926925	0.761055787293723	0.957204186080765	-0.052649216079443
FEZF1	-6.48557259590073	1.12650102659867e-07	1.03074843933779e-05	-1.14838426457714
FGFR2	-0.491795742408796	0.625636706484483	0.908890236764413	-0.0468591867108597
FGFR3	0.107750920917811	0.914748949396987	0.982206533948732	0.0074663996084734
FILIP1	1.45199372426753	0.154548135883249	0.496180857309378	0.187424398116443
FLT1	-0.397502151600822	0.693177265021387	0.930137804422314	-0.048664969699594
FOS	0.348056784484138	0.729680256494881	0.943263159639664	0.115043836286416
FRMPD2	-0.764334380086329	0.449294992849191	0.827300267982451	-0.0595568513223963
FSTL4	-1.05979631825169	0.295795084788439	0.689560516131012	-0.0886204737599989
GABRA5	-4.06790165865169	0.000225040358827368	0.00392213196813412	-0.397990787661083
GABRE	2.87319340300582	0.0065595898026966	0.0470747032899403	0.381826378764785
GABRQ	-0.345037589939791	0.731930976332417	0.943263159639664	-0.0420557667279571
GAD1	4.5607348765652	5.0040403437784e-05	0.00166498069620263	0.720749339170496
GAD2	4.35378002982561	9.46061806629596e-05	0.00230839080817621	0.794785746819349
GAL	3.03439567286345	0.0042884626804297	0.0373708890723159	1.04818748106712
GAS2L3	0.589270726534704	0.559097865612252	0.88202508109519	0.101673101594223
GDF10	-3.83519808767763	0.00044945133583512	0.00747723585980245	-0.408213315136457
GFOD1	0.865473860091073	0.392102644551254	0.771556816697629	0.0507374028069076
GHRH	3.20646251965809	0.00269232298927442	0.0259313214230115	1.58868155689516
GJA1	0.377643161092641	0.707755206701494	0.930137804422314	0.0193950587758156
GLRA2	0.867678106701604	0.390909409232276	0.771556816697629	0.0821720311083602
GLRA3	-3.40843874468675	0.00153662993854304	0.0187468852502251	-0.337006543828476
GNLY	-0.43647126939073	0.664915880474888	0.926233470794251	-0.123115264585093
GPER1	-0.0939248827667945	0.92565254202087	0.983471563496529	-0.012214030841001
GPNMB	-0.938810589723891	0.35364005657779	0.728123608064503	-0.192856371100362
GPR183	0.207466860834984	0.836731143695106	0.9752980846892	0.0450393048933009
GPR34	0.423976279817925	0.673926253315029	0.927832091383145	0.10720874406516
GSX1	3.22372255848468	0.00256784508219532	0.0254008459482023	0.979666120910069
GZMA	-1.00880474589728	0.319322900843026	0.704049287400888	-0.344546394175866
HCRT	2.056656246193	0.0464931761216519	0.207518322689324	0.576532395377949
HES1	0.226819314711717	0.821755928933215	0.967082540159346	0.0311711307510603
HHATL	0.369958798559618	0.713426459061168	0.930137804422314	0.0515504504410966
HILPDA	0.97931431841682	0.333496186511668	0.720026057485074	0.158050066575964
HLA-DMB	0.441347938974129	0.661412730310924	0.926233470794251	0.0704972652615954
HLA-DQA1	0.75568226408563	0.454406498150101	0.827300267982451	0.162168256552388
HRH1	-0.962267087736654	0.341878796431689	0.720026057485074	-0.137774381671326
HRH3	-2.09093589162523	0.0431374777984494	0.197353960927906	-0.167377253305325
HS3ST2	0.544772323585449	0.589030118519649	0.90202938651963	0.108294405254902
HS3ST4	-6.73049262119829	5.17893262693449e-08	6.31829780486008e-06	-0.789189947010678
HS6ST2	-5.47209913802555	2.84583162893773e-06	0.000173595729365202	-0.454541497946906
HTR2A	2.6968688979538	0.0103036696162195	0.0685662378097517	0.293254216972967
HTR2C	3.31320688622276	0.00200543165065475	0.0222420601254436	0.39369193823474
ICAM5	-1.72533446382939	0.092430852237048	0.352392624153745	-0.309991242854403
IDH1	2.61966450142968	0.0124982881500697	0.077627493356635	0.16258263513039
IDH2	-0.270645362023403	0.788099410834729	0.963492753224059	-0.0133455134095204
IDO1	1.13550474243329	0.263134679437803	0.664188225339559	0.224196098753779
IFITM3	0.570810031443076	0.571422230255501	0.893762975527835	0.0835172489924894
IGFBP3	-0.287191278822427	0.775495224253607	0.960724289733938	-0.0564223713818208
IGFBP4	-0.614545756600121	0.542444611732349	0.870107020214723	-0.089061129286053
IGFBP5	-1.05996813147219	0.295717900467922	0.689560516131012	-0.147062043497328
IL18R1	-1.60327562898332	0.116990410849567	0.403948022367373	-0.337413531953125
IL7R	-0.0333133559611937	0.973595616405564	0.993009681547916	-0.01410096184458
ITGA8	-0.64848878386961	0.520491442161084	0.863754389991157	-0.103146391190386
ITGAM	-0.721364484693594	0.475013096576094	0.843955307508982	-0.0995828199441959
ITGAX	0.319902701882242	0.750759660575995	0.947510468175221	0.0445281717288086
ITGB2	-0.111218323733062	0.912016988503219	0.982206533948732	-0.0177367376348965
KCNH5	1.77086598270174	0.0844447706054351	0.325334589911466	0.191636522342664
KIT	3.266863889133	0.00228018396990517	0.0244512791116969	0.464723795918987
KLF2	-0.549195061038979	0.586020977261961	0.901191923016293	-0.112623966128664
KLF4	0.413985185492051	0.681166237371121	0.927832091383145	0.118028235984664
KLK6	0.53650308742423	0.594676132704995	0.903118110249079	0.102959035999563
KLRB1	0.661438553486218	0.512243011264553	0.863754389991157	0.157018846145712
KRT18	-2.43899894538001	0.0194099485790389	0.103812816763759	-0.152327420058453
KRT8	0.847384813717816	0.401981380183381	0.786765695973889	0.118214470787164
LAMA2	1.17992010912565	0.245221072048986	0.650368930216876	0.18135549794717
LAMP5	-2.71017008170092	0.00996363762195208	0.0675313216598974	-0.48435421608511
LBHD2	-0.189462393731762	0.850718813433961	0.981556167325222	-0.0449098310690621
LEPR	3.25593118966643	0.0023500358823497	0.0244512791116969	0.333359489567126
LHX6	1.1725330363929	0.248137223568562	0.653368516734487	0.260645506785917
LINC01615	-3.18510218146129	0.00285430792631963	0.0267865820777689	-0.495709407731299
LINC02763	0.255585800907683	0.799621770403844	0.964390800006598	0.0270080238909642
LOX	0.921006431878083	0.362742558374409	0.734715655166304	0.117539399423161
LRRK1	-0.77009765334331	0.44590904418991	0.827300267982451	-0.116721077419627
LRRK2	0.91507038576635	0.365810999642968	0.734715655166304	0.0638402922085675
LY86	0.0106530827354658	0.991554858804244	0.997002962424047	0.00278211950499152
LYPD6	2.88243949241168	0.00640357818527506	0.0468741923162134	0.300317073047841
LYPD6B	1.41255919771035	0.165762551579225	0.511654490384784	0.306173161414884
LYVE1	1.22767981327602	0.226968807140719	0.624590852733105	0.123254509838555
MAG	0.564722608889257	0.575515451319899	0.896334702906736	0.102528511454553
MAL	-0.49994800995016	0.619937435989761	0.908890236764413	-0.0562431777876373
MAN1A1	-0.67307763555116	0.504890295467628	0.863754389991157	-0.0461385477316156
MC3R	1.01147778024693	0.31805876048763	0.704049287400888	0.118335273282543
MC4R	-1.08876845365242	0.282977508575621	0.679697653949266	-0.13533497605827
MCTP2	2.9274229677927	0.00569283652704784	0.0462579300851512	0.414382356810876
MEIS2	0.970055615347787	0.338031718584625	0.720026057485074	0.138990388565503
MEPE	-0.937874720188611	0.354114760206233	0.728123608064503	-0.212664377262844
MGST1	1.12658836249946	0.266841275755104	0.668784191078869	0.094607952966081
MKI67	-2.63860995776497	0.0119230987819591	0.077627493356635	-0.274341534056953
MOBP	-0.024337428267778	0.980708288913726	0.993009681547916	-0.00499415990718966
MOG	-0.195071668016868	0.846355505679082	0.981556167325222	-0.0327839197715978
MS4A6A	-0.0699767093547958	0.944571884481264	0.993009681547916	-0.00892179473147259
MT2A	0.131412040656836	0.896128915859365	0.98198557845667	0.0253578793384239
MYO16	-0.322181592401117	0.749045957072345	0.947510468175221	-0.0218183075226506
MYO5B	-3.16564449202689	0.00300987010454455	0.0275403114565826	-0.369827411546709
MYRF	0.369017645353066	0.714122194105657	0.930137804422314	0.0585162835855062
MYT1L	-0.68463262860901	0.497648243132254	0.859147438615117	-0.0454040974768422
MYZAP	-1.40923141627731	0.166737305376637	0.511654490384784	-0.157442553726002
NCSTN	2.29721400627975	0.0270921114068928	0.135831681848257	0.107302241578603
NDST4	0.513474722518733	0.610533136674401	0.908890236764413	0.0730753878549333
NECAB2	0.42798007123714	0.671033667308064	0.927832091383145	0.0295994800046273
NES	0.912090215622892	0.367357827583152	0.734715655166304	0.14123485774109
NKG7	-0.142990123657741	0.887038531552701	0.981556167325222	-0.0381537993916226
NNAT	0.208442869046373	0.835974369907617	0.9752980846892	0.0268039185800006
NOTCH1	0.0754322299901629	0.940258696928255	0.993009681547916	0.00571366632767223
NPFFR2	2.97217472874862	0.00505962252771419	0.0430656243056603	0.533689597411002
NPNT	4.79225930975339	2.43518884754855e-05	0.00120283996380901	0.63994747794713
NPY1R	4.49833020661886	6.06807446914416e-05	0.00185076271308897	0.441770342293728
NPY2R	4.36235754394456	9.2155089403227e-05	0.00230839080817621	0.648727954540243
NR2F2	-4.66691853168568	3.59968334857192e-05	0.00131748410557732	-0.367826502514275
NR4A2	0.465277211611179	0.644335824185959	0.921198873640863	0.177333860618798
NR5A1	-2.09120996267096	0.0431115281268522	0.197353960927906	-0.431805630850761
NRGN	-7.16822747805266	1.30258593169782e-08	4.76746451001403e-06	-1.0402768569854
NRP1	-0.791620941212772	0.433398275685893	0.82188481295874	-0.0572457818587502
NTNG1	-1.77851734686118	0.0831613489355229	0.323798443727674	-0.127473403890885
NTNG2	2.60571751584188	0.0129379155594392	0.077627493356635	0.235064131410388
NTRK3	0.695221499457454	0.491062475651479	0.853562743419139	0.0334871974559317
NWD2	0.151880766080082	0.88006855701411	0.981556167325222	0.0194634698345322
NXPH2	-1.36120915329916	0.181306841971509	0.531936009964155	-0.273266722106309
OLIG1	0.262119072513802	0.794617304067212	0.963492753224059	0.0318595414809284
OLIG2	-0.0421637427562864	0.966584557599036	0.993009681547916	-0.00741036151746854
OPALIN	0.151273585293212	0.880544266482461	0.981556167325222	0.0228753791544438
OTOGL	2.04231624305523	0.0479633399222864	0.211500992910323	0.263754407268173
OXTR	1.68418735559289	0.10018076542623	0.374144491285714	0.191721219479827
OXT	0.693578322830158	0.492081253719777	0.853562743419139	0.167625889581377
P2RY12	-0.24560762878224	0.80728148074738	0.964390800006598	-0.0803676178403965
P2RY13	0.160978782627938	0.872945994234223	0.981556167325222	0.0357904189162763
PAX6	-0.777699436279555	0.441466138574474	0.827300267982451	-0.0484349518945635
PCDH19	-2.55232574369929	0.0147553763770594	0.0857217103810118	-0.168440747119739
PCDH7	-1.62757898610692	0.111714888502147	0.393150472997942	-0.107381805052349
PCLO	-0.0626234126377528	0.950388120966309	0.993009681547916	-0.00421333795413759
PCNA	1.48672734621316	0.145174432340227	0.478683263392099	0.094136293433154
PCP4	1.02562924136448	0.311423022446878	0.702181085323221	0.175875166780529
PCSK1	-0.508043411452748	0.614301299212611	0.908890236764413	-0.0664620470018313
PCSK6	0.634714675013895	0.529342397787805	0.864907667814003	0.105049314090202
PDGFD	3.59940155951555	0.000892625700812993	0.0116678930891984	0.335846291603719
PDGFRA	0.665054527409903	0.509952507584593	0.863754389991157	0.106069959670148
PECAM1	0.0225093322418986	0.982157116722256	0.993009681547916	0.00300883315070699
PEG10	-0.0958830842872736	0.924107318361391	0.983471563496529	-0.0100654086745795
PHLDB2	-0.975271791566999	0.335471446197691	0.720026057485074	-0.138062037607963
PLCE1	-0.450670829707448	0.654737093989621	0.926211426967968	-0.0407250946800719
PLCH1	0.802641954919333	0.427074593895065	0.818437243355396	0.102999294099901
PLD5	-0.107285259520091	0.915115923706333	0.982206533948732	-0.00716801545346613
POMC	2.40928109067486	0.0208337327533258	0.107396425179116	0.496157916552798
POSTN	0.482138731024072	0.632418125688333	0.914881557319881	0.110065229445797
POU6F2	1.45997618249052	0.152352635523796	0.493460748687694	0.132685998211912
PROKR1	0.338821292731211	0.736572575538989	0.94522271018335	0.0481091581659907
PROX1	1.49553046550282	0.142872000286379	0.476016082856462	0.149407737949701
PSEN1	0.663910138901342	0.510676806659309	0.863754389991157	0.0365025857963701
PSEN2	0.798675316967713	0.429344127661847	0.818437243355396	0.0436188013342864
PSENEN	0.942274952489713	0.35188645755356	0.728123608064503	0.0470014728036539
PTCHD4	1.32402817364473	0.193246876947447	0.556916196557208	0.144619610470876
PTGDS	0.642172189863818	0.524540496151921	0.863754389991157	0.0373281782255148
PTPRC	0.412361762052355	0.682345551419607	0.927832091383145	0.0578199459302891
PTPRN	-0.119859611188939	0.905213304700855	0.982206533948732	-0.00888517355282836
PTPRZ1	0.398312243563023	0.692585051302836	0.930137804422314	0.024761084261101
PVALB	1.3963540227222	0.170551496794928	0.511654490384784	0.33607616102142
PWP2	2.43454503302571	0.0196175530796957	0.103812816763759	0.115481918151719
RAB3B	-0.652967014095388	0.517630983203904	0.863754389991157	-0.0575073460919118
RASGRP1	1.88747625759533	0.0665984004980576	0.27579437550881	0.236850376914248
RBFOX1	-5.70626818121046	1.35003620899166e-06	9.88226504981898e-05	-0.559875216135662
RDH10	0.491572254053348	0.625793277772219	0.908890236764413	0.132934685506365
RELN	2.42950490771514	0.0198549103100085	0.103812816763759	0.359139470450879
RFTN1	3.60893194612263	0.000868487174567998	0.0116678930891984	0.330074304193735
RGS10	-0.469472111885221	0.641361822974252	0.920542851798339	-0.116059774902135
RGS16	1.92135295845744	0.0620609447259852	0.264119834531518	0.380131571905981
RIT2	-0.247726740273727	0.805653117227565	0.964390800006598	-0.0193709957059838
RNASET2	-0.914162612016964	0.366281722752773	0.734715655166304	-0.0824295339373204
RNF144B	-0.701759279563868	0.487020703288009	0.852868791403881	-0.0728253264285037
RNF152	1.27797824592448	0.208855684239364	0.597196722121931	0.095006550986497
RORB	4.22852718494523	0.000138580163708541	0.00281779666207367	0.376896352735608
ROS1	0.025832887183887	0.979523136187102	0.993009681547916	0.00684111888277972
RRAGB	1.88410755467611	0.0670647525144375	0.27579437550881	0.0731176243134684
RSPO2	0.98529741079015	0.330587065426956	0.720026057485074	0.14742455475797
RXFP1	1.11370038677637	0.272264602379103	0.668784191078869	0.217679500444758
RXRG	-1.8241623453295	0.0758416823206725	0.305033579443584	-0.182490125066067
RYR3	-0.174154959800833	0.862649861177591	0.981556167325222	-0.0188084295921751
S100A4	0.121321842521136	0.90406272298621	0.982206533948732	0.0184851017639165
SAMD5	2.14169106059612	0.0385596449838909	0.183283507326027	0.18041733018538
SDK1	0.179994163246821	0.858094618587154	0.981556167325222	0.0186411316153929
SEMA5A	0.320167925474611	0.750560149112189	0.947510468175221	0.0194829526213951
SERPINA3	1.03150483356997	0.30869597058238	0.702181085323221	0.45622902855613
SFRP2	-1.69658579972264	0.0977907955779934	0.368983826613872	-0.326000517775704
SHANK3	-1.6458397508378	0.107880654295699	0.386980522380005	-0.114099457763606
SHISAL2B	3.81244297605729	0.00048054818508017	0.0076469841625801	0.412209925079113
SLC10A4	3.56796858675422	0.000976901191628264	0.0123291667633084	0.445296110697372
SLC17A6	-4.30844627570622	0.000108660895459792	0.00248561798364274	-0.560134654711789
SLC17A7	-0.177778276734639	0.859822692890711	0.981556167325222	-0.0521519687916054
SLC24A3	-1.20386642050845	0.235939850683011	0.639137105886839	-0.0881692878824207
SLC26A4	-0.751339365381533	0.456984986744867	0.827300267982451	-0.150887953220213
SLC6A3	-1.39829968150083	0.169970888291388	0.511654490384784	-0.282176504588575
SLIT3	-1.52363707180868	0.135715234283043	0.464222203248539	-0.181975035044079
SNCA	-4.08538440876045	0.000213531383547232	0.00390762431891435	-0.429418626624996
SNCG	-2.06227297401214	0.0459281679647296	0.207518322689324	-0.178950021048996
SNTB2	0.609700516629775	0.545617051052757	0.870107020214723	0.0691147076320373
SORCS1	-1.61122182436103	0.115243599988936	0.401706262818579	-0.155044575317174
SOX10	0.281788756620505	0.77960413675131	0.960724289733938	0.0399704684918891
SOX11	-0.0590877988056572	0.953185683147882	0.993009681547916	-0.00473197972356942
SOX2	0.373633112520362	0.710712646107655	0.930137804422314	0.0286187872192372
SOX4	0.336088001689956	0.738616653312672	0.94522271018335	0.0300103913656891
SOX9	0.173572698028166	0.863104354569258	0.981556167325222	0.0171353081890349
SPHKAP	-1.94768214804561	0.0587203592565674	0.255852993903615	-0.251675864529433
SPI1	1.23034604562685	0.225980318029154	0.624590852733105	0.143438616222623
SPON1	-0.435558885176513	0.665572138849421	0.926233470794251	-0.0258619704720768
SST	-0.261601891693623	0.795013146102912	0.963492753224059	-0.0510965235593837
SSTR1	3.24753712996808	0.00240504384705215	0.0244512791116969	0.289773854070777
SSTR2	1.41762379783207	0.164287614460319	0.511654490384784	0.201528610559725
ST18	1.42600158202048	0.161870369435817	0.510728924254389	0.18623543678944
STAT3	1.51738409344089	0.137282040150619	0.465233580510432	0.116582029634273
STK32B	0.231172003579504	0.818396816449942	0.966399980029537	0.0215363256689614
STXBP2	-0.449039377068941	0.655903243676732	0.926211426967968	-0.0416146195012761
SULF1	0.933517027386913	0.356330629951345	0.728586651185432	0.131896674510218
SYNPR	-1.23794186021889	0.223181726206479	0.624590852733105	-0.164427156606562
TAC1	-0.549993838895879	0.585478295942882	0.901191923016293	-0.125608459889447
TAC3	3.74905119637232	0.000578565076270631	0.00882311741312712	0.92264838571765
TACR1	-2.0947200479659	0.0427803950897274	0.197353960927906	-0.230421251060871
TENM1	2.50703494215944	0.0164772055755495	0.0927793421638632	0.256087165204406
TESPA1	0.00593940495302813	0.995291524022569	0.998018350115782	0.000986296794372343
TGFB1	-0.539752100297748	0.592454729454649	0.903118110249079	-0.0437352067021504
TGFB2	0.189531974889375	0.850664658666192	0.981556167325222	0.0224303080016313
TGFBI	1.77867877543007	0.0831344490988518	0.323798443727674	0.36751227802045
THBS1	-0.120403508016112	0.904785305899463	0.982206533948732	-0.0392366939089843
THEMIS	0.108784475081064	0.913934502768537	0.982206533948732	0.0182316769989805
THSD4	-1.22174708392964	0.229179817740269	0.625968755917452	-0.109389766200364
THSD7B	1.18223581375576	0.244312077630309	0.650368930216876	0.136033515766544
TLL2	-4.76071384010086	2.68740263810217e-05	0.00120283996380901	-0.689178299024038
TMEM132C	1.02284721711041	0.312719991551052	0.702181085323221	0.0815938051073495
TMEM233	-1.04245548643933	0.303657313954589	0.702181085323221	-0.178944115706985
TMIGD3	-0.748193986860599	0.4588577989083	0.827300267982451	-0.108672199581736
TNRC6B	0.889112085553921	0.379426241828251	0.754728285375761	0.0390147276007564
TOP2A	0.639471826307403	0.526276581879858	0.863754389991157	0.126507890915206
TP53	0.649565053406278	0.519803205664184	0.863754389991157	0.0473629136284615
TPH2	0.592735639001555	0.556799717136402	0.88202508109519	0.109220288791723
TRAC	0.380600800946877	0.705576854680865	0.930137804422314	0.094061425541649
TREM2	0.51345855219951	0.61054433957211	0.908890236764413	0.119523489156499
TRH	2.94067110268786	0.00549803707758971	0.0457336720544962	0.703348175388671
TRHDE	0.060289341123882	0.952234891117383	0.993009681547916	0.00840523374987612
TRIL	0.833493710894013	0.409671914653947	0.797552770017791	0.0527913434582157
