enriched_cluster	comparator_cluster	ensembl	gene	logFC	t_stat	p_value	fdr
VMH_1	VMH_2	ENSG00000126767	ELK1	0.174737907686733	1.85292286958658	0.0699665170343422	0.0945070118150443
VMH_2	VMH_1	ENSG00000127528	KLF2	0.562950196040258	2.3536859632971	0.0226753491018762	0.0343450894346409
VMH_1	VMH_2	ENSG00000128564	VGF	1.43706645754564	9.37370191776904	1.77362629404157e-12	8.12724960054494e-12
VMH_1	VMH_2	ENSG00000128610	FEZF1	0.256206811602123	1.88108878598868	0.0659539992828906	0.0897569463925052
VMH_1	VMH_2	ENSG00000128683	GAD1	0.811163411202816	4.44732516426338	5.04649630483553e-05	0.000110050100141594
VMH_2	VMH_1	ENSG00000129226	CD68	0.502201489137614	2.02207320447129	0.0486881884637667	0.0675292115857608
VMH_2	VMH_1	ENSG00000130203	APOE	1.87748505440503	19.0326854958042	3.52494444652467e-24	9.11449921172808e-23
VMH_2	VMH_1	ENSG00000131378	RFTN1	0.242840834036102	2.08495698849653	0.0423458279286801	0.0596466525688023
VMH_1	VMH_2	ENSG00000132535	DLG4	0.708415011173011	10.0242657237918	2.02169303766822e-13	1.00253819128205e-12
VMH_2	VMH_1	ENSG00000132688	NES	0.690369311332839	3.22539381740827	0.00225125319920345	0.00399487087309632
VMH_2	VMH_1	ENSG00000132692	BCAN	1.61492590124121	18.3022251098857	1.88105629551274e-23	4.00554340573888e-22
VMH_1	VMH_2	ENSG00000133101	CCNA1	1.6032290113001	10.5591653384033	3.5216314119977e-14	1.87475083991642e-13
VMH_1	VMH_2	ENSG00000133665	DYDC2	0.399845424725067	3.04563968497946	0.00374351893747458	0.00642253012021705
VMH_2	VMH_1	ENSG00000133800	LYVE1	1.82293156318918	14.5303901248761	2.54632040320979e-19	2.88052495613108e-18
VMH_2	VMH_1	ENSG00000134138	MEIS2	2.19226374077634	14.4224529468325	3.42220653276788e-19	3.75405686321809e-18
VMH_1	VMH_2	ENSG00000134343	ANO3	1.63446159034686	9.55054402308456	9.78107845455692e-13	4.53942359044821e-12
VMH_2	VMH_1	ENSG00000134853	PDGFRA	0.446789527890157	2.27456399072691	0.0273804724691333	0.0406218484992879
VMH_2	VMH_1	ENSG00000135046	ANXA1	0.672292924159662	2.61140805290399	0.0119571018278149	0.0191525259365885
VMH_1	VMH_2	ENSG00000135218	CD36	2.13781616312164	10.1669995515956	1.26385527127886e-13	6.35438344726316e-13
VMH_2	VMH_1	ENSG00000135245	HILPDA	0.66296777495262	3.65883873044479	0.000622703706893278	0.00119903586114557
VMH_2	VMH_1	ENSG00000135426	TESPA1	0.777303398970104	2.03765547136205	0.0470443531381632	0.0655002147539042
VMH_1	VMH_2	ENSG00000135454	B4GALNT1	1.39755244000257	16.290987069715	2.48034329069349e-21	3.90384465752627e-20
VMH_2	VMH_1	ENSG00000136235	GPNMB	0.328316588258899	1.61028847358265	0.113807734647265	0.144555789271263
VMH_2	VMH_1	ENSG00000136541	ERMN	0.525005517840857	3.12036826794287	0.00303580179297602	0.0052834627358525
VMH_2	VMH_1	ENSG00000136826	KLF4	1.99714034658204	6.30373132923058	8.18223957243387e-08	2.53159891044535e-07
VMH_1	VMH_2	ENSG00000136931	NR5A1	1.11991246339136	5.19990490424304	3.95006797079444e-06	9.86154900294888e-06
VMH_2	VMH_1	ENSG00000137393	RNF144B	1.90619837599454	10.7752307067262	1.75611325502896e-14	1.04215245626309e-13
VMH_1	VMH_2	ENSG00000137672	TRPC6	1.73405438266613	5.60570489496781	9.62094200149191e-07	2.48770071752862e-06
VMH_1	VMH_2	ENSG00000138193	PLCE1	0.540394911097161	4.60966268897507	2.94231750321082e-05	6.57480824791553e-05
VMH_2	VMH_1	ENSG00000138413	IDH1	0.686631379452106	5.94663227236554	2.89841421501298e-07	8.53029224255853e-07
VMH_1	VMH_2	ENSG00000138639	ARHGAP24	0.222683017861836	1.63879701834937	0.107710142154102	0.138758261422723
VMH_1	VMH_2	ENSG00000138653	NDST4	0.879208512747466	4.01273161839841	0.000206601094549632	0.000429825265672223
VMH_1	VMH_2	ENSG00000139287	TPH2	0.259882085222793	1.45351890153326	0.152503059081079	0.190365887542588
VMH_2	VMH_1	ENSG00000139354	GAS2L3	0.74593800296669	1.83651981756773	0.0723971157550165	0.0970657626048739
VMH_1	VMH_2	ENSG00000139874	SSTR1	0.977779105499112	4.53718092159715	3.74664864813621e-05	8.32077797929637e-05
VMH_1	VMH_2	ENSG00000140015	KCNH5	1.2768258759575	10.6223448907143	2.87154864404148e-14	1.57500092294396e-13
VMH_1	VMH_2	ENSG00000140563	MCTP2	0.964119476016108	3.22186586371575	0.00227416654378116	0.00401584531145746
VMH_2	VMH_1	ENSG00000140678	ITGAX	0.739675911762582	5.73264112259374	6.16183395758805e-07	1.68983628230824e-06
VMH_1	VMH_2	ENSG00000140945	CDH13	1.99183601654687	12.4725623496003	9.14055486893779e-17	6.75281808684792e-16
VMH_1	VMH_2	ENSG00000141433	ADCYAP1	0.947037721515066	10.9940611068696	8.73193636361091e-15	5.26826827271192e-14
VMH_2	VMH_1	ENSG00000141510	TP53	2.1882661636776	22.8191106952154	1.24428531523561e-27	9.00862568230581e-26
VMH_1	VMH_2	ENSG00000141753	IGFBP4	0.574054314622021	2.89822832158923	0.00561425296141519	0.00945283521875487
VMH_2	VMH_1	ENSG00000142089	IFITM3	1.12618761476954	5.90057180626687	3.41026208250202e-07	9.87611899092584e-07
VMH_1	VMH_2	ENSG00000142192	APP	1.01500333803546	13.1968054106724	1.08520781317601e-17	9.96933975744773e-17
VMH_2	VMH_1	ENSG00000142319	SLC6A3	0.461644627986393	1.92832674630555	0.05966351542189	0.0821224052575064
VMH_1	VMH_2	ENSG00000143171	RXRG	0.725445219170336	6.22322268090767	1.08875148358233e-07	3.28440030880671e-07
VMH_1	VMH_2	ENSG00000143801	PSEN2	0.838756489381522	11.7272182453591	8.7881662571882e-16	5.78421124564024e-15
VMH_1	VMH_2	ENSG00000144227	NXPH2	0.774740118818644	2.29212605693774	0.0262668764262493	0.0392917738276952
VMH_1	VMH_2	ENSG00000144229	THSD7B	1.42637728695767	10.751776688695	1.89335385643892e-14	1.10351731604948e-13
VMH_1	VMH_2	ENSG00000145248	SLC10A4	0.419520052988471	2.5400738409907	0.0143294152067351	0.0226517393224371
VMH_1	VMH_2	ENSG00000145335	SNCA	0.799762072271477	4.64385141227337	2.62422502968664e-05	5.97465069651928e-05
VMH_1	VMH_2	ENSG00000145423	SFRP2	0.861857505088446	5.72119868025972	6.4147507115719e-07	1.73294011760375e-06
VMH_1	VMH_2	ENSG00000145451	GLRA3	2.02349674367009	17.2188797348616	2.47800574554757e-22	4.48519039944111e-21
VMH_1	VMH_2	ENSG00000145708	CRHBP	0.787220212984296	3.98009139122489	0.000229144766050474	0.000468646357685151
VMH_2	VMH_1	ENSG00000145824	CXCL14	1.80480117421071	14.638899972577	1.89429321609485e-19	2.21204562653656e-18
VMH_1	VMH_2	ENSG00000145990	GFOD1	0.844319812583212	6.55281003486187	3.37734241679565e-08	1.09160531685717e-07
VMH_1	VMH_2	ENSG00000146555	SDK1	0.286050892354274	1.64901592132196	0.105590455613275	0.138758261422723
VMH_2	VMH_1	ENSG00000146648	EGFR	2.5032607041102	21.9954360166524	6.36961497389938e-27	3.29400088650225e-25
VMH_1	VMH_2	ENSG00000146674	IGFBP3	1.43637868368985	4.64172794692451	2.64295990712771e-05	5.97969678987646e-05
VMH_1	VMH_2	ENSG00000147246	HTR2C	1.77527948250962	10.6765714488488	2.41113449107387e-14	1.34281643964422e-13
VMH_1	VMH_2	ENSG00000147571	CRH	0.691871912726453	1.6397986874555	0.107500843854848	0.138758261422723
VMH_1	VMH_2	ENSG00000147655	RSPO2	1.1912864449022	5.74791068900244	5.83968508923893e-07	1.61371450557595e-06
VMH_2	VMH_1	ENSG00000148400	NOTCH1	2.29505861591545	22.0278154564677	5.96792799439209e-27	3.29400088650225e-25
VMH_1	VMH_2	ENSG00000148773	MKI67	0.36573424852258	1.89331813233199	0.0642736460976491	0.0881328026035946
VMH_1	VMH_2	ENSG00000149927	DOC2A	1.52903189521384	14.8514747394638	1.06545219292202e-19	1.28564564612591e-18
VMH_2	VMH_1	ENSG00000150656	CNDP1	0.326452977933704	2.28619756638347	0.0266382027546231	0.0396832485480394
VMH_1	VMH_2	ENSG00000151136	BTBD11	0.830411583758995	7.36507154259033	1.88653462030084e-09	6.63034497620295e-09
VMH_1	VMH_2	ENSG00000151388	ADAMTS12	0.545000634899295	2.4501135651487	0.0179284303503677	0.027854471188125
VMH_1	VMH_2	ENSG00000152214	RIT2	1.36726934762905	10.6836290224495	2.35697830438226e-14	1.33316585341622e-13
VMH_2	VMH_1	ENSG00000152661	GJA1	2.36877902578454	24.6631635114853	3.81693313109975e-29	6.90864896729054e-27
VMH_2	VMH_1	ENSG00000153234	NR4A2	1.64226195395017	5.0338817373114	6.99339932123821e-06	1.68774036952549e-05
VMH_1	VMH_2	ENSG00000153820	SPHKAP	1.64083296119915	11.9459832901743	4.48924910451721e-16	3.00945958488005e-15
VMH_1	VMH_2	ENSG00000154146	NRGN	0.754121659183662	5.69317401363933	7.07856488706324e-07	1.89810406601251e-06
VMH_1	VMH_2	ENSG00000154162	CDH12	1.05648408439869	5.07731013360261	6.02532928633522e-06	1.46387194741836e-05
VMH_2	VMH_1	ENSG00000154188	ANGPT1	0.78953984617409	5.0913331109501	5.74192860399771e-06	1.41399874465794e-05
VMH_1	VMH_2	ENSG00000154529	CNTNAP3B	0.449559665995402	2.87988260118502	0.00590013626397654	0.00984262362930649
VMH_1	VMH_2	ENSG00000154645	CHODL	1.8295779741033	12.8499798260213	2.98592375144456e-17	2.5735819000546e-16
VMH_2	VMH_1	ENSG00000156076	WIF1	1.65962815588077	6.64656770462927	2.4199590222607e-08	7.89211861313851e-08
VMH_1	VMH_2	ENSG00000157005	SST	0.786247165959393	3.15738598578018	0.00273377170429083	0.00478079882586126
VMH_1	VMH_2	ENSG00000157404	KIT	0.550416299031364	3.51918812825218	0.000950195685940617	0.00181037283321317
VMH_1	VMH_2	ENSG00000157456	CCNB2	1.25644757515378	3.29723527843731	0.00182950367843822	0.00332804186730973
VMH_2	VMH_1	ENSG00000158869	FCER1G	0.6333667129107	3.24000998091064	0.00215862691474048	0.00384937410411849
VMH_1	VMH_2	ENSG00000159723	AGRP	0.917150488418371	2.19318499963316	0.0331069421188405	0.0477478607451007
VMH_2	VMH_1	ENSG00000160255	ITGB2	0.761065406628698	4.13855726222028	0.000138156680469735	0.000292472037017802
VMH_2	VMH_1	ENSG00000161610	HCRT	0.334846078399197	1.58456009985011	0.119548537526187	0.151316680365314
VMH_1	VMH_2	ENSG00000162631	NTNG1	0.724536802900284	7.55626638375408	9.59340092692945e-10	3.50789003590754e-09
VMH_1	VMH_2	ENSG00000162670	BRINP3	0.350907233399171	2.70472907847654	0.00939555606963531	0.0153900058697194
VMH_2	VMH_1	ENSG00000162733	DDR2	0.857185617295254	9.0787700717096	4.82246874104027e-12	2.12894351738607e-11
VMH_2	VMH_1	ENSG00000162736	NCSTN	0.453636313305168	5.63416253461084	8.70749630519756e-07	2.28414033513154e-06
VMH_1	VMH_2	ENSG00000163032	VSNL1	0.927096590927951	9.05454775886318	5.2375262924388e-12	2.27319734768591e-11
VMH_1	VMH_2	ENSG00000163630	SYNPR	0.95102203028358	6.9375390289011	8.60078710998328e-09	2.8828564201981e-08
VMH_1	VMH_2	ENSG00000164128	NPY1R	1.48077316228002	8.71689262006907	1.66599002376948e-11	6.8249134015484e-11
VMH_2	VMH_1	ENSG00000164850	GPER1	1.10313917870596	8.1112684692426	1.36340730763796e-10	5.36471136266243e-10
VMH_1	VMH_2	ENSG00000165194	PCDH19	1.45168183810243	14.1655213781159	6.95629520327938e-19	7.1947967531061e-18
VMH_1	VMH_2	ENSG00000165675	ENOX2	0.301823143307113	2.79788088996876	0.00735095890633032	0.0122066381839063
VMH_1	VMH_2	ENSG00000165985	C1QL3	0.641650457665962	2.68750024668789	0.00982675913368199	0.0160238144432112
VMH_1	VMH_2	ENSG00000166603	MC4R	0.898051624258987	2.61416656604554	0.0118730201174037	0.019102370144445
VMH_2	VMH_1	ENSG00000166863	TAC3	0.523677095119538	1.62875917088798	0.109825967154781	0.140511038760765
VMH_1	VMH_2	ENSG00000167306	MYO5B	0.835700388948984	3.61187553726947	0.000718411597568541	0.00137600528211541
VMH_2	VMH_1	ENSG00000167614	TTYH1	2.19219982917383	23.4933105234608	3.38928517353301e-28	3.06730308204738e-26
VMH_2	VMH_1	ENSG00000167755	KLK6	0.61348423963488	1.80377761950967	0.0774623117293172	0.103093223698577
VMH_2	VMH_1	ENSG00000168314	MOBP	0.601472066511329	4.6555214784959	2.52356251218431e-05	5.8186600599409e-05
VMH_2	VMH_1	ENSG00000168329	CX3CR1	0.590919038995409	1.64413285061726	0.10659904655324	0.138758261422723
VMH_2	VMH_1	ENSG00000168610	STAT3	0.603159245235213	5.08393974616683	5.88966790873544e-06	1.44058093443394e-05
VMH_1	VMH_2	ENSG00000168685	IL7R	0.745909718087724	1.4852374029755	0.143935019298193	0.181548700299463
VMH_1	VMH_2	ENSG00000168743	NPNT	1.08387394956556	6.46093208239233	4.68162408848109e-08	1.49977692038067e-07
VMH_2	VMH_1	ENSG00000168807	SNTB2	0.568203119783133	4.78066596928345	1.65594169430381e-05	3.89253826842844e-05
VMH_1	VMH_2	ENSG00000169064	ZBBX	0.642396132264141	3.89605396132567	0.000298679796276404	0.000604034001408147
VMH_1	VMH_2	ENSG00000169213	RAB3B	0.351653525732543	3.39447320607286	0.0013766036866678	0.00252959662220175
VMH_2	VMH_1	ENSG00000169313	P2RY12	0.539989116300555	1.62866005216849	0.109847027539493	0.140511038760765
VMH_2	VMH_1	ENSG00000169508	GPR183	0.888225911978619	2.26529766926555	0.0279848058227551	0.0413489783993362
VMH_2	VMH_1	ENSG00000169618	PROKR1	0.499758414035679	2.92648259846262	0.0051990602912607	0.00879467208147839
VMH_1	VMH_2	ENSG00000169851	PCDH7	0.849857973245051	11.3750611591356	2.62505859576506e-15	1.66714247660868e-14
VMH_2	VMH_1	ENSG00000169896	ITGAM	0.348969153879052	2.22310035299833	0.0308892548071622	0.04479065918525
VMH_1	VMH_2	ENSG00000170214	ADRA1B	0.385009829998661	2.12061752233478	0.0390793502378956	0.0554773521024243
VMH_1	VMH_2	ENSG00000170231	FABP6	0.282498643489395	2.58697624411396	0.0127258984481542	0.0202941640450741
VMH_2	VMH_1	ENSG00000170324	FRMPD2	0.908818550275884	6.85737644482	1.14362654176243e-08	3.79809915704587e-08
VMH_2	VMH_1	ENSG00000170345	FOS	2.60556759182722	6.40693327625427	5.67175539214452e-08	1.80103109820729e-07
VMH_2	VMH_1	ENSG00000170421	KRT8	0.611451905969076	6.26707159893902	9.31909932741809e-08	2.8589101326486e-07
VMH_1	VMH_2	ENSG00000170962	PDGFD	1.25422629744318	7.32108028513767	2.20464906177422e-09	7.67387461886795e-09
VMH_1	VMH_2	ENSG00000171004	HS6ST2	1.60017290008516	12.8259903078131	3.20426278568359e-17	2.63623438276695e-16
VMH_1	VMH_2	ENSG00000171094	ALK	1.01986455943332	4.6169427431152	2.87156523204498e-05	6.45656281987754e-05
VMH_1	VMH_2	ENSG00000171551	ECEL1	1.58878166322605	12.8316488690763	3.15134379181621e-17	2.63623438276695e-16
VMH_2	VMH_1	ENSG00000171659	GPR34	0.707215475354482	2.5589766658696	0.013662248249124	0.0216918152025565
VMH_2	VMH_1	ENSG00000171885	AQP4	2.03620275871058	25.1170145111215	1.67525592138303e-29	6.06442643540657e-27
VMH_2	VMH_1	ENSG00000172005	MAL	1.25527361615879	9.03189897026993	5.65819342489326e-12	2.40972472918984e-11
