,cell,trait,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,Coefficient,Coefficient_std_error,Coefficient_z.score,p_zcore,FDR
189,GABA2_mk,Cigarettes per day,0.077342678,0.13778029,0.030489104,1.78142643,0.394208017,0.05494235,7.97E-09,6.08E-09,1.31044752,0.190044487,0.411426938
67,ARC2_mk,Epilepsy,0.059319002,0.104878432,0.013823514,1.768041086,0.233036859,0.000429391,4.64E-08,2.27E-08,2.046701243,0.040687427,0.200307334
187,GABA2_mk,Epilepsy,0.077342678,0.136512686,0.015829386,1.765036973,0.204665599,0.000114845,4.87E-08,2.09E-08,2.327820515,0.019921636,0.154998854
197,GABA2_mk,Parkinson Disease,0.077342678,0.135729517,0.030468356,1.754911011,0.393939759,0.039527198,4.17E-09,3.93E-09,1.060407328,0.28895933,0.547141926
107,vARC_mk,Epilepsy,0.055428483,0.097229472,0.013099619,1.754142767,0.236333715,0.000594895,3.94E-08,2.28E-08,1.730239386,0.083587514,0.280489315
97,OT1_mk,Parkinson Disease,0.072907802,0.127797289,0.024492067,1.752861634,0.335932038,0.022381764,3.20E-09,3.66E-09,0.875510765,0.381296055,0.628941947
69,ARC2_mk,Cigarettes per day,0.059319002,0.103599886,0.017051109,1.746487353,0.287447665,0.013992767,7.83E-09,4.47E-09,1.753850701,0.079456093,0.279406041
162,VMH2_mk,Alzheimer Disease,0.085649955,0.149198095,0.032852097,1.741951822,0.383562337,0.045183281,1.81E-09,1.58E-09,1.150220232,0.250053175,0.497413898
37,GABA1_mk,Parkinson Disease,0.081660127,0.142116503,0.027414201,1.740341444,0.335710977,0.023352587,5.60E-09,3.62E-09,1.547682852,0.121698673,0.341610309
2,VMH1_mk,Alzheimer Disease,0.08102166,0.140639832,0.01994707,1.735830036,0.24619429,0.00453288,1.25E-09,1.28E-09,0.976669607,0.328732746,0.569853959
249,PeriVN_mk,Cigarettes per day,0.069646523,0.120450008,0.027607928,1.729447525,0.39640066,0.07390142,7.48E-09,6.06E-09,1.23496996,0.216841684,0.447673155
142,PortalVasc_mk,Alzheimer Disease,0.068470578,0.118306105,0.018915282,1.727838574,0.276254166,0.014241776,-1.40E-09,1.52E-09,-0.923379004,0.355809729,0.599258491
22,GABA1_mk,Alzheimer Disease,0.081660127,0.140591355,0.034532606,1.721664665,0.422882096,0.073628182,2.37E-09,1.75E-09,1.356037786,0.175087146,0.406279144
282,SON_mk,Alzheimer Disease,0.064386808,0.110484965,0.018890081,1.715956548,0.293384339,0.012248632,-1.33E-09,1.01E-09,-1.309736596,0.190284959,0.411426938
247,PeriVN_mk,Epilepsy,0.069646523,0.117437317,0.012901993,1.686190659,0.185249634,0.00018666,4.16E-08,1.91E-08,2.173256687,0.029761003,0.166521933
217,OT3_mk,Parkinson Disease,0.072670097,0.122025134,0.026770226,1.679165713,0.368380214,0.054591881,2.71E-09,3.87E-09,0.700111052,0.483857955,0.707007057
293,SON_mk,Height,0.064386808,0.106869427,0.008839612,1.659803158,0.137289181,3.05E-06,5.30E-09,1.39E-08,0.379918509,0.704005908,0.844229257
273,ARC1_mk,Height,0.057865425,0.095995322,0.009827063,1.658940918,0.169826168,0.000103706,1.17E-08,1.63E-08,0.718836424,0.472241712,0.705742615
104,vARC_mk,Autism,0.055428483,0.091540639,0.015246991,1.651509019,0.275075012,0.007526437,1.91E-08,8.82E-09,2.164285775,0.030442424,0.166521933
167,VMH2_mk,Epilepsy,0.085649955,0.138373648,0.015876921,1.615571759,0.18536987,0.000647985,4.27E-08,1.92E-08,2.221203399,0.026337188,0.166521933
5,VMH1_mk,BMI,0.08102166,0.130419859,0.009045413,1.609691266,0.111641914,4.19E-07,1.49E-08,4.83E-09,3.091620048,0.001990675,0.043642951
45,vVMH_mk,BMI,0.081397426,0.130884676,0.008890051,1.607970698,0.109217835,2.69E-07,1.59E-08,4.74E-09,3.354173585,0.000796024,0.028303079
31,GABA1_mk,Smoking cessation,0.081660127,0.130615039,0.012859098,1.599495913,0.157470947,0.000474567,4.97E-09,2.14E-09,2.318903829,0.020400251,0.154998854
109,vARC_mk,Cigarettes per day,0.055428483,0.088638091,0.01691188,1.599143365,0.305111725,0.057754629,5.39E-09,4.62E-09,1.167239342,0.243113727,0.489285488
55,vVMH_mk,Depression,0.081397426,0.128137761,0.009468434,1.574223738,0.116323504,1.68E-06,4.88E-09,1.43E-09,3.409217047,0.000651496,0.026059849
35,GABA1_mk,Depression,0.081660127,0.128477036,0.009184228,1.573314189,0.112468945,2.11E-06,4.42E-09,1.43E-09,3.083506952,0.002045763,0.043642951
47,vVMH_mk,Epilepsy,0.081397426,0.127488153,0.014761772,1.566243044,0.181354285,0.000839588,3.68E-08,1.85E-08,1.992289196,0.046339336,0.212673917
113,vARC_mk,Height,0.055428483,0.086646798,0.009491201,1.563217923,0.171233283,0.000972668,5.11E-09,1.62E-08,0.31581127,0.752145764,0.875224161
251,PeriVN_mk,Smoking cessation,0.069646523,0.108468034,0.010641468,1.557407728,0.15279252,0.000496962,5.34E-09,2.04E-09,2.622466305,0.00872959,0.103461807
264,ARC1_mk,Autism,0.057865425,0.089611219,0.015383328,1.548614205,0.265846628,0.026476326,1.59E-08,8.85E-09,1.796302663,0.072446395,0.269563681
7,VMH1_mk,Epilepsy,0.08102166,0.125230992,0.015242047,1.545648305,0.188123115,0.001995795,2.71E-08,1.93E-08,1.402946403,0.160632822,0.393642902
73,ARC2_mk,Height,0.059319002,0.091501646,0.009672284,1.542535165,0.163055402,0.000957092,5.45E-09,1.58E-08,0.345143393,0.729986573,0.861034444
313,OT2_mk,Height,0.070821295,0.108860431,0.008164914,1.537114383,0.115288967,5.20E-06,-6.59E-09,1.14E-08,-0.579020299,0.562575476,0.749455379
186,GABA2_mk,Bipolar,0.077342678,0.118834901,0.008077996,1.53647255,0.104444221,9.58E-07,7.74E-09,3.86E-09,2.005253804,0.044935921,0.211463156
317,OT2_mk,Parkinson Disease,0.070821295,0.108429159,0.023393747,1.531024806,0.330320801,0.103934074,4.67E-10,3.62E-09,0.129080203,0.897294187,0.950775297
258,PeriVN_mk,Schizophrenia,0.069646523,0.106357736,0.007389016,1.527107611,0.106093113,8.76E-07,2.07E-08,7.27E-09,2.842497066,0.004476164,0.065376168
46,vVMH_mk,Bipolar,0.081397426,0.124058612,0.008305883,1.524109765,0.102041099,7.51E-07,9.41E-09,3.55E-09,2.648462068,0.008085892,0.099518674
77,ARC2_mk,Parkinson Disease,0.059319002,0.090332338,0.023400676,1.522822967,0.39448871,0.170870094,6.06E-11,4.44E-09,0.013650862,0.989108526,0.994132782
242,PeriVN_mk,Alzheimer Disease,0.069646523,0.105992895,0.01386282,1.521869146,0.199045398,0.00917018,3.51E-10,9.43E-10,0.372319786,0.709654769,0.847348978
175,VMH2_mk,Depression,0.085649955,0.130188613,0.009976299,1.52000796,0.116477579,1.70E-05,4.47E-09,1.46E-09,3.055107437,0.002249799,0.044995983
209,OT3_mk,Cigarettes per day,0.072670097,0.110130869,0.011984089,1.515490881,0.164910879,0.002296549,4.08E-09,2.69E-09,1.517190361,0.129218629,0.347478667
237,Astro_mk,Parkinson Disease,0.06956466,0.104951181,0.024423616,1.50868531,0.351092299,0.14042011,4.79E-10,4.02E-09,0.119167369,0.905142758,0.955926346
233,Astro_mk,Height,0.06956466,0.104554998,0.008174676,1.502990129,0.117511916,2.30E-05,-9.83E-09,1.20E-08,-0.821347909,0.411448126,0.657019037
250,PeriVN_mk,Drinks per week,0.069646523,0.104517953,0.009246276,1.5006916,0.132760045,0.000343724,2.27E-09,1.13E-09,2.02051459,0.043330038,0.208992209
257,PeriVN_mk,Parkinson Disease,0.069646523,0.104036263,0.022967709,1.493775391,0.329775391,0.109140855,9.18E-10,3.64E-09,0.252589641,0.800585336,0.905255504
191,GABA2_mk,Smoking cessation,0.077342678,0.1150507,0.01134326,1.487544829,0.146662361,0.001360217,3.74E-09,1.97E-09,1.895606644,0.058012078,0.234985632
266,ARC1_mk,Bipolar,0.057865425,0.085732391,0.007223364,1.48158233,0.124830404,0.000154543,8.06E-09,4.34E-09,1.855098013,0.063582232,0.248125782
245,PeriVN_mk,BMI,0.069646523,0.103181741,0.009347129,1.481505976,0.134208124,0.000631084,1.04E-08,5.79E-09,1.79103533,0.073287626,0.269563681
29,GABA1_mk,Cigarettes per day,0.081660127,0.120913991,0.015967534,1.480698051,0.195536478,0.018002411,3.61E-09,2.95E-09,1.225637831,0.220334995,0.449090435
54,vVMH_mk,Intelligence,0.081397426,0.120482076,0.007001919,1.480170586,0.086021384,1.15E-07,9.96E-09,2.89E-09,3.446544291,0.000567805,0.025956822
207,OT3_mk,Epilepsy,0.072670097,0.107499962,0.016617932,1.479287452,0.228676348,0.049721369,1.39E-08,2.70E-08,0.515353518,0.606306007,0.779188443
188,GABA2_mk,Age of smoking,0.077342678,0.114358772,0.010419851,1.478598565,0.13472317,0.000358522,2.52E-09,1.25E-09,2.016404037,0.043757744,0.208992209
174,VMH2_mk,Intelligence,0.085649955,0.126066195,0.006814348,1.471876957,0.079560444,2.09E-08,9.92E-09,2.66E-09,3.725546403,0.000194893,0.020788543
111,vARC_mk,Smoking cessation,0.055428483,0.081542977,0.007212448,1.471138534,0.130121698,0.000577421,4.25E-09,1.72E-09,2.473095718,0.013394826,0.126068952
48,vVMH_mk,Age of smoking,0.081397426,0.119670262,0.010695854,1.470197124,0.131402855,0.000316249,2.62E-09,1.18E-09,2.217566235,0.026584422,0.166521933
168,VMH2_mk,Age of smoking,0.085649955,0.125760014,0.010963405,1.468302165,0.128002458,0.00024088,2.77E-09,1.16E-09,2.390206212,0.016838915,0.152611121
6,VMH1_mk,Bipolar,0.08102166,0.118848989,0.008887923,1.466879208,0.10969811,3.21E-05,5.93E-09,3.76E-09,1.579354483,0.114254771,0.323553335
166,VMH2_mk,Bipolar,0.085649955,0.12546591,0.008119691,1.464868375,0.094800873,1.91E-06,7.26E-09,3.32E-09,2.184365721,0.028935385,0.166521933
32,GABA1_mk,Smoking initiation,0.081660127,0.119306543,0.00868531,1.461013443,0.106359251,2.06E-05,2.72E-09,1.20E-09,2.266955276,0.023392958,0.159271203
165,VMH2_mk,BMI,0.085649955,0.124578232,0.006862026,1.454504354,0.080117105,2.63E-08,9.50E-09,3.18E-09,2.991831313,0.002773094,0.052199425
287,SON_mk,Epilepsy,0.064386808,0.093647013,0.014420761,1.454444106,0.223970733,0.038044696,8.19E-09,2.25E-08,0.36351495,0.716220247,0.852009216
21,GABA1_mk,ADHD,0.081660127,0.118597642,0.008633343,1.452332328,0.105722875,2.38E-05,7.89E-09,3.41E-09,2.311088428,0.020827971,0.154998854
243,PeriVN_mk,Anorexia,0.069646523,0.100728396,0.012718567,1.446280315,0.182615964,0.014187765,1.59E-08,8.28E-09,1.921088786,0.054720515,0.225153425
40,GABA1_mk,Neuroticism,0.081660127,0.117958646,0.009029985,1.44450726,0.110580103,0.000114433,4.59E-09,2.32E-09,1.978600174,0.04786104,0.21571173
179,VMH2_mk,Education Years,0.085649955,0.123553242,0.006281582,1.442537153,0.073340166,2.25E-08,6.83E-09,1.91E-09,3.580200612,0.000343331,0.024302316
52,vVMH_mk,Smoking initiation,0.081397426,0.11733507,0.008613734,1.441508357,0.10582317,3.85E-05,3.56E-09,1.25E-09,2.841185816,0.004494612,0.065376168
93,OT1_mk,Height,0.072907802,0.105044848,0.007796746,1.440790213,0.106939797,4.47E-05,-1.85E-08,1.04E-08,-1.771247327,0.076519582,0.272069626
42,vVMH_mk,Alzheimer Disease,0.081397426,0.117263953,0.017335531,1.440634656,0.212973942,0.04517008,4.16E-10,1.09E-09,0.382352325,0.702200048,0.844229257
38,GABA1_mk,Schizophrenia,0.081660127,0.117363245,0.006948998,1.437216055,0.085096587,5.92E-07,1.40E-08,6.02E-09,2.331469231,0.019728631,0.154998854
27,GABA1_mk,Epilepsy,0.081660127,0.11733323,0.016362808,1.436848496,0.200376957,0.027802533,2.12E-08,2.12E-08,1.002160174,0.316266239,0.565392159
39,GABA1_mk,Education Years,0.081660127,0.117262842,0.006212938,1.435986523,0.076082882,5.49E-08,5.50E-09,1.95E-09,2.82466353,0.004733029,0.065850837
246,PeriVN_mk,Bipolar,0.069646523,0.099877811,0.008492495,1.434067438,0.121937098,0.000463182,5.92E-09,4.39E-09,1.348757781,0.17741478,0.406279144
260,PeriVN_mk,Neuroticism,0.069646523,0.099864275,0.008605759,1.433873083,0.123563371,0.000705239,6.17E-09,2.60E-09,2.376087124,0.017497331,0.152611121
8,VMH1_mk,Age of smoking,0.08102166,0.115796418,0.010544135,1.429203222,0.130139705,0.00099514,2.18E-09,1.16E-09,1.87314734,0.061048042,0.244192167
192,GABA2_mk,Smoking initiation,0.077342678,0.110291914,0.008263047,1.426016232,0.106836833,9.96E-05,2.74E-09,1.28E-09,2.146121088,0.031863319,0.167151839
15,VMH1_mk,Depression,0.08102166,0.115367249,0.009409503,1.423906252,0.116135645,0.000363143,3.13E-09,1.44E-09,2.176461686,0.029520756,0.166521933
11,VMH1_mk,Smoking cessation,0.08102166,0.115277415,0.009167851,1.422797495,0.113153082,0.0002942,2.46E-09,1.60E-09,1.539898949,0.123584987,0.34388866
23,GABA1_mk,Anorexia,0.081660127,0.11592301,0.012438944,1.419579109,0.152325795,0.005309422,1.33E-08,6.80E-09,1.950205981,0.051151573,0.225153425
59,vVMH_mk,Education Years,0.081397426,0.114719685,0.006003769,1.409377306,0.073758705,2.13E-07,5.71E-09,1.92E-09,2.972545294,0.002953416,0.052505179
213,OT3_mk,Height,0.072670097,0.1022281,0.006920608,1.406742318,0.09523323,2.80E-05,-1.69E-08,9.53E-09,-1.776832103,0.075595868,0.271805369
58,vVMH_mk,Schizophrenia,0.081397426,0.114414986,0.006216287,1.405633957,0.076369571,1.77E-07,1.27E-08,5.34E-09,2.372970757,0.017645661,0.152611121
14,VMH1_mk,Intelligence,0.08102166,0.113352647,0.007033708,1.399041274,0.086812688,9.68E-06,6.39E-09,2.93E-09,2.183359463,0.029009349,0.166521933
163,VMH2_mk,Anorexia,0.085649955,0.119804422,0.012421877,1.398768069,0.145030748,0.006620391,1.55E-08,6.74E-09,2.295367688,0.021712061,0.157905902
181,GABA2_mk,ADHD,0.077342678,0.108169716,0.009139758,1.398577334,0.118172249,0.000920844,7.24E-09,3.77E-09,1.919815983,0.054881147,0.225153425
28,GABA1_mk,Age of smoking,0.081660127,0.114006919,0.010394261,1.396114891,0.127286858,0.002344079,1.44E-09,1.17E-09,1.237644326,0.215847971,0.447673155
200,GABA2_mk,Neuroticism,0.077342678,0.107840546,0.00769695,1.394321336,0.099517503,0.000102304,4.15E-09,2.09E-09,1.990622367,0.046522419,0.212673917
20,VMH1_mk,Neuroticism,0.08102166,0.112888652,0.006675089,1.393314467,0.082386472,2.91E-06,4.50E-09,1.76E-09,2.557586585,0.010540131,0.105481071
194,GABA2_mk,Intelligence,0.077342678,0.10753435,0.006973201,1.390362389,0.090159814,3.54E-05,5.38E-09,3.16E-09,1.7009062,0.088960602,0.281009323
116,vARC_mk,Type 2 Diabetes,0.055428483,0.077027075,0.01891733,1.389665951,0.341292581,0.245623814,8.89E-10,5.76E-09,0.154183079,0.877465383,0.936732338
18,VMH1_mk,Schizophrenia,0.08102166,0.11218412,0.006349389,1.384618878,0.078366561,1.24E-06,9.52E-09,5.54E-09,1.718530473,0.085699901,0.280489315
98,OT1_mk,Schizophrenia,0.072907802,0.10086521,0.00739153,1.383462505,0.101381874,0.000218185,1.18E-08,7.13E-09,1.65640467,0.097639896,0.297569207
30,GABA1_mk,Drinks per week,0.081660127,0.112815897,0.009905182,1.381529775,0.121297656,0.001739439,1.07E-09,9.67E-10,1.10652357,0.268499968,0.520080564
70,ARC2_mk,Drinks per week,0.059319002,0.081880787,0.006923466,1.38034669,0.116715819,0.001002063,1.40E-09,9.87E-10,1.41518963,0.157012904,0.393642902
19,VMH1_mk,Education Years,0.08102166,0.111804782,0.005913398,1.379936934,0.072985392,1.08E-06,4.69E-09,1.90E-09,2.473474149,0.013380648,0.126068952
199,GABA2_mk,Education Years,0.077342678,0.106559951,0.006163368,1.37776392,0.079689092,4.63E-06,4.27E-09,2.06E-09,2.072878626,0.038183577,0.190917884
60,vVMH_mk,Neuroticism,0.081397426,0.112057043,0.006872258,1.376665682,0.084428449,1.02E-05,4.10E-09,1.80E-09,2.269558497,0.023234384,0.159271203
198,GABA2_mk,Schizophrenia,0.077342678,0.106446244,0.006106032,1.376293752,0.078947775,2.91E-06,7.34E-09,5.44E-09,1.350064901,0.176995166,0.406279144
10,VMH1_mk,Drinks per week,0.08102166,0.11149337,0.008629504,1.376093374,0.106508603,0.000582341,1.28E-09,8.90E-10,1.436255124,0.150929759,0.383313672
26,GABA1_mk,Bipolar,0.081660127,0.112290482,0.00839366,1.375095614,0.102787738,0.000306886,4.15E-09,3.75E-09,1.105953263,0.268746749,0.520080564
178,VMH2_mk,Schizophrenia,0.085649955,0.117670201,0.006405365,1.373850126,0.074785381,9.25E-07,1.14E-08,5.21E-09,2.180649094,0.029209381,0.166521933
183,GABA2_mk,Anorexia,0.077342678,0.106192855,0.012885748,1.373017565,0.16660592,0.025678129,1.12E-08,7.74E-09,1.450873453,0.146815101,0.378877681
164,VMH2_mk,Autism,0.085649955,0.117108817,0.01788645,1.367295725,0.208831988,0.076153266,7.03E-09,7.43E-09,0.946205655,0.344043703,0.585606302
180,VMH2_mk,Neuroticism,0.085649955,0.116956144,0.007026435,1.365513204,0.082036643,1.13E-05,4.09E-09,1.75E-09,2.343754767,0.019090719,0.154998854
87,OT1_mk,Epilepsy,0.072907802,0.09948653,0.012616586,1.364552587,0.173048506,0.035208242,-5.45E-10,1.84E-08,-0.029574327,0.976406541,0.985646981
34,GABA1_mk,Intelligence,0.081660127,0.111377319,0.006849218,1.363913122,0.083874686,2.95E-05,4.77E-09,2.91E-09,1.641476921,0.100698454,0.301246009
25,GABA1_mk,BMI,0.081660127,0.111351752,0.005096299,1.363600034,0.062408663,1.58E-08,4.45E-09,2.48E-09,1.793825148,0.072841082,0.269563681
190,GABA2_mk,Drinks per week,0.077342678,0.105337404,0.009095639,1.361957036,0.117601816,0.001922641,5.75E-10,9.63E-10,0.596828554,0.550621852,0.747041445
185,GABA2_mk,BMI,0.077342678,0.105255514,0.007166752,1.360898239,0.092662314,0.000105074,3.22E-09,3.55E-09,0.905623423,0.365135207,0.608558678
12,VMH1_mk,Smoking initiation,0.08102166,0.110194134,0.0078432,1.360057713,0.096803748,0.000254199,2.58E-09,1.15E-09,2.248043928,0.024573389,0.163822593
252,PeriVN_mk,Smoking initiation,0.069646523,0.094702654,0.006936765,1.359761403,0.099599588,0.000345128,2.55E-09,1.19E-09,2.150651023,0.031503755,0.167151839
76,ARC2_mk,Type 2 Diabetes,0.059319002,0.080631347,0.020181424,1.359283615,0.340218542,0.28351355,1.05E-09,5.87E-09,0.178225588,0.858545815,0.93472292
9,VMH1_mk,Cigarettes per day,0.08102166,0.109945641,0.011622875,1.356990715,0.143453918,0.016157176,1.49E-09,2.18E-09,0.683254082,0.494446304,0.709018021
172,VMH2_mk,Smoking initiation,0.085649955,0.116159928,0.008669928,1.356217036,0.101225134,0.000505141,2.69E-09,1.22E-09,2.206265101,0.027365443,0.166521933
267,ARC1_mk,Epilepsy,0.057865425,0.078443083,0.011563163,1.355612323,0.199828529,0.068180399,-3.80E-09,2.01E-08,-0.188637877,0.850376644,0.93472292
50,vVMH_mk,Drinks per week,0.081397426,0.110174308,0.008722049,1.353535521,0.107153871,0.000874859,1.26E-09,8.96E-10,1.40216087,0.160867214,0.393642902
276,ARC1_mk,Type 2 Diabetes,0.057865425,0.0782723,0.019111201,1.352660939,0.330269781,0.275809772,-1.69E-10,5.61E-09,-0.030067465,0.976013248,0.985646981
36,GABA1_mk,Type 2 Diabetes,0.081660127,0.109677231,0.024630135,1.343094054,0.301617646,0.240307496,3.74E-09,5.03E-09,0.743407977,0.457234716,0.696738615
127,Vascular_mk,Epilepsy,0.066030113,0.088588119,0.01333287,1.341632113,0.201921048,0.079784559,9.51E-09,2.06E-08,0.462071212,0.644030253,0.812550772
88,OT1_mk,Age of smoking,0.072907802,0.097559618,0.010822617,1.338123153,0.148442508,0.025413258,1.97E-09,1.41E-09,1.394897163,0.163046853,0.395265098
248,PeriVN_mk,Age of smoking,0.069646523,0.093122723,0.009366151,1.337076405,0.134481241,0.011376355,1.50E-09,1.21E-09,1.238785632,0.215424896,0.447673155
106,vARC_mk,Bipolar,0.055428483,0.074070124,0.006566861,1.336318803,0.118474489,0.004850637,2.34E-09,4.08E-09,0.572806629,0.56677563,0.749455379
254,PeriVN_mk,Intelligence,0.069646523,0.092827483,0.00671637,1.332837279,0.096435102,0.000609196,4.94E-09,3.25E-09,1.519648445,0.128599355,0.347478667
253,PeriVN_mk,Height,0.069646523,0.092801903,0.009838609,1.332469993,0.141264891,0.019500911,-7.45E-11,1.40E-08,-0.005335927,0.995742566,0.995742566
296,SON_mk,Type 2 Diabetes,0.064386808,0.08556719,0.020706696,1.328955306,0.321598425,0.297411021,1.85E-10,5.43E-09,0.034128496,0.972774685,0.985646981
85,OT1_mk,BMI,0.072907802,0.096743467,0.005725389,1.326928868,0.078529161,4.06E-05,3.26E-09,3.12E-09,1.0460132,0.295554938,0.551979245
255,PeriVN_mk,Depression,0.069646523,0.092395515,0.008504055,1.326634986,0.122103073,0.008018608,2.61E-09,1.52E-09,1.712885433,0.086733619,0.280489315
195,GABA2_mk,Depression,0.077342678,0.102287475,0.007892692,1.322523064,0.102048346,0.002181136,1.89E-09,1.32E-09,1.436431889,0.150879484,0.383313672
278,ARC1_mk,Schizophrenia,0.057865425,0.076444292,0.006679171,1.321070249,0.115425937,0.005452168,9.25E-09,8.41E-09,1.099805113,0.271417044,0.520080564
259,PeriVN_mk,Education Years,0.069646523,0.09178738,0.005876339,1.317903249,0.084373753,0.000201325,3.72E-09,2.14E-09,1.73373292,0.082965483,0.280489315
118,vARC_mk,Schizophrenia,0.055428483,0.072841846,0.006419493,1.314159112,0.115815772,0.007415874,7.84E-09,8.41E-09,0.932238711,0.351213174,0.594646643
90,OT1_mk,Drinks per week,0.072907802,0.094891186,0.008576419,1.301523064,0.117633764,0.010157303,7.06E-10,9.82E-10,0.719549504,0.471802412,0.705742615
170,VMH2_mk,Drinks per week,0.085649955,0.111418134,0.00892758,1.300854559,0.10423333,0.003558103,8.73E-10,8.66E-10,1.007988598,0.313459936,0.56352348
206,OT3_mk,Bipolar,0.072670097,0.094326278,0.00842456,1.298006775,0.115928846,0.011760253,1.37E-10,4.12E-09,0.033371126,0.973378635,0.985646981
51,vVMH_mk,Smoking cessation,0.081397426,0.105152468,0.008269832,1.291840208,0.101598202,0.004092888,7.62E-10,1.46E-09,0.521834064,0.60178587,0.776497897
96,OT1_mk,Type 2 Diabetes,0.072907802,0.093994382,0.022795166,1.289222539,0.312657431,0.350130363,-2.55E-09,5.31E-09,-0.47968059,0.631454532,0.805041634
78,ARC2_mk,Schizophrenia,0.059319002,0.076146251,0.006530338,1.283673856,0.110088466,0.009946592,7.25E-09,7.66E-09,0.946688164,0.343797703,0.585606302
49,vVMH_mk,Cigarettes per day,0.081397426,0.104402407,0.009463535,1.282625402,0.116263324,0.011894394,8.81E-10,1.88E-09,0.468531917,0.639404252,0.811941907
271,ARC1_mk,Smoking cessation,0.057865425,0.074075798,0.007085635,1.280139175,0.122450236,0.025513201,1.74E-09,1.58E-09,1.102276665,0.270341411,0.520080564
205,OT3_mk,BMI,0.072670097,0.092979975,0.006034309,1.279480543,0.083037037,0.000843225,1.81E-09,3.18E-09,0.569231392,0.56919912,0.749562627
66,ARC2_mk,Bipolar,0.059319002,0.075804108,0.007297113,1.277905992,0.123014758,0.024777601,8.68E-10,4.30E-09,0.201855062,0.840030034,0.930137062
285,SON_mk,BMI,0.064386808,0.082059117,0.005522556,1.274470963,0.085771539,0.001457195,4.57E-09,3.44E-09,1.330835612,0.183243107,0.410054506
105,vARC_mk,BMI,0.055428483,0.070600793,0.004531708,1.273727684,0.081757743,0.000941098,2.13E-09,3.13E-09,0.681733526,0.495407464,0.709018021
306,OT2_mk,Bipolar,0.070821295,0.090185752,0.007297039,1.273427039,0.103034525,0.008965562,-1.98E-10,3.64E-09,-0.054305164,0.956692036,0.978087704
169,VMH2_mk,Cigarettes per day,0.085649955,0.108995214,0.010149149,1.272565925,0.118495671,0.017575014,6.34E-10,1.97E-09,0.321136918,0.748106635,0.873701179
