Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116670,MAD2L2,53,0.94517,36,0.30286,39,0.45089,24,-0.2909,26,-0.1574,24,-0.3222,28,-0.0796,10,-1.5271,32,0.14123,24,-0.3218,38,0.41169,18,-0.7655
ENSG00000177000,MTHFR,20,0.44587,25,0.79213,16,0.09265,15,-0.0531,3,-2.3310,19,0.34731,17,0.14999,16,0.03724,15,0.00087,12,-0.3668,15,-0.0036,10,-0.6677
ENSG00000011021,CLCN6,99,-0.0911,104,-0.0223,88,-0.2816,136,0.40448,145,0.51271,116,0.15796,101,-0.0683,182,0.88883,35,-1.6723,80,-0.4281,56,-0.9519,121,0.21681
ENSG00000116685,KIAA2013,43,0.18592,65,0.85977,24,-0.6667,46,0.30592,20,-0.9914,45,0.26810,51,0.46605,32,-0.2456,27,-0.5235,38,0.01029,8,-2.2414,56,0.61306
ENSG00000083444,PLOD1,27,0.01713,33,0.36034,24,-0.1691,42,0.72157,14,-0.9481,47,0.90579,28,0.09975,25,-0.1142,15,-0.8261,35,0.44197,8,-1.7070,20,-0.4227
ENSG00000116688,MFN2,105,-0.3753,133,-0.0104,104,-0.3923,118,-0.2015,164,0.31735,169,0.36914,136,0.02187,143,0.10493,109,-0.3194,98,-0.4816,178,0.45156,151,0.18535
ENSG00000116691,MIIP,6,-1.6087,11,-0.6675,20,0.18604,16,-0.1405,1,-4.0641,16,-0.1118,16,-0.1097,20,0.23788,29,0.82170,21,0.26395,44,1.53862,9,-0.9927
ENSG00000048707,VPS13D,26,-0.9143,41,-0.2583,51,0.08215,54,0.16079,48,-0.0218,66,0.50107,44,-0.1445,32,-0.6118,53,0.14225,48,-0.0087,71,0.60962,46,-0.0813
ENSG00000162496,DHRS3,3,-2.7128,21,-0.1195,92,2.45804,52,1.35132,6,-1.8264,2,-3.4787,4,-2.3386,2,-3.2483,16,-0.5431,41,0.94295,15,-0.6643,18,-0.3692
ENSG00000162493,PDPN,16,0.03882,12,-0.4091,28,0.92058,48,1.82461,2,-2.7810,5,-1.5692,9,-0.8737,2,-2.5676,6,-1.4647,42,1.59962,5,-1.7848,16,-0.0372
ENSG00000116731,PRDM2,15,-1.0562,31,-0.0274,33,0.10935,22,-0.4981,5,-2.5235,43,0.50375,26,-0.3002,26,-0.2894,63,1.15774,15,-1.0955,46,0.60319,48,0.69046
ENSG00000189337,KAZN,12,-2.3569,39,-0.6559,44,-0.4715,48,-0.3444,52,-0.2044,69,0.23688,91,0.68078,79,0.43719,72,0.28982,52,-0.1991,104,0.90234,53,-0.1786
ENSG00000142634,EFHD2,34,-0.0762,47,0.43269,41,0.21380,25,-0.5258,44,0.31927,59,0.79685,55,0.68565,44,0.32967,8,-2.1361,20,-0.8546,10,-1.8689,41,0.22042
ENSG00000116138,DNAJC16,26,-0.0693,28,0.01808,28,0.05913,43,0.73105,15,-0.8702,43,0.71674,30,0.16802,28,0.05728,25,-0.1324,13,-1.1585,35,0.40751,12,-1.1803
ENSG00000197312,DDI2,10,-0.7366,13,-0.3606,13,-0.4193,19,0.22323,21,0.33865,21,0.32815,33,1.10034,26,0.69836,16,-0.0509,13,-0.4136,11,-0.6573,5,-1.7524
ENSG00000116786,PLEKHM2,29,-0.7148,44,-0.0734,59,0.40361,63,0.49696,17,-1.5150,46,-0.0114,26,-0.8763,39,-0.2525,61,0.44464,37,-0.3143,94,1.16971,37,-0.3338
ENSG00000065526,SPEN,9,-2.1337,25,-0.6989,70,0.91882,59,0.61985,51,0.41184,20,-1.0054,40,0.02009,38,-0.0587,37,-0.0991,24,-0.7551,65,0.78542,36,-0.1294
ENSG00000116809,ZBTB17,8,-0.9489,9,-0.9450,14,-0.2378,14,-0.2295,3,-2.4523,19,0.27332,4,-2.0225,34,1.21837,9,-0.9382,13,-0.3013,55,2.07967,12,-0.4357
ENSG00000185519,FAM131C,63,1.61993,32,0.47375,16,-0.6351,5,-2.2291,11,-1.1358,49,1.17536,9,-1.4762,24,-0.0026,5,-2.3220,37,0.69197,19,-0.3622,16,-0.5534
ENSG00000037637,FBXO42,22,-0.2955,33,0.31717,24,-0.2000,48,0.92616,30,0.16048,26,-0.0712,32,0.27399,35,0.42180,20,-0.4461,16,-0.7900,6,-2.2005,31,0.24557
ENSG00000055070,SZRD1,30,-0.1574,13,-1.3270,41,0.35900,57,0.87916,16,-1.1019,7,-2.3083,24,-0.4613,30,-0.1417,35,0.12169,55,0.82904,18,-0.9081,67,1.17197
ENSG00000157191,NECAP2,18,0.14877,11,-0.6567,14,-0.2114,33,1.14035,3,-2.2730,14,-0.2265,13,-0.3771,22,0.44575,13,-0.3247,37,1.31649,1,-3.5812,17,0.08958
ENSG00000219481,NBPF1,33,0.76496,25,0.32468,27,0.41390,23,0.15220,14,-0.6158,19,-0.1461,25,0.27829,39,1.04420,4,-2.4061,15,-0.4863,4,-2.4254,20,-0.0515
ENSG00000058453,CROCC,2,-2.4184,13,-0.1045,12,-0.2474,26,0.99726,7,-1.0051,20,0.59977,25,0.97520,18,0.38521,15,0.14617,21,0.64285,0,-5.3667,6,-1.1067
ENSG00000159363,ATP13A2,279,0.66452,271,0.61637,116,-0.7199,110,-0.8022,191,0.05677,282,0.67838,177,-0.0642,265,0.58066,78,-1.3104,129,-0.5544,152,-0.2972,164,-0.1803
ENSG00000117118,SDHB,72,-0.2592,105,0.32967,58,-0.5757,49,-0.8422,62,-0.4791,109,0.39773,99,0.24164,82,-0.0498,100,0.26286,79,-0.1036,120,0.55283,83,-0.0419
ENSG00000117115,PADI2,34,-0.6376,19,-1.4875,38,-0.5010,75,0.59293,4,-3.6945,25,-1.1109,27,-0.9716,19,-1.5430,19,-1.5080,252,2.88242,51,-0.0236,60,0.22646
ENSG00000179051,RCC2,20,-0.4618,28,0.08256,22,-0.2816,29,0.13519,38,0.53827,22,-0.2779,48,0.91384,38,0.56423,16,-0.7735,23,-0.2563,7,-1.9848,31,0.20984
ENSG00000074964,ARHGEF10L,43,0.09826,38,-0.1108,51,0.35495,64,0.73006,62,0.68681,18,-1.2104,43,0.09802,33,-0.2965,15,-1.4919,41,0.02196,30,-0.4538,47,0.24687
ENSG00000117154,IGSF21,13,-1.5062,7,-2.3527,8,-2.1495,5,-2.7167,45,0.40459,42,0.29121,76,1.27114,100,1.77254,13,-1.4487,27,-0.3769,49,0.53889,33,-0.0834
ENSG00000159423,ALDH4A1,7,-1.9127,12,-1.2018,38,0.58777,28,0.10783,24,-0.1404,13,-1.1046,20,-0.3805,8,-1.7863,41,0.72395,32,0.32255,40,0.67158,52,1.09013
ENSG00000127463,EMC1,49,0.04269,53,0.18751,40,-0.2576,57,0.29542,23,-1.1037,62,0.41976,77,0.77315,55,0.23226,34,-0.5303,35,-0.4594,52,0.13348,33,-0.5715
ENSG00000053372,MRTO4,32,-0.0824,47,0.50011,55,0.76274,30,-0.1793,37,0.11623,38,0.15355,33,-0.0412,37,0.10525,30,-0.2168,16,-1.1181,38,0.15892,17,-1.0385
ENSG00000053371,AKR7A2,86,0.43971,73,0.16941,61,-0.1011,78,0.29345,60,-0.1280,58,-0.1863,64,-0.0259,56,-0.2388,38,-0.8204,93,0.57631,70,0.10696,45,-0.5801
ENSG00000077549,CAPZB,167,-0.1204,203,0.18739,189,0.07297,236,0.42703,152,-0.2646,196,0.12851,184,0.03115,159,-0.1996,158,-0.2103,198,0.14637,150,-0.2884,174,-0.0605
ENSG00000173436,MICOS10,244,-0.2114,397,0.56457,329,0.25979,291,0.06440,337,0.30158,279,0.00302,240,-0.2373,227,-0.3196,176,-0.7125,246,-0.1933,243,-0.2168,339,0.30884
ENSG00000158747,NBL1,216,0.65806,170,0.27029,148,0.04584,174,0.30885,48,-1.6444,127,-0.1951,124,-0.2276,159,0.16451,118,-0.2967,141,-0.0258,161,0.18592,134,-0.1079
ENSG00000169914,OTUD3,13,-0.3236,15,-0.0592,17,0.08486,7,-1.3036,8,-1.0649,33,1.15434,15,-0.0821,19,0.24927,23,0.56469,10,-0.7244,20,0.32329,13,-0.2896
ENSG00000162545,CAMK2N1,244,-1.2144,470,-0.2151,373,-0.5723,526,-0.0409,417,-0.4029,484,-0.1711,500,-0.1190,510,-0.0889,1065,1.11280,412,-0.4191,957,0.93124,519,-0.0614
ENSG00000090432,MUL1,50,0.44556,58,0.67298,31,-0.3017,53,0.54288,45,0.27377,56,0.63631,37,-0.0363,45,0.26785,17,-1.1758,23,-0.7659,9,-2.1665,30,-0.3774
ENSG00000183114,FAM43B,27,-0.5841,44,0.16724,25,-0.7053,54,0.51840,33,-0.2843,47,0.28800,60,0.66617,68,0.89375,37,-0.1038,21,-0.9265,27,-0.5940,29,-0.4652
ENSG00000158828,PINK1,341,-0.0204,274,-0.3577,175,-1.0432,317,-0.1359,404,0.24934,454,0.43513,284,-0.3046,403,0.24606,396,0.21652,321,-0.1167,426,0.33399,349,0.01768
ENSG00000244038,DDOST,37,0.45563,45,0.78581,18,-0.6458,52,1.01518,5,-2.4207,36,0.41066,12,-1.3010,46,0.80613,25,-0.1272,16,-0.8398,27,-0.0535,13,-1.1047
ENSG00000117245,KIF17,19,0.15167,38,1.25370,45,1.55978,23,0.42633,9,-0.9974,25,0.54349,17,-0.0669,5,-1.8174,10,-0.7901,7,-1.2572,0,-7.0881,12,-0.5863
ENSG00000189410,SH2D5,0,-6.0175,4,-2.6225,7,-1.8958,5,-2.4373,64,1.47941,31,0.26135,22,-0.2894,44,0.81673,90,2.11368,17,-0.6562,13,-1.0883,18,-0.5606
ENSG00000127483,HP1BP3,106,-0.8966,161,-0.2555,218,0.21501,126,-0.6289,232,0.31528,216,0.20281,367,1.07448,187,-0.0210,189,-0.0107,161,-0.2581,186,-0.0321,131,-0.5781
ENSG00000075151,EIF4G3,90,-0.2893,128,0.26027,83,-0.4095,73,-0.5991,177,0.79043,150,0.52558,149,0.50586,116,0.10824,79,-0.4935,88,-0.3276,85,-0.3689,81,-0.4411
ENSG00000117298,ECE1,24,0.23284,21,-0.0104,13,-0.7008,68,2.00716,23,0.15121,10,-1.1305,20,-0.0608,12,-0.8450,9,-1.3010,35,0.82170,7,-1.5947,9,-1.2444
