NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
CHR2Q21	150	26		
CHR2Q22	70		Rejected!	
CHR2Q23	53	19		
CHR2Q24	128	36		
CHR2Q31	178	63		
CHR2Q32	111	37		
CHR2Q33	203	64		
CHR2Q34	45		Rejected!	
CHR2Q35	131	53		
CHR2Q36	85	23		
CHR2Q37	226	72		
CHR20P11	150	36		
CHR20P12	108	34		
CHR20P13	120	54		
CHR20Q11	245	87		
CHR20Q12	25		Rejected!	
CHR20Q13	410	154		
CHR21P11	38		Rejected!	
CHR21P12	15		Rejected!	
CHR21Q11	47		Rejected!	
CHR21Q21	121	24		
CHR21Q22	370	105		
CHR22Q11	401	87		
CHR22Q12	221	91		
CHR22Q13	320	154		
CHR3P11	25		Rejected!	
CHR3P12	73		Rejected!	
CHR3P13	47		Rejected!	
CHR3P14	141	43		
CHR3P21	316	153		
CHR3P22	185	62		
CHR3P23	10		Rejected!	
CHR3P24	113	27		
CHR3P25	155	70		
CHR3P26	48		Rejected!	
CHR3Q11	54		Rejected!	
CHR3Q12	53	20		
CHR3Q13	221	56		
CHR3Q21	160	59		
CHR3Q22	135	43		
CHR3Q23	62	18		
CHR3Q24	46		Rejected!	
CHR3Q25	179	46		
CHR3Q26	219	52		
CHR3Q27	127	48		
CHR3Q28	36		Rejected!	
CHR3Q29	139	42		
CHR4P11	19		Rejected!	
CHR4P12	26		Rejected!	
CHR4P13	31		Rejected!	
CHR4P14	67	23		
CHR4P15	134	37		
CHR4P16	220	82		
CHR4Q12	84	29		
CHR4Q13	153	20		
CHR4Q21	133	50		
CHR4Q22	73	24		
CHR4Q23	36		Rejected!	
CHR4Q24	59	19		
CHR4Q25	90	23		
CHR4Q26	55		Rejected!	
CHR4Q27	31		Rejected!	
CHR4Q28	81	18		
CHR4Q31	163	50		
CHR4Q32	119	31		
CHR4Q33	15		Rejected!	
CHR4Q34	60	15		
CHR4Q35	115	26		
CHR5P12	32		Rejected!	
CHR5P13	139	45		
CHR5P14	37		Rejected!	
CHR5P15	204	53		
CHR5Q11	95	25		
CHR5Q12	66	23		
CHR5Q13	151	45		
CHR5Q14	136	48		
CHR5Q15	60	21		
CHR5Q21	68		Rejected!	
CHR5Q22	59	24		
CHR5Q23	115	30		
CHR5Q31	297	112		
CHR5Q32	78	24		
CHR5Q33	118	45		
CHR5Q34	40		Rejected!	
CHR5Q35	231	93		
CHR6P11	9		Rejected!	
CHR6P12	135	28		
CHR6P21	487	212		
CHR6P22	364	75		
CHR6P23	16		Rejected!	
CHR6P24	63	25		
CHR6P25	84	33		
CHR6Q11	6		Rejected!	
CHR6Q12	24		Rejected!	
CHR6Q13	64	16		
CHR6Q14	96	32		
CHR6Q15	51	19		
CHR6Q16	56	19		
CHR6Q21	122	46		
CHR6Q22	126	46		
CHR6Q23	118	26		
CHR6Q24	77	29		
CHR6Q25	161	46		
CHR6Q26	15		Rejected!	
CHR6Q27	79	21		
CHR7P11	86	16		
CHR7P12	64		Rejected!	
CHR7P13	52	28		
CHR7P14	173	51		
CHR7P15	101	26		
CHR7P21	87	24		
CHR7P22	132	59		
CHR7Q11	268	69		
CHR7Q21	176	65		
CHR7Q22	219	104		
CHR7Q31	137	44		
CHR7Q32	97	36		
CHR7Q33	58	20		
CHR7Q34	184	29		
CHR7Q35	65		Rejected!	
CHR7Q36	156	69		
CHR8P11	102	39		
CHR8P12	70	21		
CHR8P21	135	60		
CHR8P22	47	15		
CHR8P23	233	31		
CHR8Q11	76	17		
CHR8Q12	90	27		
CHR8Q13	75	22		
CHR8Q21	190	54		
CHR8Q22	164	60		
CHR8Q23	50		Rejected!	
CHR8Q24	353	125		
CHR9P11	51		Rejected!	
CHR9P12	17		Rejected!	
CHR9P13	174	64		
CHR9P21	124	25		
CHR9P22	52	16		
CHR9P23	20		Rejected!	
CHR9P24	105	30		
CHR9Q12	8		Rejected!	
CHR9Q13	55		Rejected!	
CHR9Q21	198	57		
CHR9Q22	198	65		
CHR9Q31	136	41		
CHR9Q32	50	25		
CHR9Q33	136	57		
CHR9Q34	323	168		
MT	37		Rejected!	
CHRXP11	374	107		
CHRXP21	82		Rejected!	
CHRXP22	245	80		
CHRXQ11	29		Rejected!	
CHRXQ12	26		Rejected!	
CHRXQ13	164	42		
CHRXQ21	142	23		
CHRXQ22	171	53		
CHRXQ23	89	15		
CHRXQ24	81	24		
CHRXQ25	48		Rejected!	
CHRXQ26	172	44		
CHRXQ27	91		Rejected!	
CHRXQ28	212	70		
CHRYP11	122		Rejected!	
CHRYQ11	311		Rejected!	
GLI1_UP.V1_DN	17	16		
GLI1_UP.V1_UP	24	23		
GCNP_SHH_UP_EARLY.V1_DN	167	126		
GCNP_SHH_UP_LATE.V1_DN	178	138		
RAPA_EARLY_UP.V1_DN	186	141		
RAPA_EARLY_UP.V1_UP	167	116		
HINATA_NFKB_MATRIX	11		Rejected!	
CYCLIN_D1_KE_.V1_UP	188	147		
CYCLIN_D1_UP.V1_UP	187	135		
CSR_EARLY_UP.V1_DN	126	111		
VEGF_A_UP.V1_UP	195	145		
BCAT_GDS748_DN	45	38		
BCAT_GDS748_UP	48	35		
BCAT.100_UP.V1_DN	41	25		
BCAT.100_UP.V1_UP	49	30		
ATF2_S_UP.V1_UP	193	116		
ATF2_UP.V1_UP	190	108		
WNT_UP.V1_UP	176	114		
ATM_DN.V1_DN	146	66		
ATM_DN.V1_UP	146	88		
P53_DN.V2_DN	145	87		
RELA_DN.V1_DN	139	61		
BCAT_BILD_ET_AL_DN	46	44		
BCAT_BILD_ET_AL_UP	45	39		
E2F3_UP.V1_UP	190	157		
CAMP_UP.V1_DN	199	184		
CAMP_UP.V1_UP	200	191		
PRC1_BMI_UP.V1_UP	185	115		
PRC2_EED_DN.V1_UP	191	139		
PRC2_EZH2_UP.V1_UP	192	149		
PRC2_SUZ12_UP.V1_UP	185	125		
JNK_DN.V1_DN	190	130		
JNK_DN.V1_UP	186	119		
BRCA1_DN.V1_UP	133	64		
CTIP_DN.V1_UP	135	63		
PKCA_DN.V1_DN	154	107		
MTOR_UP.N4.V1_DN	184	153		
PTEN_DN.V2_UP	139	96		
DCA_UP.V1_UP	186	95		
ESC_J1_UP_EARLY.V1_UP	178	136		
ESC_J1_UP_LATE.V1_UP	185	136		
ESC_V6.5_UP_EARLY.V1_UP	166	127		
ESC_V6.5_UP_LATE.V1_UP	184	142		
PTEN_DN.V1_DN	184	104		
NOTCH_DN.V1_DN	183	102		
EIF4E_DN	100	88		
EIF4E_UP	100	87		
CRX_DN.V1_DN	132	109		
CRX_DN.V1_UP	135	87		
CRX_NRL_DN.V1_DN	127	106		
CRX_NRL_DN.V1_UP	140	98		
NRL_DN.V1_DN	132	110		
NRL_DN.V1_UP	137	103		
RB_DN.V1_DN	123	104		
RB_P107_DN.V1_DN	126	115		
RB_P130_DN.V1_DN	136	121		
CAHOY_ASTROCYTIC	100	83		
CAHOY_NEURONAL	100	93		
CAHOY_OLIGODENDROCUTIC	100	88		
IL15_UP.V1_DN	185	99		
IL2_UP.V1_DN	193	118		
IL21_UP.V1_DN	186	96		
PDGF_ERK_DN.V1_DN	149	133		
PDGF_ERK_DN.V1_UP	145	118		
PDGF_UP.V1_DN	136	78		
PDGF_UP.V1_UP	146	129		
TGFB_UP.V1_DN	191	146		
YAP1_DN	47	31		
YAP1_UP	47	44		
SIRNA_EIF4GI_DN	98	82		
SIRNA_EIF4GI_UP	95	86		
SINGH_KRAS_DEPENDENCY_SIGNATURE	20		Rejected!	
STK33_DN	280	221		
STK33_NOMO_DN	282	215		
STK33_SKM_DN	276	203		
KRAS.DF.V1_DN	193	129		
TBK1.DN.48HRS_DN	50	46		
TBK1.DN.48HRS_UP	50	48		
NFE2L2.V2	469	279		
CORDENONSI_YAP_CONSERVED_SIGNATURE	57	46		
JAK2_DN.V1_DN	146	107		
JAK2_DN.V1_UP	183	86		
PGF_UP.V1_DN	190	132		
E2F1_UP.V1_DN	187	166		
EGFR_UP.V1_UP	192	160		
ERBB2_UP.V1_UP	190	151		
CYCLIN_D1_KE_.V1_DN	191	132		
CYCLIN_D1_UP.V1_DN	190	142		
AKT_UP_MTOR_DN.V1_DN	185	144		
AKT_UP.V1_DN	187	147		
MTOR_UP.V1_DN	182	154		
VEGF_A_UP.V1_DN	193	161		
ATF2_S_UP.V1_DN	187	140		
ATF2_UP.V1_DN	185	144		
P53_DN.V1_DN	194	158		
SNF5_DN.V1_DN	157	105		
SNF5_DN.V1_UP	173	149		
LTE2_UP.V1_UP	188	160		
MEK_UP.V1_UP	195	156		
RAF_UP.V1_UP	193	163		
MTOR_UP.N4.V1_UP	196	175		
ESC_J1_UP_EARLY.V1_DN	172	141		
ESC_J1_UP_LATE.V1_DN	168	135		
ESC_V6.5_UP_EARLY.V1_DN	162	127		
ESC_V6.5_UP_LATE.V1_DN	180	138		
RPS14_DN.V1_UP	191	139		
HOXA9_DN.V1_UP	192	171		
STK33_NOMO_UP	290	245		
STK33_SKM_UP	279	224		
STK33_UP	286	239		
KRAS.DF.V1_UP	191	160		
TBK1.DF_DN	286	266		
TBK1.DF_UP	287	257		
LEF1_UP.V1_UP	194	144		
PGF_UP.V1_UP	190	176		
E2F1_UP.V1_UP	188	154		
EGFR_UP.V1_DN	196	155		
ERBB2_UP.V1_DN	197	178		
GCNP_SHH_UP_EARLY.V1_UP	174	141		
GCNP_SHH_UP_LATE.V1_UP	181	141		
HINATA_NFKB_IMMU_INF	15		Rejected!	
CSR_EARLY_UP.V1_UP	153	142		
CSR_LATE_UP.V1_DN	147	138		
CSR_LATE_UP.V1_UP	166	131		
AKT_UP_MTOR_DN.V1_UP	178	144		
AKT_UP.V1_UP	169	129		
MTOR_UP.V1_UP	169	113		
WNT_UP.V1_DN	172	122		
P53_DN.V2_UP	148	75		
RELA_DN.V1_UP	149	105		
P53_DN.V1_UP	194	151		
E2F3_UP.V1_DN	163	94		
MYC_UP.V1_DN	172	122		
MYC_UP.V1_UP	181	152		
SRC_UP.V1_DN	170	106		
SRC_UP.V1_UP	178	105		
LTE2_UP.V1_DN	195	176		
MEK_UP.V1_DN	194	163		
RAF_UP.V1_DN	193	164		
PRC1_BMI_UP.V1_DN	187	106		
PRC2_EED_DN.V1_DN	193	150		
PRC2_EZH2_UP.V1_DN	192	118		
PRC2_SUZ12_UP.V1_DN	192	108		
BRCA1_DN.V1_DN	139	83		
CTIP_DN.V1_DN	134	80		
PKCA_DN.V1_UP	160	102		
PTEN_DN.V2_DN	143	101		
DCA_UP.V1_DN	185	130		
ALK_DN.V1_DN	139	83		
ALK_DN.V1_UP	141	72		
BMI1_DN_MEL18_DN.V1_DN	147	130		
BMI1_DN_MEL18_DN.V1_UP	145	107		
BMI1_DN.V1_DN	140	117		
BMI1_DN.V1_UP	147	108		
MEL18_DN.V1_DN	147	129		
MEL18_DN.V1_UP	141	108		
PTEN_DN.V1_UP	186	119		
NOTCH_DN.V1_UP	186	117		
RB_DN.V1_UP	116	96		
RB_P107_DN.V1_UP	130	98		
RB_P130_DN.V1_UP	130	84		
CAHOY_ASTROGLIAL	100	83		
RPS14_DN.V1_DN	186	131		
IL15_UP.V1_UP	189	132		
IL2_UP.V1_UP	190	127		
IL21_UP.V1_UP	186	117		
TGFB_UP.V1_UP	189	146		
HOXA9_DN.V1_DN	190	152		
KRAS.AMP.LUNG_UP.V1_DN	142	78		
KRAS.AMP.LUNG_UP.V1_UP	140	59		
KRAS.300_UP.V1_DN	140	69		
KRAS.300_UP.V1_UP	142	102		
KRAS.50_UP.V1_DN	47	17		
KRAS.50_UP.V1_UP	48	37		
KRAS.600_UP.V1_DN	279	134		
KRAS.600_UP.V1_UP	278	175		
KRAS.600.LUNG.BREAST_UP.V1_DN	284	157		
KRAS.600.LUNG.BREAST_UP.V1_UP	280	140		
KRAS.BREAST_UP.V1_DN	143	86		
KRAS.BREAST_UP.V1_UP	140	66		
KRAS.KIDNEY_UP.V1_DN	135	66		
KRAS.KIDNEY_UP.V1_UP	141	128		
KRAS.LUNG_UP.V1_DN	142	70		
KRAS.LUNG_UP.V1_UP	140	73		
KRAS.LUNG.BREAST_UP.V1_DN	141	77		
KRAS.LUNG.BREAST_UP.V1_UP	141	74		
KRAS.PROSTATE_UP.V1_DN	141	72		
KRAS.PROSTATE_UP.V1_UP	137	78		
LEF1_UP.V1_DN	187	140		
BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS	77	70		
BUSSLINGER_ESOPHAGEAL_PROLIFERATING_BASAL_CELLS	70	56		
BUSSLINGER_ESOPHAGEAL_EARLY_SUPRABASAL_CELLS	79	69		
BUSSLINGER_ESOPHAGEAL_LATE_SUPRABASAL_CELLS	140	84		
BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS	214	191		
BUSSLINGER_GASTRIC_CHIEF_CELLS	56	44		
BUSSLINGER_GASTRIC_PREZYMOGENIC_CELLS	60	49		
BUSSLINGER_GASTRIC_NECK_CELLS	36	22		
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	121	106		
BUSSLINGER_GASTRIC_ISTHMUS_CELLS	458	387		
BUSSLINGER_GASTRIC_METALLOTHIONEIN_CELLS	100	76		
BUSSLINGER_GASTRIC_IMMATURE_PIT_CELLS	165	121		
BUSSLINGER_GASTRIC_MATURE_PIT_CELLS	224	160		
BUSSLINGER_GASTRIC_PARIETAL_CELLS	254	225		
BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS	111	94		
BUSSLINGER_GASTRIC_REG3A_POSITIVE_CELLS	44	31		
BUSSLINGER_GASTRIC_D_CELLS	28	24		
BUSSLINGER_GASTRIC_G_CELLS	98	83		
BUSSLINGER_GASTRIC_X_CELLS	191	174		
BUSSLINGER_GASTRIC_TUFT_CELLS	12		Rejected!	
BUSSLINGER_GASTRIC_OXYNTIC_ENTEROCHROMAFFIN_LIKE_CELLS	85	68		
BUSSLINGER_GASTRIC_ANTRAL_ECS	12		Rejected!	
BUSSLINGER_GASTRIC_IMMUNE_CELLS	1492		Rejected!	
BUSSLINGER_DUODENAL_STEM_CELLS	311	283		
BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS	305	284		
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	194	182		
BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES	113	87		
BUSSLINGER_DUODENAL_LATE_IMMATURE_ENTEROCYTES	177	102		
BUSSLINGER_DUODENAL_MATURE_ENTEROCYTES	259	154		
BUSSLINGER_DUODENAL_PANETH_CELLS	15		Rejected!	
BUSSLINGER_DUODENAL_GOBLET_CELLS	16		Rejected!	
BUSSLINGER_DUODENAL_BCHE_CELLS	43	27		
BUSSLINGER_DUODENAL_TUFT_CELLS	81	57		
BUSSLINGER_DUODENAL_I_CELLS	16		Rejected!	
BUSSLINGER_DUODENAL_K_CELLS	20	16		
BUSSLINGER_DUODENAL_MX_CELLS	13		Rejected!	
BUSSLINGER_DUODENAL_EC_CELLS	31	19		
BUSSLINGER_DUODENAL_IMMUNE_CELLS	911		Rejected!	
FAN_EMBRYONIC_CTX_BIG_GROUPS_CAJAL_RETZIUS	499	446		
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	365	351		
FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON	47	45		
FAN_EMBRYONIC_CTX_BIG_GROUPS_GLIAL	133	132		
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	148	126		
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	371	356		
FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY	12		Rejected!	
FAN_EMBRYONIC_CTX_EX_1_EXCITATORY_NEURON	7		Rejected!	
FAN_EMBRYONIC_CTX_EX_2_EXCITATORY_NEURON	16	16		
FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	166	135		
FAN_EMBRYONIC_CTX_IN_1_INTERNEURON	11		Rejected!	
FAN_EMBRYONIC_CTX_IN_2_INTERNEURON	7		Rejected!	
FAN_EMBRYONIC_CTX_IN_3_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_IN_4_INTERNEURON	10		Rejected!	
FAN_EMBRYONIC_CTX_IN_5_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_IN_6_INTERNEURON	6		Rejected!	
FAN_EMBRYONIC_CTX_ASTROCYTE_1	79	73		
FAN_EMBRYONIC_CTX_ASTROCYTE_2	154	151		
FAN_EMBRYONIC_CTX_NSC_1	18	18		
FAN_EMBRYONIC_CTX_NSC_2	233	139		
FAN_EMBRYONIC_CTX_OLIG	754		Rejected!	
FAN_EMBRYONIC_CTX_OPC	55	52		
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	440	407		
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2	303	287		
FAN_EMBRYONIC_CTX_MICROGLIA_1	155	75		
FAN_EMBRYONIC_CTX_MICROGLIA_2	9		Rejected!	
FAN_EMBRYONIC_CTX_MICROGLIA_3	20	20		
FAN_EMBRYONIC_CTX_BRAIN_MYELOID	139	110		
FAN_EMBRYONIC_CTX_BRAIN_B_CELL	101	70		
FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL	132	84		
FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL	158	116		
MANNO_MIDBRAIN_NEUROTYPES_BASAL	79	77		
MANNO_MIDBRAIN_NEUROTYPES_HENDO	888		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HPERIC	794		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HMGL	577		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HOPC	366	323		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2C	325	288		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2B	439	382		
MANNO_MIDBRAIN_NEUROTYPES_HRGL2A	600		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HRGL3	574		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HRGL1	364	319		
MANNO_MIDBRAIN_NEUROTYPES_HPROGM	307	220		
MANNO_MIDBRAIN_NEUROTYPES_HPROGBP	300	182		
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL	322	201		
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM	354	224		
MANNO_MIDBRAIN_NEUROTYPES_HNPROG	229	146		
MANNO_MIDBRAIN_NEUROTYPES_HNBM	295	250		
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	328	296		
MANNO_MIDBRAIN_NEUROTYPES_HRN	335	307		
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	465	429		
MANNO_MIDBRAIN_NEUROTYPES_HDA	506	446		
MANNO_MIDBRAIN_NEUROTYPES_HDA1	584		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HDA2	513	461		
MANNO_MIDBRAIN_NEUROTYPES_HNBGABA	703		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HGABA	1106		Rejected!	
MANNO_MIDBRAIN_NEUROTYPES_HSERT	450	419		
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	389	350		
ZHONG_PFC_MAJOR_TYPES_ASTROCYTES	326	313		
ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON	8		Rejected!	
ZHONG_PFC_MAJOR_TYPES_INTERNEURON	18	18		
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	438	417		
ZHONG_PFC_MAJOR_TYPES_NPCS	142	90		
ZHONG_PFC_MAJOR_TYPES_OPC	91	89		
ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION	67	63		
ZHONG_PFC_C8_ORG_PROLIFERATING	62	37		
ZHONG_PFC_C9_ORG_OTHER	83	81		
ZHONG_PFC_C3_UNKNOWN_INP	38		Rejected!	
ZHONG_PFC_C4_UNKNOWN_INP	89	83		
ZHONG_PFC_C5_BCL11B_CALB2_POS_INP	22	20		
ZHONG_PFC_HES1_POS_C1_NPC	6		Rejected!	
ZHONG_PFC_C2_UNKNOWN_NPC	76	39		
ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON	26	22		
ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	28	26		
ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON	7		Rejected!	
ZHONG_PFC_C1_DLX5_POS_INTERNEURON	7		Rejected!	
ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON	11		Rejected!	
ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON	15		Rejected!	
ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON	14		Rejected!	
ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON	84	78		
ZHONG_PFC_C1_OPC	238	138		
ZHONG_PFC_C2_THY1_POS_OPC	27	25		
ZHONG_PFC_C3_HOPX_POS_OPC	8		Rejected!	
ZHONG_PFC_C4_PTGDS_POS_OPC	147	143		
ZHONG_PFC_C1_ASTROCYTE	30	29		
ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE	6		Rejected!	
ZHONG_PFC_C3_ASTROCYTE	389	359		
ZHONG_PFC_C1_MICROGLIA	257	198		
ZHONG_PFC_C3_MICROGLIA	488	468		
