Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000008130,NADK,28,-0.0254,35,0.28714,21,-0.4717,37,0.38044,10,-1.5823,40,0.53414,32,0.16410,35,0.30275,27,-0.1096,22,-0.4265,28,-0.0629
ENSG00000078369,GNB1,289,-0.5386,410,0.00695,340,-0.2873,531,0.41664,439,0.11478,386,-0.0892,462,0.21439,424,0.05829,302,-0.4673,557,0.49611,301,-0.4758
ENSG00000187730,GABRD,3,-3.5041,10,-1.9151,10,-1.9609,0,-5.9837,0,-7.4257,4,-3.0225,0,-6.7343,327,4.99868,3,-3.3153,76,1.20298,2,-4.2769
ENSG00000067606,PRKCZ,80,-0.9592,197,0.43946,86,-0.8552,134,-0.1691,187,0.35257,198,0.44152,151,0.01512,219,0.61171,130,-0.2199,181,0.29774,82,-0.9143
ENSG00000162585,FAAP20,56,-0.3940,128,0.90484,96,0.43544,67,-0.1363,54,-0.4580,81,0.15807,63,-0.2488,50,-0.5743,87,0.28269,51,-0.5453,79,0.12127
ENSG00000157933,SKI,9,-2.0772,11,-1.6998,32,-0.1935,33,-0.1219,21,-0.8150,27,-0.4187,40,0.18708,53,0.60735,41,0.20736,54,0.63891,70,1.08880
ENSG00000157916,RER1,137,0.75376,125,0.59597,78,-0.1450,104,0.30879,69,-0.3394,91,0.09908,73,-0.2828,69,-0.3393,86,0.00743,69,-0.3288,55,-0.6745
ENSG00000157911,PEX10,45,0.55831,33,0.03990,25,-0.3513,61,1.04834,11,-1.5430,26,-0.3389,38,0.32493,34,0.09770,38,0.28748,15,-1.1057,17,-0.9483
ENSG00000149527,PLCH2,0,-6.6860,1,-3.7618,0,-5.1105,24,0.81691,18,0.33593,13,-0.1825,30,1.39709,15,0.07011,36,1.49250,2,-2.7842,4,-1.7766
ENSG00000157881,PANK4,4,-2.0279,18,-0.0539,16,-0.1580,21,0.19091,10,-0.9132,21,0.19209,20,0.13355,32,0.89360,6,-1.6520,38,1.19104,14,-0.4163
ENSG00000197921,HES5,19,-2.3050,50,-0.8642,163,0.99630,131,0.63311,112,0.37039,31,-1.5741,108,0.34601,12,-2.9383,57,-0.6641,39,-1.2588,231,1.61015
ENSG00000272449,AL139246.5,13,-1.1630,23,-0.3260,87,1.92392,37,0.44410,25,-0.1506,15,-0.9400,30,0.14468,4,-2.6722,8,-1.9163,9,-1.6819,54,1.06382
ENSG00000157870,PRXL2B,39,-0.6512,50,-0.2938,81,0.46741,71,0.26886,64,0.10712,83,0.51791,90,0.71852,22,-1.5136,45,-0.4366,33,-0.9072,53,-0.1888
ENSG00000158109,TPRG1L,131,-0.2027,222,0.64166,105,-0.5304,173,0.23833,125,-0.2693,218,0.61603,174,0.27465,153,0.04740,92,-0.7342,91,-0.7508,125,-0.2651
ENSG00000116213,WRAP73,9,-0.7501,23,0.61809,20,0.41501,20,0.36269,0,-4.8400,36,1.34241,16,0.02218,14,-0.2218,4,-1.8621,15,-0.0340,14,-0.1456
ENSG00000130764,LRRC47,60,-0.7512,127,0.40392,78,-0.3569,93,-0.0922,82,-0.2878,155,0.72148,136,0.57247,73,-0.4740,79,-0.3497,84,-0.2537,81,-0.2997
ENSG00000116198,CEP104,7,-1.5302,22,0.07668,18,-0.1724,30,0.59367,26,0.37577,17,-0.3222,21,0.05730,20,-0.0782,32,0.68857,19,-0.1590,14,-0.5412
ENSG00000198912,C1orf174,21,0.25838,15,-0.3250,9,-1.0707,20,0.11675,32,0.92784,16,-0.1690,33,1.12272,17,-0.1345,6,-1.6757,9,-1.0866,7,-1.4494
ENSG00000196581,AJAP1,5,-2.4458,17,-0.6687,18,-0.5768,21,-0.3062,2,-3.4727,34,0.44236,40,0.78353,58,1.32571,21,-0.3140,25,-0.0283,29,0.18760
ENSG00000069424,KCNAB2,51,-0.6197,24,-1.7249,13,-2.6187,28,-1.4938,37,-1.1000,123,0.77685,66,-0.2390,244,2.00425,44,-0.8476,129,0.85786,86,0.19719
ENSG00000116254,CHD5,50,-1.1337,59,-0.9043,87,-0.3112,130,0.31875,190,0.94310,123,0.23589,193,1.11115,30,-1.9054,60,-0.8873,86,-0.3368,75,-0.5378
ENSG00000116251,RPL22,377,-0.3526,446,-0.0902,619,0.43131,649,0.50679,520,0.15253,301,-0.6967,333,-0.5867,416,-0.1981,660,0.53515,497,0.07869,518,0.14681
ENSG00000116237,ICMT,52,0.07800,78,0.72928,57,0.22586,44,-0.1720,45,-0.1378,48,-0.0384,24,-1.1567,93,1.03314,37,-0.4502,47,-0.0865,43,-0.2150
ENSG00000097021,ACOT7,292,-0.0552,433,0.57222,211,-0.5574,264,-0.2123,263,-0.2198,539,0.93784,341,0.20697,236,-0.3896,179,-0.8084,184,-0.7666,350,0.22913
ENSG00000162408,NOL9,24,-0.6389,35,-0.0907,35,-0.0587,46,0.36389,44,0.28842,35,-0.0588,41,0.19427,35,-0.0574,45,0.29772,27,-0.4523,32,-0.2374
ENSG00000162413,KLHL21,14,-1.5163,31,-0.2855,49,0.39502,38,-0.0104,87,1.35777,35,-0.1362,30,-0.3715,43,0.21131,46,0.30586,29,-0.4229,23,-0.7518
ENSG00000116273,PHF13,4,-2.3149,31,0.68786,28,0.54953,13,-0.6063,8,-1.2644,36,0.97168,25,0.37692,13,-0.6063,11,-0.8262,22,0.18893,21,0.07842
ENSG00000041988,THAP3,23,0.24052,37,1.00346,26,0.42817,25,0.39619,3,-2.6348,40,1.16265,14,-0.5828,11,-0.9059,7,-1.4117,10,-0.9485,25,0.40416
ENSG00000007923,DNAJC11,55,0.72628,20,-0.8621,48,0.51990,35,0.00037,13,-1.4385,41,0.26758,32,-0.1581,48,0.50335,21,-0.7777,38,0.12622,35,0.03312
ENSG00000171735,CAMTA1,122,-0.9676,181,-0.3606,229,0.00018,238,0.06085,278,0.30763,266,0.23912,402,1.05001,128,-0.8929,149,-0.6593,114,-1.0600,235,0.04502
ENSG00000049245,VAMP3,41,-0.1958,109,1.41651,39,-0.2692,96,1.18952,34,-0.4840,22,-1.1198,20,-1.3523,26,-0.8759,107,1.38582,24,-1.0202,18,-1.3943
ENSG00000049246,PER3,18,-1.2250,37,-0.1023,60,0.65960,46,0.23957,35,-0.1983,34,-0.2443,48,0.33158,31,-0.3719,39,-0.0510,38,-0.0939,44,0.14676
ENSG00000116288,PARK7,422,0.03817,458,0.16870,339,-0.3021,427,0.05648,404,-0.0282,403,-0.0333,442,0.12417,402,-0.0381,349,-0.2565,428,0.05910,425,0.04785
ENSG00000116285,ERRFI1,13,-0.8433,29,0.30630,17,-0.4725,9,-1.4023,33,0.51173,32,0.47082,38,0.85077,22,-0.0827,19,-0.3467,13,-0.8712,20,-0.2469
ENSG00000162426,SLC45A1,22,-0.5367,18,-0.8296,21,-0.5991,21,-0.5985,52,0.79368,43,0.46649,45,0.60016,29,-0.1452,19,-0.7531,33,0.07041,32,0.02133
ENSG00000142599,RERE,50,-1.2044,118,0.08593,109,-0.0372,101,-0.1541,93,-0.2865,107,-0.0643,166,0.72152,91,-0.3194,84,-0.4279,88,-0.3638,164,0.62031
ENSG00000074800,ENO1,592,-0.0621,492,-0.3509,560,-0.1511,726,0.25957,750,0.31216,772,0.35726,504,-0.3425,926,0.65412,602,-0.0367,520,-0.2659,449,-0.4919
ENSG00000171612,SLC25A33,47,-0.4212,49,-0.3604,120,1.07969,77,0.34120,84,0.48676,37,-0.8003,61,-0.0363,21,-1.5901,78,0.36079,54,-0.2238,55,-0.1864
ENSG00000188807,TMEM201,8,-1.3068,27,0.56580,19,-0.0449,16,-0.2507,28,0.61384,11,-0.8465,27,0.59202,15,-0.3595,21,0.14425,19,0.00387,11,-0.7556
ENSG00000171603,CLSTN1,285,-0.6615,367,-0.2739,337,-0.4043,501,0.21326,395,-0.1612,705,0.76992,571,0.47387,378,-0.2275,295,-0.6121,384,-0.2031,462,0.08503
ENSG00000178585,CTNNBIP1,27,-0.9709,42,-0.2968,60,0.27427,53,0.05920,67,0.44000,46,-0.1381,74,0.67136,16,-1.7464,51,0.00384,26,-1.0111,74,0.59123
ENSG00000162441,LZIC,50,0.48617,28,-0.4179,48,0.41874,52,0.53422,27,-0.4557,35,-0.0910,21,-0.9534,28,-0.4221,56,0.66874,36,-0.0290,41,0.16711
ENSG00000130939,UBE4B,36,-0.2361,58,0.52827,32,-0.3840,54,0.41850,24,-0.8264,77,1.00521,46,0.18771,36,-0.2042,54,0.40162,11,-2.0137,24,-0.8506
ENSG00000054523,KIF1B,154,-0.9950,277,-0.0949,311,0.08858,391,0.45344,309,0.07689,309,0.07442,285,-0.0528,300,0.02865,267,-0.1521,297,0.01428,346,0.25734
ENSG00000142657,PGD,52,-0.3636,55,-0.2557,73,0.16788,81,0.34621,50,-0.4012,100,0.67552,69,0.09376,34,-0.9979,77,0.25660,62,-0.0710,62,-0.0886
ENSG00000241563,CORT,12,-2.6143,11,-2.6523,5,-3.7247,11,-2.6966,0,-8.3481,18,-2.0362,0,-7.4279,41,-0.8016,0,-6.9750,730,6.29269,0,-9.8869
ENSG00000160049,DFFA,32,-0.1439,24,-0.6118,19,-0.9331,28,-0.3460,54,0.68067,36,0.03879,21,-0.8185,23,-0.6729,37,0.06178,49,0.52717,79,1.31775
ENSG00000142655,PEX14,10,-1.5343,39,0.52031,35,0.34098,23,-0.3282,40,0.55851,50,0.93357,33,0.29508,33,0.24690,20,-0.5433,11,-1.4096,10,-1.4972
ENSG00000120948,TARDBP,71,-0.1365,102,0.43472,62,-0.3654,90,0.22775,100,0.39089,84,0.11384,79,0.03290,70,-0.1704,81,0.05608,52,-0.6148,64,-0.2946
ENSG00000116649,SRM,117,0.18120,95,-0.1379,85,-0.3167,103,-0.0215,78,-0.4396,149,0.57255,100,-0.0616,109,0.07221,85,-0.3184,116,0.17779,111,0.10136
ENSG00000171824,EXOSC10,20,-0.6313,57,1.04293,28,-0.0831,35,0.23079,6,-2.2461,40,0.47100,32,0.10184,37,0.32022,22,-0.4419,36,0.28314,14,-1.1368
ENSG00000198793,MTOR,36,-0.2285,57,0.51340,36,-0.1966,25,-0.7671,45,0.14452,69,0.81627,57,0.57910,44,0.11113,26,-0.7266,22,-0.9646,21,-0.9961
ENSG00000116661,FBXO2,420,0.83260,366,0.60688,204,-0.3256,441,0.91371,171,-0.5894,214,-0.2465,156,-0.7844,154,-0.7507,364,0.59867,185,-0.4688,178,-0.5332
ENSG00000132879,FBXO44,92,-0.2364,127,0.27031,42,-1.4245,119,0.16039,67,-0.7136,162,0.65964,113,0.08586,178,0.82113,64,-0.7907,120,0.17865,90,-0.2776
ENSG00000116663,FBXO6,4,-2.1148,32,0.98412,12,-0.5860,23,0.48971,23,0.50012,24,0.55844,25,0.70117,9,-0.9637,10,-0.8425,14,-0.3302,4,-2.2208
ENSG00000116670,MAD2L2,53,0.94517,36,0.30286,39,0.45089,24,-0.2909,26,-0.1574,24,-0.3222,19,-0.6974,32,0.14123,24,-0.3218,38,0.41169,18,-0.7655
ENSG00000177000,MTHFR,20,0.44587,25,0.79213,16,0.09265,15,-0.0531,3,-2.3310,19,0.34731,16,0.10432,15,0.00087,12,-0.3668,15,-0.0036,10,-0.6677
ENSG00000011021,CLCN6,99,-0.0911,104,-0.0223,88,-0.2816,136,0.40448,145,0.51271,116,0.15796,142,0.52825,35,-1.6723,80,-0.4281,56,-0.9519,121,0.21681
ENSG00000116685,KIAA2013,43,0.18592,65,0.85977,24,-0.6667,46,0.30592,20,-0.9914,45,0.26810,42,0.16130,27,-0.5235,38,0.01029,8,-2.2414,56,0.61306
ENSG00000083444,PLOD1,27,0.01713,33,0.36034,24,-0.1691,42,0.72157,14,-0.9481,47,0.90579,26,-0.0043,15,-0.8261,35,0.44197,8,-1.7070,20,-0.4227
ENSG00000116688,MFN2,105,-0.3753,133,-0.0104,104,-0.3923,118,-0.2015,164,0.31735,169,0.36914,140,0.07045,109,-0.3194,98,-0.4816,178,0.45156,151,0.18535
ENSG00000116691,MIIP,6,-1.6087,11,-0.6675,20,0.18604,16,-0.1405,1,-4.0641,16,-0.1118,18,0.08016,29,0.82170,21,0.26395,44,1.53862,9,-0.9927
ENSG00000048707,VPS13D,26,-0.9143,41,-0.2583,51,0.08215,54,0.16079,48,-0.0218,66,0.50107,38,-0.3935,53,0.14225,48,-0.0087,71,0.60962,46,-0.0813
ENSG00000162496,DHRS3,3,-2.7128,21,-0.1195,92,2.45804,52,1.35132,6,-1.8264,2,-3.4787,3,-2.8423,16,-0.5431,41,0.94295,15,-0.6643,18,-0.3692
ENSG00000162493,PDPN,16,0.03882,12,-0.4091,28,0.92058,48,1.82461,2,-2.7810,5,-1.5692,6,-1.5881,6,-1.4647,42,1.59962,5,-1.7848,16,-0.0372
ENSG00000116731,PRDM2,15,-1.0562,31,-0.0274,33,0.10935,22,-0.4981,5,-2.5235,43,0.50375,26,-0.3212,63,1.15774,15,-1.0955,46,0.60319,48,0.69046
ENSG00000189337,KAZN,12,-2.3569,39,-0.6559,44,-0.4715,48,-0.3444,52,-0.2044,69,0.23688,85,0.63346,72,0.28982,52,-0.1991,104,0.90234,53,-0.1786
ENSG00000142634,EFHD2,34,-0.0762,47,0.43269,41,0.21380,25,-0.5258,44,0.31927,59,0.79685,50,0.57953,8,-2.1361,20,-0.8546,10,-1.8689,41,0.22042
ENSG00000116138,DNAJC16,26,-0.0693,28,0.01808,28,0.05913,43,0.73105,15,-0.8702,43,0.71674,29,0.12538,25,-0.1324,13,-1.1585,35,0.40751,12,-1.1803
ENSG00000197312,DDI2,10,-0.7366,13,-0.3606,13,-0.4193,19,0.22323,21,0.33865,21,0.32815,30,1.04185,16,-0.0509,13,-0.4136,11,-0.6573,5,-1.7524
ENSG00000116786,PLEKHM2,29,-0.7148,44,-0.0734,59,0.40361,63,0.49696,17,-1.5150,46,-0.0114,32,-0.5789,61,0.44464,37,-0.3143,94,1.16971,37,-0.3338
ENSG00000065526,SPEN,9,-2.1337,25,-0.6989,70,0.91882,59,0.61985,51,0.41184,20,-1.0054,39,-0.0207,37,-0.0991,24,-0.7551,65,0.78542,36,-0.1294
ENSG00000116809,ZBTB17,8,-0.9489,9,-0.9450,14,-0.2378,14,-0.2295,3,-2.4523,19,0.27332,19,0.29001,9,-0.9382,13,-0.3013,55,2.07967,12,-0.4357
ENSG00000185519,FAM131C,63,1.61993,32,0.47375,16,-0.6351,5,-2.2291,11,-1.1358,49,1.17536,16,-0.6244,5,-2.3220,37,0.69197,19,-0.3622,16,-0.5534
ENSG00000037637,FBXO42,22,-0.2955,33,0.31717,24,-0.2000,48,0.92616,30,0.16048,26,-0.0712,34,0.38948,20,-0.4461,16,-0.7900,6,-2.2005,31,0.24557
ENSG00000055070,SZRD1,30,-0.1574,13,-1.3270,41,0.35900,57,0.87916,16,-1.1019,7,-2.3083,27,-0.3202,35,0.12169,55,0.82904,18,-0.9081,67,1.17197
ENSG00000157191,NECAP2,18,0.14877,11,-0.6567,14,-0.2114,33,1.14035,3,-2.2730,14,-0.2265,17,0.09085,13,-0.3247,37,1.31649,1,-3.5812,17,0.08958
ENSG00000219481,NBPF1,33,0.76496,25,0.32468,27,0.41390,23,0.15220,14,-0.6158,19,-0.1461,32,0.79169,4,-2.4061,15,-0.4863,4,-2.4254,20,-0.0515
ENSG00000058453,CROCC,2,-2.4184,13,-0.1045,12,-0.2474,26,0.99726,7,-1.0051,20,0.59977,22,0.79601,15,0.14617,21,0.64285,0,-5.3667,6,-1.1067
ENSG00000159363,ATP13A2,279,0.66452,271,0.61637,116,-0.7199,110,-0.8022,191,0.05677,282,0.67838,221,0.31904,78,-1.3104,129,-0.5544,152,-0.2972,164,-0.1803
ENSG00000117118,SDHB,72,-0.2592,105,0.32967,58,-0.5757,49,-0.8422,62,-0.4791,109,0.39773,91,0.11252,100,0.26286,79,-0.1036,120,0.55283,83,-0.0419
ENSG00000117115,PADI2,34,-0.6376,19,-1.4875,38,-0.5010,75,0.59293,4,-3.6945,25,-1.1109,23,-1.3117,19,-1.5080,252,2.88242,51,-0.0236,60,0.22646
ENSG00000179051,RCC2,20,-0.4618,28,0.08256,22,-0.2816,29,0.13519,38,0.53827,22,-0.2779,43,0.84812,16,-0.7735,23,-0.2563,7,-1.9848,31,0.20984
ENSG00000074964,ARHGEF10L,43,0.09826,38,-0.1108,51,0.35495,64,0.73006,62,0.68681,18,-1.2104,38,-0.0964,15,-1.4919,41,0.02196,30,-0.4538,47,0.24687
ENSG00000117154,IGSF21,13,-1.5062,7,-2.3527,8,-2.1495,5,-2.7167,45,0.40459,42,0.29121,88,1.83801,13,-1.4487,27,-0.3769,49,0.53889,33,-0.0834
ENSG00000159423,ALDH4A1,7,-1.9127,12,-1.2018,38,0.58777,28,0.10783,24,-0.1404,13,-1.1046,14,-0.9992,41,0.72395,32,0.32255,40,0.67158,52,1.09013
ENSG00000127463,EMC1,49,0.04269,53,0.18751,40,-0.2576,57,0.29542,23,-1.1037,62,0.41976,66,0.58648,34,-0.5303,35,-0.4594,52,0.13348,33,-0.5715
ENSG00000053372,MRTO4,32,-0.0824,47,0.50011,55,0.76274,30,-0.1793,37,0.11623,38,0.15355,35,0.03693,30,-0.2168,16,-1.1181,38,0.15892,17,-1.0385
ENSG00000053371,AKR7A2,86,0.43971,73,0.16941,61,-0.1011,78,0.29345,60,-0.1280,58,-0.1863,60,-0.1413,38,-0.8204,93,0.57631,70,0.10696,45,-0.5801
ENSG00000077549,CAPZB,167,-0.1204,203,0.18739,189,0.07297,236,0.42703,152,-0.2646,196,0.12851,171,-0.0881,158,-0.2103,198,0.14637,150,-0.2884,174,-0.0605
ENSG00000173436,MICOS10,244,-0.2114,397,0.56457,329,0.25979,291,0.06440,337,0.30158,279,0.00302,233,-0.3030,176,-0.7125,246,-0.1933,243,-0.2168,339,0.30884
ENSG00000158747,NBL1,216,0.65806,170,0.27029,148,0.04584,174,0.30885,48,-1.6444,127,-0.1951,142,-0.0224,118,-0.2967,141,-0.0258,161,0.18592,134,-0.1079
ENSG00000169914,OTUD3,13,-0.3236,15,-0.0592,17,0.08486,7,-1.3036,8,-1.0649,33,1.15434,17,0.10083,23,0.56469,10,-0.7244,20,0.32329,13,-0.2896
ENSG00000162545,CAMK2N1,244,-1.2144,470,-0.2151,373,-0.5723,526,-0.0409,417,-0.4029,484,-0.1711,505,-0.1139,1065,1.11280,412,-0.4191,957,0.93124,519,-0.0614
ENSG00000090432,MUL1,50,0.44556,58,0.67298,31,-0.3017,53,0.54288,45,0.27377,56,0.63631,41,0.13515,17,-1.1758,23,-0.7659,9,-2.1665,30,-0.3774
ENSG00000183114,FAM43B,27,-0.5841,44,0.16724,25,-0.7053,54,0.51840,33,-0.2843,47,0.28800,64,0.89119,37,-0.1038,21,-0.9265,27,-0.5940,29,-0.4652
ENSG00000158828,PINK1,341,-0.0204,274,-0.3577,175,-1.0432,317,-0.1359,404,0.24934,454,0.43513,344,-0.0081,396,0.21652,321,-0.1167,426,0.33399,349,0.01768
ENSG00000244038,DDOST,37,0.45563,45,0.78581,18,-0.6458,52,1.01518,5,-2.4207,36,0.41066,29,0.06213,25,-0.1272,16,-0.8398,27,-0.0535,13,-1.1047
ENSG00000117245,KIF17,19,0.15167,38,1.25370,45,1.55978,23,0.42633,9,-0.9974,25,0.54349,11,-0.7695,10,-0.7901,7,-1.2572,0,-7.0881,12,-0.5863
ENSG00000189410,SH2D5,0,-6.0175,4,-2.6225,7,-1.8958,5,-2.4373,64,1.47941,31,0.26135,33,0.38653,90,2.11368,17,-0.6562,13,-1.0883,18,-0.5606
ENSG00000127483,HP1BP3,106,-0.8966,161,-0.2555,218,0.21501,126,-0.6289,232,0.31528,216,0.20281,277,0.68191,189,-0.0107,161,-0.2581,186,-0.0321,131,-0.5781
ENSG00000075151,EIF4G3,90,-0.2893,128,0.26027,83,-0.4095,73,-0.5991,177,0.79043,150,0.52558,132,0.35397,79,-0.4935,88,-0.3276,85,-0.3689,81,-0.4411
ENSG00000117298,ECE1,24,0.23284,21,-0.0104,13,-0.7008,68,2.00716,23,0.15121,10,-1.1305,16,-0.4418,9,-1.3010,35,0.82170,7,-1.5947,9,-1.2444
ENSG00000076864,RAP1GAP,67,-1.0852,94,-0.5797,99,-0.4972,55,-1.3822,105,-0.4091,228,0.82159,119,-0.2412,483,2.18588,73,-0.9600,110,-0.3368,92,-0.6224
ENSG00000090686,USP48,48,-0.2649,80,0.55272,46,-0.3039,91,0.76767,32,-0.8751,65,0.20960,50,-0.2186,65,0.20713,37,-0.6709,56,-0.0041,60,0.09065
ENSG00000218510,LINC00339,19,0.27668,17,0.10772,12,-0.4095,24,0.65594,14,-0.1977,18,0.17303,15,-0.1356,14,-0.1776,13,-0.2891,9,-0.8448,21,0.44295
ENSG00000070831,CDC42,293,-0.0475,344,0.20742,314,0.06459,259,-0.2365,318,0.08121,385,0.38659,409,0.54487,139,-1.1841,283,-0.0987,213,-0.5357,254,-0.2693
ENSG00000162552,WNT4,0,-7.3336,57,1.52607,35,0.67733,37,0.78214,21,-0.0804,27,0.28067,37,0.87844,0,-8.8666,7,-1.7505,4,-2.6118,11,-1.0809
ENSG00000173372,C1QA,6,-1.8345,10,-1.1663,44,1.12912,14,-0.6435,1,-3.7901,2,-3.0826,4,-2.4245,23,0.11997,68,1.92284,58,1.62874,25,0.23437
ENSG00000173369,C1QB,0,-6.0385,15,-0.7674,87,2.16995,6,-2.1068,5,-2.2738,14,-0.8034,6,-2.1245,26,0.08746,50,1.14270,58,1.40541,22,-0.1488
ENSG00000004487,KDM1A,37,-0.4081,58,0.30717,56,0.26217,47,-0.0264,73,0.68056,63,0.43110,63,0.48329,30,-0.6984,36,-0.4127,22,-1.1438,24,-1.0105
ENSG00000169641,LUZP1,25,-0.3785,22,-0.5488,28,-0.1912,27,-0.2826,20,-0.7052,59,0.99332,45,0.61916,31,-0.0369,10,-1.7626,30,-0.0978,41,0.38315
ENSG00000125944,HNRNPR,58,-1.1667,126,0.03383,149,0.28855,142,0.21136,91,-0.4713,121,-0.0339,138,0.19323,153,0.33498,129,0.06772,140,0.19822,100,-0.3342
