variable	samp	sampMean_spotSpear	sampMed_spotSpear	sampMean_botquint	sampMean_topquint	seqfish_clus	APorder_fig3d
Dlk1_2	V13M13-362_A1	0.0854851584357764	0.0851172538048408	0.0674485922249328	0.10395319299303	10	bc
Dlk1_2	V13M13-362_D1	0.10277569035529	0.10363817094467	0.0792553555375728	0.124517965793479	10	bc
Dlk1_2	V13Y24-346_C1	0.0879333891165239	0.087843978779748	0.0675496896633324	0.108742473720933	10	bc
Nr5a1_3	V12D05-348_C1	-0.0145234426184627	-0.014583792655757	-0.0239937513443435	-0.00536273381475443	5;12	0b;NA
Nr5a1_3	V12D05-348_D1	-0.0122443344875019	-0.012059116596833	-0.0225517870462736	-0.00198879693710373	5;12	0b;NA
Nr5a1_3	V12D05-350_C1	-0.0122859486726542	-0.0120963473087083	-0.0224197518215594	-0.00243898025857889	5;12	0b;NA
Nr5a1_3	V12D05-350_D1	-0.0112576013723577	-0.0112427318284779	-0.0209577108433129	-0.00146891534284574	5;12	0b;NA
Nr5a1_3	V12D07-075_A1	-0.0198676346258006	-0.0198740246880841	-0.0298944853492632	-0.0097866898355686	5;12	0b;NA
Nr5a1_3	V12D07-075_D1	-0.0178515777815859	-0.0177478362381317	-0.0275348164876105	-0.00834008442745937	5;12	0b;NA
Nr5a1_3	V12Y31-080_A1	-0.011634444538938	-0.011841995651244	-0.0216795621275328	-0.00143148698676394	5;12	0b;NA
Nr5a1_3	V13M13-362_A1	-0.0156651139512579	-0.0159835258341935	-0.0263023248820928	-0.00445496448456483	5;12	0b;NA
Nr5a1_3	V13M13-362_D1	-0.0130710063298792	-0.0131547111476297	-0.0226159017378552	-0.0032565483222554	5;12	0b;NA
Nr5a1_3	V13Y24-346_C1	-0.00880881945052643	-0.00880613611012281	-0.018569860943121	0.00077519176847735	5;12	0b;NA
Nr5a1_5	V12D05-348_C1	-0.0886226467002603	-0.0888934416218073	-0.100462397881332	-0.0757338697848527	11	ef
Nr5a1_5	V12D05-348_D1	-0.0890508502437814	-0.089438248883977	-0.104384967565253	-0.0734190752310036	11	ef
Nr5a1_5	V12D05-350_C1	-0.0908754941327066	-0.0911145868678337	-0.101547533152852	-0.0793732858884888	11	ef
Nr5a1_5	V12D05-350_D1	-0.091930366778507	-0.0917772820197907	-0.105963462892292	-0.0783399002303702	11	ef
Nr5a1_5	V12D07-075_A1	-0.0818976150033681	-0.0821384454590957	-0.0960958736123951	-0.0675580815304918	11	ef
Nr5a1_5	V12D07-075_D1	-0.0697421920285217	-0.0693882490522822	-0.0843143995296182	-0.0557610193058123	11	ef
Nr5a1_5	V12Y31-080_A1	-0.0795039240568282	-0.07952583849219	-0.0938786298908658	-0.0648645613247594	11	ef
Nr5a1_5	V13M13-362_A1	-0.0779736250728775	-0.0774775073361541	-0.0922874953816647	-0.0645419313731977	11	ef
Nr5a1_5	V13M13-362_D1	-0.0918611135259823	-0.0922837761261275	-0.106140047217367	-0.0760052765602499	11	ef
Nr5a1_5	V13Y24-346_C1	-0.0855136108344478	-0.0857523794842394	-0.0999463713130088	-0.0700349332146762	11	ef
Nr5a1_Foxp2_1	V12D05-348_C1	-0.0323335378104491	-0.0324375262337533	-0.0445542692334006	-0.0201293904747441	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12D05-348_D1	-0.0416315729592291	-0.0417761243927997	-0.0537979172459273	-0.028578941614457	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12D05-350_C1	-0.0371943093766912	-0.0373830058090582	-0.0486713817819599	-0.0255650011912382	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12D05-350_D1	-0.0485194322233965	-0.0484288685166425	-0.0603505205572533	-0.0366975204257324	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12D07-075_A1	-0.0315383934781375	-0.0313313234767074	-0.0446077429464345	-0.0185685472907984	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12D07-075_D1	-0.0242719695851494	-0.0246998547359419	-0.0360873647355107	-0.0118500759509585	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V12Y31-080_A1	-0.0383999556171699	-0.0383804396844631	-0.0512178030995769	-0.0258755579702757	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V13M13-362_A1	-0.0323044505238224	-0.0317000716925977	-0.0463195064172466	-0.0195155643874147	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V13M13-362_D1	-0.0448082573337827	-0.0453479241487058	-0.0583570625088123	-0.0306261821941824	3;22;27	0b;NA;NA
Nr5a1_Foxp2_1	V13Y24-346_C1	-0.0512837157040669	-0.0509543027769411	-0.0656120754175452	-0.0373003263458005	3;22;27	0b;NA;NA
