NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	81	49		
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	644	495		
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	187	69		
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	174	86		
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	175	168		
BUFFA_HYPOXIA_METAGENE	50	44		
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	20	15		
WINTER_HYPOXIA_DN	52	46		
PARENT_MTOR_SIGNALING_DN	44	29		
PYEON_HPV_POSITIVE_TUMORS_DN	10		Rejected!	
LU_TUMOR_VASCULATURE_DN	13		Rejected!	
KORKOLA_EMBRYONAL_CARCINOMA_UP	42	33		
KORKOLA_EMBRYONAL_CARCINOMA_DN	13		Rejected!	
KORKOLA_TERATOMA_UP	17	17		
KORKOLA_YOLK_SAC_TUMOR_UP	20	17		
KORKOLA_CHORIOCARCINOMA_UP	6		Rejected!	
KORKOLA_CHORIOCARCINOMA_DN	11		Rejected!	
KORKOLA_SEMINOMA_UP	44	37		
KORKOLA_SEMINOMA_DN	13		Rejected!	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	113	102		
HOLLMANN_APOPTOSIS_VIA_CD40_UP	203	180		
LIU_PROSTATE_CANCER_UP	99	84		
LIU_SOX4_TARGETS_UP	139	129		
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	207	169		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	60	53		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	20	19		
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	20	20		
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	6		Rejected!	
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	11		Rejected!	
NAM_FXYD5_TARGETS_DN	18	18		
FRASOR_TAMOXIFEN_RESPONSE_UP	51	47		
FRASOR_TAMOXIFEN_RESPONSE_DN	12		Rejected!	
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	10		Rejected!	
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	29	22		
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	69	38		
KOBAYASHI_EGFR_SIGNALING_6HR_UP	7		Rejected!	
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	53	50		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	30	29		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	41	34		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	39	36		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	66	61		
IGARASHI_ATF4_TARGETS_UP	5		Rejected!	
IGARASHI_ATF4_TARGETS_DN	98	83		
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	71	68		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	340	310		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	258	237		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	66	60		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	64	58		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	14		Rejected!	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	175	91		
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	66	57		
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	7		Rejected!	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	205	152		
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	72	50		
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	24	16		
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN	7		Rejected!	
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	91	64		
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	96	75		
CHANDRAN_METASTASIS_TOP50_UP	37	36		
CHANDRAN_METASTASIS_TOP50_DN	44	42		
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	377	316		
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	8		Rejected!	
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	60	55		
HOOI_ST7_TARGETS_UP	93	75		
PRAMOONJAGO_SOX4_TARGETS_DN	49	45		
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	79	66		
PIEPOLI_LGI1_TARGETS_UP	17		Rejected!	
PIEPOLI_LGI1_TARGETS_DN	17		Rejected!	
THUM_SYSTOLIC_HEART_FAILURE_DN	221	190		
CORRE_MULTIPLE_MYELOMA_UP	79	56		
CORRE_MULTIPLE_MYELOMA_DN	59	44		
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	59	51		
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	39	35		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	367	292		
LIU_CMYB_TARGETS_UP	164	148		
LIU_CMYB_TARGETS_DN	6		Rejected!	
LIU_VMYB_TARGETS_UP	125	119		
LIU_TARGETS_OF_VMYB_VS_CMYB_UP	16		Rejected!	
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	44	32		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	52	48		
DOANE_BREAST_CANCER_CLASSES_DN	33	30		
DOANE_BREAST_CANCER_ESR1_DN	47	33		
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	16	15		
LAIHO_COLORECTAL_CANCER_SERRATED_UP	115	110		
LAIHO_COLORECTAL_CANCER_SERRATED_DN	85	78		
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	106	61		
ROY_WOUND_BLOOD_VESSEL_DN	23		Rejected!	
GRABARCZYK_BCL11B_TARGETS_UP	81	68		
GRABARCZYK_BCL11B_TARGETS_DN	61	47		
GAL_LEUKEMIC_STEM_CELL_UP	130	104		
CHOI_ATL_CHRONIC_VS_ACUTE_DN	19	18		
NOJIMA_SFRP2_TARGETS_UP	32	25		
WIKMAN_ASBESTOS_LUNG_CANCER_UP	17		Rejected!	
WIKMAN_ASBESTOS_LUNG_CANCER_DN	30	25		
RODRIGUES_DCC_TARGETS_UP	6		Rejected!	
RODRIGUES_NTN1_TARGETS_UP	17	16		
WANG_LMO4_TARGETS_DN	361	331		
WANG_CLIM2_TARGETS_DN	182	168		
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	146	87		
BARRIER_COLON_CANCER_RECURRENCE_UP	42	36		
BARRIER_COLON_CANCER_RECURRENCE_DN	19	18		
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN	5		Rejected!	
JAEGER_METASTASIS_UP	46	30		
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	69	69		
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	336	308		
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	110	99		
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	184	167		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	32	31		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	23	23		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	26	24		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	12		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	11		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	26	21		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	24	20		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	62	53		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	11		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	18	16		
RUNNE_GENDER_EFFECT_UP	9		Rejected!	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	45	40		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	30	20		
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	14		Rejected!	
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	7		Rejected!	
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	31	23		
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	33	30		
BILBAN_B_CLL_LPL_UP	64	54		
BILBAN_B_CLL_LPL_DN	41	38		
HOEBEKE_LYMPHOID_STEM_CELL_UP	97	80		
HOEBEKE_LYMPHOID_STEM_CELL_DN	88	84		
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	32	22		
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	23		Rejected!	
AKL_HTLV1_INFECTION_UP	27	27		
AKL_HTLV1_INFECTION_DN	69	59		
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	76	59		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	264	201		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	125	108		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	129	107		
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	76	67		
MULLIGHAN_MLL_SIGNATURE_1_UP	385	337		
MULLIGHAN_MLL_SIGNATURE_1_DN	238	202		
MULLIGHAN_MLL_SIGNATURE_2_UP	420	370		
MULLIGHAN_MLL_SIGNATURE_2_DN	279	237		
MULLIGHAN_NPM1_SIGNATURE_3_UP	334	263		
MULLIGHAN_NPM1_SIGNATURE_3_DN	161	140		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	15		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	7		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	184	163		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP	54	49		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	18		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	203	188		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	56	39		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	159	134		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN	18		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP	21	18		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN	10		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	44	39		
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP	14		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_DN	7		Rejected!	
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	53	48		
DITTMER_PTHLH_TARGETS_UP	113	104		
DITTMER_PTHLH_TARGETS_DN	70	67		
UDAYAKUMAR_MED1_TARGETS_UP	136	127		
ODONNELL_TFRC_TARGETS_UP	440	262		
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	83	64		
LEE_NEURAL_CREST_STEM_CELL_DN	122	108		
HUMMEL_BURKITTS_LYMPHOMA_UP	43	37		
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	278	231		
SABATES_COLORECTAL_ADENOMA_SIZE_UP	24	20		
SABATES_COLORECTAL_ADENOMA_SIZE_DN	13		Rejected!	
SABATES_COLORECTAL_ADENOMA_UP	140	67		
SCIBETTA_KDM5B_TARGETS_UP	19	18		
NAGASHIMA_NRG1_SIGNALING_DN	54	44		
ELVIDGE_HYPOXIA_DN	147	141		
ELVIDGE_HYPOXIA_BY_DMOG_DN	59	56		
ELVIDGE_HIF1A_TARGETS_UP	67	65		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	41	40		
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	323	280		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	20	16		
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	12		Rejected!	
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	12		Rejected!	
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	46	37		
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	12		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	13		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	10		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	94	79		
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	64	50		
BIDUS_METASTASIS_DN	154	140		
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	199	189		
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	71	65		
MAYBURD_RESPONSE_TO_L663536_UP	31	28		
MAYBURD_RESPONSE_TO_L663536_DN	56	52		
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	19	17		
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	15		Rejected!	
RODRIGUES_THYROID_CARCINOMA_UP	16	16		
RODRIGUES_THYROID_CARCINOMA_DN	77	71		
GOZGIT_ESR1_TARGETS_UP	149	110		
HAHTOLA_SEZARY_SYNDROM_UP	99	77		
HAHTOLA_SEZARY_SYNDROM_DN	43	27		
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	27	25		
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	115	113		
HAHTOLA_MYCOSIS_FUNGOIDES_UP	18		Rejected!	
HAHTOLA_MYCOSIS_FUNGOIDES_DN	17		Rejected!	
PROVENZANI_METASTASIS_UP	204	176		
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	36	29		
LIU_CDX2_TARGETS_DN	8		Rejected!	
COLDREN_GEFITINIB_RESISTANCE_UP	86	85		
PASTURAL_RIZ1_TARGETS_UP	10		Rejected!	
PASTURAL_RIZ1_TARGETS_DN	5		Rejected!	
CHOW_RASSF1_TARGETS_UP	26	24		
CHOW_RASSF1_TARGETS_DN	30	29		
YEMELYANOV_GR_TARGETS_DN	11		Rejected!	
LAU_APOPTOSIS_CDKN2A_DN	5		Rejected!	
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	120	114		
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP	8		Rejected!	
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	141	136		
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	226	208		
KOINUMA_COLON_CANCER_MSI_DN	8		Rejected!	
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	30		
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	15		
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	20		
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13		Rejected!	
VANHARANTA_UTERINE_FIBROID_DN	67	64		
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	66	62		
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	36	36		
ODONNELL_METASTASIS_UP	75	56		
ODONNELL_METASTASIS_DN	24	19		
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	12		Rejected!	
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	33	24		
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	31	30		
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	16		Rejected!	
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	12		Rejected!	
BARIS_THYROID_CANCER_UP	24	23		
BARIS_THYROID_CANCER_DN	59	48		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7		Rejected!	
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	29	23		
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	26	16		
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	37	22		
KERLEY_RESPONSE_TO_CISPLATIN_DN	5		Rejected!	
WANG_BARRETTS_ESOPHAGUS_UP	52	35		
WANG_BARRETTS_ESOPHAGUS_DN	25	21		
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	101	92		
WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	9		Rejected!	
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	15		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	17		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	64	48		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	26	19		
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	16	16		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	40		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	19		
LUI_THYROID_CANCER_PAX8_PPARG_UP	46	43		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	69	61		
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	35	22		
LUCAS_HNF4A_TARGETS_UP	58	52		
LUCAS_HNF4A_TARGETS_DN	8		Rejected!	
ZIRN_TRETINOIN_RESPONSE_WT1_UP	23	23		
ZIRN_TRETINOIN_RESPONSE_WT1_DN	6		Rejected!	
ZIRN_TRETINOIN_RESPONSE_UP	20	20		
STREICHER_LSM1_TARGETS_UP	44	38		
STREICHER_LSM1_TARGETS_DN	19		Rejected!	
MAHADEVAN_IMATINIB_RESISTANCE_UP	22	16		
MAHADEVAN_IMATINIB_RESISTANCE_DN	20		Rejected!	
TOMIDA_METASTASIS_UP	26	21		
TOMIDA_METASTASIS_DN	18	16		
HWANG_PROSTATE_CANCER_MARKERS	28	25		
HU_ANGIOGENESIS_UP	21	19		
HU_ANGIOGENESIS_DN	37	35		
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	59	54		
SHIRAISHI_PLZF_TARGETS_UP	10		Rejected!	
SHIRAISHI_PLZF_TARGETS_DN	9		Rejected!	
MOTAMED_RESPONSE_TO_ANDROGEN_DN	6		Rejected!	
OLSSON_E2F3_TARGETS_UP	26	23		
CHOI_ATL_ACUTE_STAGE	6		Rejected!	
CHOI_ATL_STAGE_PREDICTOR	44	42		
WONG_ENDMETRIUM_CANCER_UP	25		Rejected!	
WONG_ENDMETRIUM_CANCER_DN	78	61		
WONG_ENDOMETRIAL_CANCER_LATE	9		Rejected!	
ABDULRAHMAN_KIDNEY_CANCER_VHL_DN	13		Rejected!	
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	65		
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	12		Rejected!	
IVANOV_MUTATED_IN_COLON_CANCER	13		Rejected!	
TAKAYAMA_BOUND_BY_AR	10		Rejected!	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	186	164		
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	807		Rejected!	
PEREZ_TP53_TARGETS	1201		Rejected!	
PEREZ_TP63_TARGETS	356	293		
PEREZ_TP53_AND_TP63_TARGETS	207	176		
RODRIGUES_NTN1_AND_DCC_TARGETS	35	29		
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	38	32		
NAGY_TFTC_COMPONENTS_HUMAN	18	16		
NAGY_STAGA_COMPONENTS_HUMAN	13		Rejected!	
NAGY_PCAF_COMPONENTS_HUMAN	9		Rejected!	
SEIDEN_MET_SIGNALING	20	20		
AUNG_GASTRIC_CANCER	52	36		
NAKAMURA_LUNG_CANCER	9		Rejected!	
HAEGERSTRAND_RESPONSE_TO_IMATINIB	9		Rejected!	
MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER	55	43		
ROVERSI_GLIOMA_COPY_NUMBER_DN	54	44		
SEIDEN_ONCOGENESIS_BY_MET	89	85		
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	21		
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	46	28		
ROVERSI_GLIOMA_LOH_REGIONS	45	34		
ROVERSI_GLIOMA_COPY_NUMBER_UP	100	79		
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	24	19		
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	17		Rejected!	
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	8		Rejected!	
MARTIN_INTERACT_WITH_HDAC	41	37		
LASTOWSKA_COAMPLIFIED_WITH_MYCN	43	34		
LI_LUNG_CANCER	41	34		
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	116	113		
NAKAMURA_ALVEOLAR_EPITHELIUM	5		Rejected!	
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	7		Rejected!	
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	13		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17	19	15		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	14		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	9		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	7		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	10		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	10		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	8		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	8		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	9		Rejected!	
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	41		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	12		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	19	18		
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	5		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	6		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	5		Rejected!	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	6		Rejected!	
