Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000272106,AL691432.2,10,-1.9073,36,-0.0875,36,-0.0858,37,-0.0328,69,0.97623,40,0.08474
ENSG00000197530,MIB2,20,-0.7825,50,0.77882,28,-0.2879,32,-0.1396,33,-0.0537,28,-0.3805
ENSG00000189339,SLC35E2B,15,-1.0646,34,0.26157,28,-0.0970,43,0.77530,29,-0.0283,17,-0.9244
ENSG00000215790,SLC35E2A,10,-0.9658,22,0.27333,6,-1.7681,19,-0.0100,32,0.82836,20,0.03571
ENSG00000008130,NADK,28,-0.0254,31,0.12939,10,-1.5823,35,0.35844,35,0.30275,25,-0.2315
ENSG00000078369,GNB1,289,-0.5386,427,0.08528,439,0.11478,436,0.12848,424,0.05829,387,-0.1042
ENSG00000187730,GABRD,3,-3.5041,7,-2.7315,0,-7.4257,1,-4.6684,327,4.99868,27,-0.5373
ENSG00000067606,PRKCZ,80,-0.9592,139,-0.1387,187,0.35257,167,0.20818,219,0.61171,131,-0.2499
ENSG00000162585,FAAP20,56,-0.3940,97,0.57190,54,-0.4580,69,-0.1085,50,-0.5743,72,-0.0138
ENSG00000157933,SKI,9,-2.0772,25,-0.6226,21,-0.8150,36,-0.0066,53,0.60735,55,0.88498
ENSG00000157916,RER1,137,0.75376,102,0.34871,69,-0.3394,79,-0.1589,69,-0.3393,70,-0.3693
ENSG00000157911,PEX10,45,0.55831,40,0.43231,11,-1.5430,34,0.13083,34,0.09770,24,-0.5505
ENSG00000149527,PLCH2,0,-6.6860,8,-0.9480,18,0.33593,24,1.11441,15,0.07011,14,-0.0577
ENSG00000157881,PANK4,4,-2.0279,18,-0.0009,10,-0.9132,20,0.17923,32,0.89360,19,0.10410
ENSG00000197921,HES5,19,-2.3050,115,0.52819,112,0.37039,82,-0.1394,12,-2.9383,109,0.41777
ENSG00000272449,AL139246.5,13,-1.1630,49,1.20282,25,-0.1506,25,-0.1885,4,-2.6722,24,-0.3198
ENSG00000157870,PRXL2B,39,-0.6512,67,0.21820,64,0.10712,88,0.77232,22,-1.5136,44,-0.5731
ENSG00000158109,TPRG1L,131,-0.2027,167,0.22439,125,-0.2693,189,0.47823,153,0.04740,103,-0.6681
ENSG00000116213,WRAP73,9,-0.7501,21,0.59714,0,-4.8400,23,0.73072,14,-0.2218,11,-0.5843
ENSG00000130764,LRRC47,60,-0.7512,100,0.01706,82,-0.2878,142,0.75234,73,-0.4740,81,-0.3597
ENSG00000116198,CEP104,7,-1.5302,23,0.24215,26,0.37577,20,-0.0776,20,-0.0782,22,0.09001
ENSG00000198912,C1orf174,21,0.25838,14,-0.4252,32,0.92784,28,0.86763,17,-0.1345,7,-1.5700
ENSG00000196581,AJAP1,5,-2.4458,18,-0.6023,2,-3.4727,38,0.79262,58,1.32571,25,-0.0480
ENSG00000069424,KCNAB2,51,-0.6197,22,-2.0897,37,-1.1000,85,0.22004,244,2.00425,86,0.25037
ENSG00000116254,CHD5,50,-1.1337,92,-0.2712,190,0.94310,170,0.99037,30,-1.9054,73,-0.6729
ENSG00000116251,RPL22,377,-0.3526,571,0.37815,520,0.15253,322,-0.6962,416,-0.1981,558,0.33111
ENSG00000116237,ICMT,52,0.07800,60,0.37448,45,-0.1378,32,-0.7686,93,1.03314,42,-0.2929
ENSG00000097021,ACOT7,292,-0.0552,303,4.93971,263,-0.2198,407,0.60144,236,-0.3896,238,-0.4480
ENSG00000162408,NOL9,24,-0.6389,39,0.10331,44,0.28842,39,0.12419,35,-0.0574,35,-0.1225
ENSG00000162413,KLHL21,14,-1.5163,39,0.06818,87,1.35777,32,-0.3239,43,0.21131,33,-0.2769
ENSG00000116273,PHF13,4,-2.3149,24,0.37297,8,-1.2644,28,0.73906,13,-0.6063,18,-0.1562
ENSG00000041988,THAP3,23,0.24052,29,0.81715,3,-2.6348,23,0.27143,11,-0.9059,14,-0.5503
ENSG00000007923,DNAJC11,55,0.72628,34,-0.0285,13,-1.4385,35,0.00487,48,0.50335,31,-0.1933
ENSG00000171735,CAMTA1,122,-0.9676,216,-0.1092,278,0.30763,357,0.93806,128,-0.8929,166,-0.5836
ENSG00000049245,VAMP3,41,-0.1958,81,1.22038,34,-0.4840,21,-1.3906,26,-0.8759,50,0.13746
ENSG00000049246,PER3,18,-1.2250,48,0.36647,35,-0.1983,43,0.16714,31,-0.3719,40,0.00463
ENSG00000116288,PARK7,422,0.03817,408,-0.0173,404,-0.0282,429,0.08006,402,-0.0381,401,-0.0532
ENSG00000116285,ERRFI1,13,-0.8433,18,-0.4533,33,0.51173,36,0.86013,22,-0.0827,17,-0.5522
ENSG00000162426,SLC45A1,22,-0.5367,20,-0.7869,52,0.79368,44,0.65521,29,-0.1452,28,-0.2177
ENSG00000142599,RERE,50,-1.2044,109,-0.0394,93,-0.2865,146,0.55009,91,-0.3194,112,0.01450
ENSG00000074800,ENO1,592,-0.0621,593,-0.0751,750,0.31216,593,-0.0736,926,0.65412,524,-0.3055
ENSG00000171612,SLC25A33,47,-0.4212,82,0.56702,84,0.48676,53,-0.3022,21,-1.5901,62,0.00566
ENSG00000188807,TMEM201,8,-1.3068,21,0.15418,28,0.61384,21,0.22068,15,-0.3595,17,-0.1916
ENSG00000171603,CLSTN1,285,-0.6615,402,-0.1619,395,-0.1612,616,0.70199,378,-0.2275,380,-0.2640
ENSG00000178585,CTNNBIP1,27,-0.9709,52,0.03426,67,0.44000,65,0.48337,16,-1.7464,50,-0.0219
ENSG00000162441,LZIC,50,0.48617,43,0.28196,27,-0.4557,25,-0.6797,28,-0.4221,45,0.36735
ENSG00000130939,UBE4B,36,-0.2361,48,0.28882,24,-0.8264,57,0.62704,36,-0.2042,29,-0.6299
ENSG00000054523,KIF1B,154,-0.9950,327,0.20293,309,0.07689,293,-0.0076,300,0.02865,303,0.05886
ENSG00000142657,PGD,52,-0.3636,70,0.12807,50,-0.4012,79,0.38092,34,-0.9979,67,0.04864
ENSG00000241563,CORT,12,-2.6143,9,-3.2039,0,-8.3481,6,-3.8337,41,-0.8016,243,4.42919
ENSG00000160049,DFFA,32,-0.1439,24,-0.7196,54,0.68067,26,-0.5327,23,-0.6729,55,0.92291
ENSG00000142655,PEX14,10,-1.5343,32,0.26595,40,0.55851,39,0.65998,33,0.24690,14,-1.2489
ENSG00000120948,TARDBP,71,-0.1365,85,0.16142,100,0.39089,81,0.07160,70,-0.1704,66,-0.3144
ENSG00000116649,SRM,117,0.18120,94,-0.1866,78,-0.4396,117,0.22177,109,0.07221,104,0.00041
ENSG00000171824,EXOSC10,20,-0.6313,40,0.58406,6,-2.2461,35,0.28343,37,0.32022,24,-0.3968
ENSG00000198793,MTOR,36,-0.2285,40,-0.0854,45,0.14452,61,0.80498,44,0.11113,23,-1.0318
ENSG00000116661,FBXO2,420,0.83260,337,0.59879,171,-0.5894,176,-0.6499,154,-0.7507,243,-0.0642
ENSG00000132879,FBXO44,92,-0.2364,96,-0.2092,67,-0.7136,129,0.36718,178,0.82113,91,-0.3007
ENSG00000116663,FBXO6,4,-2.1148,22,0.51550,23,0.50012,25,0.77644,9,-0.9637,9,-1.0971
ENSG00000116670,MAD2L2,53,0.94517,33,0.22618,26,-0.1574,21,-0.6265,32,0.14123,27,-0.1873
ENSG00000177000,MTHFR,20,0.44587,19,0.39639,3,-2.3310,17,0.22681,15,0.00087,12,-0.3870
ENSG00000011021,CLCN6,99,-0.0911,109,0.06954,145,0.51271,133,0.47057,35,-1.6723,86,-0.3816
ENSG00000116685,KIAA2013,43,0.18592,45,0.34056,20,-0.9914,43,0.23276,27,-0.5235,34,-0.2008
ENSG00000083444,PLOD1,27,0.01713,33,0.42845,14,-0.9481,33,0.44265,15,-0.8261,21,-0.4103
ENSG00000116688,MFN2,105,-0.3753,118,-0.2340,164,0.31735,150,0.21263,109,-0.3194,143,0.11607
ENSG00000116691,MIIP,6,-1.6087,15,-0.2071,1,-4.0641,17,0.01630,29,0.82170,25,0.69842
ENSG00000048707,VPS13D,26,-0.9143,48,0.00519,48,-0.0218,48,-0.0299,53,0.14225,55,0.24958
ENSG00000162496,DHRS3,3,-2.7128,55,2.16160,6,-1.8264,3,-3.1908,16,-0.5431,24,0.14102
ENSG00000162493,PDPN,16,0.03882,29,1.32147,2,-2.7810,6,-1.7164,6,-1.4647,21,0.51792
ENSG00000116731,PRDM2,15,-1.0562,29,-0.1446,5,-2.5235,31,0.01663,63,1.15774,36,0.29380
ENSG00000189337,KAZN,12,-2.3569,44,-0.5745,52,-0.2044,80,0.58640,72,0.28982,70,0.31393
ENSG00000142634,EFHD2,34,-0.0762,38,0.10625,44,0.31927,53,0.79541,8,-2.1361,24,-0.7239
ENSG00000116138,DNAJC16,26,-0.0693,33,0.37577,15,-0.8702,34,0.42439,25,-0.1324,20,-0.5514
ENSG00000197312,DDI2,10,-0.7366,15,-0.1934,21,0.33865,27,0.96450,16,-0.0509,9,-0.9788
ENSG00000116786,PLEKHM2,29,-0.7148,55,0.36655,17,-1.5150,37,-0.4077,61,0.44464,56,0.39810
ENSG00000065526,SPEN,9,-2.1337,51,0.51254,51,0.41184,33,-0.3439,37,-0.0991,42,0.10063
ENSG00000116809,ZBTB17,8,-0.9489,12,-0.5198,3,-2.4523,19,0.33137,9,-0.9382,27,1.05563
ENSG00000185519,FAM131C,63,1.61993,18,-0.5408,11,-1.1358,27,0.25922,5,-2.3220,24,0.01868
ENSG00000037637,FBXO42,22,-0.2955,35,0.51321,30,0.16048,31,0.27378,20,-0.4461,18,-0.7372
ENSG00000055070,SZRD1,30,-0.1574,37,0.24125,16,-1.1019,20,-0.8497,35,0.12169,47,0.72512
ENSG00000157191,NECAP2,18,0.14877,19,0.32292,3,-2.2730,16,-0.0178,13,-0.3247,18,0.22494
ENSG00000219481,NBPF1,33,0.76496,25,0.37630,14,-0.6158,28,0.58341,4,-2.4061,13,-0.8264
ENSG00000058453,CROCC,2,-2.4184,17,0.38105,7,-1.0051,21,0.87159,15,0.14617,9,-0.7334
ENSG00000159363,ATP13A2,279,0.66452,165,-0.2061,191,0.05677,241,0.54160,78,-1.3104,149,-0.4020
ENSG00000117118,SDHB,72,-0.2592,71,-0.3415,62,-0.4791,97,0.25614,100,0.26286,94,0.19950
ENSG00000117115,PADI2,34,-0.6376,44,-0.3061,4,-3.6945,24,-1.3598,19,-1.5080,121,2.04797
ENSG00000179051,RCC2,20,-0.4618,27,-0.0141,38,0.53827,36,0.59234,16,-0.7735,20,-0.5227
ENSG00000074964,ARHGEF10L,43,0.09826,51,0.44973,62,0.68681,31,-0.4569,15,-1.4919,39,-0.0456
ENSG00000117154,IGSF21,13,-1.5062,7,-2.6267,45,0.40459,73,1.68326,13,-1.4487,37,0.08429
ENSG00000159423,ALDH4A1,7,-1.9127,26,-0.0197,24,-0.1404,14,-1.1383,41,0.72395,41,0.94401
ENSG00000127463,EMC1,49,0.04269,50,0.11212,23,-1.1037,65,0.62405,34,-0.5303,40,-0.3235
ENSG00000053372,MRTO4,32,-0.0824,44,0.50991,37,0.11623,36,0.09155,30,-0.2168,24,-0.6548
ENSG00000053371,AKR7A2,86,0.43971,71,0.15829,60,-0.1280,59,-0.1788,38,-0.8204,69,0.11962
ENSG00000077549,CAPZB,167,-0.1204,209,0.29319,152,-0.2646,179,-0.0096,158,-0.2103,174,-0.0710
ENSG00000173436,MICOS10,244,-0.2114,339,0.38643,337,0.30158,249,-0.2160,176,-0.7125,276,-0.0199
ENSG00000158747,NBL1,216,0.65806,164,0.26374,48,-1.6444,137,-0.0932,118,-0.2967,145,0.02670
ENSG00000169914,OTUD3,13,-0.3236,13,-0.3818,8,-1.0649,22,0.65939,23,0.56469,14,-0.2117
ENSG00000162545,CAMK2N1,244,-1.2144,456,-0.3140,417,-0.4029,498,-0.1526,1065,1.11280,629,0.30397
ENSG00000090432,MUL1,50,0.44556,47,0.44568,45,0.27377,46,0.38924,17,-1.1758,20,-1.0824
ENSG00000183114,FAM43B,27,-0.5841,41,0.08082,33,-0.2843,58,0.82011,37,-0.1038,26,-0.7623
ENSG00000158828,PINK1,341,-0.0204,255,-0.5552,404,0.24934,380,0.18886,396,0.21652,365,0.10907
ENSG00000244038,DDOST,37,0.45563,38,0.66408,5,-2.4207,31,0.22632,25,-0.1272,19,-0.7083
ENSG00000117245,KIF17,19,0.15167,35,1.57563,9,-0.9974,15,-0.2242,10,-0.7901,6,-1.6771
ENSG00000189410,SH2D5,0,-6.0175,5,-2.5206,64,1.47941,32,0.40029,90,2.11368,16,-0.8772
ENSG00000127483,HP1BP3,106,-0.8966,168,-0.2264,232,0.31528,257,0.61279,189,-0.0107,159,-0.3292
ENSG00000075151,EIF4G3,90,-0.2893,95,-0.2505,177,0.79043,138,0.49284,79,-0.4935,85,-0.4507
ENSG00000117298,ECE1,24,0.23284,34,1.02032,23,0.15121,14,-0.7210,9,-1.3010,17,-0.3738
ENSG00000076864,RAP1GAP,67,-1.0852,83,-0.9001,105,-0.4091,155,0.24478,483,2.18588,92,-0.7278
ENSG00000090686,USP48,48,-0.2649,73,0.49935,32,-0.8751,55,-0.0638,65,0.20713,51,-0.1960
ENSG00000218510,LINC00339,19,0.27668,18,0.21214,14,-0.1977,16,-0.0233,14,-0.1776,14,-0.1794
ENSG00000070831,CDC42,293,-0.0475,306,0.02640,318,0.08121,401,0.57692,139,-1.1841,250,-0.3492
ENSG00000162552,WNT4,0,-7.3336,43,1.40942,21,-0.0804,33,0.80651,0,-8.8666,7,-1.8967
ENSG00000173372,C1QA,6,-1.8345,23,0.07431,1,-3.7901,4,-2.7719,23,0.11997,50,2.00567
ENSG00000173369,C1QB,0,-6.0385,36,0.76547,5,-2.2738,9,-1.6946,26,0.08746,43,1.21963
ENSG00000004487,KDM1A,37,-0.4081,54,0.23209,73,0.68056,63,0.54813,30,-0.6984,28,-0.9561
ENSG00000169641,LUZP1,25,-0.3785,26,-0.3988,20,-0.7052,50,0.92900,31,-0.0369,27,-0.3231
ENSG00000125944,HNRNPR,58,-1.1667,139,0.22463,91,-0.4713,133,0.13286,153,0.33498,123,-0.0100
ENSG00000117318,ID3,74,1.31708,31,-0.1295,19,-0.8677,24,-0.5839,7,-2.1877,44,0.58174
ENSG00000142676,RPL11,447,-0.3167,488,-0.2172,605,0.15934,421,-0.4839,511,-0.1062,759,0.67042
ENSG00000011007,ELOA,10,-1.3066,26,0.23154,29,0.35847,23,0.02064,18,-0.3996,24,0.08884
ENSG00000057757,PITHD1,342,0.28153,297,0.07042,330,0.22488,341,0.34974,135,-1.1527,238,-0.3459
ENSG00000011009,LYPLA2,51,0.47543,35,-0.1178,37,-0.0031,46,0.39346,59,0.73675,20,-1.1128
ENSG00000117308,GALE,13,-0.1729,16,0.24804,19,0.44128,13,-0.2418,18,0.32861,12,-0.3305
ENSG00000117305,HMGCL,30,0.25643,27,0.17602,36,0.55079,25,0.00629,11,-1.2270,22,-0.2179
ENSG00000179163,FUCA1,6,-1.9770,30,0.52478,12,-0.9345,36,0.91988,14,-0.7483,15,-0.7045
ENSG00000189266,PNRC2,29,-0.9077,70,0.55367,39,-0.4986,54,0.01201,59,0.15708,47,-0.2309
ENSG00000188529,SRSF10,47,-0.3752,83,0.65343,67,0.17669,68,0.25359,43,-0.5012,36,-0.8880
ENSG00000001461,NIPAL3,111,0.52080,48,-0.9027,93,0.23717,99,0.41279,74,-0.1266,81,0.01756
ENSG00000117602,RCAN3,70,1.10344,43,0.35899,36,0.03119,39,0.19192,9,-2.0809,22,-0.8583
ENSG00000133226,SRRM1,45,-0.3181,72,0.51817,36,-0.6555,51,-0.1677,44,-0.3603,58,0.07128
ENSG00000169504,CLIC4,42,-0.3271,58,0.20657,15,-1.8652,25,-1.2500,31,-0.7761,95,1.33597
ENSG00000117614,SYF2,40,-0.8685,76,0.12182,136,1.05695,60,-0.3134,52,-0.4895,73,0.03849
ENSG00000117616,RSRP1,41,-0.4837,76,0.58221,26,-1.1576,57,0.00835,58,0.03422,52,-0.1530
ENSG00000183726,TMEM50A,38,-0.7783,61,-0.1070,52,-0.3085,70,0.16649,88,0.50735,66,0.06268
ENSG00000204178,MACO1,37,0.28122,29,-0.1153,18,-0.8099,41,0.56358,29,-0.1344,26,-0.3319
ENSG00000117643,MAN1C1,46,0.99041,9,-1.5990,21,-0.2124,33,0.55451,42,0.84861,20,-0.3632
ENSG00000162430,SELENON,43,0.04839,47,0.21794,26,-0.7009,36,-0.2622,53,0.37970,43,0.06445
ENSG00000117640,MTFR1L,69,-0.2267,89,0.21940,72,-0.1522,84,0.09895,103,0.40301,64,-0.3941
ENSG00000182749,PAQR7,10,-0.5545,18,0.50314,6,-1.1790,10,-0.6377,18,0.37618,17,0.36451
ENSG00000117632,STMN1,1630,0.74858,911,-0.2222,1348,0.43735,1186,0.28835,397,-1.4433,877,-0.2920
ENSG00000175087,PDIK1L,9,-0.8434,24,0.99549,7,-1.0340,20,0.54544,7,-1.1398,8,-0.9968
ENSG00000142684,ZNF593,90,0.97960,39,-0.4224,136,1.70680,42,-0.3109,18,-1.5379,35,-0.6241
ENSG00000142669,SH3BGRL3,541,1.59988,158,-0.5075,161,-0.4003,174,-0.3405,168,-0.3348,212,0.03037
ENSG00000158062,UBXN11,16,-0.5741,33,0.70296,11,-1.1037,24,0.05814,21,-0.1416,20,-0.2718
ENSG00000117682,DHDDS,32,0.49698,28,0.39458,17,-0.4549,26,0.22671,18,-0.3946,16,-0.6607
ENSG00000198830,HMGN2,76,-1.6833,345,0.82134,242,0.06553,219,-0.1125,165,-0.5349,205,-0.2391
ENSG00000117713,ARID1A,30,-1.0606,72,0.35226,41,-0.6067,62,0.04316,58,-0.0559,65,0.13041
ENSG00000204160,ZDHHC18,47,0.66661,39,0.43112,14,-1.2205,32,0.07513,35,0.19230,21,-0.6793
ENSG00000142751,GPN2,15,-0.6087,23,0.08158,28,0.36495,30,0.56782,24,0.09690,14,-0.8194
ENSG00000090273,NUDC,92,-0.8776,189,0.30357,197,0.30857,163,0.01149,114,-0.5414,162,-0.0008
ENSG00000253368,TRNP1,63,0.33370,39,-0.4818,65,0.36612,64,0.44779,36,-0.5378,47,-0.1733
ENSG00000090020,SLC9A1,11,-0.8099,15,-0.4092,16,-0.2637,31,0.95471,28,0.57832,13,-0.7266
ENSG00000142784,WDTC1,36,-0.0661,33,-0.2683,51,0.44810,42,0.20954,40,0.07753,35,-0.1806
ENSG00000186501,TMEM222,79,-0.0892,110,0.55785,62,-0.4533,95,0.24441,58,-0.5739,63,-0.5145
ENSG00000158195,WASF2,8,-1.8428,38,0.53824,5,-2.4001,19,-0.7019,20,-0.5911,47,1.03119
ENSG00000126705,AHDC1,10,-2.1180,46,0.17567,61,0.60690,58,0.66382,28,-0.5947,30,-0.5833
ENSG00000126709,IFI6,674,1.13809,756,1.93698,102,-1.8071,112,-1.8765,68,-2.3964,198,-0.9510
ENSG00000009780,FAM76A,15,-0.6834,29,0.44261,36,0.68799,17,-0.5487,21,-0.1647,23,-0.0285
ENSG00000117758,STX12,87,-0.4492,113,-0.0546,194,0.82370,120,0.05817,89,-0.4119,109,-0.1226
ENSG00000117751,PPP1R8,19,-0.9573,30,-0.3081,32,-0.1781,57,0.94398,39,0.14478,27,-0.5377
ENSG00000117748,RPA2,69,-0.4717,118,0.45944,74,-0.3521,113,0.36996,92,-0.0266,65,-0.6551
ENSG00000126698,DNAJC8,68,-1.0124,146,0.18916,126,-0.0791,165,0.43888,84,-0.6967,126,-0.0944
ENSG00000130770,ATP5IF1,869,0.37057,905,0.55431,686,-0.0055,714,0.07083,474,-0.5785,458,-0.7391
ENSG00000204138,PHACTR4,12,-0.3981,15,-0.0209,9,-0.6952,17,0.19351,33,1.27993,11,-0.6202
ENSG00000242125,SNHG3,27,0.70892,19,0.15886,4,-2.2207,22,0.49555,26,0.64788,9,-1.0837
ENSG00000180098,TRNAU1AP,32,0.59617,20,-0.1851,25,0.18879,27,0.40521,18,-0.3460,16,-0.5487
ENSG00000197989,SNHG12,5,-1.5573,18,0.17964,29,0.96377,17,0.15958,7,-1.1940,15,-0.1110
ENSG00000120656,TAF12,23,0.29550,25,0.56850,40,1.20311,17,-0.1417,7,-1.4339,10,-1.1427
ENSG00000198492,YTHDF2,94,0.37784,77,0.06693,44,-0.7909,97,0.55027,46,-0.7459,61,-0.3597
ENSG00000159023,EPB41,23,-0.0491,23,-0.0903,28,0.26206,21,-0.2503,60,1.51297,15,-0.8333
ENSG00000116350,SRSF4,37,-0.6115,51,-0.1317,57,0.05443,63,0.28856,55,0.01037,55,0.00836
ENSG00000116353,MECR,20,-0.6766,33,0.10478,15,-1.0777,40,0.48414,29,-0.1314,31,-0.0277
ENSG00000060656,PTPRU,76,1.27363,41,0.30498,40,0.21188,41,0.31842,11,-1.7477,15,-1.3891
ENSG00000162511,LAPTM5,22,-0.7909,55,0.78826,11,-1.7695,16,-1.4459,47,0.34346,52,0.66854
ENSG00000162512,SDC3,92,-1.1658,269,0.64037,190,-0.0555,190,-0.0688,135,-0.5785,189,-0.0767
ENSG00000134644,PUM1,109,-0.7829,182,0.01040,242,0.46770,273,0.85838,111,-0.7527,115,-0.8191
ENSG00000060688,SNRNP40,5,-1.7647,25,0.67253,4,-2.0244,17,-0.1171,15,-0.3020,22,0.37204
ENSG00000121766,ZCCHC17,137,-0.0454,125,-0.2261,266,1.03639,166,0.33122,76,-0.9340,112,-0.4219
ENSG00000121769,FABP3,51,0.59725,24,-0.6295,0,-5.9643,44,0.45496,36,0.06784,42,0.36095
ENSG00000162517,PEF1,55,-0.3912,72,0.05170,84,0.27789,89,0.46513,66,-0.1102,52,-0.5418
ENSG00000084636,COL16A1,4,-2.5614,23,-0.1579,33,0.44003,27,0.16081,32,0.39090,27,0.12812
ENSG00000121753,ADGRB2,23,-2.1156,51,-1.0624,39,-1.3344,125,0.60650,317,2.11743,70,-0.5307
ENSG00000184007,PTP4A2,101,-0.7582,150,-0.1818,172,0.06545,137,-0.3434,140,-0.2598,236,0.73221
ENSG00000121774,KHDRBS1,112,-0.6313,187,0.21180,119,-0.5321,199,0.33880,195,0.23774,143,-0.2960
ENSG00000121775,TMEM39B,4,-1.7956,18,0.35015,6,-1.3137,24,0.86959,18,0.27631,10,-0.7721
ENSG00000025800,KPNA6,30,-0.6153,53,0.35580,40,-0.1414,56,0.46640,36,-0.3147,33,-0.5506
ENSG00000084652,TXLNA,40,0.00113,63,0.98414,33,-0.2980,29,-0.5845,34,-0.2349,31,-0.4438
ENSG00000160050,CCDC28B,8,-0.7790,19,0.63925,2,-2.5170,12,-0.2922,26,0.98518,12,-0.1925
ENSG00000084623,EIF3I,116,0.03693,125,0.19806,75,-0.6261,122,0.14584,107,-0.0820,106,-0.1263
ENSG00000116478,HDAC1,18,-0.3525,41,1.31870,6,-1.9276,26,0.28667,8,-1.5597,12,-1.0675
ENSG00000175130,MARCKSL1,58,-2.1159,237,-0.0057,220,-0.1209,264,0.20478,133,-0.8943,313,0.55599
ENSG00000160058,BSDC1,54,-0.1244,68,0.30640,39,-0.6208,71,0.39443,47,-0.3245,47,-0.3882
ENSG00000176261,ZBTB8OS,48,0.01877,69,0.76917,39,-0.3143,49,0.04761,38,-0.3590,31,-0.7772
ENSG00000162521,RBBP4,107,0.11321,117,0.32763,67,-0.5990,111,0.21012,97,-0.0316,79,-0.4244
ENSG00000162522,KIAA1522,13,-0.3324,17,0.02769,19,0.20080,16,-0.0806,21,0.32974,16,-0.0603
ENSG00000134684,YARS,86,-0.4563,102,-0.2265,171,0.63078,163,0.70641,65,-0.8840,89,-0.4743
ENSG00000116497,S100PBP,32,-0.3483,64,0.94278,85,1.21294,27,-0.6973,33,-0.3349,21,-1.1444
ENSG00000160097,FNDC5,11,-1.0781,8,-1.6488,21,-0.0967,48,1.72666,17,-0.4272,18,-0.4475
ENSG00000121905,HPCA,6,-4.4507,15,-3.4138,5,-4.6835,56,-1.3905,1122,5.05768,48,-1.6257
ENSG00000121900,TMEM54,55,0.52254,52,0.52978,26,-0.6613,31,-0.4683,21,-0.9462,42,0.12089
ENSG00000116514,RNF19B,27,-0.2018,29,-0.1432,53,0.84982,35,0.23314,26,-0.2987,25,-0.3810
ENSG00000004455,AK2,65,0.75431,63,0.93502,21,-0.9768,21,-1.1088,31,-0.4052,38,-0.1134
ENSG00000142920,AZIN2,22,0.16568,16,-0.4209,19,-0.0694,25,0.45537,13,-0.6494,21,0.07539
ENSG00000160094,ZNF362,14,-0.4997,21,0.16879,3,-2.6656,26,0.61916,13,-0.5113,19,0.03300
ENSG00000134686,PHC2,41,-0.3833,67,0.46608,29,-0.9090,48,-0.2006,62,0.23732,53,0.01346
ENSG00000163866,SMIM12,111,0.41606,107,0.46138,100,0.25590,83,-0.0551,76,-0.1797,55,-0.7846
